name,snapshot,move1,usage1,move2,usage2,move3,usage3,move4,usage4,move5,usage5,move6,usage6,move7,usage7,move8,usage8,move9,usage9,move10,usage10,move11,usage11,move12,usage12,move13,usage13,move14,usage14,move15,usage15,move16,usage16,move17,usage17,move18,usage18
Flutter Mane,2022-11,Moonblast,97.303,Shadow Ball,94.481,Mystical Fire,47.912,Psyshock,25.907,Substitute,23.083,Tera Blast,18.531,Thunderbolt,18.036,Dark Pulse,16.488,Energy Ball,13.021,Calm Mind,11.790,Taunt,10.792,Hyper Beam,6.334,Other,16.320,,,,,,,,,,
Dragapult,2022-11,Tera Blast,42.630,Dragon Darts,41.600,Phantom Force,41.220,Outrage,40.816,Draco Meteor,35.739,Shadow Ball,27.035,Fire Blast,23.665,Flamethrower,21.750,Will-O-Wisp,21.724,Hydro Pump,21.354,Hex,18.042,Substitute,18.041,Disable,14.727,Thunderbolt,12.557,Other,19.100,,,,,,
Iron Valiant,2022-11,Close Combat,78.028,Spirit Break,60.690,Tera Blast,35.361,Shadow Sneak,26.966,Disable,26.817,Protect,26.309,Encore,20.733,Zen Headbutt,20.728,Fire Punch,15.701,Poison Jab,15.589,Drain Punch,11.919,Knock Off,11.156,Swords Dance,10.266,Substitute,10.202,Leaf Blade,10.050,Other,19.485,,,,
Iron Bundle,2022-11,Hydro Pump,98.097,Freeze-Dry,88.784,Encore,61.751,Protect,55.803,Ice Beam,38.073,Tera Blast,27.875,Substitute,9.260,Blizzard,8.236,Other,12.122,,,,,,,,,,,,,,,,,,
Mimikyu,2022-11,Phantom Force,56.989,Curse,53.735,Substitute,53.680,Shadow Sneak,45.947,Endure,43.153,Play Rough,41.548,Shadow Claw,27.528,Protect,24.167,Swords Dance,21.166,Drain Punch,9.493,Tera Blast,8.968,Other,13.627,,,,,,,,,,,,
Ting-Lu,2022-11,Body Press,85.516,Payback,78.988,Heavy Slam,75.346,Bulldoze,57.462,Earthquake,35.394,Throat Chop,13.358,Taunt,13.326,Rock Tomb,11.379,Ruination,9.113,Protect,7.030,Other,13.088,,,,,,,,,,,,,,
Baxcalibur,2022-11,Glaive Rush,84.986,Dragon Dance,70.416,Icicle Crash,61.375,Zen Headbutt,42.787,Earthquake,23.039,Icicle Spear,19.404,Ice Shard,18.202,Tera Blast,15.323,Outrage,11.527,Dragon Claw,11.231,Iron Head,9.186,Body Press,8.351,Aqua Tail,6.525,Other,17.647,,,,,,,,
Scream Tail,2022-11,Dazzling Gleam,72.300,Protect,70.022,Wish,50.913,Noble Roar,50.001,Disable,39.480,Encore,20.368,Trick,19.295,Rest,19.198,Reflect,14.298,Drain Punch,10.843,Bulk Up,10.234,Amnesia,10.234,Other,12.814,,,,,,,,,,
Tinkaton,2022-11,Gigaton Hammer,76.010,Play Rough,71.208,Ice Hammer,49.614,Fake Out,38.393,Tera Blast,32.332,Flatter,23.990,Draining Kiss,23.990,Flash Cannon,23.990,Brick Break,18.496,Encore,13.490,Knock Off,10.447,Other,18.040,,,,,,,,,,,,
Skeledirge,2022-11,Torch Song,72.354,Shadow Ball,39.426,Slack Off,39.187,Earth Power,38.389,Encore,34.316,Blast Burn,31.463,Protect,26.024,Curse,21.703,Tera Blast,18.937,Endure,18.558,Will-O-Wisp,13.522,Yawn,11.638,Hex,8.159,Hyper Beam,8.063,Other,18.261,,,,,,
Iron Moth,2022-11,Sludge Wave,91.782,Overheat,56.065,Dazzling Gleam,45.981,Tera Blast,42.288,Bug Buzz,30.782,Discharge,30.312,Fiery Dance,27.227,Energy Ball,14.104,Psychic,10.407,Flamethrower,9.888,Heat Wave,7.854,Protect,7.451,Hyper Beam,7.208,Other,18.652,,,,,,,,
Garchomp,2022-11,Earthquake,98.830,Dragon Claw,67.339,Swords Dance,65.800,Poison Jab,62.834,Outrage,31.933,Iron Head,15.561,Endure,13.351,Stone Edge,13.126,Rest,12.317,Other,18.909,,,,,,,,,,,,,,,,
Sableye,2022-11,Disable,96.905,Recover,80.802,Trick,80.138,Will-O-Wisp,58.142,Night Shade,23.167,Encore,18.271,Protect,16.670,Rest,12.257,Other,13.647,,,,,,,,,,,,,,,,,,
Dragonite,2022-11,Outrage,83.507,Earthquake,83.245,Dragon Dance,79.126,Extreme Speed,42.966,Iron Head,42.435,Encore,21.648,Roost,15.201,Ice Spinner,10.646,Thunder Wave,9.110,Other,12.114,,,,,,,,,,,,,,,,
Sylveon,2022-11,Hyper Voice,100.000,Hyper Beam,99.719,Fake Tears,96.633,Endure,96.598,Other,7.050,,,,,,,,,,,,,,,,,,,,,,,,,,
Dondozo,2022-11,Curse,84.577,Body Press,78.990,Rest,76.189,Avalanche,75.713,Tera Blast,20.074,Wave Crash,16.555,Earthquake,14.273,Outrage,13.899,Other,19.729,,,,,,,,,,,,,,,,,,
Breloom,2022-11,Leech Seed,49.688,Substitute,48.726,Mach Punch,45.084,Spore,44.157,Bullet Seed,38.656,Protect,33.091,Swords Dance,29.275,Rock Tomb,26.395,Drain Punch,25.823,Close Combat,12.660,Gunk Shot,11.013,Focus Punch,7.554,Thunder Punch,6.113,Endure,5.932,Other,15.834,,,,,,
Annihilape,2022-11,Close Combat,78.641,Rage Fist,40.996,Endure,33.728,Shadow Claw,29.372,Ice Punch,27.528,Encore,26.434,Outrage,24.911,Stone Edge,20.971,Earthquake,18.999,Reversal,15.878,Acrobatics,12.806,Gunk Shot,12.111,Metronome,11.585,Bulk Up,7.345,Drain Punch,5.984,Facade,5.844,Counter,4.209,Rock Tomb,3.968
Dudunsparce,2022-11,Body Slam,86.647,Coil,83.580,Rock Slide,49.778,Roost,40.104,Outrage,37.773,Glare,33.164,Body Press,23.112,Boomburst,8.111,Earth Power,8.009,Blizzard,8.007,Air Slash,6.514,Other,15.201,,,,,,,,,,,,
Ceruledge,2022-11,Bitter Blade,88.579,Phantom Force,51.986,Close Combat,44.750,Endure,36.534,Dragon Claw,34.777,Shadow Claw,34.385,Poison Jab,30.964,Shadow Sneak,25.488,Flare Blitz,12.917,Bulk Up,9.388,Swords Dance,7.814,Protect,7.812,Other,14.609,,,,,,,,,,
Grafaiai,2022-11,Encore,94.228,Substitute,94.211,Protect,88.996,Toxic,88.980,Poison Jab,5.772,Super Fang,5.772,Taunt,5.772,Other,16.269,,,,,,,,,,,,,,,,,,,,
Wo-Chien,2022-11,Leech Seed,94.486,Protect,89.143,Giga Drain,83.911,Substitute,74.026,Ingrain,11.646,Foul Play,7.949,Taunt,7.133,Ruination,5.086,Rest,4.430,Sleep Talk,4.430,Other,17.760,,,,,,,,,,,,,,
Meowscarada,2022-11,Play Rough,84.531,Flower Trick,67.704,Knock Off,44.730,Sucker Punch,34.784,Petal Blizzard,31.666,Tera Blast,28.677,Foul Play,24.710,U-turn,17.329,Low Kick,13.538,Thunder Punch,9.924,Acrobatics,9.575,Shadow Claw,7.376,Trick,6.725,Other,18.730,,,,,,,,
Corviknight,2022-11,Roost,100.000,Substitute,69.615,Spite,69.235,Protect,69.232,Body Press,30.374,Iron Defense,26.161,Taunt,25.354,Other,10.028,,,,,,,,,,,,,,,,,,,,
Armarouge,2022-11,Armor Cannon,82.275,Energy Ball,55.080,Psychic,49.963,Acid Spray,36.893,Aura Sphere,32.676,Calm Mind,25.169,Expanding Force,24.554,Disable,22.071,Trick,16.571,Mystical Fire,14.593,Dark Pulse,9.263,Tera Blast,7.764,Focus Blast,5.098,Other,18.031,,,,,,,,
Orthworm,2022-11,Body Press,100.000,Iron Defense,64.965,Heavy Slam,62.470,Rest,57.308,Earthquake,37.294,Rock Slide,35.035,Coil,35.035,Other,7.893,,,,,,,,,,,,,,,,,,,,
Cetitan,2022-11,Earthquake,96.170,Icicle Crash,81.233,Ice Shard,76.932,Liquidation,58.910,Superpower,26.393,Play Rough,18.242,Ice Punch,16.798,Tera Blast,10.071,Other,15.252,,,,,,,,,,,,,,,,,,
Gallade,2022-11,Sacred Sword,98.805,Psycho Cut,98.805,Trick,92.883,Night Slash,84.025,Leaf Blade,14.984,Other,10.498,,,,,,,,,,,,,,,,,,,,,,,,
Bombirdier,2022-11,Brave Bird,98.798,Rock Blast,70.843,Knock Off,70.174,Drill Run,70.048,Sucker Punch,29.420,Stone Edge,29.157,Roost,29.030,Other,2.530,,,,,,,,,,,,,,,,,,,,
Kingambit,2022-11,Iron Head,98.645,Sucker Punch,60.303,Poison Jab,44.450,Shadow Claw,42.588,Kowtow Cleave,39.986,Foul Play,38.371,Swords Dance,27.286,Brick Break,18.244,Zen Headbutt,16.807,Other,13.321,,,,,,,,,,,,,,,,
Espathra,2022-11,Dazzling Gleam,96.424,Lumina Crash,81.372,Flash Cannon,51.180,Substitute,38.936,Trick,38.442,Protect,33.762,Calm Mind,23.788,Stored Power,18.628,Other,17.467,,,,,,,,,,,,,,,,,,
Cloyster,2022-11,Rock Blast,85.820,Icicle Spear,85.819,Shell Smash,85.742,Liquidation,47.084,Hydro Pump,31.223,Aqua Ring,14.180,Whirlpool,14.180,Protect,14.180,Iron Defense,14.180,Other,7.592,,,,,,,,,,,,,,,,
Tauros-Paldea-Fire,2022-11,Will-O-Wisp,99.700,Tera Blast,99.696,Bulk Up,99.696,Body Press,99.696,Other,1.214,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellibolt,2022-11,Tera Blast,73.996,Thunderbolt,67.708,Soak,56.240,Chilling Water,55.273,Hyper Voice,30.815,Thunder,28.008,Discharge,25.087,Slack Off,15.855,Protect,13.862,Sucker Punch,11.387,Endure,7.911,Other,13.857,,,,,,,,,,,,
Quaquaval,2022-11,Close Combat,91.692,Brave Bird,79.048,Aqua Step,60.424,Ice Spinner,45.110,Wave Crash,43.003,Aqua Jet,25.741,Tera Blast,11.150,Bulk Up,11.010,U-turn,7.264,Chilling Water,6.064,Other,19.494,,,,,,,,,,,,,,
Eiscue,2022-11,Belly Drum,100.000,Liquidation,99.078,Iron Head,99.078,Ice Spinner,87.732,Other,14.112,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Treads,2022-11,Earthquake,100.000,Ice Spinner,72.209,Heavy Slam,54.855,Iron Head,45.103,Wild Charge,39.668,Tera Blast,29.917,Knock Off,26.929,Substitute,24.458,Other,6.862,,,,,,,,,,,,,,,,,,
Iron Jugulis,2022-11,Dark Pulse,100.000,Flash Cannon,82.597,Earth Power,58.488,Air Slash,47.722,Hurricane,43.486,Protect,38.781,Tera Blast,17.357,Other,11.569,,,,,,,,,,,,,,,,,,,,
Arboliva,2022-11,Earth Power,66.513,Energy Ball,58.106,Hyper Beam,40.887,Endure,40.887,Leech Seed,33.312,Dazzling Gleam,25.101,Giga Drain,21.011,Strength Sap,18.944,Protect,18.395,Hyper Voice,14.766,Tera Blast,10.456,Mirror Coat,9.263,Substitute,8.992,Leaf Storm,8.987,Sunny Day,7.289,Other,17.090,,,,
Appletun,2022-11,Recover,98.857,Iron Defense,88.819,Apple Acid,75.391,Amnesia,74.250,Leech Seed,14.594,Body Press,14.568,Recycle,10.041,Curse,9.895,Other,13.585,,,,,,,,,,,,,,,,,,
Tauros-Paldea-Water,2022-11,Close Combat,93.923,Wave Crash,88.720,Iron Head,53.794,Outrage,53.758,Aqua Jet,36.300,Bulk Up,34.925,Tera Blast,9.810,Body Press,6.077,Raging Bull,5.910,Other,16.782,,,,,,,,,,,,,,,,
Azumarill,2022-11,Play Rough,98.441,Aqua Jet,95.639,Superpower,62.189,Liquidation,59.801,Waterfall,35.887,Belly Drum,28.704,Other,19.339,,,,,,,,,,,,,,,,,,,,,,
Sandy Shocks,2022-11,Tera Blast,97.996,Earth Power,95.043,Flash Cannon,56.449,Thunderbolt,50.147,Substitute,41.548,Discharge,41.548,Other,17.270,,,,,,,,,,,,,,,,,,,,,,
Toxapex,2022-11,Baneful Bunker,73.748,Toxic,71.055,Recover,41.463,Iron Defense,41.319,Sludge Bomb,38.685,Haze,38.685,Liquidation,23.791,Gunk Shot,23.790,Venoshock,22.317,Hex,22.312,Other,2.835,,,,,,,,,,,,,,
Glimmora,2022-11,Substitute,94.147,Toxic,94.147,Protect,94.147,Mortal Spin,85.723,Reflect,7.920,Power Gem,5.835,Other,18.080,,,,,,,,,,,,,,,,,,,,,,
Slaking,2022-11,Giga Impact,91.238,Counter,51.654,Hammer Arm,48.168,Earthquake,43.858,Metronome,41.787,Play Rough,27.750,Shadow Claw,25.187,Gunk Shot,21.158,Tera Blast,6.075,Ice Beam,6.075,Flamethrower,6.075,Thunderbolt,6.075,Outrage,5.794,Other,19.103,,,,,,,,
Noivern,2022-11,Draco Meteor,100.000,Boomburst,100.000,Flamethrower,80.633,Hurricane,74.362,Dark Pulse,19.367,Psychic,19.367,Other,6.272,,,,,,,,,,,,,,,,,,,,,,
Gengar,2022-11,Sludge Bomb,100.000,Shadow Ball,47.133,Energy Ball,47.133,Metronome,42.500,Trick,36.529,Icy Wind,36.526,Dark Pulse,36.526,Hex,16.341,Will-O-Wisp,16.341,Encore,16.341,Other,4.631,,,,,,,,,,,,,,
Gyarados,2022-11,Waterfall,100.000,Outrage,95.746,Crunch,95.746,Earthquake,95.746,Other,12.762,,,,,,,,,,,,,,,,,,,,,,,,,,
Veluza,2022-11,Fillet Away,96.960,Stored Power,96.960,Recover,96.886,Surf,96.886,Other,12.308,,,,,,,,,,,,,,,,,,,,,,,,,,
Torkoal,2022-11,Sludge Bomb,100.000,Earth Power,100.000,Heat Wave,100.000,Solar Beam,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalugg,2022-11,Rest,76.408,Mirror Coat,57.081,Body Press,50.443,Heavy Slam,42.919,Ice Spinner,42.665,Iron Defense,42.210,Facade,34.695,Avalanche,15.611,Earthquake,15.124,Giga Impact,14.863,Other,7.981,,,,,,,,,,,,,,
Dragalge,2022-11,Sludge Bomb,100.000,Draco Meteor,100.000,Tera Blast,94.359,Thunderbolt,94.359,Other,11.282,,,,,,,,,,,,,,,,,,,,,,,,,,
Ditto,2022-11,Nothing,300.000,Transform,100.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flareon,2022-11,Facade,100.000,Flare Blitz,100.000,Protect,100.000,Quick Attack,89.456,Other,10.544,,,,,,,,,,,,,,,,,,,,,,,,,,
Bisharp,2022-11,Sucker Punch,99.854,Iron Head,99.854,Swords Dance,86.517,Thunder Wave,81.912,Tera Blast,9.688,Low Kick,8.392,Other,13.785,,,,,,,,,,,,,,,,,,,,,,
Haxorus,2022-11,Close Combat,99.997,Outrage,98.268,Earthquake,78.525,Iron Head,70.103,Poison Jab,22.496,Endure,19.398,Other,11.212,,,,,,,,,,,,,,,,,,,,,,
Hydreigon,2022-11,Dark Pulse,100.000,Flash Cannon,100.000,Fire Blast,96.971,Draco Meteor,66.589,Dragon Pulse,33.411,Other,3.029,,,,,,,,,,,,,,,,,,,,,,,,
Amoonguss,2022-11,Sludge Bomb,88.032,Toxic,60.540,Spore,51.427,Synthesis,48.573,Stomping Tantrum,48.573,Giga Drain,36.451,Clear Smog,18.543,Protect,17.908,Foul Play,14.977,Other,14.977,,,,,,,,,,,,,,,,
Revavroom,2022-11,Gunk Shot,100.000,Shift Gear,87.353,Spin Out,65.548,Zen Headbutt,37.570,Iron Head,34.433,Substitute,25.097,Tera Blast,19.599,Haze,9.149,Protect,9.149,Other,12.101,,,,,,,,,,,,,,,,
Houndstone,2022-11,Rest,97.083,Disable,97.083,Trick,97.083,Shadow Sneak,62.561,Will-O-Wisp,26.337,Other,19.851,,,,,,,,,,,,,,,,,,,,,,,,
Hatterene,2022-11,Draining Kiss,99.473,Giga Drain,98.570,Psychic,98.552,Mystical Fire,73.178,Tera Blast,25.784,Other,4.443,,,,,,,,,,,,,,,,,,,,,,,,
Goodra,2022-11,Draco Meteor,95.524,Sludge Bomb,94.617,Thunderbolt,66.891,Flamethrower,39.081,Ice Beam,33.189,Focus Blast,32.198,Hydro Pump,27.723,Other,10.777,,,,,,,,,,,,,,,,,,,,
Blissey,2022-11,Soft-Boiled,99.985,Seismic Toss,99.978,Thunder Wave,99.978,Protect,99.323,Other,0.735,,,,,,,,,,,,,,,,,,,,,,,,,,
Lokix,2022-11,First Impression,95.411,Axe Kick,91.744,Sucker Punch,79.539,U-turn,47.534,Throat Chop,22.710,Taunt,19.363,Lunge,12.064,Tera Blast,10.363,Bounce,8.257,Other,13.016,,,,,,,,,,,,,,,,
Tatsugiri,2022-11,Mirror Coat,100.000,Counter,100.000,Substitute,79.414,Dragon Pulse,79.414,Surf,20.585,Taunt,20.488,Other,0.099,,,,,,,,,,,,,,,,,,,,,,
Dolliv,2022-11,Tera Blast,100.000,Leech Seed,100.000,Strength Sap,100.000,Synthesis,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Lilligant,2022-11,Quiver Dance,100.000,Giga Drain,100.000,Synthesis,100.000,Charm,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Pawmot,2022-11,Mach Punch,80.381,Ice Punch,70.271,Fire Punch,70.268,Thunder Punch,62.385,Double Shock,37.615,Close Combat,35.975,Endure,19.236,Play Rough,5.770,Other,18.100,,,,,,,,,,,,,,,,,,
Toxtricity,2022-11,Boomburst,100.000,Overdrive,100.000,Brick Break,80.224,Gunk Shot,80.224,Sludge Bomb,19.729,Other,19.823,,,,,,,,,,,,,,,,,,,,,,,,
Donphan,2022-11,Earthquake,96.926,Endure,91.683,Body Press,81.016,Rock Slide,80.785,Ice Shard,19.215,Counter,10.898,Other,19.478,,,,,,,,,,,,,,,,,,,,,,
Clodsire,2022-11,Toxic,74.569,Recover,67.259,Curse,63.339,Yawn,46.795,Counter,34.115,Gunk Shot,29.408,Earthquake,17.452,Haze,16.750,Rest,14.424,Protect,10.926,Body Press,10.143,Other,14.819,,,,,,,,,,,,
Tropius,2022-11,Curse,100.000,Protect,100.000,Synthesis,99.994,Fly,99.994,Other,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,
Drifblim,2022-11,Strength Sap,99.403,Shadow Ball,98.184,Amnesia,97.588,Rest,97.588,Other,7.236,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivillon,2022-11,Hurricane,100.000,Sleep Powder,99.760,Quiver Dance,99.760,Substitute,99.760,Other,0.719,,,,,,,,,,,,,,,,,,,,,,,,,,
Flamigo,2022-11,Brave Bird,100.000,Liquidation,99.925,Reversal,90.607,Endure,90.532,Other,18.936,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxicroak,2022-11,Swords Dance,100.000,Gunk Shot,100.000,Sucker Punch,100.000,Drain Punch,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Dachsbun,2022-11,Play Rough,99.999,Crunch,76.901,Stomping Tantrum,69.408,Body Press,50.921,Yawn,23.099,Protect,23.099,Wish,23.098,Thunder Fang,18.487,Other,14.988,,,,,,,,,,,,,,,,,,
Clawitzer,2022-11,Aura Sphere,100.000,Dark Pulse,100.000,Water Pulse,100.000,Shadow Ball,87.923,Other,12.077,,,,,,,,,,,,,,,,,,,,,,,,,,
Scizor,2022-11,Bullet Punch,100.000,Close Combat,59.224,X-Scissor,58.685,Pounce,40.776,Quick Attack,40.776,Trailblaze,40.776,Tera Blast,34.543,Aerial Ace,18.823,Other,6.397,,,,,,,,,,,,,,,,,,
Arcanine,2022-11,Flare Blitz,99.491,Wild Charge,91.740,Play Rough,71.089,Outrage,59.691,Extreme Speed,28.691,Close Combat,20.651,Crunch,18.935,Other,9.713,,,,,,,,,,,,,,,,,,,,
Zangoose,2022-11,Tera Blast,100.000,Close Combat,100.000,Giga Impact,100.000,Protect,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Flapple,2022-11,Sucker Punch,100.000,Dragon Dance,84.526,Grav Apple,62.298,Tera Blast,55.225,Acrobatics,37.702,Leech Seed,37.702,Outrage,15.474,Other,7.073,,,,,,,,,,,,,,,,,,,,
Iron Thorns,2022-11,Wild Charge,88.237,Earthquake,86.005,Stone Edge,61.693,Giga Impact,54.802,Ice Punch,15.352,Tera Blast,13.112,Dragon Claw,12.576,Power Gem,12.576,Crunch,12.576,Thunder Punch,11.762,Fire Punch,11.011,Brick Break,11.011,Other,9.284,,,,,,,,,,
Luxray,2022-11,Tera Blast,100.000,Crunch,100.000,Wild Charge,100.000,Trailblaze,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Palafin,2022-11,Jet Punch,99.999,Wave Crash,99.916,Close Combat,99.916,Giga Impact,98.854,Other,1.315,,,,,,,,,,,,,,,,,,,,,,,,,,
Weavile,2022-11,Shadow Claw,100.000,Fake Out,100.000,Quick Attack,100.000,Ice Punch,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Staraptor,2022-11,Close Combat,100.000,Brave Bird,100.000,Double-Edge,99.916,Giga Impact,74.489,Quick Attack,23.541,Other,2.053,,,,,,,,,,,,,,,,,,,,,,,,
Kilowattrel,2022-11,Tera Blast,100.000,Electro Ball,100.000,Air Slash,100.000,Roost,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrode,2022-11,Explosion,100.000,Thunder Wave,100.000,Thunderbolt,100.000,Protect,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunsparce,2022-11,Drill Run,84.847,Rock Slide,84.847,Body Slam,84.847,Coil,84.847,Air Slash,15.153,Headbutt,15.153,Glare,15.114,Other,15.192,,,,,,,,,,,,,,,,,,,,
Espeon,2022-11,Dazzling Gleam,100.000,Psychic,97.091,Hyper Beam,90.955,Hyper Voice,74.115,Shadow Ball,19.772,Other,18.067,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Mow,2022-11,Thunder,100.000,Thunderbolt,100.000,Leaf Storm,100.000,Trick,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucario,2022-11,Close Combat,94.760,Bone Rush,94.760,Extreme Speed,94.760,Meteor Mash,94.760,Aura Sphere,5.240,Other,15.721,,,,,,,,,,,,,,,,,,,,,,,,
Scovillain,2022-11,Flamethrower,99.561,Crunch,99.561,Solar Beam,99.561,Sunny Day,99.561,Other,1.756,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyranitar,2022-11,Stone Edge,78.413,Crunch,71.358,Dragon Dance,69.023,Earthquake,65.128,Dragon Claw,30.882,Thunder Punch,30.882,Rock Blast,20.050,Iron Defense,20.050,Other,14.215,,,,,,,,,,,,,,,,,,
Farigiraf,2022-11,Nasty Plot,96.834,Tera Blast,65.571,Protect,62.773,Twin Beam,62.773,Psychic,37.227,Hyper Beam,34.061,Endure,34.061,Other,6.701,,,,,,,,,,,,,,,,,,,,
Barraskewda,2022-11,Close Combat,86.338,Liquidation,77.705,Aqua Jet,64.042,Psychic Fangs,55.957,Crunch,44.043,Double-Edge,35.958,Blizzard,22.295,Other,13.662,,,,,,,,,,,,,,,,,,,,
Hawlucha,2022-11,Endure,100.000,Acrobatics,99.978,Reversal,99.439,Giga Impact,70.670,Poison Jab,27.586,Other,2.328,,,,,,,,,,,,,,,,,,,,,,,,
Bronzong,2022-11,Earthquake,100.000,Gyro Ball,92.808,Zen Headbutt,92.808,Ice Spinner,92.808,Tera Blast,7.192,Other,14.384,,,,,,,,,,,,,,,,,,,,,,,,
Klawf,2022-11,Trailblaze,78.561,Crabhammer,65.562,Stone Edge,62.568,High Horsepower,41.129,Substitute,33.562,Rock Blast,33.562,Tera Blast,30.568,Swords Dance,21.439,Endure,21.439,Other,11.610,,,,,,,,,,,,,,,,
Quagsire,2022-11,Recover,100.000,Toxic,100.000,Counter,99.902,Earthquake,99.902,Other,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,
Gogoat,2022-11,Leech Seed,100.000,Grassy Terrain,100.000,Protect,100.000,Horn Leech,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Slither Wing,2022-11,Close Combat,99.932,Flare Blitz,66.035,First Impression,61.464,Tera Blast,58.157,Leech Life,38.536,Dual Wingbeat,36.382,Earthquake,16.129,Protect,12.848,Other,10.518,,,,,,,,,,,,,,,,,,
Florges,2022-11,Moonblast,100.000,Giga Drain,99.988,Energy Ball,99.988,Light Screen,99.988,Other,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,
Altaria,2022-11,Nothing,144.805,Brave Bird,51.728,Acrobatics,47.198,Dragon Claw,26.907,Body Slam,26.907,Dazzling Gleam,26.907,Agility,25.891,Dragon Dance,24.821,Outrage,24.821,Other,0.015,,,,,,,,,,,,,,,,
Polteageist,2022-11,Stored Power,100.000,Shell Smash,100.000,Giga Drain,99.996,Shadow Ball,99.996,Other,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,
