name,snapshot,move1,usage1,move2,usage2,move3,usage3,move4,usage4,move5,usage5,move6,usage6,move7,usage7,move8,usage8,move9,usage9,move10,usage10,move11,usage11,move12,usage12,move13,usage13,move14,usage14,move15,usage15,move16,usage16,move17,usage17,move18,usage18
Venomoth,2023-02,Quiver Dance,99.233,Bug Buzz,98.398,Sludge Bomb,81.238,Substitute,54.022,Sleep Powder,43.668,Morning Sun,8.976,Other,14.464,,,,,,,,,,,,,,,,,,,,,,
Ursaring,2023-02,Rest,48.681,Sleep Talk,46.339,Facade,45.019,Bulk Up,44.324,Play Rough,40.174,Close Combat,35.242,Body Slam,27.174,Crunch,26.188,Earthquake,23.183,Swords Dance,21.000,Trailblaze,15.616,Shadow Claw,8.891,Other,18.169,,,,,,,,,,
Eelektross,2023-02,Giga Drain,62.154,Flamethrower,57.015,Volt Switch,48.908,Thunderbolt,40.371,Drain Punch,34.608,Coil,24.693,Dragon Tail,20.233,U-turn,16.866,Thunder Punch,15.875,Wild Charge,10.006,Liquidation,9.354,Close Combat,8.535,Acid Spray,7.511,Discharge,5.808,Substitute,5.638,Zap Cannon,4.329,Bulk Up,3.761,Protect,3.654
Clawitzer,2023-02,Water Pulse,86.653,Aura Sphere,86.559,Dragon Pulse,72.027,Dark Pulse,69.857,U-turn,40.872,Ice Beam,18.339,Flash Cannon,9.157,Other,16.535,,,,,,,,,,,,,,,,,,,,
Rotom,2023-02,Shadow Ball,88.334,Volt Switch,87.684,Trick,72.394,Thunderbolt,63.827,Nasty Plot,26.485,Will-O-Wisp,21.230,Hex,11.134,Substitute,10.351,Other,18.560,,,,,,,,,,,,,,,,,,
Spiritomb,2023-02,Will-O-Wisp,75.253,Foul Play,41.608,Rest,38.135,Dark Pulse,33.027,Calm Mind,32.176,Pain Split,31.043,Hex,27.384,Sleep Talk,25.935,Trick Room,21.410,Sucker Punch,12.376,Memento,9.653,Shadow Sneak,8.751,Taunt,7.514,Night Shade,6.345,Destiny Bond,6.004,Substitute,4.819,Other,18.567,,
Klawf,2023-02,Knock Off,84.491,Stealth Rock,61.263,Stone Edge,45.471,High Horsepower,45.460,Crabhammer,33.651,Rock Blast,29.915,Swords Dance,22.940,Rock Slide,16.093,Trailblaze,14.025,Rock Tomb,8.208,Protect,6.388,Stomping Tantrum,4.922,Tera Blast,4.851,Endeavor,4.195,Other,18.127,,,,,,
Vespiquen,2023-02,Roost,95.658,U-turn,86.228,Spikes,85.377,Toxic,83.826,Toxic Spikes,20.584,Hurricane,7.098,Air Slash,5.955,Other,15.273,,,,,,,,,,,,,,,,,,,,
Zangoose,2023-02,Facade,93.406,Quick Attack,79.683,Close Combat,66.378,Swords Dance,53.095,Night Slash,43.574,Shadow Claw,29.753,Rock Slide,6.977,Protect,5.477,Belly Drum,5.104,Other,16.554,,,,,,,,,,,,,,,,
Appletun,2023-02,Apple Acid,90.150,Leech Seed,75.752,Recover,70.463,Dragon Pulse,35.372,Draco Meteor,35.191,Body Press,20.226,Dragon Tail,20.190,Protect,14.847,Iron Defense,12.072,Tera Blast,6.839,Other,18.899,,,,,,,,,,,,,,
Lurantis,2023-02,Leaf Storm,97.334,Defog,97.159,Synthesis,90.020,Tera Blast,73.978,Pollen Puff,15.203,Giga Drain,8.515,Other,17.791,,,,,,,,,,,,,,,,,,,,,,
Crocalor,2023-02,Slack Off,99.655,Will-O-Wisp,90.639,Flamethrower,84.070,Roar,68.048,Encore,23.314,Fire Spin,12.284,Yawn,5.522,Other,16.468,,,,,,,,,,,,,,,,,,,,
Scyther,2023-02,Aerial Ace,91.143,Close Combat,73.725,U-turn,68.020,Defog,51.311,Swords Dance,48.252,Quick Attack,23.490,Trailblaze,12.653,Pounce,6.448,Wing Attack,4.962,Other,19.996,,,,,,,,,,,,,,,,
Whiscash,2023-02,Earthquake,78.075,Stealth Rock,77.011,Spikes,72.749,Liquidation,36.213,Dragon Dance,26.519,Surf,18.763,Earth Power,14.665,Waterfall,10.342,Chilling Water,8.579,Icy Wind,8.469,Ice Beam,5.745,Future Sight,4.837,Protect,4.747,Rest,3.607,Hydro Pump,3.408,Thrash,3.398,Tera Blast,3.150,Other,19.723
Masquerain,2023-02,Sticky Web,96.905,Hurricane,52.214,Quiver Dance,49.502,Hydro Pump,40.794,Bug Buzz,39.887,Stun Spore,28.436,U-turn,22.432,Air Slash,18.759,Whirlwind,10.930,Ice Beam,7.838,Tailwind,7.633,Haze,6.799,Other,17.870,,,,,,,,,,
Basculin,2023-02,Wave Crash,90.658,Aqua Jet,80.637,Head Smash,51.609,Psychic Fangs,51.520,Crunch,36.850,Ice Fang,27.347,Liquidation,21.823,Double-Edge,9.527,Final Gambit,6.354,Zen Headbutt,4.146,Other,19.530,,,,,,,,,,,,,,
Spidops,2023-02,Sticky Web,95.059,Spikes,66.492,Circle Throw,48.810,Toxic Spikes,44.942,U-turn,44.796,First Impression,29.780,Memento,28.878,Sucker Punch,8.718,Taunt,7.735,Silk Trap,7.042,Other,17.748,,,,,,,,,,,,,,
Farigiraf,2023-02,Agility,52.715,Stored Power,47.096,Dazzling Gleam,45.366,Nasty Plot,43.458,Calm Mind,32.969,Tera Blast,29.488,Hyper Voice,19.665,Psyshock,19.566,Wish,18.204,Psychic,14.372,Protect,13.595,Shadow Ball,11.730,Thunderbolt,10.238,Trick Room,10.004,Twin Beam,9.360,Future Sight,6.162,Other,16.010,,
Hattrem,2023-02,Healing Wish,52.387,Psychic,52.118,Nuzzle,51.569,Mystical Fire,50.549,Draining Kiss,37.054,Psyshock,35.596,Calm Mind,34.530,Trick Room,28.795,Giga Drain,18.783,Reflect,11.617,Dazzling Gleam,8.075,Other,18.928,,,,,,,,,,,,
Rabsca,2023-02,Revival Blessing,87.744,Bug Buzz,74.436,Trick Room,46.503,Psychic,43.370,Recover,29.878,Memento,19.607,Psyshock,19.133,Light Screen,15.332,Earth Power,14.521,Calm Mind,9.362,Reflect,8.508,Rest,5.208,Sleep Talk,5.208,Dazzling Gleam,4.251,Other,16.938,,,,,,
Carkol,2023-02,Rapid Spin,99.692,Stealth Rock,70.338,Will-O-Wisp,57.975,Spikes,55.345,Body Press,35.469,Flamethrower,25.058,Overheat,9.554,Rock Blast,8.053,Power Gem,8.037,Iron Defense,7.069,Stone Edge,6.722,Other,16.688,,,,,,,,,,,,
Haunter,2023-02,Shadow Ball,79.398,Sludge Bomb,69.984,Nasty Plot,33.708,Focus Blast,30.256,Substitute,27.148,Destiny Bond,26.223,Trick,22.680,Taunt,19.596,Toxic Spikes,19.193,Hex,18.534,Dazzling Gleam,16.384,Thunderbolt,5.991,Will-O-Wisp,5.970,Encore,5.352,Other,19.582,,,,,,
Glimmet,2023-02,Stealth Rock,98.580,Power Gem,88.776,Spikes,79.236,Sludge Bomb,31.717,Sludge Wave,31.548,Memento,30.134,Mud Shot,16.390,Toxic,6.254,Other,17.365,,,,,,,,,,,,,,,,,,
Houndoom,2023-02,Dark Pulse,97.191,Nasty Plot,60.248,Fire Blast,51.689,Flamethrower,42.293,Sludge Bomb,33.101,Taunt,28.188,Tera Blast,20.854,Overheat,18.203,Sucker Punch,12.711,Destiny Bond,11.821,Shadow Ball,7.231,Other,16.471,,,,,,,,,,,,
Camerupt,2023-02,Stealth Rock,72.992,Earth Power,67.069,Lava Plume,44.473,Yawn,35.612,Earthquake,31.934,Tera Blast,23.634,Flamethrower,17.692,Fire Blast,15.742,Will-O-Wisp,13.454,Eruption,11.562,Protect,10.065,Fire Spin,9.812,Flare Blitz,9.181,Trailblaze,7.421,Flash Cannon,4.847,Zen Headbutt,4.566,Other,19.945,,
Morgrem,2023-02,Reflect,91.493,Light Screen,91.493,Taunt,80.299,Parting Shot,74.927,Dazzling Gleam,25.911,Thunder Wave,20.802,Other,15.076,,,,,,,,,,,,,,,,,,,,,,
Cacturne,2023-02,Sucker Punch,86.298,Spikes,46.875,Swords Dance,38.975,Seed Bomb,37.289,Drain Punch,28.031,Giga Drain,24.322,Dark Pulse,21.732,Leaf Storm,20.274,Spiky Shield,16.416,Toxic Spikes,12.360,Trailblaze,10.415,Leech Seed,7.993,Bullet Seed,6.068,Thunder Punch,5.190,Protect,4.798,Low Kick,4.779,Tera Blast,4.264,Focus Blast,4.222
Crabominable,2023-02,Ice Hammer,80.932,Drain Punch,73.277,Thunder Punch,71.284,Close Combat,48.668,Earthquake,39.137,Crabhammer,22.430,Ice Punch,18.910,Bulk Up,16.643,Gunk Shot,6.601,Substitute,6.272,Other,15.846,,,,,,,,,,,,,,
Perrserker,2023-02,Iron Head,98.737,Close Combat,84.632,U-turn,83.213,Fake Out,37.357,Stealth Rock,22.892,Seed Bomb,16.634,Play Rough,14.978,Crunch,12.152,Swords Dance,9.706,Other,19.698,,,,,,,,,,,,,,,,
Oricorio,2023-02,Revelation Dance,96.843,Roost,90.181,Quiver Dance,62.236,Hurricane,55.598,Defog,51.306,U-turn,17.135,Air Slash,14.999,Other,11.702,,,,,,,,,,,,,,,,,,,,
Rotom-Frost,2023-02,Blizzard,97.180,Volt Switch,89.407,Will-O-Wisp,48.284,Thunderbolt,43.242,Protect,32.946,Trick,31.162,Nasty Plot,19.169,Shadow Ball,12.406,Discharge,9.490,Other,16.713,,,,,,,,,,,,,,,,
Magneton,2023-02,Flash Cannon,97.555,Volt Switch,96.973,Thunderbolt,68.023,Tera Blast,67.323,Discharge,12.914,Rest,12.312,Sleep Talk,12.305,Steel Beam,10.738,Thunder Wave,9.424,Other,12.435,,,,,,,,,,,,,,,,
Skuntank,2023-02,Toxic Spikes,81.277,Sucker Punch,56.864,Gunk Shot,47.089,Toxic,40.069,Haze,38.360,Taunt,35.228,Foul Play,32.324,Crunch,24.533,Poison Jab,12.847,Protect,10.397,Play Rough,3.329,Other,17.683,,,,,,,,,,,,
Pyroar,2023-02,Hyper Voice,89.238,Fire Blast,57.506,Flamethrower,48.156,Tera Blast,43.439,Dark Pulse,38.356,Will-O-Wisp,24.378,Taunt,22.637,Work Up,20.325,Overheat,19.682,Flame Charge,19.642,Other,16.640,,,,,,,,,,,,,,
Indeedee-F,2023-02,Psychic,63.613,Dazzling Gleam,54.579,Healing Wish,53.382,Hyper Voice,46.859,Psyshock,41.257,Trick,29.504,Reflect,16.694,Light Screen,16.656,Calm Mind,15.489,Energy Ball,14.820,Shadow Ball,12.331,Draining Kiss,12.317,Trick Room,11.606,Other,10.892,,,,,,,,
Sawsbuck,2023-02,Headbutt,89.503,Horn Leech,78.190,Swords Dance,67.384,Thunder Wave,30.220,Trailblaze,22.778,Play Rough,17.594,Body Slam,16.363,Wild Charge,14.615,Stomping Tantrum,13.883,Zen Headbutt,12.394,Double-Edge,10.675,Tera Blast,6.949,Other,19.453,,,,,,,,,,
Quaxwell,2023-02,Rapid Spin,99.980,Roost,92.870,Liquidation,80.001,Encore,38.653,Brave Bird,34.668,Aqua Jet,17.749,Low Kick,14.090,Aqua Cutter,9.675,Other,12.314,,,,,,,,,,,,,,,,,,
Tinkatuff,2023-02,Knock Off,98.574,Thunder Wave,91.380,Stealth Rock,88.575,Encore,63.511,Play Rough,25.969,Rock Slide,9.919,Foul Play,8.023,Other,14.050,,,,,,,,,,,,,,,,,,,,
Jumpluff,2023-02,Reflect,53.285,Light Screen,52.623,Memento,48.940,U-turn,40.553,Strength Sap,34.613,Sleep Powder,34.352,Acrobatics,23.633,Swords Dance,20.299,Sunny Day,20.130,Leech Seed,17.631,Encore,13.605,Substitute,10.061,Giga Drain,6.316,Seed Bomb,6.283,Other,17.675,,,,,,
Eiscue,2023-02,Belly Drum,96.036,Ice Spinner,88.109,Substitute,73.000,Tera Blast,64.481,Liquidation,27.954,Iron Head,12.253,Icicle Crash,8.460,Zen Headbutt,8.178,Snowscape,4.982,Other,16.545,,,,,,,,,,,,,,,,
Squawkabilly,2023-02,Brave Bird,97.615,U-turn,69.440,Quick Attack,62.055,Facade,60.213,Double-Edge,29.586,Parting Shot,26.449,Protect,16.208,Final Gambit,10.460,Roost,8.614,Other,19.360,,,,,,,,,,,,,,,,
Flapple,2023-02,Grav Apple,85.641,Sucker Punch,72.882,Outrage,61.040,Dragon Dance,52.552,U-turn,23.171,Dragon Rush,14.996,Acrobatics,14.807,Substitute,14.433,Recycle,13.745,Draco Meteor,13.366,Tera Blast,12.481,Bullet Seed,9.478,Other,11.408,,,,,,,,,,
Dugtrio,2023-02,Earthquake,99.607,Stealth Rock,62.244,Stone Edge,48.915,Memento,45.784,Sucker Punch,39.197,Swords Dance,31.397,Rock Slide,18.142,Reversal,13.994,Tera Blast,8.739,Final Gambit,7.576,Rock Blast,7.297,Other,17.107,,,,,,,,,,,,
Gogoat,2023-02,Horn Leech,98.051,Bulk Up,88.611,Milk Drink,73.101,Earthquake,53.219,Rock Slide,43.334,Trailblaze,11.085,Play Rough,9.929,Leech Seed,6.382,Other,16.288,,,,,,,,,,,,,,,,,,
Leafeon,2023-02,Leaf Blade,92.975,Swords Dance,58.296,Tera Blast,44.304,Double-Edge,40.877,Wish,39.457,Protect,39.217,Leech Seed,32.774,Trailblaze,7.765,Yawn,6.654,Synthesis,6.014,Substitute,4.396,Quick Attack,3.666,Bullet Seed,3.429,X-Scissor,3.415,Other,16.763,,,,,,
Ampharos,2023-02,Volt Switch,75.670,Dazzling Gleam,52.375,Thunderbolt,50.640,Power Gem,29.925,Tera Blast,26.924,Focus Blast,22.912,Dragon Tail,19.552,Rest,17.159,Dragon Pulse,16.073,Sleep Talk,15.986,Agility,15.394,Reflect,14.100,Discharge,12.387,Light Screen,9.850,Flatter,8.691,Other,12.361,,,,
Vivillon,2023-02,Sleep Powder,99.282,Quiver Dance,98.834,Hurricane,96.476,Substitute,43.611,Bug Buzz,22.315,Tera Blast,19.160,Energy Ball,6.709,Other,13.613,,,,,,,,,,,,,,,,,,,,
Lilligant,2023-02,Quiver Dance,95.897,Tera Blast,93.236,Giga Drain,71.669,Pollen Puff,34.613,Sleep Powder,30.439,Petal Dance,29.155,Energy Ball,13.958,Synthesis,8.252,Substitute,6.342,Other,16.438,,,,,,,,,,,,,,,,
Toedscool,2023-02,Rapid Spin,89.769,Spore,72.312,Spikes,58.775,Knock Off,55.622,Leech Seed,37.529,Giga Drain,24.449,Earth Power,19.191,Toxic,12.595,Foul Play,10.463,Other,19.295,,,,,,,,,,,,,,,,
Falinks,2023-02,Close Combat,96.860,No Retreat,89.995,Iron Head,63.674,First Impression,29.897,Poison Jab,26.758,Megahorn,26.729,Rock Slide,18.799,Zen Headbutt,17.635,Tera Blast,10.529,Other,19.123,,,,,,,,,,,,,,,,
Scovillain,2023-02,Flamethrower,76.055,Solar Beam,60.511,Growth,54.952,Fire Blast,48.873,Tera Blast,34.910,Giga Drain,29.419,Overheat,23.573,Leaf Storm,16.995,Will-O-Wisp,12.653,Energy Ball,11.852,Sunny Day,10.569,Other,19.638,,,,,,,,,,,,
Rotom-Fan,2023-02,Volt Switch,94.414,Air Slash,86.787,Will-O-Wisp,51.569,Thunderbolt,35.727,Trick,30.861,Nasty Plot,27.816,Shadow Ball,19.142,Discharge,16.754,Thunder Wave,9.224,Foul Play,8.283,Other,19.423,,,,,,,,,,,,,,
Electrode,2023-02,Volt Switch,81.666,Tera Blast,55.136,Thunderbolt,45.951,Taunt,44.772,Rain Dance,39.044,Explosion,38.394,Electro Ball,27.703,Thunder Wave,15.739,Thunder,13.804,Foul Play,11.320,Light Screen,8.728,Other,17.742,,,,,,,,,,,,
Raichu,2023-02,Volt Switch,62.151,Thunderbolt,59.146,Surf,58.364,Reflect,34.193,Light Screen,34.193,Nuzzle,26.185,Tera Blast,23.241,Nasty Plot,21.986,Grass Knot,13.445,Thunder Wave,12.248,Focus Blast,12.037,Fake Out,11.752,Draining Kiss,9.621,Discharge,4.723,Other,16.715,,,,,,
Flareon,2023-02,Flare Blitz,97.499,Facade,77.576,Trailblaze,74.409,Quick Attack,63.284,Protect,24.132,Wish,18.006,Yawn,14.983,Tera Blast,6.958,Will-O-Wisp,6.724,Other,16.429,,,,,,,,,,,,,,,,
Dedenne,2023-02,Dazzling Gleam,86.670,Nuzzle,61.764,Volt Switch,51.723,Thunderbolt,45.147,Substitute,28.536,Super Fang,25.009,Grass Knot,23.496,U-turn,22.299,Discharge,16.802,Draining Kiss,9.731,Thunder Wave,5.170,Magnet Rise,5.109,Other,18.542,,,,,,,,,,
Banette,2023-02,Gunk Shot,63.606,Knock Off,60.853,Swords Dance,60.501,Shadow Claw,49.259,Shadow Sneak,45.171,Trailblaze,30.982,Sucker Punch,28.477,Tera Blast,10.657,Phantom Force,9.145,Destiny Bond,7.903,Will-O-Wisp,7.576,Trick Room,5.620,Trick,5.123,Other,15.126,,,,,,,,
Luxray,2023-02,Wild Charge,76.798,Facade,70.602,Trailblaze,69.408,Crunch,38.124,Play Rough,22.813,Tera Blast,20.630,Roar,18.432,Charge Beam,16.106,Charge,16.106,Psychic Fangs,11.222,Volt Switch,9.547,Ice Fang,8.550,Quick Attack,5.535,Other,16.128,,,,,,,,
Fraxure,2023-02,Outrage,82.708,Dragon Dance,61.460,First Impression,52.813,Stomping Tantrum,49.763,Iron Head,37.065,Poison Jab,35.648,Dragon Claw,21.202,Tera Blast,14.019,Taunt,7.969,Swords Dance,7.854,Trailblaze,7.846,Substitute,6.318,Other,15.336,,,,,,,,,,
Murkrow,2023-02,U-turn,83.864,Taunt,78.133,Sunny Day,60.756,Tailwind,42.065,Haze,37.449,Thunder Wave,31.455,Rain Dance,29.557,Foul Play,13.862,Perish Song,11.708,Other,11.150,,,,,,,,,,,,,,,,
Misdreavus,2023-02,Shadow Ball,58.939,Draining Kiss,57.080,Nasty Plot,41.446,Calm Mind,39.065,Will-O-Wisp,31.873,Thunderbolt,22.027,Pain Split,21.911,Taunt,21.618,Hex,17.711,Substitute,17.650,Rest,17.013,Stored Power,16.980,Dazzling Gleam,15.736,Psyshock,6.766,Other,14.183,,,,,,
Glaceon,2023-02,Freeze-Dry,91.247,Ice Beam,79.651,Tera Blast,52.838,Shadow Ball,45.943,Trailblaze,20.330,Calm Mind,19.795,Protect,18.614,Wish,17.290,Chilling Water,16.135,Hyper Voice,7.318,Quick Attack,6.977,Water Pulse,6.347,Other,17.516,,,,,,,,,,
Lycanroc-Midnight,2023-02,Stone Edge,98.571,Close Combat,72.719,Stealth Rock,47.600,Play Rough,46.366,Taunt,16.984,Trailblaze,15.278,Psychic Fangs,13.647,Crunch,12.604,Swords Dance,12.494,Stomping Tantrum,9.807,Fire Punch,8.904,Endeavor,8.457,Counter,8.371,Bulk Up,7.161,Zen Headbutt,4.352,Other,16.683,,,,
Persian,2023-02,Fake Out,87.697,U-turn,49.648,Taunt,36.514,Nothing,28.031,Bite,25.110,Last Resort,22.207,Covet,20.158,Hyper Voice,19.376,Chilling Water,13.890,Fury Swipes,11.962,Body Slam,8.487,Trailblaze,7.702,Nasty Plot,7.322,Aerial Ace,6.510,Feint,6.387,Snarl,5.411,Thief,5.014,Shadow Claw,3.956
Tropius,2023-02,Substitute,64.765,Leech Seed,53.770,Protect,44.783,Dragon Dance,29.618,Giga Drain,28.112,Tera Blast,24.963,Air Slash,21.962,Earthquake,20.580,Hurricane,19.724,Tailwind,16.293,U-turn,14.907,Leaf Blade,13.859,Curse,8.561,Seed Bomb,6.470,Outrage,6.305,Synthesis,5.947,Other,19.379,,
Sudowoodo,2023-02,Head Smash,95.399,Stealth Rock,87.897,Sucker Punch,77.912,Counter,59.678,Wood Hammer,24.245,Sunny Day,17.019,Spikes,14.631,Earthquake,7.033,Other,16.187,,,,,,,,,,,,,,,,,,
Frogadier,2023-02,Spikes,71.882,Ice Beam,68.012,Hydro Pump,59.426,U-turn,59.212,Surf,35.047,Taunt,33.572,Toxic Spikes,31.829,Grass Knot,18.143,Tera Blast,10.531,Other,12.345,,,,,,,,,,,,,,,,
Wugtrio,2023-02,Triple Dive,85.614,Stomping Tantrum,68.149,Aqua Jet,63.901,Throat Chop,49.812,Sucker Punch,42.141,Memento,25.234,Tera Blast,22.115,Liquidation,16.804,Facade,14.154,Other,12.076,,,,,,,,,,,,,,,,
Sneasel,2023-02,Icicle Crash,90.000,Ice Shard,89.802,Swords Dance,60.044,Tera Blast,44.225,Bite,30.440,Low Kick,20.359,Beat Up,20.223,Brick Break,19.994,Ice Punch,7.967,Other,16.946,,,,,,,,,,,,,,,,
