Name,Gen,HP,Attack,Defense,Sp_attack,Sp_defense,Speed
Weepinbell,5,65,90,50,85,45,55
Victreebel,5,80,105,65,100,60,70
Tentacool,5,40,40,35,50,100,70
Tentacruel,5,80,70,65,80,120,100
Geodude,5,40,80,100,30,30,20
Graveler,5,55,95,115,45,45,35
Golem,5,80,110,130,55,65,45
Ponyta,5,50,85,55,65,65,90
Rapidash,5,65,100,70,80,80,105
Slowpoke,5,90,65,65,40,40,15
Slowbro,5,95,75,110,100,80,30
Magnemite,5,25,35,70,95,55,45
Magneton,5,50,60,95,120,70,70
Farfetch’d,5,52,65,55,58,62,60
Doduo,5,35,85,45,35,35,75
Dodrio,5,60,110,70,60,60,100
Seel,5,65,45,55,45,70,45
Dewgong,5,90,70,80,70,95,70
Grimer,5,80,80,50,40,50,25
Muk,5,105,105,75,65,100,50
Shellder,5,30,65,100,45,25,40
Cloyster,5,50,95,180,85,45,70
Gastly,5,30,35,30,100,35,80
Haunter,5,45,50,45,115,55,95
Gengar,5,60,65,60,130,75,110
Onix,5,35,45,160,30,45,70
Drowzee,5,60,48,45,43,90,42
Hypno,5,85,73,70,73,115,67
Krabby,5,30,105,90,25,25,50
Kingler,5,55,130,115,50,50,75
Voltorb,5,40,30,50,55,55,100
Electrode,5,60,50,70,80,80,140
Exeggcute,5,60,40,80,60,45,40
Exeggutor,5,95,95,85,125,65,55
Cubone,5,50,50,95,40,50,35
Marowak,5,60,80,110,50,80,45
Hitmonlee,5,50,120,53,35,110,87
Hitmonchan,5,50,105,79,35,110,76
Lickitung,5,90,55,75,60,75,30
Koffing,5,40,65,95,60,45,35
Weezing,5,65,90,120,85,70,60
Rhyhorn,5,80,85,95,30,30,25
Rhydon,5,105,130,120,45,45,40
Chansey,5,250,5,5,35,105,50
Tangela,5,65,55,115,100,40,60
Kangaskhan,5,105,95,80,40,80,90
Horsea,5,30,40,70,70,25,60
Seadra,5,55,65,95,95,45,85
Goldeen,5,45,67,60,35,50,63
Seaking,5,80,92,65,65,80,68
Staryu,5,30,45,55,70,55,85
Starmie,5,60,75,85,100,85,115
Mr. Mime,5,40,45,65,100,120,90
Scyther,5,70,110,80,55,80,105
Jynx,5,65,50,35,115,95,95
Electabuzz,5,65,83,57,95,85,105
Magmar,5,65,95,57,100,85,93
Pinsir,5,65,125,100,55,70,85
Tauros,5,75,100,95,40,70,110
Magikarp,5,20,10,55,15,20,80
Gyarados,5,95,125,79,60,100,81
Lapras,5,130,85,80,85,95,60
Ditto,5,48,48,48,48,48,48
Eevee,5,55,55,50,45,65,55
Vaporeon,5,130,65,60,110,95,65
Jolteon,5,65,65,60,110,95,130
Flareon,5,65,130,60,95,110,65
Porygon,5,65,60,70,85,75,40
Omanyte,5,35,40,100,90,55,35
Omastar,5,70,60,125,115,70,55
Kabuto,5,30,80,90,55,45,55
Kabutops,5,60,115,105,65,70,80
Aerodactyl,5,80,105,65,60,75,130
Snorlax,5,160,110,65,65,110,30
Articuno,5,90,85,100,95,125,85
Zapdos,5,90,90,85,125,90,100
Moltres,5,90,100,90,125,85,90
Dratini,5,41,64,45,50,50,50
Dragonair,5,61,84,65,70,70,70
Dragonite,5,91,134,95,100,100,80
Mewtwo,5,106,110,90,154,90,130
Mew,5,100,100,100,100,100,100
Chikorita,5,45,49,65,49,65,45
Bayleef,5,60,62,80,63,80,60
Meganium,5,80,82,100,83,100,80
Cyndaquil,5,39,52,43,60,50,65
Quilava,5,58,64,58,80,65,80
Typhlosion,5,78,84,78,109,85,100
Totodile,5,50,65,64,44,48,43
Croconaw,5,65,80,80,59,63,58
Feraligatr,5,85,105,100,79,83,78
Sentret,5,35,46,34,35,45,20
Furret,5,85,76,64,45,55,90
Hoothoot,5,60,30,30,36,56,50
Noctowl,5,100,50,50,76,96,70
Ledyba,5,40,20,30,40,80,55
Ledian,5,55,35,50,55,110,85
Spinarak,5,40,60,40,40,40,30
Ariados,5,70,90,70,60,60,40
Crobat,5,85,90,80,70,80,130
Chinchou,5,75,38,38,56,56,67
Lanturn,5,125,58,58,76,76,67
Pichu,5,20,40,15,35,35,60
Cleffa,5,50,25,28,45,55,15
Igglybuff,5,90,30,15,40,20,15
Togepi,5,35,20,65,40,65,20
Togetic,5,55,40,85,80,105,40
Natu,5,40,50,45,70,45,70
Xatu,5,65,75,70,95,70,95
Mareep,5,55,40,40,65,45,35
Flaaffy,5,70,55,55,80,60,45
Ampharos,5,90,75,75,115,90,55
Bellossom,5,75,80,85,90,100,50
Marill,5,70,20,50,20,50,40
Azumarill,5,100,50,80,50,80,50
Sudowoodo,5,70,100,115,30,65,30
Politoed,5,90,75,75,90,100,70
Hoppip,5,35,35,40,35,55,50
Skiploom,5,55,45,50,45,65,80
Jumpluff,5,75,55,70,55,85,110
Aipom,5,55,70,55,40,55,85
Sunkern,5,30,30,30,30,30,30
Sunflora,5,75,75,55,105,85,30
Yanma,5,65,65,45,75,45,95
Wooper,5,55,45,45,25,25,15
Quagsire,5,95,85,85,65,65,35
Espeon,5,65,65,60,130,95,110
Umbreon,5,95,65,110,60,130,65
Murkrow,5,60,85,42,85,42,91
Slowking,5,95,75,80,100,110,30
Misdreavus,5,60,60,60,85,85,85
Unown,5,48,72,48,72,48,48
Wobbuffet,5,190,33,58,33,58,33
Girafarig,5,70,80,65,90,65,85
Pineco,5,50,65,90,35,35,15
Forretress,5,75,90,140,60,60,40
Dunsparce,5,100,70,70,65,65,45
Gligar,5,65,75,105,35,65,85
Steelix,5,75,85,200,55,65,30
Snubbull,5,60,80,50,40,40,30
Granbull,5,90,120,75,60,60,45
Qwilfish,5,65,95,75,55,55,85
Scizor,5,70,130,100,55,80,65
Shuckle,5,20,10,230,10,230,5
Heracross,5,80,125,75,40,95,85
Sneasel,5,55,95,55,35,75,115
Teddiursa,5,60,80,50,50,50,40
Ursaring,5,90,130,75,75,75,55
Slugma,5,40,40,40,70,40,20
Magcargo,5,50,50,120,80,80,30
Swinub,5,50,50,40,30,30,50
Piloswine,5,100,100,80,60,60,50
Corsola,5,55,55,85,65,85,35
Remoraid,5,35,65,35,65,35,65
Octillery,5,75,105,75,105,75,45
Delibird,5,45,55,45,65,45,75
Mantine,5,65,40,70,80,140,70
Skarmory,5,65,80,140,40,70,70
Houndour,5,45,60,30,80,50,65
Houndoom,5,75,90,50,110,80,95
Kingdra,5,75,95,95,95,95,85
Phanpy,5,90,60,60,40,40,40
Donphan,5,90,120,120,60,60,50
Porygon2,5,85,80,90,105,95,60
Stantler,5,73,95,62,85,65,85
Smeargle,5,55,20,35,20,45,75
Tyrogue,5,35,35,35,35,35,35
Hitmontop,5,50,95,95,35,110,70
Smoochum,5,45,30,15,85,65,65
Elekid,5,45,63,37,65,55,95
Magby,5,45,75,37,70,55,83
Miltank,5,95,80,105,40,70,100
Blissey,5,255,10,10,75,135,55
Raikou,5,90,85,75,115,100,115
Entei,5,115,115,85,90,75,100
Suicune,5,100,75,115,90,115,85
Larvitar,5,50,64,50,45,50,41
Pupitar,5,70,84,70,65,70,51
Tyranitar,5,100,134,110,95,100,61
Lugia,5,106,90,130,90,154,110
Ho-Oh,5,106,130,90,110,154,90
Celebi,5,100,100,100,100,100,100
Treecko,5,40,45,35,65,55,70
Grovyle,5,50,65,45,85,65,95
Sceptile,5,70,85,65,105,85,120
Torchic,5,45,60,40,70,50,45
Combusken,5,60,85,60,85,60,55
Blaziken,5,80,120,70,110,70,80
Mudkip,5,50,70,50,50,50,40
Marshtomp,5,70,85,70,60,70,50
Swampert,5,100,110,90,85,90,60
Poochyena,5,35,55,35,30,30,35
Mightyena,5,70,90,70,60,60,70
Zigzagoon,5,38,30,41,30,41,60
Linoone,5,78,70,61,50,61,100
Wurmple,5,45,45,35,20,30,20
Silcoon,5,50,35,55,25,25,15
Beautifly,5,60,70,50,90,50,65
Cascoon,5,50,35,55,25,25,15
Dustox,5,60,50,70,50,90,65
Lotad,5,40,30,30,40,50,30
Lombre,5,60,50,50,60,70,50
Ludicolo,5,80,70,70,90,100,70
Seedot,5,40,40,50,30,30,30
Nuzleaf,5,70,70,40,60,40,60
Shiftry,5,90,100,60,90,60,80
Taillow,5,40,55,30,30,30,85
Swellow,5,60,85,60,50,50,125
Wingull,5,40,30,30,55,30,85
Pelipper,5,60,50,100,85,70,65
Ralts,5,28,25,25,45,35,40
Kirlia,5,38,35,35,65,55,50
Gardevoir,5,68,65,65,125,115,80
Surskit,5,40,30,32,50,52,65
Masquerain,5,70,60,62,80,82,60
Shroomish,5,60,40,60,40,60,35
Breloom,5,60,130,80,60,60,70
Slakoth,5,60,60,60,35,35,30
Vigoroth,5,80,80,80,55,55,90
Slaking,5,150,160,100,95,65,100
Nincada,5,31,45,90,30,30,40
Ninjask,5,61,90,45,50,50,160
Shedinja,5,1,90,45,30,30,40
Whismur,5,64,51,23,51,23,28
Loudred,5,84,71,43,71,43,48
Exploud,5,104,91,63,91,63,68
Makuhita,5,72,60,30,20,30,25
Hariyama,5,144,120,60,40,60,50
Azurill,5,50,20,40,20,40,20
Nosepass,5,30,45,135,45,90,30
Skitty,5,50,45,45,35,35,50
Delcatty,5,70,65,65,55,55,70
Sableye,5,50,75,75,65,65,50
Mawile,5,50,85,85,55,55,50
Aron,5,50,70,100,40,40,30
Lairon,5,60,90,140,50,50,40
Aggron,5,70,110,180,60,60,50
Meditite,5,30,40,55,40,55,60
Medicham,5,60,60,75,60,75,80
Electrike,5,40,45,40,65,40,65
Manectric,5,70,75,60,105,60,105
Plusle,5,60,50,40,85,75,95
Minun,5,60,40,50,75,85,95
Volbeat,5,65,73,55,47,75,85
Illumise,5,65,47,55,73,75,85
Roselia,5,50,60,45,100,80,65
Gulpin,5,70,43,53,43,53,40
Swalot,5,100,73,83,73,83,55
Carvanha,5,45,90,20,65,20,65
Sharpedo,5,70,120,40,95,40,95
Wailmer,5,130,70,35,70,35,60
Wailord,5,170,90,45,90,45,60
Numel,5,60,60,40,65,45,35
Camerupt,5,70,100,70,105,75,40
Torkoal,5,70,85,140,85,70,20
Spoink,5,60,25,35,70,80,60
Grumpig,5,80,45,65,90,110,80
Spinda,5,60,60,60,60,60,60
Trapinch,5,45,100,45,45,45,10
Vibrava,5,50,70,50,50,50,70
Flygon,5,80,100,80,80,80,100
Cacnea,5,50,85,40,85,40,35
Cacturne,5,70,115,60,115,60,55
Swablu,5,45,40,60,40,75,50
Altaria,5,75,70,90,70,105,80
Zangoose,5,73,115,60,60,60,90
Seviper,5,73,100,60,100,60,65
Lunatone,5,70,55,65,95,85,70
Solrock,5,70,95,85,55,65,70
Barboach,5,50,48,43,46,41,60
Whiscash,5,110,78,73,76,71,60
Corphish,5,43,80,65,50,35,35
Crawdaunt,5,63,120,85,90,55,55
Baltoy,5,40,40,55,40,70,55
Claydol,5,60,70,105,70,120,75
Lileep,5,66,41,77,61,87,23
Cradily,5,86,81,97,81,107,43
Anorith,5,45,95,50,40,50,75
Armaldo,5,75,125,100,70,80,45
Feebas,5,20,15,20,10,55,80
Milotic,5,95,60,79,100,125,81
Castform,5,70,70,70,70,70,70
Kecleon,5,60,90,70,60,120,40
Shuppet,5,44,75,35,63,33,45
Banette,5,64,115,65,83,63,65
Duskull,5,20,40,90,30,90,25
Dusclops,5,40,70,130,60,130,25
Tropius,5,99,68,83,72,87,51
Chimecho,5,65,50,70,95,80,65
Absol,5,65,130,60,75,60,75
Wynaut,5,95,23,48,23,48,23
Snorunt,5,50,50,50,50,50,50
Glalie,5,80,80,80,80,80,80
Spheal,5,70,40,50,55,50,25
Sealeo,5,90,60,70,75,70,45
Walrein,5,110,80,90,95,90,65
Clamperl,5,35,64,85,74,55,32
Huntail,5,55,104,105,94,75,52
Gorebyss,5,55,84,105,114,75,52
Relicanth,5,100,90,130,45,65,55
Luvdisc,5,43,30,55,40,65,97
Bagon,5,45,75,60,40,30,50
Shelgon,5,65,95,100,60,50,50
Salamence,5,95,135,80,110,80,100
Beldum,5,40,55,80,35,60,30
Metang,5,60,75,100,55,80,50
Metagross,5,80,135,130,95,90,70
Regirock,5,80,100,200,50,100,50
Regice,5,80,50,100,100,200,50
Registeel,5,80,75,150,75,150,50
Latias,5,80,80,90,110,130,110
Latios,5,80,90,80,130,110,110
Kyogre,5,100,100,90,150,140,90
Groudon,5,100,150,140,100,90,90
Rayquaza,5,105,150,90,150,90,95
Jirachi,5,100,100,100,100,100,100
Deoxys,5,50,150,50,150,50,150
Deoxys-Attack,5,50,180,20,180,20,150
Deoxys-Defense,5,50,70,160,70,160,90
Deoxys-Speed,5,50,95,90,95,90,180
Turtwig,5,55,68,64,45,55,31
Grotle,5,75,89,85,55,65,36
Torterra,5,95,109,105,75,85,56
Chimchar,5,44,58,44,58,44,61
Monferno,5,64,78,52,78,52,81
Infernape,5,76,104,71,104,71,108
Piplup,5,53,51,53,61,56,40
Prinplup,5,64,66,68,81,76,50
Empoleon,5,84,86,88,111,101,60
Starly,5,40,55,30,30,30,60
Staravia,5,55,75,50,40,40,80
Staraptor,5,85,120,70,50,50,100
Bidoof,5,59,45,40,35,40,31
Bibarel,5,79,85,60,55,60,71
Kricketot,5,37,25,41,25,41,25
Kricketune,5,77,85,51,55,51,65
Shinx,5,45,65,34,40,34,45
Luxio,5,60,85,49,60,49,60
Luxray,5,80,120,79,95,79,70
Budew,5,40,30,35,50,70,55
Roserade,5,60,70,55,125,105,90
Cranidos,5,67,125,40,30,30,58
Rampardos,5,97,165,60,65,50,58
Shieldon,5,30,42,118,42,88,30
Bastiodon,5,60,52,168,47,138,30
Burmy,5,40,29,45,29,45,36
Wormadam,5,60,59,85,79,105,36
Wormadam-Sandy,5,60,79,105,59,85,36
Wormadam-Trash,5,60,69,95,69,95,36
Mothim,5,70,94,50,94,50,66
Combee,5,30,30,42,30,42,70
Vespiquen,5,70,80,102,80,102,40
Pachirisu,5,60,45,70,45,90,95
Buizel,5,55,65,35,60,30,85
Floatzel,5,85,105,55,85,50,115
Cherubi,5,45,35,45,62,53,35
Cherrim,5,70,60,70,87,78,85
Shellos,5,76,48,48,57,62,34
Gastrodon,5,111,83,68,92,82,39
Ambipom,5,75,100,66,60,66,115
Drifloon,5,90,50,34,60,44,70
Drifblim,5,150,80,44,90,54,80
Buneary,5,55,66,44,44,56,85
Lopunny,5,65,76,84,54,96,105
Mismagius,5,60,60,60,105,105,105
Honchkrow,5,100,125,52,105,52,71
Glameow,5,49,55,42,42,37,85
Purugly,5,71,82,64,64,59,112
Chingling,5,45,30,50,65,50,45
Stunky,5,63,63,47,41,41,74
Skuntank,5,103,93,67,71,61,84
Bronzor,5,57,24,86,24,86,23
Bronzong,5,67,89,116,79,116,33
Bonsly,5,50,80,95,10,45,10
Mime Jr.,5,20,25,45,70,90,60
Happiny,5,100,5,5,15,65,30
Chatot,5,76,65,45,92,42,91
Spiritomb,5,50,92,108,92,108,35
Gible,5,58,70,45,40,45,42
Gabite,5,68,90,65,50,55,82
Garchomp,5,108,130,95,80,85,102
Munchlax,5,135,85,40,40,85,5
Riolu,5,40,70,40,35,40,60
Lucario,5,70,110,70,115,70,90
Hippopotas,5,68,72,78,38,42,32
Hippowdon,5,108,112,118,68,72,47
Skorupi,5,40,50,90,30,55,65
Drapion,5,70,90,110,60,75,95
Croagunk,5,48,61,40,61,40,50
Toxicroak,5,83,106,65,86,65,85
Carnivine,5,74,100,72,90,72,46
Finneon,5,49,49,56,49,61,66
Lumineon,5,69,69,76,69,86,91
Mantyke,5,45,20,50,60,120,50
Snover,5,60,62,50,62,60,40
Abomasnow,5,90,92,75,92,85,60
Weavile,5,70,120,65,45,85,125
Magnezone,5,70,70,115,130,90,60
Lickilicky,5,110,85,95,80,95,50
Rhyperior,5,115,140,130,55,55,40
Tangrowth,5,100,100,125,110,50,50
Electivire,5,75,123,67,95,85,95
Magmortar,5,75,95,67,125,95,83
Togekiss,5,85,50,95,120,115,80
Yanmega,5,86,76,86,116,56,95
Leafeon,5,65,110,130,60,65,95
Glaceon,5,65,60,110,130,95,65
Gliscor,5,75,95,125,45,75,95
Mamoswine,5,110,130,80,70,60,80
Porygon-Z,5,85,80,70,135,75,90
Gallade,5,68,125,65,65,115,80
Probopass,5,60,55,145,75,150,40
Dusknoir,5,45,100,135,65,135,45
Froslass,5,70,80,70,80,70,110
Rotom,5,50,50,77,95,77,91
Rotom-Heat,5,50,65,107,105,107,86
Rotom-Wash,5,50,65,107,105,107,86
Rotom-Frost,5,50,65,107,105,107,86
Rotom-Fan,5,50,65,107,105,107,86
Rotom-Mow,5,50,65,107,105,107,86
Uxie,5,75,75,130,75,130,95
Mesprit,5,80,105,105,105,105,80
Azelf,5,75,125,70,125,70,115
Dialga,5,100,120,120,150,100,90
Palkia,5,90,120,100,150,120,100
Heatran,5,91,90,106,130,106,77
Regigigas,5,110,160,110,80,110,100
Giratina,5,150,100,120,100,120,90
Giratina-Origin,5,150,120,100,120,100,90
Cresselia,5,120,70,120,75,130,85
Phione,5,80,80,80,80,80,80
Manaphy,5,100,100,100,100,100,100
Darkrai,5,70,90,90,135,90,125
Shaymin,5,100,100,100,100,100,100
Shaymin-Sky,5,100,103,75,120,75,127
Arceus,5,120,120,120,120,120,120
Arceus-Bug,5,120,120,120,120,120,120
Arceus-Dark,5,120,120,120,120,120,120
Arceus-Dragon,5,120,120,120,120,120,120
Arceus-Electric,5,120,120,120,120,120,120
Arceus-Fairy,5,120,120,120,120,120,120
Arceus-Fighting,5,120,120,120,120,120,120
Arceus-Fire,5,120,120,120,120,120,120
Arceus-Flying,5,120,120,120,120,120,120
Arceus-Ghost,5,120,120,120,120,120,120
Arceus-Grass,5,120,120,120,120,120,120
Arceus-Ground,5,120,120,120,120,120,120
Arceus-Ice,5,120,120,120,120,120,120
Arceus-Poison,5,120,120,120,120,120,120
Arceus-Psychic,5,120,120,120,120,120,120
Arceus-Rock,5,120,120,120,120,120,120
Arceus-Steel,5,120,120,120,120,120,120
Arceus-Water,5,120,120,120,120,120,120
Victini,5,100,100,100,100,100,100
Snivy,5,45,45,55,45,55,63
Servine,5,60,60,75,60,75,83
Serperior,5,75,75,95,75,95,113
Tepig,5,65,63,45,45,45,45
Pignite,5,90,93,55,70,55,55
Emboar,5,110,123,65,100,65,65
Oshawott,5,55,55,45,63,45,45
Dewott,5,75,75,60,83,60,60
Samurott,5,95,100,85,108,70,70
Patrat,5,45,55,39,35,39,42
Watchog,5,60,85,69,60,69,77
Lillipup,5,45,60,45,25,45,55
Herdier,5,65,80,65,35,65,60
Stoutland,5,85,100,90,45,90,80
Purrloin,5,41,50,37,50,37,66
Liepard,5,64,88,50,88,50,106
Pansage,5,50,53,48,53,48,64
Simisage,5,75,98,63,98,63,101
Pansear,5,50,53,48,53,48,64
Simisear,5,75,98,63,98,63,101
Panpour,5,50,53,48,53,48,64
Simipour,5,75,98,63,98,63,101
Munna,5,76,25,45,67,55,24
Musharna,5,116,55,85,107,95,29
Pidove,5,50,55,50,36,30,43
Tranquill,5,62,77,62,50,42,65
Unfezant,5,80,105,80,65,55,93
Blitzle,5,45,60,32,50,32,76
Zebstrika,5,75,100,63,80,63,116
Roggenrola,5,55,75,85,25,25,15
Boldore,5,70,105,105,50,40,20
Gigalith,5,85,135,130,60,70,25
Woobat,5,55,45,43,55,43,72
Swoobat,5,67,57,55,77,55,114
Drilbur,5,60,85,40,30,45,68
Excadrill,5,110,135,60,50,65,88
Audino,5,103,60,86,60,86,50
Timburr,5,75,80,55,25,35,35
Gurdurr,5,85,105,85,40,50,40
Conkeldurr,5,105,140,95,55,65,45
Tympole,5,50,50,40,50,40,64
Palpitoad,5,75,65,55,65,55,69
Seismitoad,5,105,85,75,85,75,74
Throh,5,120,100,85,30,85,45
Sawk,5,75,125,75,30,75,85
Sewaddle,5,45,53,70,40,60,42
Swadloon,5,55,63,90,50,80,42
Leavanny,5,75,103,80,70,70,92
Venipede,5,30,45,59,30,39,57
Whirlipede,5,40,55,99,40,79,47
Scolipede,5,60,90,89,55,69,112
Cottonee,5,40,27,60,37,50,66
Whimsicott,5,60,67,85,77,75,116
Petilil,5,45,35,50,70,50,30
Lilligant,5,70,60,75,110,75,90
Basculin,5,70,92,65,80,55,98
Sandile,5,50,72,35,35,35,65
Krokorok,5,60,82,45,45,45,74
Krookodile,5,95,117,70,65,70,92
Darumaka,5,70,90,45,15,45,50
Darmanitan,5,105,140,55,30,55,95
Maractus,5,75,86,67,106,67,60
Dwebble,5,50,65,85,35,35,55
Crustle,5,70,95,125,65,75,45
Scraggy,5,50,75,70,35,70,48
Scrafty,5,65,90,115,45,115,58
Sigilyph,5,72,58,80,103,80,97
Yamask,5,38,30,85,55,65,30
Cofagrigus,5,58,50,145,95,105,30
Tirtouga,5,54,78,103,53,45,22
Carracosta,5,74,108,133,83,65,32
Archen,5,55,112,45,74,45,70
Archeops,5,75,140,65,112,65,110
Trubbish,5,50,50,62,40,62,65
Garbodor,5,80,95,82,60,82,75
Zorua,5,40,65,40,80,40,65
Zoroark,5,60,105,60,120,60,105
Minccino,5,55,50,40,40,40,75
Cinccino,5,75,95,60,65,60,115
Gothita,5,45,30,50,55,65,45
Gothorita,5,60,45,70,75,85,55
Gothitelle,5,70,55,95,95,110,65
Solosis,5,45,30,40,105,50,20
Duosion,5,65,40,50,125,60,30
Reuniclus,5,110,65,75,125,85,30
Ducklett,5,62,44,50,44,50,55
Swanna,5,75,87,63,87,63,98
Vanillite,5,36,50,50,65,60,44
Vanillish,5,51,65,65,80,75,59
Vanilluxe,5,71,95,85,110,95,79
Deerling,5,60,60,50,40,50,75
Sawsbuck,5,80,100,70,60,70,95
Emolga,5,55,75,60,75,60,103
Karrablast,5,50,75,45,40,45,60
Escavalier,5,70,135,105,60,105,20
Foongus,5,69,55,45,55,55,15
Amoonguss,5,114,85,70,85,80,30
Frillish,5,55,40,50,65,85,40
Jellicent,5,100,60,70,85,105,60
Alomomola,5,165,75,80,40,45,65
Joltik,5,50,47,50,57,50,65
Galvantula,5,70,77,60,97,60,108
Ferroseed,5,44,50,91,24,86,10
Ferrothorn,5,74,94,131,54,116,20
Klink,5,40,55,70,45,60,30
Klang,5,60,80,95,70,85,50
Klinklang,5,60,100,115,70,85,90
Tynamo,5,35,55,40,45,40,60
Eelektrik,5,65,85,70,75,70,40
Eelektross,5,85,115,80,105,80,50
Elgyem,5,55,55,55,85,55,30
Beheeyem,5,75,75,75,125,95,40
Litwick,5,50,30,55,65,55,20
Lampent,5,60,40,60,95,60,55
Chandelure,5,60,55,90,145,90,80
Axew,5,46,87,60,30,40,57
Fraxure,5,66,117,70,40,50,67
Haxorus,5,76,147,90,60,70,97
Cubchoo,5,55,70,40,60,40,40
Beartic,5,95,110,80,70,80,50
Cryogonal,5,70,50,30,95,135,105
Shelmet,5,50,40,85,40,65,25
Accelgor,5,80,70,40,100,60,145
Stunfisk,5,109,66,84,81,99,32
Mienfoo,5,45,85,50,55,50,65
Mienshao,5,65,125,60,95,60,105
Druddigon,5,77,120,90,60,90,48
Golett,5,59,74,50,35,50,35
Golurk,5,89,124,80,55,80,55
Pawniard,5,45,85,70,40,40,60
Bisharp,5,65,125,100,60,70,70
Bouffalant,5,95,110,95,40,95,55
Rufflet,5,70,83,50,37,50,60
Braviary,5,100,123,75,57,75,80
Vullaby,5,70,55,75,45,65,60
Mandibuzz,5,110,65,105,55,95,80
Heatmor,5,85,97,66,105,66,65
Durant,5,58,109,112,48,48,109
Deino,5,52,65,50,45,50,38
Zweilous,5,72,85,70,65,70,58
Hydreigon,5,92,105,90,125,90,98
Larvesta,5,55,85,55,50,55,60
Volcarona,5,85,60,65,135,105,100
Cobalion,5,91,90,129,90,72,108
Terrakion,5,91,129,90,72,90,108
Virizion,5,91,90,72,90,129,108
Tornadus,5,79,115,70,125,80,111
Tornadus-Therian,5,79,100,80,110,90,121
Thundurus,5,79,115,70,125,80,111
Thundurus-Therian,5,79,105,70,145,80,101
Reshiram,5,100,120,100,150,120,90
Zekrom,5,100,150,120,120,100,90
Landorus,5,89,125,90,115,80,101
Landorus-Therian,5,89,145,90,105,80,91
Kyurem,5,125,130,90,130,90,95
Kyurem-Black,5,125,170,100,120,90,95
Kyurem-White,5,125,120,90,170,100,95
Keldeo,5,91,72,90,129,90,108
Meloetta,5,100,77,77,128,128,90
Genesect,5,71,120,95,120,95,99
