Name,Gen,TypeOne,TypeTwo
Cleffa,5,Normal,
Igglybuff,5,Normal,Fairy
Togepi,5,Normal,
Togetic,5,Normal,Flying
Natu,5,Psychic,Flying
Xatu,5,Psychic,Flying
Mareep,5,Electric,
Flaaffy,5,Electric,
Ampharos,5,Electric,
Bellossom,5,Grass,
Marill,5,Water,
Azumarill,5,Water,
Sudowoodo,5,Rock,
Politoed,5,Water,
Hoppip,5,Grass,Flying
Skiploom,5,Grass,Flying
Jumpluff,5,Grass,Flying
Aipom,5,Normal,
Sunkern,5,Grass,
Sunflora,5,Grass,
Yanma,5,Bug,Flying
Wooper,5,Water,Ground
Quagsire,5,Water,Ground
Espeon,5,Psychic,
Umbreon,5,Dark,
Murkrow,5,Dark,Flying
Slowking,5,Water,Psychic
Misdreavus,5,Ghost,
Unown,5,Psychic,
Wobbuffet,5,Psychic,
Girafarig,5,Normal,Psychic
Pineco,5,Bug,
Forretress,5,Bug,Steel
Dunsparce,5,Normal,
Gligar,5,Ground,Flying
Steelix,5,Steel,Ground
Snubbull,5,Normal,
Granbull,5,Normal,
Qwilfish,5,Water,Poison
Scizor,5,Bug,Steel
Shuckle,5,Bug,Rock
Heracross,5,Bug,Fighting
Sneasel,5,Dark,Ice
Teddiursa,5,Normal,
Ursaring,5,Normal,
Slugma,5,Fire,
Magcargo,5,Fire,Rock
Swinub,5,Ice,Ground
Piloswine,5,Ice,Ground
Corsola,5,Water,Rock
Remoraid,5,Water,
Octillery,5,Water,
Delibird,5,Ice,Flying
Mantine,5,Water,Flying
Skarmory,5,Steel,Flying
Houndour,5,Dark,Fire
Houndoom,5,Dark,Fire
Kingdra,5,Water,Dragon
Phanpy,5,Ground,
Donphan,5,Ground,
Porygon2,5,Normal,
Stantler,5,Normal,
Smeargle,5,Normal,
Tyrogue,5,Fighting,
Hitmontop,5,Fighting,
Smoochum,5,Ice,Psychic
Elekid,5,Electric,
Magby,5,Fire,
Miltank,5,Normal,
Blissey,5,Normal,
Raikou,5,Electric,
Entei,5,Fire,
Suicune,5,Water,
Larvitar,5,Rock,Ground
Pupitar,5,Rock,Ground
Tyranitar,5,Rock,Dark
Lugia,5,Psychic,Flying
Ho-Oh,5,Fire,Flying
Celebi,5,Psychic,Grass
Treecko,5,Grass,
Grovyle,5,Grass,
Sceptile,5,Grass,
Torchic,5,Fire,
Combusken,5,Fire,Fighting
Blaziken,5,Fire,Fighting
Mudkip,5,Water,
Marshtomp,5,Water,Ground
Swampert,5,Water,Ground
Poochyena,5,Dark,
Mightyena,5,Dark,
Zigzagoon,5,Normal,
Linoone,5,Normal,
Wurmple,5,Bug,
Silcoon,5,Bug,
Beautifly,5,Bug,Flying
Cascoon,5,Bug,
Dustox,5,Bug,Poison
Lotad,5,Water,Grass
Lombre,5,Water,Grass
Ludicolo,5,Water,Grass
Seedot,5,Grass,
Nuzleaf,5,Grass,Dark
Shiftry,5,Grass,Dark
Taillow,5,Normal,Flying
Swellow,5,Normal,Flying
Wingull,5,Water,Flying
Pelipper,5,Water,Flying
Ralts,5,Psychic,
Kirlia,5,Psychic,
Gardevoir,5,Psychic,
Surskit,5,Bug,Water
Masquerain,5,Bug,Flying
Shroomish,5,Grass,
Breloom,5,Grass,Fighting
Slakoth,5,Normal,
Vigoroth,5,Normal,
Slaking,5,Normal,
Nincada,5,Bug,Ground
Ninjask,5,Bug,Flying
Shedinja,5,Bug,Ghost
Whismur,5,Normal,
Loudred,5,Normal,
Exploud,5,Normal,
Makuhita,5,Fighting,
Hariyama,5,Fighting,
Azurill,5,Normal,
Nosepass,5,Rock,
Skitty,5,Normal,
Delcatty,5,Normal,
Sableye,5,Dark,Ghost
Mawile,5,Steel,
Aron,5,Steel,Rock
Lairon,5,Steel,Rock
Aggron,5,Steel,Rock
Meditite,5,Fighting,Psychic
Medicham,5,Fighting,Psychic
Electrike,5,Electric,
Manectric,5,Electric,
Plusle,5,Electric,
Minun,5,Electric,
Volbeat,5,Bug,
Illumise,5,Bug,
Roselia,5,Grass,Poison
Gulpin,5,Poison,
Swalot,5,Poison,
Carvanha,5,Water,Dark
Sharpedo,5,Water,Dark
Wailmer,5,Water,
Wailord,5,Water,
Numel,5,Fire,Ground
Camerupt,5,Fire,Ground
Torkoal,5,Fire,
Spoink,5,Psychic,
Grumpig,5,Psychic,
Spinda,5,Normal,
Trapinch,5,Ground,
Vibrava,5,Ground,Dragon
Flygon,5,Ground,Dragon
Cacnea,5,Grass,
Cacturne,5,Grass,Dark
Swablu,5,Normal,Flying
Altaria,5,Dragon,Flying
Zangoose,5,Normal,
Seviper,5,Poison,
Lunatone,5,Rock,Psychic
Solrock,5,Rock,Psychic
Barboach,5,Water,Ground
Whiscash,5,Water,Ground
Corphish,5,Water,
Crawdaunt,5,Water,Dark
Baltoy,5,Ground,Psychic
Claydol,5,Ground,Psychic
Lileep,5,Rock,Grass
Cradily,5,Rock,Grass
Anorith,5,Rock,Bug
Armaldo,5,Rock,Bug
Feebas,5,Water,
Milotic,5,Water,
Castform,5,Normal,
Kecleon,5,Normal,
Shuppet,5,Ghost,
Banette,5,Ghost,
Duskull,5,Ghost,
Dusclops,5,Ghost,
Tropius,5,Grass,Flying
Chimecho,5,Psychic,
Absol,5,Dark,
Wynaut,5,Psychic,
Snorunt,5,Ice,
Glalie,5,Ice,
Spheal,5,Ice,Water
Sealeo,5,Ice,Water
Walrein,5,Ice,Water
Clamperl,5,Water,
Huntail,5,Water,
Gorebyss,5,Water,
Relicanth,5,Water,Rock
Luvdisc,5,Water,
Bagon,5,Dragon,
Shelgon,5,Dragon,
Salamence,5,Dragon,Flying
Beldum,5,Steel,Psychic
Metang,5,Steel,Psychic
Metagross,5,Steel,Psychic
Regirock,5,Rock,
Regice,5,Ice,
Registeel,5,Steel,
Latias,5,Dragon,Psychic
Latios,5,Dragon,Psychic
Kyogre,5,Water,
Groudon,5,Ground,
Rayquaza,5,Dragon,Flying
Jirachi,5,Steel,Psychic
Deoxys,5,Psychic,
Deoxys-Attack,5,Psychic,
Deoxys-Defense,5,Psychic,
Deoxys-Speed,5,Psychic,
Turtwig,5,Grass,
Grotle,5,Grass,
Torterra,5,Grass,Ground
Chimchar,5,Fire,
Monferno,5,Fire,Fighting
Infernape,5,Fire,Fighting
Piplup,5,Water,
Prinplup,5,Water,
Empoleon,5,Water,Steel
Starly,5,Normal,Flying
Staravia,5,Normal,Flying
Staraptor,5,Normal,Flying
Bidoof,5,Normal,
Bibarel,5,Normal,Water
Kricketot,5,Bug,
Kricketune,5,Bug,
Shinx,5,Electric,
Luxio,5,Electric,
Luxray,5,Electric,
Budew,5,Grass,Poison
Roserade,5,Grass,Poison
Cranidos,5,Rock,
Rampardos,5,Rock,
Shieldon,5,Rock,Steel
Bastiodon,5,Rock,Steel
Burmy,5,Bug,
Wormadam,5,Bug,Grass
Wormadam-Sandy,5,Bug,Ground
Wormadam-Trash,5,Bug,Steel
Mothim,5,Bug,Flying
Combee,5,Bug,Flying
Vespiquen,5,Bug,Flying
Pachirisu,5,Electric,
Buizel,5,Water,
Floatzel,5,Water,
Cherubi,5,Grass,
Cherrim,5,Grass,
Shellos,5,Water,
Gastrodon,5,Water,Ground
Ambipom,5,Normal,
Drifloon,5,Ghost,Flying
Drifblim,5,Ghost,Flying
Buneary,5,Normal,
Lopunny,5,Normal,
Mismagius,5,Ghost,
Honchkrow,5,Dark,Flying
Glameow,5,Normal,
Purugly,5,Normal,
Chingling,5,Psychic,
Stunky,5,Poison,Dark
Skuntank,5,Poison,Dark
Bronzor,5,Steel,Psychic
Bronzong,5,Steel,Psychic
Bonsly,5,Rock,
Mime Jr.,5,Psychic,
Happiny,5,Normal,
Chatot,5,Normal,Flying
Spiritomb,5,Ghost,Dark
Gible,5,Dragon,Ground
Gabite,5,Dragon,Ground
Garchomp,5,Dragon,Ground
Munchlax,5,Normal,
Riolu,5,Fighting,
Lucario,5,Fighting,Steel
Hippopotas,5,Ground,
Hippowdon,5,Ground,
Skorupi,5,Poison,Bug
Drapion,5,Poison,Dark
Croagunk,5,Poison,Fighting
Toxicroak,5,Poison,Fighting
Carnivine,5,Grass,
Finneon,5,Water,
Lumineon,5,Water,
Mantyke,5,Water,Flying
Snover,5,Grass,Ice
Abomasnow,5,Grass,Ice
Weavile,5,Dark,Ice
Magnezone,5,Electric,Steel
Lickilicky,5,Normal,
Rhyperior,5,Ground,Rock
Tangrowth,5,Grass,
Electivire,5,Electric,
Magmortar,5,Fire,
Togekiss,5,Normal,Flying
Yanmega,5,Bug,Flying
Leafeon,5,Grass,
Glaceon,5,Ice,
Gliscor,5,Ground,Flying
Mamoswine,5,Ice,Ground
Porygon-Z,5,Normal,
Gallade,5,Psychic,Fighting
Probopass,5,Rock,Steel
Dusknoir,5,Ghost,
Froslass,5,Ice,Ghost
Rotom,5,Electric,Ghost
Rotom-Heat,5,Electric,Fire
Rotom-Wash,5,Electric,Water
Rotom-Frost,5,Electric,Ice
Rotom-Fan,5,Electric,Flying
Rotom-Mow,5,Electric,Grass
Uxie,5,Psychic,
Mesprit,5,Psychic,
Azelf,5,Psychic,
Dialga,5,Steel,Dragon
Palkia,5,Water,Dragon
Heatran,5,Fire,Steel
Regigigas,5,Normal,
Giratina,5,Ghost,Dragon
Giratina-Origin,5,Ghost,Dragon
Cresselia,5,Psychic,
Phione,5,Water,
Manaphy,5,Water,
Darkrai,5,Dark,
Shaymin,5,Grass,
Shaymin-Sky,5,Grass,Flying
Arceus,5,Normal,
Arceus-Bug,5,Bug,
Arceus-Dark,5,Dark,
Arceus-Dragon,5,Dragon,
Arceus-Electric,5,Electric,
Arceus-Fairy,5,Fairy,
Arceus-Fighting,5,Fighting,
Arceus-Fire,5,Fire,
Arceus-Flying,5,Flying,
Arceus-Ghost,5,Ghost,
Arceus-Grass,5,Grass,
Arceus-Ground,5,Ground,
Arceus-Ice,5,Ice,
Arceus-Poison,5,Poison,
Arceus-Psychic,5,Psychic,
Arceus-Rock,5,Rock,
Arceus-Steel,5,Steel,
Arceus-Water,5,Water,
Victini,5,Psychic,Fire
Snivy,5,Grass,
Servine,5,Grass,
Serperior,5,Grass,
Tepig,5,Fire,
Pignite,5,Fire,Fighting
Emboar,5,Fire,Fighting
Oshawott,5,Water,
Dewott,5,Water,
Samurott,5,Water,
Patrat,5,Normal,
Watchog,5,Normal,
Lillipup,5,Normal,
Herdier,5,Normal,
Stoutland,5,Normal,
Purrloin,5,Dark,
Liepard,5,Dark,
Pansage,5,Grass,
Simisage,5,Grass,
Pansear,5,Fire,
Simisear,5,Fire,
Panpour,5,Water,
Simipour,5,Water,
Munna,5,Psychic,
Musharna,5,Psychic,
Pidove,5,Normal,Flying
Tranquill,5,Normal,Flying
Unfezant,5,Normal,Flying
Blitzle,5,Electric,
Zebstrika,5,Electric,
Roggenrola,5,Rock,
Boldore,5,Rock,
Gigalith,5,Rock,
Woobat,5,Psychic,Flying
Swoobat,5,Psychic,Flying
Drilbur,5,Ground,
Excadrill,5,Ground,Steel
Audino,5,Normal,
Timburr,5,Fighting,
Gurdurr,5,Fighting,
Conkeldurr,5,Fighting,
Tympole,5,Water,
Palpitoad,5,Water,Ground
Seismitoad,5,Water,Ground
Throh,5,Fighting,
Sawk,5,Fighting,
Sewaddle,5,Bug,Grass
Swadloon,5,Bug,Grass
Leavanny,5,Bug,Grass
Venipede,5,Bug,Poison
Whirlipede,5,Bug,Poison
Scolipede,5,Bug,Poison
Cottonee,5,Grass,
Whimsicott,5,Grass,
Petilil,5,Grass,
Lilligant,5,Grass,
Basculin,5,Water,
Sandile,5,Ground,Dark
Krokorok,5,Ground,Dark
Krookodile,5,Ground,Dark
Darumaka,5,Fire,
Darmanitan,5,Fire,
Maractus,5,Grass,
Dwebble,5,Bug,Rock
Crustle,5,Bug,Rock
Scraggy,5,Dark,Fighting
Scrafty,5,Dark,Fighting
Sigilyph,5,Psychic,Flying
Yamask,5,Ghost,
Cofagrigus,5,Ghost,
Tirtouga,5,Water,Rock
Carracosta,5,Water,Rock
Archen,5,Rock,Flying
Archeops,5,Rock,Flying
Trubbish,5,Poison,
Garbodor,5,Poison,
Zorua,5,Dark,
Zoroark,5,Dark,
Minccino,5,Normal,
Cinccino,5,Normal,
Gothita,5,Psychic,
Gothorita,5,Psychic,
Gothitelle,5,Psychic,
Solosis,5,Psychic,
Duosion,5,Psychic,
Reuniclus,5,Psychic,
Ducklett,5,Water,Flying
Swanna,5,Water,Flying
Vanillite,5,Ice,
Vanillish,5,Ice,
Vanilluxe,5,Ice,
Deerling,5,Normal,Grass
Sawsbuck,5,Normal,Grass
Emolga,5,Electric,Flying
Karrablast,5,Bug,
Escavalier,5,Bug,Steel
Foongus,5,Grass,Poison
Amoonguss,5,Grass,Poison
Frillish,5,Water,Ghost
Jellicent,5,Water,Ghost
Alomomola,5,Water,
Joltik,5,Bug,Electric
Galvantula,5,Bug,Electric
Ferroseed,5,Grass,Steel
Ferrothorn,5,Grass,Steel
Klink,5,Steel,
Klang,5,Steel,
Klinklang,5,Steel,
Tynamo,5,Electric,
Eelektrik,5,Electric,
Eelektross,5,Electric,
Elgyem,5,Psychic,
Beheeyem,5,Psychic,
Litwick,5,Ghost,Fire
Lampent,5,Ghost,Fire
Chandelure,5,Ghost,Fire
Axew,5,Dragon,
Fraxure,5,Dragon,
Haxorus,5,Dragon,
Cubchoo,5,Ice,
Beartic,5,Ice,
Cryogonal,5,Ice,
Shelmet,5,Bug,
Accelgor,5,Bug,
Stunfisk,5,Ground,Electric
Mienfoo,5,Fighting,
Mienshao,5,Fighting,
Druddigon,5,Dragon,
Golett,5,Ground,Ghost
Golurk,5,Ground,Ghost
Pawniard,5,Dark,Steel
Bisharp,5,Dark,Steel
Bouffalant,5,Normal,
Rufflet,5,Normal,Flying
Braviary,5,Normal,Flying
Vullaby,5,Dark,Flying
Mandibuzz,5,Dark,Flying
Heatmor,5,Fire,
Durant,5,Bug,Steel
Deino,5,Dark,Dragon
Zweilous,5,Dark,Dragon
Hydreigon,5,Dark,Dragon
Larvesta,5,Bug,Fire
Volcarona,5,Bug,Fire
Cobalion,5,Steel,Fighting
Terrakion,5,Rock,Fighting
Virizion,5,Grass,Fighting
Tornadus,5,Flying,
Tornadus-Therian,5,Flying,
Thundurus,5,Electric,Flying
Thundurus-Therian,5,Electric,Flying
Reshiram,5,Dragon,Fire
Zekrom,5,Dragon,Electric
Landorus,5,Ground,Flying
Landorus-Therian,5,Ground,Flying
Kyurem,5,Dragon,Ice
Kyurem-Black,5,Dragon,Ice
Kyurem-White,5,Dragon,Ice
Keldeo,5,Water,Fighting
Meloetta,5,Normal,Psychic
Genesect,5,Bug,Steel
