name,snapshot,move1,usage1,move2,usage2,move3,usage3,move4,usage4,move5,usage5,move6,usage6,move7,usage7,move8,usage8,move9,usage9,move10,usage10,move11,usage11,move12,usage12,move13,usage13,move14,usage14,move15,usage15,move16,usage16,move17,usage17,move18,usage18
Bisharp,2019-11,Sucker Punch,99.352,Iron Head,99.114,Swords Dance,90.209,Throat Chop,71.769,Night Slash,11.032,Substitute,6.365,Stealth Rock,5.367,Other,16.791,,,,,,,,,,,,,,,,,,,,
Togekiss,2019-11,Air Slash,99.641,Nasty Plot,81.276,Flamethrower,49.023,Dazzling Gleam,31.991,Substitute,28.799,Fire Blast,25.179,Thunder Wave,19.738,Aura Sphere,16.559,Morning Sun,12.517,Wish,6.972,Psychic,6.880,Trick,5.061,Other,16.364,,,,,,,,,,
Kommo-o,2019-11,Clanging Scales,51.343,Clangorous Soul,50.587,Flamethrower,47.222,Flash Cannon,32.696,Drain Punch,29.245,Stealth Rock,24.232,Close Combat,22.096,Substitute,19.135,Thunder Punch,19.046,Earthquake,16.694,Belly Drum,12.268,Dragon Dance,11.977,Poison Jab,9.733,Aura Sphere,8.087,Taunt,6.721,Dragon Claw,5.208,Focus Blast,4.317,Boomburst,4.106
Polteageist,2019-11,Shadow Ball,98.718,Shell Smash,96.407,Stored Power,73.049,Giga Drain,70.344,Strength Sap,16.702,Psychic,10.915,Psyshock,7.941,Dark Pulse,5.704,Will-O-Wisp,4.309,Other,15.912,,,,,,,,,,,,,,,,
Gengar,2019-11,Shadow Ball,95.240,Sludge Wave,73.703,Focus Blast,56.613,Nasty Plot,50.552,Thunderbolt,32.611,Trick,13.892,Substitute,11.870,Sludge Bomb,11.514,Dazzling Gleam,10.286,Destiny Bond,7.729,Energy Ball,5.248,Hex,4.473,Psychic,4.173,Giga Drain,4.043,Other,18.054,,,,,,
Hippowdon,2019-11,Earthquake,99.132,Slack Off,98.017,Stealth Rock,97.857,Whirlwind,76.206,Roar,9.971,Other,18.817,,,,,,,,,,,,,,,,,,,,,,,,
Ribombee,2019-11,Sticky Web,99.433,Moonblast,99.307,Stun Spore,83.033,Bug Buzz,61.671,Quiver Dance,23.372,U-turn,10.906,Psychic,4.237,Other,18.041,,,,,,,,,,,,,,,,,,,,
Mew,2019-11,Stealth Rock,55.781,Spikes,41.404,Taunt,40.084,Self-Destruct,21.654,Psychic,21.477,Nasty Plot,16.616,Flamethrower,16.180,U-turn,13.880,Dragon Dance,12.035,Fire Blast,11.380,Will-O-Wisp,10.346,Psychic Fangs,8.413,Close Combat,8.116,Aura Sphere,7.799,Flare Blitz,7.428,Dazzling Gleam,6.119,Skill Swap,6.056,Trick Room,5.631
Jellicent,2019-11,Will-O-Wisp,94.948,Strength Sap,63.485,Taunt,62.760,Hex,57.196,Scald,55.712,Recover,40.177,Shadow Ball,10.677,Other,15.046,,,,,,,,,,,,,,,,,,,,
Drednaw,2019-11,Liquidation,93.165,Swords Dance,80.503,Stone Edge,78.084,Superpower,70.749,Earthquake,32.734,Head Smash,10.446,Stealth Rock,5.671,Waterfall,4.984,Jaw Lock,4.638,Other,19.024,,,,,,,,,,,,,,,,
Crawdaunt,2019-11,Aqua Jet,98.249,Knock Off,96.613,Crabhammer,83.818,Close Combat,50.998,Swords Dance,21.758,Liquidation,16.212,Superpower,11.080,Crunch,10.821,Other,10.451,,,,,,,,,,,,,,,,,,
Charizard,2019-11,Solar Beam,71.038,Fire Blast,61.809,Hurricane,60.413,Focus Blast,55.406,Flamethrower,27.891,Air Slash,27.700,Dragon Pulse,24.564,Earthquake,9.723,Flare Blitz,6.868,Dragon Dance,5.857,Belly Drum,4.815,Acrobatics,3.998,Overheat,3.856,Substitute,3.642,Fly,3.420,Thunder Punch,3.405,Will-O-Wisp,3.312,Ancient Power,3.116
Reuniclus,2019-11,Focus Blast,64.426,Recover,62.893,Calm Mind,57.525,Psychic,43.490,Psyshock,34.807,Shadow Ball,34.686,Trick Room,31.987,Stored Power,21.261,Acid Armor,18.618,Thunder,10.842,Other,19.464,,,,,,,,,,,,,,
Arcanine,2019-11,Morning Sun,72.043,Will-O-Wisp,63.633,Flare Blitz,63.050,Extreme Speed,49.162,Wild Charge,47.677,Flamethrower,32.553,Close Combat,21.529,Snarl,12.923,Play Rough,10.158,Roar,8.177,Other,19.096,,,,,,,,,,,,,,
Obstagoon,2019-11,Knock Off,95.333,Facade,72.497,Close Combat,58.132,Obstruct,38.797,Parting Shot,23.203,Bulk Up,18.351,Gunk Shot,11.536,Switcheroo,11.137,Taunt,10.702,Fire Punch,9.585,Double-Edge,8.844,Trick,6.577,Body Slam,5.416,Thunder Punch,5.107,Substitute,2.871,Seed Bomb,2.494,Other,19.418,,
Centiskorch,2019-11,Leech Life,92.834,Fire Lash,90.103,Power Whip,67.741,Coil,67.555,Knock Off,35.845,Flare Blitz,9.401,Will-O-Wisp,6.822,Thunder Fang,6.243,Substitute,5.154,Other,18.302,,,,,,,,,,,,,,,,
Weezing-Galar,2019-11,Strange Steam,69.471,Defog,53.076,Will-O-Wisp,49.356,Pain Split,45.601,Sludge Bomb,27.481,Fire Blast,21.356,Flamethrower,20.507,Toxic Spikes,18.085,Sludge Wave,17.515,Clear Smog,14.832,Toxic,10.764,Aromatherapy,8.284,Thunderbolt,8.232,Haze,8.113,Dazzling Gleam,4.899,Memento,4.033,Other,18.396,,
Mamoswine,2019-11,Earthquake,99.886,Ice Shard,97.165,Icicle Crash,90.114,Stealth Rock,72.773,Superpower,14.037,Freeze-Dry,7.437,Other,18.588,,,,,,,,,,,,,,,,,,,,,,
Sirfetch'd,2019-11,Close Combat,97.028,First Impression,74.764,Knock Off,70.812,Poison Jab,51.329,Brave Bird,38.212,Swords Dance,17.617,Leaf Blade,16.966,Defog,8.952,Substitute,3.990,Quick Attack,3.586,Other,16.743,,,,,,,,,,,,,,
Duraludon,2019-11,Flash Cannon,80.570,Thunderbolt,75.415,Draco Meteor,74.191,Stealth Rock,53.243,Dark Pulse,23.784,Dragon Pulse,22.447,Steel Beam,17.555,Thunder Wave,11.836,Dragon Tail,7.906,Body Press,4.478,Thunder,4.076,Heavy Slam,2.979,Light Screen,2.529,Other,18.992,,,,,,,,
Chandelure,2019-11,Shadow Ball,96.795,Energy Ball,77.165,Flamethrower,56.045,Fire Blast,38.793,Trick,31.438,Psychic,28.007,Overheat,14.986,Calm Mind,9.275,Substitute,8.787,Will-O-Wisp,8.490,Trick Room,6.987,Memento,5.306,Other,17.926,,,,,,,,,,
Runerigus,2019-11,Stealth Rock,80.747,Earthquake,57.746,Will-O-Wisp,53.605,Trick Room,43.632,Shadow Claw,37.894,Toxic Spikes,24.558,Memento,21.876,Body Press,16.247,Destiny Bond,9.819,Night Shade,8.007,Haze,7.806,Rest,6.382,Protect,5.859,Curse,3.970,Taunt,3.783,Other,18.070,,,,
Araquanid,2019-11,Liquidation,96.415,Sticky Web,88.205,Leech Life,78.172,Mirror Coat,26.369,Lunge,17.904,Poison Jab,17.054,Protect,12.739,Crunch,11.719,Reflect,11.327,Infestation,9.057,Scald,7.784,Rest,4.165,Other,19.093,,,,,,,,,,
Copperajah,2019-11,Heat Crash,62.192,Iron Head,57.030,Earthquake,55.068,Power Whip,46.196,Heavy Slam,42.783,Stealth Rock,34.098,Play Rough,24.705,Rock Slide,21.311,Zen Headbutt,17.175,Superpower,12.201,Stone Edge,10.379,Other,16.862,,,,,,,,,,,,
Eldegoss,2019-11,Rapid Spin,92.612,Leech Seed,79.201,Giga Drain,51.044,Aromatherapy,42.446,Sleep Powder,33.643,Protect,22.222,Energy Ball,18.540,Synthesis,16.786,Leaf Storm,9.728,Stun Spore,8.280,Weather Ball,5.124,Sunny Day,3.781,Other,16.593,,,,,,,,,,
Milotic,2019-11,Recover,96.614,Scald,94.628,Ice Beam,68.890,Haze,63.007,Dragon Tail,15.888,Mirror Coat,12.153,Protect,11.867,Hypnosis,9.769,Hydro Pump,3.623,Substitute,3.151,Rest,2.583,Other,17.826,,,,,,,,,,,,
Eiscue,2019-11,Belly Drum,96.659,Icicle Crash,82.133,Liquidation,65.777,Zen Headbutt,63.653,Substitute,30.241,Ice Punch,13.992,Iron Head,13.279,Head Smash,11.126,Hail,4.598,Other,18.540,,,,,,,,,,,,,,,,
Pincurchin,2019-11,Spikes,86.208,Discharge,77.482,Memento,76.187,Toxic Spikes,70.083,Recover,27.175,Thunder Wave,11.712,Zing Zap,10.518,Scald,9.408,Thunderbolt,5.508,Sucker Punch,4.935,Liquidation,4.753,Other,16.030,,,,,,,,,,,,
Appletun,2019-11,Leech Seed,84.958,Apple Acid,72.106,Recover,62.925,Dragon Pulse,49.105,Draco Meteor,26.434,Giga Drain,21.572,Recycle,17.360,Protect,14.418,Substitute,12.115,Earthquake,6.488,Body Press,6.432,Gyro Ball,3.410,Curse,3.085,Other,19.593,,,,,,,,
Indeedee,2019-11,Psychic,90.492,Mystical Fire,75.253,Hyper Voice,50.794,Dazzling Gleam,46.934,Trick,38.273,Shadow Ball,28.474,Psyshock,25.472,Calm Mind,12.386,Energy Ball,9.810,Tri Attack,5.867,Other,16.245,,,,,,,,,,,,,,
Gastrodon,2019-11,Recover,95.110,Scald,90.393,Earth Power,57.750,Clear Smog,34.816,Ice Beam,32.195,Earthquake,29.717,Sludge Bomb,10.504,Curse,9.436,Mirror Coat,6.656,Yawn,6.473,Protect,4.975,Waterfall,3.444,Other,18.531,,,,,,,,,,
Coalossal,2019-11,Rapid Spin,65.652,Stealth Rock,60.719,Stone Edge,35.546,Flamethrower,30.577,Spikes,29.312,Earthquake,21.328,Flare Blitz,21.177,Will-O-Wisp,19.002,Earth Power,13.512,Heat Crash,12.349,Fire Blast,9.371,Scald,8.364,Burn Up,8.309,Explosion,7.415,Rock Blast,6.529,Protect,5.406,Heavy Slam,5.290,Rock Slide,5.138
Cloyster,2019-11,Shell Smash,93.156,Icicle Spear,92.316,Rock Blast,67.349,Liquidation,36.090,Ice Shard,29.595,Spikes,26.539,Toxic Spikes,17.327,Self-Destruct,6.312,Protect,6.040,Pin Missile,4.872,Hydro Pump,4.608,Other,15.795,,,,,,,,,,,,
Frosmoth,2019-11,Ice Beam,89.892,Quiver Dance,87.819,Bug Buzz,84.880,Giga Drain,41.190,Hurricane,26.039,Defog,14.198,Blizzard,9.173,Weather Ball,7.244,Substitute,6.811,Air Slash,6.585,Rest,5.657,Dazzling Gleam,4.407,Other,16.106,,,,,,,,,,
Sylveon,2019-11,Hyper Voice,96.680,Wish,72.764,Mystical Fire,70.334,Protect,67.695,Psyshock,24.282,Calm Mind,18.825,Shadow Ball,17.952,Quick Attack,7.750,Hyper Beam,5.887,Other,17.830,,,,,,,,,,,,,,,,
Diggersby,2019-11,Earthquake,99.924,Quick Attack,70.808,Fire Punch,45.983,Body Slam,36.795,Swords Dance,33.210,U-turn,24.073,Wild Charge,23.128,Facade,13.183,Mega Kick,7.855,Agility,7.501,Spikes,7.472,Thunder Punch,6.281,Stone Edge,5.581,Other,18.205,,,,,,,,
Inteleon,2019-11,Ice Beam,92.644,Dark Pulse,51.911,U-turn,51.125,Hydro Pump,48.298,Snipe Shot,32.839,Air Slash,31.390,Shadow Ball,27.218,Surf,18.512,Scald,15.498,Focus Energy,3.537,Aqua Jet,2.777,Substitute,2.615,Sucker Punch,2.579,Other,19.056,,,,,,,,
Galvantula,2019-11,Sticky Web,95.440,Bug Buzz,88.208,Thunder,84.449,Volt Switch,52.695,Energy Ball,26.112,Thunder Wave,20.902,Giga Drain,16.822,Other,15.371,,,,,,,,,,,,,,,,,,,,
Morpeko,2019-11,Aura Wheel,98.707,Crunch,64.238,Fire Fang,59.670,Wild Charge,33.593,Brick Break,25.556,Parting Shot,22.344,Rapid Spin,20.854,Seed Bomb,17.964,Psychic Fangs,7.275,Fake Out,7.068,Ice Fang,6.327,Volt Switch,5.360,Stomping Tantrum,5.244,Protect,4.472,Bullet Seed,4.031,Other,17.299,,,,
Heliolisk,2019-11,Volt Switch,88.123,Thunderbolt,66.105,Surf,56.752,Hyper Voice,49.372,Focus Blast,28.035,Thunder,25.693,Grass Knot,25.593,Dark Pulse,14.268,Dragon Pulse,11.275,Hyper Beam,11.146,Weather Ball,8.158,Other,15.479,,,,,,,,,,,,
Durant,2019-11,Iron Head,95.544,First Impression,89.133,Superpower,82.579,Thunder Fang,52.558,X-Scissor,15.752,Crunch,13.245,Stone Edge,12.515,Stomping Tantrum,9.563,Nothing,9.511,Other,19.600,,,,,,,,,,,,,,,,
Alcremie,2019-11,Dazzling Gleam,90.134,Mystical Fire,69.873,Calm Mind,67.049,Recover,64.290,Aromatherapy,30.881,Psychic,20.249,Giga Drain,15.268,Psyshock,9.160,Draining Kiss,8.212,Acid Armor,7.619,Other,17.265,,,,,,,,,,,,,,
Torkoal,2019-11,Rapid Spin,94.190,Stealth Rock,85.380,Lava Plume,85.052,Yawn,36.059,Solar Beam,24.095,Will-O-Wisp,14.561,Earth Power,14.138,Clear Smog,9.152,Body Press,7.067,Eruption,5.748,Fire Blast,3.812,Overheat,3.149,Other,17.598,,,,,,,,,,
Quagsire,2019-11,Recover,97.567,Scald,84.258,Toxic,79.348,Earthquake,67.869,Haze,10.021,Protect,9.419,Earth Power,9.046,Encore,7.246,Curse,6.669,Counter,4.177,Ice Beam,3.632,Waterfall,2.963,Other,17.784,,,,,,,,,,
Gardevoir,2019-11,Moonblast,94.103,Psychic,79.463,Mystical Fire,67.486,Trick,41.544,Thunderbolt,22.685,Healing Wish,18.635,Psyshock,15.161,Focus Blast,10.583,Energy Ball,9.521,Shadow Ball,8.801,Calm Mind,6.862,Destiny Bond,5.704,Other,19.453,,,,,,,,,,
Golisopod,2019-11,First Impression,97.702,Liquidation,84.501,Leech Life,51.340,Aqua Jet,45.089,Close Combat,43.698,Sucker Punch,32.907,Spikes,26.296,Other,18.467,,,,,,,,,,,,,,,,,,,,
Pyukumuku,2019-11,Recover,98.732,Toxic,95.691,Soak,49.340,Counter,41.293,Spite,27.231,Protect,17.996,Mirror Coat,16.505,Taunt,13.507,Light Screen,10.790,Reflect,10.047,Other,18.868,,,,,,,,,,,,,,
Avalugg,2019-11,Recover,95.845,Rapid Spin,86.141,Avalanche,85.344,Body Press,58.683,Earthquake,27.618,Iron Defense,11.740,Curse,6.731,Protect,4.582,Gyro Ball,4.114,Other,19.201,,,,,,,,,,,,,,,,
Snorlax,2019-11,Curse,62.549,Body Slam,54.226,Rest,52.574,Earthquake,44.513,Fire Punch,24.222,Darkest Lariat,22.360,Facade,18.445,Recycle,14.066,Crunch,12.270,Heat Crash,12.134,Sleep Talk,10.548,Belly Drum,9.928,Double-Edge,8.034,Heavy Slam,7.749,Thunder Punch,6.611,Yawn,5.989,Protect,5.446,Iron Head,4.064
Cursola,2019-11,Shadow Ball,85.468,Ice Beam,55.849,Earth Power,45.711,Strength Sap,37.362,Giga Drain,26.424,Stealth Rock,22.002,Will-O-Wisp,18.528,Psychic,13.776,Destiny Bond,12.694,Hex,11.366,Scald,11.263,Calm Mind,8.546,Hydro Pump,8.306,Power Gem,8.292,Haze,6.178,Whirlpool,5.080,Protect,4.665,Other,18.490
Mantine,2019-11,Hurricane,88.245,Hydro Pump,78.399,Surf,63.925,Gunk Shot,55.875,Ice Beam,35.149,Scald,24.482,Roost,19.561,Haze,10.716,Air Slash,5.701,Other,17.947,,,,,,,,,,,,,,,,
Whimsicott,2019-11,Moonblast,68.321,U-turn,54.170,Encore,46.447,Tailwind,39.340,Switcheroo,33.222,Memento,31.415,Leech Seed,25.304,Substitute,24.217,Stun Spore,20.927,Giga Drain,13.137,Taunt,11.912,Trick Room,7.542,Psychic,4.034,Energy Ball,3.863,Other,16.148,,,,,,
Salazzle,2019-11,Toxic,81.408,Flamethrower,58.008,Sludge Wave,55.557,Substitute,51.224,Protect,37.271,Fire Blast,25.706,Dragon Pulse,23.090,Nasty Plot,19.741,Sludge Bomb,10.073,Taunt,8.637,Overheat,8.501,Disable,3.749,Other,17.036,,,,,,,,,,
Lucario,2019-11,Close Combat,61.877,Swords Dance,46.190,Bullet Punch,35.695,Meteor Mash,33.897,Extreme Speed,33.549,Flash Cannon,25.499,Earthquake,23.916,Vacuum Wave,22.849,Nasty Plot,22.254,Aura Sphere,21.725,Psychic,10.575,Dark Pulse,9.964,Thunder Punch,8.596,Steel Beam,5.319,Crunch,5.312,Shadow Ball,4.404,Focus Blast,3.579,Ice Punch,3.508
Umbreon,2019-11,Foul Play,96.467,Wish,93.861,Protect,93.109,Yawn,47.482,Taunt,37.821,Moonlight,9.174,Snarl,4.756,Other,17.329,,,,,,,,,,,,,,,,,,,,
Shuckle,2019-11,Sticky Web,97.216,Stealth Rock,95.895,Encore,73.123,Final Gambit,44.740,Toxic,42.471,Infestation,22.199,Knock Off,9.439,Other,14.917,,,,,,,,,,,,,,,,,,,,
Orbeetle,2019-11,Sticky Web,78.655,U-turn,54.071,Recover,38.973,Psychic,38.551,Bug Buzz,36.695,Reflect,23.756,Light Screen,23.340,Magic Coat,17.317,Calm Mind,16.274,Body Press,10.646,Psyshock,8.653,Trick,7.337,Stored Power,6.237,Trick Room,5.972,Giga Drain,5.096,Hypnosis,4.822,Mirror Coat,3.836,Other,19.769
Sandaconda,2019-11,Earthquake,96.091,Stealth Rock,59.264,Glare,55.697,Stone Edge,50.646,Coil,44.275,Rest,34.967,Rock Slide,11.449,Fire Fang,9.901,Body Press,8.052,Iron Head,6.267,Protect,5.145,Other,18.247,,,,,,,,,,,,
Goodra,2019-11,Thunderbolt,66.882,Draco Meteor,63.801,Fire Blast,47.692,Sludge Wave,39.676,Flamethrower,37.338,Dragon Pulse,29.061,Ice Beam,28.719,Sludge Bomb,19.179,Earthquake,11.969,Life Dew,9.398,Hydro Pump,7.858,Thunder,6.048,Surf,5.220,Focus Blast,5.038,Power Whip,4.521,Other,17.601,,,,
Haxorus,2019-11,Earthquake,78.470,Outrage,72.006,Dragon Dance,69.612,Close Combat,57.665,Poison Jab,51.656,Dragon Claw,25.746,Iron Tail,12.391,First Impression,9.362,Swords Dance,6.356,Other,16.735,,,,,,,,,,,,,,,,
Rillaboom,2019-11,Drum Beating,55.445,Knock Off,53.764,U-turn,47.960,Wood Hammer,46.410,Drain Punch,45.541,Earthquake,42.401,Superpower,21.023,Bulk Up,17.553,Substitute,13.948,Darkest Lariat,8.844,Swords Dance,8.495,Leech Seed,7.365,Fake Out,6.178,Acrobatics,4.807,High Horsepower,4.593,Other,15.674,,,,
Bronzong,2019-11,Stealth Rock,90.942,Gyro Ball,67.122,Trick Room,56.935,Earthquake,40.253,Body Press,19.765,Steel Beam,17.128,Reflect,15.767,Psychic,13.998,Light Screen,12.725,Protect,12.140,Iron Defense,8.433,Zen Headbutt,6.835,Iron Head,6.265,Heavy Slam,5.858,Trick,3.377,Flash Cannon,2.933,Other,19.526,,
Falinks,2019-11,No Retreat,96.816,Close Combat,94.687,Throat Chop,39.997,Iron Head,38.815,Poison Jab,31.247,Zen Headbutt,29.541,Rock Slide,17.940,First Impression,15.363,Megahorn,14.918,Substitute,3.680,Other,16.996,,,,,,,,,,,,,,
Flapple,2019-11,Outrage,84.601,Grav Apple,84.591,Dragon Dance,75.036,Sucker Punch,63.927,U-turn,22.906,Acrobatics,19.017,Seed Bomb,13.024,Fly,10.630,Substitute,6.144,Dragon Rush,3.644,Other,16.480,,,,,,,,,,,,,,
Vanilluxe,2019-11,Blizzard,89.954,Aurora Veil,87.010,Freeze-Dry,65.078,Taunt,62.606,Explosion,45.012,Flash Cannon,28.605,Ice Shard,8.257,Other,13.477,,,,,,,,,,,,,,,,,,,,
Boltund,2019-11,Fire Fang,87.379,Thunder Fang,82.378,Crunch,57.394,Volt Switch,52.474,Psychic Fangs,47.878,Play Rough,41.276,Wild Charge,6.948,Bulk Up,6.380,Other,17.893,,,,,,,,,,,,,,,,,,
Tsareena,2019-11,Rapid Spin,97.865,High Jump Kick,74.032,Power Whip,71.826,U-turn,67.268,Trop Kick,24.772,Play Rough,19.667,Synthesis,18.554,Aromatherapy,6.714,Other,19.303,,,,,,,,,,,,,,,,,,
