name,snapshot,item1,usage1,item2,usage2,item3,usage3,item4,usage4,item5,usage5,item6,usage6,item7,usage7,item8,usage8,item9,usage9,item10,usage10,item11,usage11,item12,usage12,item13,usage13,item14,usage14,item15,usage15,item16,usage16,item17,usage17,item18,usage18,item19,usage19,item20,usage20,item21,usage21
Volcarona,2022-11,Heavy-Duty Boots,90.432,Focus Sash,9.092,Other,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baxcalibur,2022-11,Loaded Dice,52.561,Life Orb,19.619,Choice Scarf,6.066,Choice Band,5.138,Assault Vest,4.952,Heavy-Duty Boots,4.166,Leftovers,3.471,Other,4.026,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Tusk,2022-11,Booster Energy,43.285,Leftovers,28.935,Choice Band,8.413,Choice Scarf,7.785,Assault Vest,4.884,Focus Sash,4.240,Other,2.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxapex,2022-11,Black Sludge,49.689,Eject Button,26.839,Rocky Helmet,21.649,Other,1.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corviknight,2022-11,Leftovers,85.315,Rocky Helmet,8.875,Weakness Policy,5.347,Other,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skeledirge,2022-11,Leftovers,50.300,Heavy-Duty Boots,27.977,Sitrus Berry,8.413,Throat Spray,4.111,Life Orb,3.762,Rocky Helmet,2.112,Other,3.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastrodon,2022-11,Leftovers,90.995,Eject Button,7.746,Other,1.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinkaton,2022-11,Leftovers,60.780,Salac Berry,8.158,Metal Coat,7.974,Life Orb,7.627,Iapapa Berry,5.329,Expert Belt,4.910,Assault Vest,2.566,Other,2.657,,,,,,,,,,,,,,,,,,,,,,,,,,
Slither Wing,2022-11,Choice Scarf,47.774,Booster Energy,41.169,Assault Vest,9.310,Other,1.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chi-Yu,2022-11,Choice Scarf,38.912,Choice Specs,19.753,Heavy-Duty Boots,14.686,Leftovers,11.025,Life Orb,8.910,Custap Berry,1.968,Other,4.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meowscarada,2022-11,Choice Band,36.252,Choice Scarf,30.516,Heavy-Duty Boots,13.655,Focus Sash,8.531,Life Orb,7.262,Other,3.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Treads,2022-11,Booster Energy,41.859,Choice Scarf,40.335,Leftovers,12.576,Choice Band,1.615,Other,3.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abomasnow,2022-11,Icy Rock,83.155,Light Clay,6.879,Choice Specs,6.698,Other,3.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clodsire,2022-11,Black Sludge,71.264,Leftovers,26.070,Other,2.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breloom,2022-11,Focus Sash,66.826,Choice Band,19.866,Life Orb,7.314,Loaded Dice,3.665,Other,2.330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lokix,2022-11,Life Orb,69.591,Choice Band,16.694,Heavy-Duty Boots,7.149,Choice Scarf,3.436,Other,3.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalugg,2022-11,Heavy-Duty Boots,90.368,Assault Vest,7.039,Other,2.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amoonguss,2022-11,Black Sludge,39.187,Heavy-Duty Boots,33.480,Rocky Helmet,14.979,Leftovers,12.343,Other,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roaring Moon,2022-11,Booster Energy,65.877,Choice Scarf,16.012,Choice Band,4.709,Focus Sash,3.844,Roseli Berry,3.772,Life Orb,2.937,Other,2.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandy Shocks,2022-11,Booster Energy,43.117,Choice Specs,32.796,Choice Scarf,14.501,Focus Sash,5.224,Other,4.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garchomp,2022-11,Choice Scarf,39.886,Life Orb,30.270,Leftovers,18.613,Rocky Helmet,10.507,Other,0.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scovillain,2022-11,Leftovers,52.323,Life Orb,26.346,Miracle Seed,10.394,Aguav Berry,3.932,Heat Rock,2.832,Other,4.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glimmora,2022-11,Focus Sash,47.898,Black Sludge,13.550,Assault Vest,10.048,Sitrus Berry,8.313,Heavy-Duty Boots,7.511,Air Balloon,6.862,Choice Scarf,2.279,Other,3.539,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Moth,2022-11,Booster Energy,66.646,Choice Scarf,23.221,Heavy-Duty Boots,7.528,Other,2.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pawmot,2022-11,Focus Sash,21.394,Punching Glove,20.872,Choice Band,19.708,Life Orb,18.489,Choice Scarf,9.354,Expert Belt,5.562,Other,4.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatterene,2022-11,Sitrus Berry,69.047,Leftovers,24.185,Life Orb,4.092,Other,2.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quagsire,2022-11,Eject Button,37.517,Leftovers,32.524,Rocky Helmet,12.355,Red Card,8.753,Heavy-Duty Boots,8.287,Other,0.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ting-Lu,2022-11,Leftovers,85.523,Rocky Helmet,4.576,Assault Vest,4.311,Sitrus Berry,4.208,Other,1.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Hands,2022-11,Assault Vest,34.249,Booster Energy,27.817,Leftovers,14.106,Choice Band,12.229,Punching Glove,9.889,Other,1.710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloyster,2022-11,Focus Sash,37.876,Heavy-Duty Boots,35.023,White Herb,25.084,Other,2.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardevoir,2022-11,Choice Scarf,93.924,Mental Herb,5.260,Other,0.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revavroom,2022-11,Air Balloon,60.893,Aguav Berry,9.138,Black Sludge,8.337,Rocky Helmet,5.904,Occa Berry,4.739,Life Orb,4.494,Weakness Policy,2.817,Other,3.678,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Jugulis,2022-11,Booster Energy,61.522,Focus Sash,10.526,Heavy-Duty Boots,8.554,Choice Scarf,8.312,Choice Specs,8.264,Other,2.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toedscruel,2022-11,Leftovers,91.396,Choice Scarf,3.751,Other,4.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heracross,2022-11,Choice Scarf,81.193,Loaded Dice,16.384,Other,2.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tauros-Paldea-Fire,2022-11,Life Orb,30.523,Choice Band,27.506,Liechi Berry,22.322,Choice Scarf,17.040,Other,2.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Wash,2022-11,Leftovers,54.767,Choice Scarf,31.399,Light Clay,12.928,Other,0.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scream Tail,2022-11,Leftovers,91.698,Terrain Extender,2.912,Booster Energy,2.686,Other,2.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sableye,2022-11,Leftovers,52.800,Rocky Helmet,26.254,Light Clay,12.900,Iron Ball,7.032,Other,1.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallade,2022-11,Choice Scarf,50.219,Choice Band,33.673,Assault Vest,8.930,Life Orb,3.523,Other,3.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spidops,2022-11,Focus Sash,70.345,Mental Herb,29.655,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cetitan,2022-11,Sitrus Berry,55.206,Life Orb,19.917,Choice Band,7.620,Salac Berry,5.673,Leftovers,5.483,Muscle Band,4.216,Other,1.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Thorns,2022-11,Booster Energy,41.507,Air Balloon,20.494,Leftovers,14.806,Choice Scarf,14.589,Focus Sash,3.141,Expert Belt,2.802,Other,2.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyclizar,2022-11,Heavy-Duty Boots,26.627,Leftovers,26.201,Choice Scarf,22.912,Lum Berry,8.813,Sitrus Berry,5.656,Rocky Helmet,4.223,Choice Band,2.688,Other,2.880,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyranitar,2022-11,Leftovers,33.472,Assault Vest,26.961,Smooth Rock,19.563,Lum Berry,11.555,Focus Sash,3.131,Weakness Policy,2.564,Other,2.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Mow,2022-11,Choice Scarf,79.975,Choice Specs,14.981,Leftovers,4.101,Other,0.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brambleghast,2022-11,Leftovers,33.785,Heavy-Duty Boots,30.743,Life Orb,23.798,Focus Sash,4.226,Loaded Dice,3.852,Other,3.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polteageist,2022-11,Focus Sash,82.057,White Herb,17.444,Other,0.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scyther,2022-11,Choice Scarf,98.107,Other,1.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gyarados,2022-11,Life Orb,35.103,Heavy-Duty Boots,34.828,Leftovers,22.570,Wacan Berry,4.225,Other,3.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dondozo,2022-11,Rocky Helmet,50.543,Leftovers,42.497,Life Orb,6.960,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kilowattrel,2022-11,Heavy-Duty Boots,36.804,Choice Specs,29.228,Life Orb,21.486,Focus Sash,12.481,Other,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonite,2022-11,Heavy-Duty Boots,72.057,Weakness Policy,12.804,Focus Sash,6.986,Choice Band,4.693,Other,3.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torkoal,2022-11,Heat Rock,73.168,Protective Pads,22.138,Other,4.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frosmoth,2022-11,Heavy-Duty Boots,97.913,Other,2.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hippowdon,2022-11,Leftovers,49.479,Rocky Helmet,42.225,Smooth Rock,6.800,Other,1.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabsca,2022-11,Leftovers,90.969,Life Orb,5.192,Other,3.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tauros-Paldea-Water,2022-11,Leftovers,65.076,Sitrus Berry,14.219,Choice Band,7.037,Choice Scarf,5.448,Life Orb,4.921,Other,3.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ditto,2022-11,Choice Scarf,99.100,Other,0.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blissey,2022-11,Leftovers,65.721,Heavy-Duty Boots,28.578,Chople Berry,5.683,Other,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staraptor,2022-11,Choice Scarf,80.051,Heavy-Duty Boots,10.914,Life Orb,3.846,Expert Belt,2.660,Other,2.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthworm,2022-11,Leftovers,66.386,Aguav Berry,20.852,Life Orb,7.596,Chesto Berry,4.360,Other,0.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Heat,2022-11,Choice Scarf,46.109,Eject Pack,30.382,Leftovers,12.903,Heavy-Duty Boots,4.687,Light Clay,3.148,Other,2.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pincurchin,2022-11,Terrain Extender,77.791,Leftovers,11.672,Eject Button,10.412,Other,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masquerain,2022-11,Focus Sash,99.985,Other,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawlucha,2022-11,Power Herb,74.263,Sitrus Berry,8.246,White Herb,6.129,Liechi Berry,3.620,Mirror Herb,3.138,Other,4.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wo-Chien,2022-11,Leftovers,76.923,Light Clay,14.913,Big Root,7.428,Other,0.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braviary,2022-11,Heavy-Duty Boots,94.136,Leftovers,3.398,Other,2.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dugtrio,2022-11,Focus Sash,99.979,Other,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palossand,2022-11,Leftovers,34.706,Heavy-Duty Boots,22.802,Assault Vest,20.370,Smooth Rock,10.480,Focus Sash,7.766,Other,3.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indeedee,2022-11,Choice Specs,82.093,Choice Scarf,17.047,Other,0.860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnezone,2022-11,Leftovers,47.165,Assault Vest,27.864,Choice Specs,11.968,Air Balloon,11.600,Other,1.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxicroak,2022-11,Heavy-Duty Boots,35.977,Black Sludge,23.145,Assault Vest,18.179,Life Orb,16.136,Choice Scarf,3.151,Other,3.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krookodile,2022-11,Focus Sash,57.856,Iapapa Berry,17.424,Choice Scarf,14.395,Leftovers,10.326,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coalossal,2022-11,Air Balloon,78.465,Heavy-Duty Boots,19.177,Other,2.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycanroc-Dusk,2022-11,Choice Scarf,64.850,Choice Band,30.704,Other,4.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragalge,2022-11,Black Sludge,78.758,Leftovers,12.653,Choice Specs,3.718,Other,4.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maushold,2022-11,Wide Lens,63.458,Choice Band,13.476,Life Orb,7.007,King's Rock,5.544,Loaded Dice,5.385,Silk Scarf,4.964,Other,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Frost,2022-11,Leftovers,78.470,Custap Berry,19.313,Other,2.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronzong,2022-11,Leftovers,61.828,Light Clay,16.208,Assault Vest,10.402,Life Orb,9.136,Other,2.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chansey,2022-11,Eviolite,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowking,2022-11,Heavy-Duty Boots,55.267,Assault Vest,33.968,Choice Scarf,7.956,Other,2.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drednaw,2022-11,Air Balloon,40.527,Life Orb,31.683,Focus Sash,26.265,Other,1.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garganacl,2022-11,Leftovers,99.275,Other,0.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grafaiai,2022-11,Air Balloon,45.572,Leftovers,24.316,Black Sludge,7.564,Focus Sash,5.628,Mirror Herb,5.577,Heavy-Duty Boots,4.682,Liechi Berry,3.171,Other,3.490,,,,,,,,,,,,,,,,,,,,,,,,,,
Flamigo,2022-11,Choice Scarf,75.486,Choice Band,22.352,Other,2.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skuntank,2022-11,Black Sludge,91.170,Assault Vest,5.943,Other,2.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oricorio-Sensu,2022-11,Wise Glasses,71.100,Focus Sash,18.165,Heavy-Duty Boots,9.826,Other,0.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatsugiri,2022-11,Choice Scarf,53.144,Heavy-Duty Boots,24.035,Salac Berry,12.878,Leftovers,3.842,Focus Sash,3.314,Other,2.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dachsbun,2022-11,Leftovers,99.757,Other,0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucario,2022-11,Life Orb,48.218,Focus Sash,40.015,Choice Specs,8.918,Other,2.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talonflame,2022-11,Heavy-Duty Boots,79.360,Choice Specs,18.878,Other,1.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arboliva,2022-11,Sitrus Berry,33.359,Choice Specs,28.029,Leftovers,14.470,Iapapa Berry,11.486,Kee Berry,4.032,Grassy Seed,3.185,Big Root,2.031,Other,3.408,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydreigon,2022-11,Choice Scarf,51.311,Life Orb,26.212,Leftovers,21.477,Other,1.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bombirdier,2022-11,Loaded Dice,35.374,Choice Band,27.091,Choice Scarf,15.692,Heavy-Duty Boots,14.630,Sitrus Berry,5.684,Other,1.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivillon,2022-11,Focus Sash,92.718,Mental Herb,6.103,Other,1.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oricorio-Pom-Pom,2022-11,Heavy-Duty Boots,67.861,Electric Seed,32.139,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salamence,2022-11,Choice Scarf,46.940,Choice Band,44.745,Yache Berry,4.873,Other,3.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellibolt,2022-11,Leftovers,63.680,Light Clay,26.154,Assault Vest,7.016,Other,3.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcanine,2022-11,Leftovers,67.158,Heavy-Duty Boots,15.810,Choice Band,8.914,Life Orb,8.093,Other,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyroar,2022-11,Life Orb,69.852,Choice Specs,22.625,Assault Vest,5.969,Other,1.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudunsparce,2022-11,Leftovers,99.342,Other,0.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armarouge,2022-11,Choice Scarf,34.237,Focus Sash,22.222,Choice Specs,16.731,Heavy-Duty Boots,9.354,Life Orb,8.703,Petaya Berry,5.908,Other,2.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farigiraf,2022-11,Sitrus Berry,33.150,Clear Amulet,19.910,Salac Berry,19.898,Leftovers,12.412,Kee Berry,12.120,Other,2.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klawf,2022-11,Focus Sash,94.253,Liechi Berry,2.756,Other,2.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiritomb,2022-11,Leftovers,43.351,Focus Sash,38.234,Rocky Helmet,11.620,Mental Herb,6.733,Other,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appletun,2022-11,Leftovers,99.817,Other,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwilfish,2022-11,Life Orb,99.992,Other,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veluza,2022-11,Sitrus Berry,54.259,Choice Scarf,19.117,Iapapa Berry,18.060,Life Orb,7.782,Other,0.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camerupt,2022-11,Nothing,66.107,Aguav Berry,29.399,Other,4.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowbro,2022-11,Rocky Helmet,65.097,Colbur Berry,20.574,Leftovers,13.540,Other,0.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cryogonal,2022-11,Light Clay,61.458,Power Herb,32.114,Heavy-Duty Boots,3.871,Other,2.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicham,2022-11,Expert Belt,60.653,Choice Scarf,30.965,Salac Berry,7.903,Other,0.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mabosstiff,2022-11,Red Card,99.689,Other,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxtricity,2022-11,Throat Spray,62.133,Choice Scarf,33.353,Other,4.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weavile,2022-11,Choice Scarf,33.492,Life Orb,24.973,Choice Band,20.841,Focus Sash,19.593,Other,1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eelektross,2022-11,Assault Vest,81.069,Leftovers,9.617,Terrain Extender,9.307,Other,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bisharp,2022-11,Eviolite,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alomomola,2022-11,Leftovers,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hariyama,2022-11,Flame Orb,99.309,Other,0.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noivern,2022-11,Choice Specs,99.936,Other,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salazzle,2022-11,Black Sludge,93.787,Choice Scarf,5.300,Other,0.913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glaceon,2022-11,Leftovers,77.427,Focus Sash,22.573,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umbreon,2022-11,Leftovers,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycanroc,2022-11,Choice Band,88.076,Life Orb,11.527,Other,0.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wugtrio,2022-11,Life Orb,69.654,Assault Vest,18.312,Focus Sash,12.034,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muk,2022-11,Assault Vest,99.995,Other,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slaking,2022-11,Choice Band,38.984,Choice Scarf,35.585,Assault Vest,25.393,Other,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
