name,snapshot,teammate1,usage1,teammate2,usage2,teammate3,usage3,teammate4,usage4,teammate5,usage5,teammate6,usage6,teammate7,usage7,teammate8,usage8,teammate9,usage9,teammate10,usage10,teammate11,usage11,teammate12,usage12
Kingambit,2022-11,Dragapult,32.299,Flutter Mane,27.055,Houndstone,26.136,Baxcalibur,24.368,Annihilape,17.588,Amoonguss,17.390,Pawmot,14.901,Chien-Pao,8.540,Mimikyu,6.302,Cetitan,6.302,Roaring Moon,5.516,,
Espathra,2022-11,Chien-Pao,51.218,Tinkaton,38.444,Orthworm,35.324,Roaring Moon,31.651,Iron Valiant,12.738,Garganacl,9.882,Great Tusk,5.159,Lokix,3.673,Scream Tail,3.573,Sableye,3.573,Skeledirge,2.428,,
Cloyster,2022-11,Scream Tail,43.893,Great Tusk,43.893,Armarouge,25.796,Baxcalibur,25.796,Toxapex,14.180,Goodra,14.180,Maushold,5.507,Chien-Pao,5.427,Slaking,3.045,Polteageist,3.045,,,,
Tauros-Paldea-Fire,2022-11,Bombirdier,79.790,Tinkaton,72.332,Sandy Shocks,27.363,Tropius,19.905,,,,,,,,,,,,,,,,
Bellibolt,2022-11,Iron Moth,48.316,Cetitan,48.076,Maushold,12.095,Annihilape,9.176,Skeledirge,6.637,Meowscarada,6.615,Garganacl,5.458,Great Tusk,2.649,Corviknight,2.648,Revavroom,2.325,Brute Bonnet,2.325,,
Quaquaval,2022-11,Meowscarada,91.197,Skeledirge,76.889,Ceruledge,14.349,Armarouge,4.948,Iron Valiant,3.608,Maushold,2.373,Iron Moth,1.669,Annihilape,1.199,Sylveon,0.705,,,,,,
Eiscue,2022-11,Gallade,99.078,Dudunsparce,91.011,Dunsparce,8.067,Barraskewda,0.922,Baxcalibur,0.922,,,,,,,,,,,,,,
Iron Treads,2022-11,Chien-Pao,42.317,Iron Jugulis,41.620,Chi-Yu,25.776,Iron Bundle,24.506,Tauros-Paldea-Water,23.664,Breloom,14.645,Annihilape,9.760,Brute Bonnet,3.401,Dudunsparce,3.225,Donphan,3.225,Maushold,2.703,,
Iron Jugulis,2022-11,Chien-Pao,47.676,Iron Treads,42.141,Blissey,30.215,Hydreigon,30.215,Appletun,8.792,Maushold,8.792,Meowscarada,8.565,Iron Moth,8.565,Scovillain,7.555,Dondozo,2.685,Iron Hands,2.685,,
Arboliva,2022-11,Chien-Pao,53.177,Chi-Yu,39.696,Iron Moth,7.473,Mimikyu,7.113,Dragapult,7.113,Skeledirge,7.006,Garganacl,6.959,Flutter Mane,5.476,Baxcalibur,4.873,Annihilape,4.817,Scizor,4.638,,
Appletun,2022-11,Garganacl,74.247,Dragapult,74.201,Flapple,14.568,Maushold,11.038,Iron Jugulis,9.895,Altaria,1.143,,,,,,,,,,,,
Tauros-Paldea-Water,2022-11,Flutter Mane,53.758,Noivern,53.758,Chi-Yu,32.910,Iron Treads,27.541,Dragonite,8.526,Tinkaton,5.842,Gogoat,5.369,Arboliva,4.441,Scizor,4.441,Maushold,2.683,,,,
Azumarill,2022-11,Magnezone,38.574,Dragapult,37.436,Vivillon,25.842,Ceruledge,25.842,Maushold,23.921,Mimikyu,23.718,Kingambit,3.354,Annihilape,3.343,Clodsire,3.218,Brute Bonnet,3.218,Haxorus,2.687,,
Sandy Shocks,2022-11,Bombirdier,60.829,Skeledirge,49.505,Tauros-Paldea-Fire,41.547,Tropius,30.223,Flutter Mane,4.040,Tinkaton,3.980,Garchomp,2.903,Slaking,2.240,Brute Bonnet,1.086,Garganacl,1.086,Annihilape,0.917,,
Toxapex,2022-11,Garchomp,39.470,Magnezone,26.252,Cloyster,22.312,Goodra,22.312,Garganacl,21.096,Great Tusk,21.096,Maushold,15.912,Roaring Moon,12.433,Iron Moth,12.433,Flutter Mane,4.544,Tyranitar,1.850,,
Glimmora,2022-11,Garganacl,85.723,Iron Valiant,42.581,Flutter Mane,36.379,Dondozo,7.920,Tatsugiri,7.920,Scream Tail,6.764,Klawf,2.962,Armarouge,2.863,Annihilape,2.863,Brambleghast,2.149,Seviper,0.817,,
Slaking,2022-11,Annihilape,41.787,Gengar,41.787,Goodra,19.148,Tinkaton,19.148,Gyarados,8.602,Torkoal,8.602,Bisharp,6.531,Cloyster,5.794,Polteageist,5.794,Baxcalibur,5.111,Armarouge,5.111,,
Noivern,2022-11,Flutter Mane,74.362,Tauros-Paldea-Water,73.704,Annihilape,19.367,Skeledirge,19.367,Barraskewda,6.272,Armarouge,6.272,Dragonite,0.658,,,,,,,,,,
Gengar,2022-11,Slaking,42.500,Annihilape,42.500,Garchomp,36.526,Corviknight,36.526,Tinkaton,20.972,Chi-Yu,16.341,Great Tusk,4.631,,,,,,,,,,
Gyarados,2022-11,Torkoal,95.746,Maushold,58.420,Breloom,19.038,Slaking,8.879,Flareon,8.569,Garchomp,4.254,Iron Moth,4.254,Naclstack,0.840,,,,,,,,
Veluza,2022-11,Breloom,96.886,Iron Hands,96.886,Baxcalibur,3.040,Pawmot,3.040,,,,,,,,,,,,,,,,
Torkoal,2022-11,Gyarados,100.000,Maushold,61.016,Breloom,19.884,Slaking,9.273,Flareon,8.950,Naclstack,0.877,,,,,,,,,,,,
Avalugg,2022-11,Skeledirge,49.337,Armarouge,41.582,Drifblim,41.582,Toxicroak,34.695,Iron Thorns,14.642,Iron Moth,8.224,Mimikyu,7.970,,,,,,,,,,
Dragalge,2022-11,Ceruledge,94.359,Dragapult,94.359,,,,,,,,,,,,,,,,,,,,
Ditto,2022-11,Roaring Moon,80.454,Gholdengo,76.352,Scizor,11.372,Breloom,11.372,Iron Moth,5.688,Maushold,3.123,Armarouge,3.110,Chi-Yu,3.011,Lokix,3.011,Palafin,1.585,,,,
Flareon,2022-11,Ting-Lu,89.456,Hatterene,89.456,Gyarados,10.544,Torkoal,10.544,,,,,,,,,,,,,,,,
Bisharp,2022-11,Mimikyu,32.291,Chi-Yu,32.291,Garganacl,32.235,Great Tusk,32.235,Ting-Lu,17.240,Amoonguss,17.240,Slaking,8.392,Pawmot,5.830,Kingambit,4.945,Pawniard,4.945,Flutter Mane,4.743,,
Haxorus,2022-11,Magnezone,94.428,Flutter Mane,89.340,Azumarill,4.727,Chien-Pao,3.495,Chi-Yu,2.734,Clodsire,1.558,Cetitan,1.558,Garchomp,0.760,,,,,,,,
Hydreigon,2022-11,Blissey,63.559,Iron Jugulis,63.559,Magnezone,33.411,Donphan,33.411,Dragapult,3.029,Iron Hands,3.029,,,,,,,,,,,,
Amoonguss,2022-11,Dragapult,63.549,Kingambit,48.573,Bisharp,18.543,Ting-Lu,18.543,Breloom,14.977,,,,,,,,,,,,,,
Revavroom,2022-11,Ting-Lu,37.099,Breloom,36.872,Meowscarada,34.246,Kilowattrel,25.097,Roaring Moon,22.605,Orthworm,10.716,Flutter Mane,9.547,Ceruledge,8.637,Bellibolt,5.559,Brute Bonnet,5.559,Chien-Pao,3.724,,
Houndstone,2022-11,Kingambit,73.663,Flutter Mane,70.746,Blissey,26.337,Mimikyu,25.796,Roaring Moon,2.917,Breloom,0.541,,,,,,,,,,,,
Hatterene,2022-11,Ting-Lu,98.482,Flareon,98.482,Annihilape,0.972,Maushold,0.945,,,,,,,,,,,,,,,,
Goodra,2022-11,Toxapex,39.066,Cloyster,39.066,Flutter Mane,27.825,Chien-Pao,27.825,Slaking,27.723,Tinkaton,27.723,Arboliva,4.476,Umbreon,4.476,Iron Hands,0.888,Dondozo,0.888,,,,
Blissey,2022-11,Iron Jugulis,69.225,Hydreigon,69.225,Mimikyu,29.526,Houndstone,27.844,Dragapult,2.254,Iron Hands,0.655,Breloom,0.572,,,,,,,,,,
Lokix,2022-11,Flutter Mane,47.534,Chien-Pao,47.534,Orthworm,19.363,Espathra,10.794,Dondozo,9.814,Tatsugiri,9.814,Garganacl,8.568,Sableye,8.257,Chi-Yu,4.171,Toedscruel,3.823,Bellibolt,3.823,,
Tatsugiri,2022-11,Dondozo,79.414,Zangoose,43.469,Flutter Mane,20.488,Baxcalibur,20.488,Glimmora,14.006,Bronzong,11.935,Lokix,10.004,,,,,,,,,,
Dolliv,2022-11,Lilligant,100.000,Scream Tail,100.000,,,,,,,,,,,,,,,,,,,,
Lilligant,2022-11,Scream Tail,100.000,Dolliv,100.000,,,,,,,,,,,,,,,,,,,,
Pawmot,2022-11,Kingambit,60.541,Dragapult,60.541,Ting-Lu,19.840,Gholdengo,19.236,Bisharp,9.121,Slaking,9.121,Veluza,5.770,Baxcalibur,5.770,Ceruledge,2.880,Maushold,2.880,Chien-Pao,1.844,,
Toxtricity,2022-11,Mimikyu,80.224,Garganacl,80.224,Roaring Moon,18.804,Great Tusk,18.697,Brute Bonnet,0.972,Baxcalibur,0.972,,,,,,,,,,,,
Donphan,2022-11,Magnezone,80.785,Hydreigon,53.014,Great Tusk,20.499,Iron Treads,10.898,Dudunsparce,10.898,Meowscarada,7.272,Flutter Mane,3.177,Breloom,2.946,Barraskewda,1.919,Maushold,1.919,Iron Valiant,1.655,,
Clodsire,2022-11,Iron Bundle,44.029,Grafaiai,41.703,Florges,14.441,Arcanine,14.441,Corviknight,14.424,Great Tusk,14.424,Brute Bonnet,10.143,Azumarill,10.143,Cetitan,7.581,Maushold,5.727,Iron Valiant,4.804,,
Tropius,2022-11,Sandy Shocks,99.994,Tauros-Paldea-Fire,99.994,,,,,,,,,,,,,,,,,,,,
Drifblim,2022-11,Avalugg,97.588,Armarouge,97.588,Tinkaton,1.774,Toedscruel,1.774,Dugtrio,0.597,,,,,,,,,,,,,,
Vivillon,2022-11,Azumarill,99.760,Ceruledge,99.760,,,,,,,,,,,,,,,,,,,,
Flamigo,2022-11,Gholdengo,90.532,Maushold,90.532,Sawsbuck,8.370,Flapple,8.370,Iron Bundle,1.023,Brute Bonnet,1.023,,,,,,,,,,,,
Toxicroak,2022-11,Skeledirge,100.000,Avalugg,100.000,,,,,,,,,,,,,,,,,,,,
Dachsbun,2022-11,Arcanine,69.408,Iron Hands,69.408,Roaring Moon,23.098,Tinkaton,23.098,Gholdengo,7.493,Abomasnow,7.493,,,,,,,,,,,,
Clawitzer,2022-11,Ceruledge,87.923,Chien-Pao,87.923,Iron Hands,12.077,Maushold,12.077,,,,,,,,,,,,,,,,
Scizor,2022-11,Great Tusk,40.776,Iron Moth,40.776,Breloom,32.572,Ditto,31.238,Arboliva,22.588,Tauros-Paldea-Water,20.330,Garchomp,5.030,Sandy Shocks,2.772,Avalugg,1.434,Brute Bonnet,0.653,Dondozo,0.653,,
Arcanine,2022-11,Iron Hands,71.089,Dachsbun,71.089,Florges,20.651,Clodsire,20.651,Maushold,8.040,Flutter Mane,7.536,Breloom,0.504,,,,,,,,,,
Zangoose,2022-11,Tatsugiri,100.000,Dondozo,100.000,,,,,,,,,,,,,,,,,,,,
Flapple,2022-11,Appletun,84.526,Sawsbuck,15.474,Flamigo,11.590,Espeon,3.884,,,,,,,,,,,,,,,,
Iron Thorns,2022-11,Skeledirge,54.819,Avalugg,54.802,Roaring Moon,23.043,Baxcalibur,14.852,Brute Bonnet,13.095,Chien-Pao,13.095,Cyclizar,9.592,Maushold,6.891,Slither Wing,1.401,Gholdengo,0.751,Tauros-Paldea-Water,0.751,,
Luxray,2022-11,Chien-Pao,100.000,Flutter Mane,97.890,Espeon,2.110,,,,,,,,,,,,,,,,,,
Palafin,2022-11,Grafaiai,92.597,Ting-Lu,92.597,Ditto,6.257,Iron Moth,6.257,,,,,,,,,,,,,,,,
Weavile,2022-11,Sylveon,100.000,Maushold,100.000,,,,,,,,,,,,,,,,,,,,
Staraptor,2022-11,Breloom,23.121,Maushold,22.845,Iron Valiant,1.970,Garganacl,1.970,,,,,,,,,,,,,,,,
Kilowattrel,2022-11,Revavroom,100.000,Meowscarada,100.000,,,,,,,,,,,,,,,,,,,,
Electrode,2022-11,Corviknight,100.000,Great Tusk,100.000,,,,,,,,,,,,,,,,,,,,
Dunsparce,2022-11,Eiscue,84.847,Gallade,84.847,Dudunsparce,15.114,,,,,,,,,,,,,,,,,,
Espeon,2022-11,Chi-Yu,67.127,Chien-Pao,53.196,Mimikyu,23.828,Sableye,23.828,Hawlucha,16.840,Sawsbuck,6.113,Flapple,6.113,Luxray,2.909,,,,,,,,
Rotom-Mow,2022-11,Flutter Mane,100.000,Iron Hands,100.000,,,,,,,,,,,,,,,,,,,,
Lucario,2022-11,Iron Bundle,94.760,Dragapult,94.760,Mimikyu,5.240,Cloyster,5.240,,,,,,,,,,,,,,,,
Scovillain,2022-11,Iron Jugulis,99.561,Chien-Pao,99.561,,,,,,,,,,,,,,,,,,,,
Tyranitar,2022-11,Magnezone,36.486,Chi-Yu,36.486,Mimikyu,30.882,Breloom,30.882,Toxapex,20.050,Flutter Mane,20.050,Corviknight,8.592,Armarouge,3.895,Baxcalibur,3.895,,,,,,
Farigiraf,2022-11,Flutter Mane,62.773,Corviknight,62.773,Scream Tail,34.060,Iron Bundle,34.060,Meowscarada,2.798,Chien-Pao,2.798,,,,,,,,,,,,
Barraskewda,2022-11,Noivern,55.957,Armarouge,55.957,Falinks,22.295,Froslass,22.295,Eiscue,13.662,Baxcalibur,13.662,Donphan,8.085,Maushold,8.085,,,,,,,,
Hawlucha,2022-11,Chi-Yu,99.417,Chien-Pao,70.670,Espeon,27.024,Sableye,1.723,,,,,,,,,,,,,,,,
Bronzong,2022-11,Dondozo,92.808,Tatsugiri,92.808,,,,,,,,,,,,,,,,,,,,
Klawf,2022-11,Glimmora,41.129,Brambleghast,29.787,Chien-Pao,21.439,Skeledirge,21.439,Seviper,11.343,Toedscruel,3.870,Hatterene,3.870,Veluza,0.830,,,,,,,,
Quagsire,2022-11,Iron Valiant,99.902,Chien-Pao,99.902,,,,,,,,,,,,,,,,,,,,
Gogoat,2022-11,Tauros-Paldea-Water,100.000,Chi-Yu,100.000,,,,,,,,,,,,,,,,,,,,
Slither Wing,2022-11,Wo-Chien,45.309,Arboliva,45.309,Lokix,20.657,Iron Moth,20.657,Tinkaton,15.725,Annihilape,15.725,Gholdengo,12.848,Roaring Moon,12.848,Iron Thorns,4.625,Baxcalibur,4.625,Scream Tail,0.766,,
Florges,2022-11,Arcanine,99.988,Clodsire,99.988,,,,,,,,,,,,,,,,,,,,
Altaria,2022-11,Alomomola,47.198,Skeledirge,47.198,Appletun,26.907,Maushold,26.907,Iron Valiant,24.821,Dragapult,24.821,Bonsly,1.070,Arcanine,1.070,,,,,,,,
Polteageist,2022-11,Cloyster,99.996,Slaking,99.996,,,,,,,,,,,,,,,,,,,,
Toedscruel,2022-11,Bellibolt,46.244,Lokix,46.244,Iron Hands,26.147,Great Tusk,26.147,Drifblim,11.795,Tinkaton,11.795,Klawf,5.847,Hatterene,5.847,Flutter Mane,5.772,Garganacl,5.772,Quaquaval,4.195,,
Brambleghast,2022-11,Glimmora,58.310,Klawf,58.184,Skeledirge,36.184,Maushold,36.184,Ting-Lu,5.466,Garganacl,5.466,,,,,,,,,,,,
Eelektross,2022-11,Garchomp,100.000,Dragapult,100.000,,,,,,,,,,,,,,,,,,,,
Basculin,2022-11,Chien-Pao,99.918,Iron Treads,98.964,Chi-Yu,0.983,,,,,,,,,,,,,,,,,,
Pawniard,2022-11,Kingambit,100.000,Bisharp,100.000,,,,,,,,,,,,,,,,,,,,
Sawsbuck,2022-11,Flapple,100.000,Flamigo,74.902,Espeon,25.098,,,,,,,,,,,,,,,,,,
Gardevoir,2022-11,Iron Valiant,72.705,Gallade,72.705,Sylveon,26.897,Roaring Moon,26.897,,,,,,,,,,,,,,,,
Volcarona,2022-11,Chien-Pao,84.171,Garchomp,84.171,Mimikyu,15.829,Dragapult,15.829,,,,,,,,,,,,,,,,
Umbreon,2022-11,Arboliva,99.883,Goodra,99.883,,,,,,,,,,,,,,,,,,,,
Crabominable,2022-11,Chien-Pao,99.999,Cetitan,99.999,,,,,,,,,,,,,,,,,,,,
Alomomola,2022-11,Skeledirge,100.000,Altaria,100.000,,,,,,,,,,,,,,,,,,,,
Cyclizar,2022-11,Iron Thorns,83.618,Roaring Moon,83.618,,,,,,,,,,,,,,,,,,,,
Forretress,2022-11,,,,,,,,,,,,,,,,,,,,,,,,
Froslass,2022-11,Falinks,100.000,Barraskewda,100.000,,,,,,,,,,,,,,,,,,,,
Falinks,2022-11,Barraskewda,100.000,Froslass,100.000,,,,,,,,,,,,,,,,,,,,
Abomasnow,2022-11,Gholdengo,96.557,Dachsbun,96.557,Slaking,3.443,Slowking,3.443,,,,,,,,,,,,,,,,
Ampharos,2022-11,Mabosstiff,86.080,Maushold,86.080,Chien-Pao,12.909,Azumarill,12.909,Salamence,1.011,Flutter Mane,1.011,,,,,,,,,,,,
Mabosstiff,2022-11,Ampharos,99.803,Maushold,99.803,,,,,,,,,,,,,,,,,,,,
Grimmsnarl,2022-11,Flutter Mane,67.424,Dondozo,67.424,Iron Hands,18.704,Blissey,18.704,Scream Tail,12.516,Iron Bundle,1.356,Corviknight,1.356,,,,,,,,,,
Lycanroc-Dusk,2022-11,Brute Bonnet,99.332,Maushold,99.332,Pikachu,0.668,Rotom-Heat,0.668,,,,,,,,,,,,,,,,
Wigglytuff,2022-11,Maushold,100.000,,,,,,,,,,,,,,,,,,,,,,
Salamence,2022-11,Chien-Pao,95.011,Tinkaton,95.011,Garchomp,2.582,Dragapult,2.582,Flutter Mane,1.837,Ampharos,1.837,Bisharp,0.570,Ceruledge,0.570,,,,,,,,
Slowbro,2022-11,Flutter Mane,100.000,Sylveon,88.180,Chi-Yu,11.820,,,,,,,,,,,,,,,,,,
