Pokemon,Usage,Snapshot
Rattata,0,2019-11
Rattata-Alola,0,2019-11
Raticate,0,2019-11
Raticate-Alola,0,2019-11
Spearow,0,2019-11
Fearow,0,2019-11
Ekans,0,2019-11
Arbok,0,2019-11
Sandshrew,0,2019-11
Sandshrew-Alola,0,2019-11
Sandslash,0,2019-11
Sandslash-Alola,0,2019-11
Nidoran-F,0,2019-11
Nidorina,0,2019-11
Nidoqueen,0,2019-11
Nidoran-M,0,2019-11
Nidorino,0,2019-11
Nidoking,0,2019-11
Jigglypuff,0,2019-11
Wigglytuff,0,2019-11
Zubat,0,2019-11
Golbat,0,2019-11
Paras,0,2019-11
Parasect,0,2019-11
Venonat,0,2019-11
Venomoth,0,2019-11
Meowth-Alola,0,2019-11
Psyduck,0,2019-11
Golduck,0,2019-11
Mankey,0,2019-11
Primeape,0,2019-11
Growlithe-Hisui,0,2019-11
Arcanine-Hisui,0,2019-11
Poliwag,0,2019-11
Poliwhirl,0,2019-11
Poliwrath,0,2019-11
Abra,0,2019-11
Kadabra,0,2019-11
Alakazam,0,2019-11
Alakazam-Mega,0,2019-11
Bellsprout,0,2019-11
Weepinbell,0,2019-11
Victreebel,0,2019-11
Tentacool,0,2019-11
Tentacruel,0,2019-11
Geodude,0,2019-11
Geodude-Alola,0,2019-11
Graveler,0,2019-11
Graveler-Alola,0,2019-11
Golem,0,2019-11
Golem-Alola,0,2019-11
Ponyta,0,2019-11
Rapidash,0,2019-11
Slowpoke,0,2019-11
Slowpoke-Galar,0,2019-11
Slowbro,0,2019-11
Slowbro-Mega,0,2019-11
Slowbro-Galar,0,2019-11
Magnemite,0,2019-11
Magneton,0,2019-11
Farfetch’d,0,2019-11
Farfetch’d-Galar,0,2019-11
Doduo,0,2019-11
Dodrio,0,2019-11
Seel,0,2019-11
Dewgong,0,2019-11
Grimer,0,2019-11
Grimer-Alola,0,2019-11
Muk,0,2019-11
Muk-Alola,0,2019-11
Gengar-Mega,0,2019-11
Drowzee,0,2019-11
Hypno,0,2019-11
Voltorb,0,2019-11
Voltorb-Hisui,0,2019-11
Electrode,0,2019-11
Electrode-Hisui,0,2019-11
Exeggcute,0,2019-11
Exeggutor,0,2019-11
Exeggutor-Alola,0,2019-11
Cubone,0,2019-11
Marowak,0,2019-11
Marowak-Alola,0,2019-11
Lickitung,0,2019-11
Weezing,0,2019-11
Chansey,0,2019-11
Tangela,0,2019-11
Kangaskhan,0,2019-11
Kangaskhan-Mega,0,2019-11
Horsea,0,2019-11
Seadra,0,2019-11
Staryu,0,2019-11
Starmie,0,2019-11
Scyther,0,2019-11
Jynx,0,2019-11
Electabuzz,0,2019-11
Magmar,0,2019-11
Pinsir,0,2019-11
Pinsir-Mega,0,2019-11
Tauros,0,2019-11
Tauros-Paldea-Combat,0,2019-11
Tauros-Paldea-Blaze,0,2019-11
Tauros-Paldea-Aqua,0,2019-11
Gyarados-Mega,0,2019-11
Porygon,0,2019-11
Omanyte,0,2019-11
Omastar,0,2019-11
Kabuto,0,2019-11
Kabutops,0,2019-11
Aerodactyl,0,2019-11
Aerodactyl-Mega,0,2019-11
Articuno,0,2019-11
Articuno-Galar,0,2019-11
Zapdos,0,2019-11
Zapdos-Galar,0,2019-11
Moltres,0,2019-11
Moltres-Galar,0,2019-11
Dratini,0,2019-11
Dragonair,0,2019-11
Dragonite,0,2019-11
Mewtwo,0,2019-11
Mewtwo-Mega-X,0,2019-11
Mewtwo-Mega-Y,0,2019-11
Chikorita,0,2019-11
Bayleef,0,2019-11
Meganium,0,2019-11
Cyndaquil,0,2019-11
Quilava,0,2019-11
Typhlosion,0,2019-11
Typhlosion-Hisui,0,2019-11
Totodile,0,2019-11
Croconaw,0,2019-11
Feraligatr,0,2019-11
Sentret,0,2019-11
Furret,0,2019-11
Ledyba,0,2019-11
Ledian,0,2019-11
Spinarak,0,2019-11
Ariados,0,2019-11
Crobat,0,2019-11
Igglybuff,0,2019-11
Mareep,0,2019-11
Flaaffy,0,2019-11
Ampharos,0,2019-11
Ampharos-Mega,0,2019-11
Marill,0,2019-11
Azumarill,0,2019-11
Politoed,0,2019-11
Hoppip,0,2019-11
Skiploom,0,2019-11
Jumpluff,0,2019-11
Aipom,0,2019-11
Sunkern,0,2019-11
Sunflora,0,2019-11
Yanma,0,2019-11
Wooper-Paldea,0,2019-11
Murkrow,0,2019-11
Slowking,0,2019-11
Slowking-Galar,0,2019-11
Misdreavus,0,2019-11
Unown,0,2019-11
Girafarig,0,2019-11
Pineco,0,2019-11
Forretress,0,2019-11
Dunsparce,0,2019-11
Gligar,0,2019-11
Steelix-Mega,0,2019-11
Snubbull,0,2019-11
Granbull,0,2019-11
Qwilfish-Hisui,0,2019-11
Scizor,0,2019-11
Scizor-Mega,0,2019-11
Heracross,0,2019-11
Heracross-Mega,0,2019-11
Sneasel-Hisui,0,2019-11
Teddiursa,0,2019-11
Ursaring,0,2019-11
Slugma,0,2019-11
Magcargo,0,2019-11
Corsola,0,2019-11
Skarmory,0,2019-11
Houndour,0,2019-11
Houndoom,0,2019-11
Houndoom-Mega,0,2019-11
Kingdra,0,2019-11
Phanpy,0,2019-11
Donphan,0,2019-11
Porygon2,0,2019-11
Stantler,0,2019-11
Smeargle,0,2019-11
Smoochum,0,2019-11
Elekid,0,2019-11
Magby,0,2019-11
Miltank,0,2019-11
Blissey,0,2019-11
Raikou,0,2019-11
Entei,0,2019-11
Suicune,0,2019-11
Tyranitar-Mega,0,2019-11
Lugia,0,2019-11
Ho-Oh,0,2019-11
Celebi,0,2019-11
Treecko,0,2019-11
Grovyle,0,2019-11
Sceptile,0,2019-11
Sceptile-Mega,0,2019-11
Torchic,0,2019-11
Combusken,0,2019-11
Blaziken,0,2019-11
Blaziken-Mega,0,2019-11
Mudkip,0,2019-11
Marshtomp,0,2019-11
Swampert,0,2019-11
Swampert-Mega,0,2019-11
Poochyena,0,2019-11
Mightyena,0,2019-11
Zigzagoon,0,2019-11
Linoone,0,2019-11
Wurmple,0,2019-11
Silcoon,0,2019-11
Beautifly,0,2019-11
Cascoon,0,2019-11
Dustox,0,2019-11
Taillow,0,2019-11
Swellow,0,2019-11
Gardevoir-Mega,0,2019-11
Surskit,0,2019-11
Masquerain,0,2019-11
Shroomish,0,2019-11
Breloom,0,2019-11
Slakoth,0,2019-11
Vigoroth,0,2019-11
Slaking,0,2019-11
Whismur,0,2019-11
Loudred,0,2019-11
Exploud,0,2019-11
Makuhita,0,2019-11
Hariyama,0,2019-11
Azurill,0,2019-11
Nosepass,0,2019-11
Skitty,0,2019-11
Delcatty,0,2019-11
Sableye-Mega,0,2019-11
Mawile-Mega,0,2019-11
Aron,0,2019-11
Lairon,0,2019-11
Aggron,0,2019-11
Aggron-Mega,0,2019-11
Meditite,0,2019-11
Medicham,0,2019-11
Medicham-Mega,0,2019-11
Manectric-Mega,0,2019-11
Plusle,0,2019-11
Minun,0,2019-11
Volbeat,0,2019-11
Illumise,0,2019-11
Gulpin,0,2019-11
Swalot,0,2019-11
Carvanha,0,2019-11
Sharpedo,0,2019-11
Sharpedo-Mega,0,2019-11
Numel,0,2019-11
Camerupt,0,2019-11
Camerupt-Mega,0,2019-11
Spoink,0,2019-11
Grumpig,0,2019-11
Spinda,0,2019-11
Cacnea,0,2019-11
Cacturne,0,2019-11
Swablu,0,2019-11
Altaria,0,2019-11
Altaria-Mega,0,2019-11
Zangoose,0,2019-11
Seviper,0,2019-11
Lileep,0,2019-11
Cradily,0,2019-11
Anorith,0,2019-11
Armaldo,0,2019-11
Castform,0,2019-11
Kecleon,0,2019-11
Shuppet,0,2019-11
Banette,0,2019-11
Banette-Mega,0,2019-11
Tropius,0,2019-11
Chimecho,0,2019-11
Absol,0,2019-11
Absol-Mega,0,2019-11
Glalie-Mega,0,2019-11
Spheal,0,2019-11
Sealeo,0,2019-11
Walrein,0,2019-11
Clamperl,0,2019-11
Huntail,0,2019-11
Gorebyss,0,2019-11
Relicanth,0,2019-11
Luvdisc,0,2019-11
Bagon,0,2019-11
Shelgon,0,2019-11
Salamence,0,2019-11
Salamence-Mega,0,2019-11
Beldum,0,2019-11
Metang,0,2019-11
Metagross,0,2019-11
Metagross-Mega,0,2019-11
Regirock,0,2019-11
Regice,0,2019-11
Registeel,0,2019-11
Latias,0,2019-11
Latias-Mega,0,2019-11
Latios,0,2019-11
Latios-Mega,0,2019-11
Kyogre,0,2019-11
Kyogre-Primal,0,2019-11
Groudon,0,2019-11
Groudon-Primal,0,2019-11
Rayquaza,0,2019-11
Rayquaza-Mega,0,2019-11
Jirachi,0,2019-11
Deoxys,0,2019-11
Deoxys-Attack,0,2019-11
Deoxys-Defense,0,2019-11
Deoxys-Speed,0,2019-11
Turtwig,0,2019-11
Grotle,0,2019-11
Torterra,0,2019-11
Chimchar,0,2019-11
Monferno,0,2019-11
Infernape,0,2019-11
Piplup,0,2019-11
Prinplup,0,2019-11
Empoleon,0,2019-11
Starly,0,2019-11
Staravia,0,2019-11
Staraptor,0,2019-11
Bidoof,0,2019-11
Bibarel,0,2019-11
Kricketot,0,2019-11
Kricketune,0,2019-11
Shinx,0,2019-11
Luxio,0,2019-11
Luxray,0,2019-11
Cranidos,0,2019-11
Rampardos,0,2019-11
Shieldon,0,2019-11
Bastiodon,0,2019-11
Burmy,0,2019-11
Wormadam,0,2019-11
Wormadam-Sandy,0,2019-11
Wormadam-Trash,0,2019-11
Mothim,0,2019-11
Pachirisu,0,2019-11
Buizel,0,2019-11
Floatzel,0,2019-11
Ambipom,0,2019-11
Buneary,0,2019-11
Lopunny,0,2019-11
Lopunny-Mega,0,2019-11
Mismagius,0,2019-11
Honchkrow,0,2019-11
Glameow,0,2019-11
Purugly,0,2019-11
Chingling,0,2019-11
Happiny,0,2019-11
Chatot,0,2019-11
Spiritomb,0,2019-11
Gible,0,2019-11
Gabite,0,2019-11
Garchomp,0,2019-11
Garchomp-Mega,0,2019-11
Lucario-Mega,0,2019-11
Carnivine,0,2019-11
Finneon,0,2019-11
Lumineon,0,2019-11
Abomasnow-Mega,0,2019-11
Magnezone,0,2019-11
Lickilicky,0,2019-11
Tangrowth,0,2019-11
Electivire,0,2019-11
Magmortar,0,2019-11
Yanmega,0,2019-11
Gliscor,0,2019-11
Porygon-Z,0,2019-11
Gallade-Mega,0,2019-11
Probopass,0,2019-11
Uxie,0,2019-11
Mesprit,0,2019-11
Azelf,0,2019-11
Dialga,0,2019-11
Dialga-Origin,0,2019-11
Palkia,0,2019-11
Palkia-Origin,0,2019-11
Heatran,0,2019-11
Regigigas,0,2019-11
Giratina,0,2019-11
Giratina-Origin,0,2019-11
Cresselia,0,2019-11
Phione,0,2019-11
Manaphy,0,2019-11
Darkrai,0,2019-11
Shaymin,0,2019-11
Shaymin-Sky,0,2019-11
Arceus,0,2019-11
Arceus-Bug,0,2019-11
Arceus-Dark,0,2019-11
Arceus-Dragon,0,2019-11
Arceus-Electric,0,2019-11
Arceus-Fairy,0,2019-11
Arceus-Fighting,0,2019-11
Arceus-Fire,0,2019-11
Arceus-Flying,0,2019-11
Arceus-Ghost,0,2019-11
Arceus-Grass,0,2019-11
Arceus-Ground,0,2019-11
Arceus-Ice,0,2019-11
Arceus-Poison,0,2019-11
Arceus-Psychic,0,2019-11
Arceus-Rock,0,2019-11
Arceus-Steel,0,2019-11
Arceus-Water,0,2019-11
Victini,0,2019-11
Snivy,0,2019-11
Servine,0,2019-11
Serperior,0,2019-11
Tepig,0,2019-11
Pignite,0,2019-11
Emboar,0,2019-11
Oshawott,0,2019-11
Dewott,0,2019-11
Samurott,0,2019-11
Samurott-Hisui,0,2019-11
Patrat,0,2019-11
Watchog,0,2019-11
Lillipup,0,2019-11
Herdier,0,2019-11
Stoutland,0,2019-11
Pansage,0,2019-11
Simisage,0,2019-11
Pansear,0,2019-11
Simisear,0,2019-11
Panpour,0,2019-11
Simipour,0,2019-11
Blitzle,0,2019-11
Zebstrika,0,2019-11
Audino,0,2019-11
Audino-Mega,0,2019-11
Sewaddle,0,2019-11
Swadloon,0,2019-11
Leavanny,0,2019-11
Venipede,0,2019-11
Whirlipede,0,2019-11
Scolipede,0,2019-11
Petilil,0,2019-11
Lilligant,0,2019-11
Lilligant-Hisui,0,2019-11
Sandile,0,2019-11
Krokorok,0,2019-11
Krookodile,0,2019-11
Darumaka,0,2019-11
Darmanitan,0,2019-11
Tirtouga,0,2019-11
Carracosta,0,2019-11
Archen,0,2019-11
Archeops,0,2019-11
Zorua,0,2019-11
Zorua-Hisui,0,2019-11
Zoroark,0,2019-11
Zoroark-Hisui,0,2019-11
Ducklett,0,2019-11
Swanna,0,2019-11
Deerling,0,2019-11
Sawsbuck,0,2019-11
Emolga,0,2019-11
Foongus,0,2019-11
Amoonguss,0,2019-11
Alomomola,0,2019-11
Tynamo,0,2019-11
Eelektrik,0,2019-11
Eelektross,0,2019-11
Cryogonal,0,2019-11
Stunfisk,0,2019-11
Mienfoo,0,2019-11
Mienshao,0,2019-11
Druddigon,0,2019-11
Golett,0,2019-11
Bouffalant,0,2019-11
Braviary-Hisui,0,2019-11
Larvesta,0,2019-11
Volcarona,0,2019-11
Cobalion,0,2019-11
Terrakion,0,2019-11
Virizion,0,2019-11
Tornadus,0,2019-11
Tornadus-Therian,0,2019-11
Thundurus,0,2019-11
Thundurus-Therian,0,2019-11
Reshiram,0,2019-11
Zekrom,0,2019-11
Landorus,0,2019-11
Landorus-Therian,0,2019-11
Kyurem,0,2019-11
Kyurem-Black,0,2019-11
Kyurem-White,0,2019-11
Keldeo,0,2019-11
Meloetta,0,2019-11
