name,snapshot,move1,usage1,move2,usage2,move3,usage3,move4,usage4,move5,usage5,move6,usage6,move7,usage7,move8,usage8,move9,usage9,move10,usage10,move11,usage11,move12,usage12,move13,usage13,move14,usage14,move15,usage15,move16,usage16,move17,usage17,move18,usage18
Deoxys-Speed,2022-11,Taunt,98.235,Stealth Rock,96.451,Spikes,83.363,Psycho Boost,52.539,Ice Beam,20.218,Magic Coat,12.990,Extreme Speed,12.330,Skill Swap,6.847,Other,17.027,,,,,,,,,,,,,,,,,,
Ferrothorn,2022-11,Leech Seed,94.536,Stealth Rock,58.976,Knock Off,42.022,Spikes,40.675,Power Whip,40.575,Gyro Ball,38.052,Protect,21.303,Body Press,15.945,Toxic,15.083,Thunder Wave,14.806,Other,18.028,,,,,,,,,,,,,,
Heatran,2022-11,Earth Power,91.020,Magma Storm,78.660,Taunt,61.693,Toxic,57.967,Stealth Rock,33.000,Eruption,14.098,Flash Cannon,12.586,Protect,8.461,Heavy Slam,7.355,Flamethrower,6.472,Lava Plume,6.399,Will-O-Wisp,3.722,Other,18.567,,,,,,,,,,
Garchomp,2022-11,Earthquake,99.534,Stealth Rock,85.803,Dragon Tail,66.658,Spikes,58.550,Toxic,19.310,Swords Dance,17.290,Stone Edge,15.926,Fire Blast,6.601,Iron Head,5.307,Protect,4.593,Scale Shot,4.070,Other,16.358,,,,,,,,,,,,
Scizor-Mega,2022-11,Bullet Punch,99.765,Swords Dance,69.274,Roost,63.154,U-turn,49.654,Knock Off,21.274,Dual Wingbeat,17.555,Close Combat,17.072,Defog,13.989,Superpower,9.627,Sandstorm,8.938,Bug Bite,7.938,Toxic,7.869,Other,13.890,,,,,,,,,,
Zapdos,2022-11,Roost,97.901,Defog,65.225,Discharge,55.923,Hurricane,41.673,Volt Switch,37.425,Tera Blast,33.604,Heat Wave,21.397,Thunder,18.012,Hidden Power Ice,9.701,Other,19.140,,,,,,,,,,,,,,,,
Lopunny-Mega,2022-11,Close Combat,87.789,Fake Out,87.162,U-turn,64.326,Return,58.184,Triple Axel,17.780,Ice Punch,17.629,Frustration,16.493,Facade,13.047,Quick Attack,9.678,High Jump Kick,8.307,Other,19.605,,,,,,,,,,,,,,
Gholdengo,2022-11,Make It Rain,88.999,Shadow Ball,83.847,Recover,66.474,Nasty Plot,43.747,Focus Blast,20.588,Thunderbolt,19.381,Trick,16.852,Dazzling Gleam,16.343,Thunder Wave,15.210,Hex,13.679,Other,14.880,,,,,,,,,,,,,,
Iron Treads,2022-11,Earthquake,99.693,Rapid Spin,69.143,Stealth Rock,57.143,Knock Off,41.307,Volt Switch,35.062,Iron Head,27.454,Ice Spinner,22.994,Heavy Slam,9.911,Body Press,8.451,Steel Beam,8.139,Wild Charge,7.854,Other,12.848,,,,,,,,,,,,
Gliscor,2022-11,Earthquake,99.803,Defog,77.133,Roost,46.919,Toxic,41.320,Stealth Rock,41.084,Knock Off,26.405,Protect,18.100,U-turn,17.248,Swords Dance,11.655,Facade,4.373,Other,15.958,,,,,,,,,,,,,,
Chansey,2022-11,Seismic Toss,97.436,Soft-Boiled,83.001,Stealth Rock,59.529,Toxic,47.833,Thunder Wave,25.177,Teleport,25.033,Wish,19.256,Aromatherapy,15.075,Heal Bell,9.108,Other,18.552,,,,,,,,,,,,,,,,
Skeledirge,2022-11,Torch Song,98.984,Slack Off,88.244,Tera Blast,52.904,Will-O-Wisp,38.559,Substitute,33.274,Shadow Ball,29.943,Earth Power,17.000,Hex,15.696,Roar,7.856,Other,17.540,,,,,,,,,,,,,,,,
Regieleki,2022-11,Volt Switch,92.479,Tera Blast,80.542,Rapid Spin,66.384,Thunderbolt,56.796,Rising Voltage,26.393,Extreme Speed,14.890,Ancient Power,11.381,Electro Ball,11.184,Thunder Cage,10.911,Explosion,6.207,Wild Charge,5.630,Other,17.204,,,,,,,,,,,,
Baxcalibur,2022-11,Dragon Dance,85.715,Glaive Rush,74.174,Icicle Crash,73.904,Earthquake,61.898,Ice Shard,17.569,Iron Head,16.635,Dragon Claw,16.465,Icicle Spear,9.030,Substitute,8.826,Crunch,5.738,Ice Fang,4.535,Aqua Tail,4.345,Swords Dance,4.091,Other,17.074,,,,,,,,
Hippowdon,2022-11,Earthquake,95.518,Slack Off,92.871,Stealth Rock,92.229,Toxic,61.593,Yawn,21.483,Whirlwind,14.639,Rest,5.298,Other,16.368,,,,,,,,,,,,,,,,,,,,
Pelipper,2022-11,U-turn,84.832,Roost,82.204,Scald,74.790,Defog,70.596,Hurricane,45.707,Hydro Pump,9.795,Toxic,7.565,Weather Ball,7.386,Other,17.125,,,,,,,,,,,,,,,,,,
Mawile-Mega,2022-11,Play Rough,100.000,Sucker Punch,97.305,Swords Dance,63.433,Iron Head,40.844,Sandstorm,31.170,Brick Break,30.123,Knock Off,21.074,Other,16.052,,,,,,,,,,,,,,,,,,,,
Chi-Yu,2022-11,Dark Pulse,97.729,Flamethrower,79.622,Nasty Plot,52.336,Psychic,36.371,Overheat,35.988,Tera Blast,33.799,Substitute,15.129,Fire Blast,13.791,Taunt,7.797,Protect,5.598,Flame Charge,5.313,Other,16.527,,,,,,,,,,,,
Charizard-Mega-Y,2022-11,Solar Beam,84.697,Weather Ball,70.268,Scorching Sands,66.719,Roost,50.346,Air Slash,44.580,Flamethrower,19.777,Focus Blast,13.332,Dragon Pulse,12.293,Fire Blast,7.145,Overheat,7.111,Hidden Power Ice,5.009,Other,18.723,,,,,,,,,,,,
Iron Bundle,2022-11,Hydro Pump,96.193,Freeze-Dry,95.014,Ice Beam,45.581,U-turn,37.870,Blizzard,35.439,Tera Blast,28.130,Flip Turn,23.692,Taunt,20.314,Other,17.767,,,,,,,,,,,,,,,,,,
Clefable,2022-11,Moonblast,94.678,Protect,51.593,Wish,51.109,Calm Mind,47.898,Soft-Boiled,47.447,Teleport,18.886,Stealth Rock,18.251,Flamethrower,13.056,Toxic,8.627,Rain Dance,7.956,Gravity,6.149,Cosmic Power,5.898,Thunder Wave,5.524,Thunderbolt,4.700,Other,18.229,,,,,,
Naganadel,2022-11,Sludge Wave,89.951,Draco Meteor,85.914,Nasty Plot,73.448,Flamethrower,56.374,Fire Blast,32.925,Hidden Power Ground,19.955,Thunderbolt,9.903,Dragon Pulse,9.830,Sludge Bomb,8.909,Other,12.792,,,,,,,,,,,,,,,,
Iron Valiant,2022-11,Close Combat,79.087,Spirit Break,62.750,Swords Dance,55.357,Knock Off,52.997,Moonblast,24.056,Shadow Sneak,23.037,Aura Sphere,11.575,Shadow Ball,9.674,Calm Mind,8.604,Zen Headbutt,8.560,Destiny Bond,6.827,Ice Punch,5.872,Agility,5.809,Leaf Blade,5.376,Thunderbolt,5.263,Focus Blast,5.005,Tera Blast,4.566,Drain Punch,4.494
Tornadus-Therian,2022-11,U-turn,68.946,Knock Off,56.579,Defog,55.680,Hurricane,55.561,Bleakwind Storm,37.089,Nasty Plot,31.965,Heat Wave,31.173,Focus Blast,17.772,Taunt,15.408,Air Slash,7.588,Toxic,7.020,Other,15.219,,,,,,,,,,,,
Sableye-Mega,2022-11,Recover,98.451,Will-O-Wisp,95.423,Knock Off,57.250,Protect,39.041,Foul Play,29.967,Calm Mind,24.779,Hex,24.203,Fake Out,13.692,Other,17.194,,,,,,,,,,,,,,,,,,
Maushold,2022-11,Population Bomb,89.432,Tidy Up,79.973,U-turn,52.163,Bullet Seed,35.380,Low Kick,18.408,Bite,18.406,Thunder Wave,16.356,Shadow Claw,15.020,Encore,11.136,Play Rough,10.657,Taunt,9.260,Crunch,8.303,Tera Blast,8.048,After You,5.472,Aerial Ace,5.462,Other,16.525,,,,
Ceruledge,2022-11,Bitter Blade,92.292,Shadow Sneak,71.043,Close Combat,58.809,Swords Dance,53.751,Shadow Claw,30.038,Bulk Up,16.776,Iron Head,14.514,Flame Charge,12.788,Destiny Bond,7.923,Tera Blast,5.932,Dragon Claw,5.756,Brick Break,5.212,Will-O-Wisp,4.251,Night Slash,4.195,Other,16.719,,,,,,
Orthworm,2022-11,Body Press,84.573,Stealth Rock,77.112,Heavy Slam,66.097,Iron Defense,62.291,Shed Tail,36.604,Nothing,26.577,Spikes,12.948,Earthquake,12.800,Protect,3.975,Other,17.023,,,,,,,,,,,,,,,,
Melmetal,2022-11,Double Iron Bash,100.000,Earthquake,80.267,Thunder Punch,70.192,Ice Punch,44.841,Superpower,35.836,Thunder Wave,22.052,Protect,15.603,Toxic,14.569,Other,16.640,,,,,,,,,,,,,,,,,,
Dracozolt,2022-11,Bolt Beak,100.000,Earthquake,78.303,Draco Meteor,74.558,Flamethrower,58.097,Low Kick,21.518,Fire Blast,15.878,Outrage,12.307,Nothing,10.538,Dragon Rush,7.288,Dragon Claw,6.683,Other,14.829,,,,,,,,,,,,,,
Breloom,2022-11,Mach Punch,94.311,Bullet Seed,92.040,Close Combat,49.230,Rock Tomb,48.453,Spore,44.416,Swords Dance,27.934,Substitute,14.470,Leech Seed,12.062,Other,17.084,,,,,,,,,,,,,,,,,,
Swampert-Mega,2022-11,Earthquake,86.926,Ice Punch,75.951,Flip Turn,68.183,Waterfall,56.040,Liquidation,42.020,Superpower,27.984,Stealth Rock,14.117,Stone Edge,14.093,Other,14.688,,,,,,,,,,,,,,,,,,
Greninja-Ash,2022-11,Dark Pulse,90.893,Water Shuriken,76.653,Ice Beam,73.043,Hydro Pump,61.330,Surf,31.233,Spikes,20.857,U-turn,10.312,Extrasensory,9.977,Gunk Shot,9.294,Other,16.408,,,,,,,,,,,,,,,,
Rillaboom,2022-11,Grassy Glide,99.904,U-turn,67.290,Superpower,54.718,Knock Off,48.131,Wood Hammer,43.062,High Horsepower,31.722,Swords Dance,22.730,Drain Punch,13.471,Other,18.972,,,,,,,,,,,,,,,,,,
Volcarona,2022-11,Quiver Dance,99.746,Giga Drain,68.740,Fiery Dance,66.342,Psychic,41.256,Bug Buzz,35.389,Hidden Power Ground,29.448,Flamethrower,27.694,Roost,14.675,Other,16.710,,,,,,,,,,,,,,,,,,
Quaquaval,2022-11,Aqua Step,99.244,Close Combat,97.957,Ice Spinner,60.811,U-turn,36.936,Aqua Jet,27.677,Brave Bird,25.863,Swords Dance,17.923,Detect,6.926,Bulk Up,5.476,Acrobatics,4.845,Other,16.344,,,,,,,,,,,,,,
Dondozo,2022-11,Liquidation,88.590,Rest,87.501,Curse,84.712,Sleep Talk,74.707,Heavy Slam,11.497,Order Up,10.950,Zen Headbutt,6.739,Wave Crash,6.500,Avalanche,5.494,Earthquake,4.872,Other,18.438,,,,,,,,,,,,,,
Meowscarada,2022-11,U-turn,87.059,Flower Trick,70.852,Knock Off,62.208,Play Rough,59.696,Sucker Punch,30.936,Thunder Punch,23.580,Petal Blizzard,21.056,Foul Play,9.791,Brick Break,9.686,Toxic Spikes,3.457,Low Kick,2.775,Other,18.905,,,,,,,,,,,,
Armarouge,2022-11,Armor Cannon,67.114,Calm Mind,62.375,Stored Power,39.841,Aura Sphere,36.231,Flamethrower,34.578,Iron Defense,32.637,Psychic,31.538,Energy Ball,20.698,Psyshock,18.541,Endure,7.833,Dark Pulse,7.800,Tera Blast,6.554,Flash Cannon,6.099,Trick,4.934,Focus Blast,4.507,Other,18.721,,,,
Torkoal,2022-11,Rapid Spin,94.499,Lava Plume,68.935,Stealth Rock,56.253,Yawn,44.287,Body Press,37.617,Solar Beam,21.626,Earth Power,11.859,Toxic,9.856,Flamethrower,9.415,Eruption,9.060,Clear Smog,7.232,Fire Blast,3.657,Will-O-Wisp,3.568,Weather Ball,3.328,Other,18.808,,,,,,
Avalugg,2022-11,Rapid Spin,96.249,Body Press,87.985,Recover,69.957,Toxic,52.599,Earthquake,30.153,Hail,29.313,Ice Spinner,10.470,Icicle Crash,7.700,Other,15.574,,,,,,,,,,,,,,,,,,
Skarmory,2022-11,Roost,97.489,Spikes,84.811,Body Press,61.937,Iron Defense,42.565,Defog,38.686,Stealth Rock,27.194,Whirlwind,19.358,Brave Bird,18.400,Other,9.560,,,,,,,,,,,,,,,,,,
Tapu Fini,2022-11,Moonblast,70.778,Taunt,65.046,Defog,43.564,Nature's Madness,40.239,Scald,31.322,Draining Kiss,24.773,Surf,24.035,Whirlpool,22.689,Calm Mind,17.894,Knock Off,16.980,Trick,14.572,Ice Beam,8.728,Other,19.381,,,,,,,,,,
Ninetales-Alola,2022-11,Aurora Veil,82.109,Moonblast,76.084,Encore,69.053,Freeze-Dry,52.551,Blizzard,50.389,Toxic,19.232,Hail,18.611,Ice Shard,7.717,Nasty Plot,6.139,Other,18.115,,,,,,,,,,,,,,,,
Tyranitar-Mega,2022-11,Stone Edge,86.234,Earthquake,81.860,Crunch,76.658,Ice Punch,69.295,Pursuit,23.260,Stealth Rock,20.787,Dragon Dance,11.490,Fire Punch,7.731,Thunder Wave,4.400,Other,18.287,,,,,,,,,,,,,,,,
Charizard-Mega-X,2022-11,Dragon Claw,97.335,Dragon Dance,94.274,Roost,68.871,Flare Blitz,49.472,Fire Punch,39.920,Earthquake,31.894,Other,18.234,,,,,,,,,,,,,,,,,,,,,,
Urshifu-Rapid-Strike,2022-11,Surging Strikes,99.993,Close Combat,81.639,Aqua Jet,69.515,Swords Dance,40.057,U-turn,36.402,Drain Punch,17.474,Thunder Punch,16.695,Counter,9.792,Superpower,8.669,Other,19.764,,,,,,,,,,,,,,,,
Cinderace,2022-11,Pyro Ball,99.785,High Jump Kick,62.935,U-turn,58.477,Court Change,56.828,Sucker Punch,56.334,Gunk Shot,35.809,Agility,8.542,Swords Dance,7.546,Other,13.744,,,,,,,,,,,,,,,,,,
Iron Moth,2022-11,Sludge Wave,89.575,Fiery Dance,79.758,Energy Ball,53.976,Discharge,34.014,Tera Blast,24.536,Bug Buzz,22.758,Fire Blast,13.209,Morning Sun,11.153,Substitute,10.583,Psychic,10.338,Agility,9.405,Flame Charge,8.879,Dazzling Gleam,6.409,Flamethrower,6.336,Other,19.070,,,,,,
Gyarados-Mega,2022-11,Dragon Dance,99.758,Waterfall,90.444,Crunch,89.496,Earthquake,60.492,Power Whip,29.737,Substitute,12.220,Other,17.852,,,,,,,,,,,,,,,,,,,,,,
Slowbro,2022-11,Teleport,92.430,Scald,81.221,Future Sight,69.213,Slack Off,62.313,Toxic,15.311,Foul Play,12.875,Thunder Wave,12.354,Flamethrower,10.741,Trick Room,8.354,Ice Beam,6.246,Psyshock,5.390,Fire Blast,5.390,Other,18.163,,,,,,,,,,
Serperior,2022-11,Leaf Storm,99.453,Glare,79.859,Substitute,46.965,Hidden Power Fire,43.875,Leech Seed,28.296,Defog,20.113,Dragon Pulse,16.560,Knock Off,16.351,Hidden Power Ice,13.018,Synthesis,12.823,Toxic,11.411,Other,11.276,,,,,,,,,,,,
Dragonite,2022-11,Dragon Dance,92.069,Earthquake,79.908,Extreme Speed,56.880,Roost,33.150,Dual Wingbeat,32.335,Ice Punch,24.659,Dragon Claw,18.623,Outrage,17.142,Fire Punch,15.205,Thunder Punch,9.265,Ice Beam,5.466,Other,15.297,,,,,,,,,,,,
Lokix,2022-11,First Impression,96.846,Sucker Punch,82.920,U-turn,67.910,Axe Kick,40.098,Throat Chop,36.206,Leech Life,22.604,Low Kick,17.599,Swords Dance,14.132,Lunge,12.543,Other,9.143,,,,,,,,,,,,,,,,
Medicham-Mega,2022-11,Fake Out,78.930,Zen Headbutt,72.634,Ice Punch,62.855,Close Combat,53.908,High Jump Kick,35.202,Thunder Punch,30.260,Bullet Punch,25.896,Psycho Cut,18.363,Axe Kick,9.663,Other,12.290,,,,,,,,,,,,,,,,
Zamazenta,2022-11,Play Rough,59.797,Body Press,59.482,Psychic Fangs,50.884,Close Combat,46.561,Iron Defense,30.723,Crunch,23.805,Rest,22.294,Facade,21.649,Snarl,20.065,Wild Charge,14.775,Iron Head,9.123,Stone Edge,8.703,Tera Blast,7.017,Fire Fang,6.685,Other,18.436,,,,,,
Aegislash,2022-11,King's Shield,90.051,Shadow Sneak,78.453,Shadow Ball,43.449,Swords Dance,41.690,Close Combat,39.383,Sacred Sword,35.546,Iron Head,16.522,Toxic,12.520,Substitute,11.708,Shadow Claw,11.353,Other,19.325,,,,,,,,,,,,,,
Volcanion,2022-11,Steam Eruption,99.752,Flamethrower,95.890,Earth Power,92.162,Sludge Wave,34.309,Sludge Bomb,32.745,Hidden Power Grass,15.068,Defog,9.430,Toxic,7.491,Other,13.152,,,,,,,,,,,,,,,,,,
Magnezone,2022-11,Flash Cannon,81.151,Hidden Power Fire,68.770,Thunderbolt,66.760,Volt Switch,54.501,Discharge,32.517,Tera Blast,25.962,Substitute,17.698,Body Press,16.911,Iron Defense,14.720,Steel Beam,10.457,Other,10.554,,,,,,,,,,,,,,
Annihilape,2022-11,Rage Fist,59.485,Drain Punch,58.478,Bulk Up,43.891,Close Combat,36.288,Shadow Claw,32.290,Gunk Shot,26.512,Earthquake,23.710,Ice Punch,22.479,Taunt,15.144,Fire Punch,14.028,U-turn,12.580,Hone Claws,11.042,Thunder Punch,5.835,Poison Jab,4.865,Toxic,4.092,Protect,4.079,Phantom Force,4.028,Cross Chop,2.934
Cetitan,2022-11,Earthquake,77.673,Ice Shard,60.973,Belly Drum,59.104,Ice Spinner,42.931,Tera Blast,34.377,Icicle Crash,32.141,Liquidation,30.042,Superpower,23.694,Protect,11.558,Play Rough,8.697,Other,18.810,,,,,,,,,,,,,,
Venusaur,2022-11,Weather Ball,83.808,Growth,73.084,Giga Drain,64.949,Sludge Bomb,62.840,Earth Power,58.110,Solar Beam,18.628,Energy Ball,16.339,Synthesis,5.722,Other,16.521,,,,,,,,,,,,,,,,,,
Galvantula,2022-11,Sticky Web,98.532,Thunder,87.081,Bug Buzz,76.200,Thunder Wave,47.410,Hidden Power Ice,29.789,Volt Switch,23.773,Energy Ball,23.368,Other,13.848,,,,,,,,,,,,,,,,,,,,
Pinsir-Mega,2022-11,Quick Attack,99.025,Swords Dance,93.634,Return,84.729,Close Combat,54.007,Storm Throw,36.363,Frustration,11.639,Earthquake,7.358,Other,13.245,,,,,,,,,,,,,,,,,,,,
Tinkaton,2022-11,Gigaton Hammer,100.000,Play Rough,68.901,Knock Off,63.774,Swords Dance,55.623,Stealth Rock,24.477,Ice Hammer,19.603,Fake Out,16.006,Tera Blast,15.653,Protect,11.188,Thunder Wave,10.441,Other,14.333,,,,,,,,,,,,,,
Latios,2022-11,Dragon Pulse,91.258,Calm Mind,87.765,Roost,85.381,Future Sight,85.264,Ice Beam,8.884,Draco Meteor,8.000,Energy Ball,6.383,Thunder,6.335,Psychic,6.099,Other,14.631,,,,,,,,,,,,,,,,
Iron Hands,2022-11,Close Combat,67.751,Wild Charge,64.402,Ice Punch,43.185,Swords Dance,36.602,Drain Punch,36.339,Play Rough,33.825,Iron Head,32.002,Thunder Punch,27.779,Earthquake,24.848,Fake Out,9.268,Fire Punch,8.806,Other,15.193,,,,,,,,,,,,
Beedrill-Mega,2022-11,Poison Jab,99.976,Drill Run,93.359,U-turn,84.665,Knock Off,62.960,Fell Stinger,31.867,Toxic,12.432,Other,14.741,,,,,,,,,,,,,,,,,,,,,,
Ting-Lu,2022-11,Earthquake,91.094,Spikes,56.670,Throat Chop,41.936,Ruination,41.904,Sandstorm,35.753,Stealth Rock,32.064,Whirlwind,25.911,Heavy Slam,21.264,Body Press,19.594,Taunt,15.219,Other,18.591,,,,,,,,,,,,,,
Garganacl,2022-11,Salt Cure,93.862,Recover,75.105,Body Press,39.187,Iron Defense,35.025,Curse,34.516,Ice Punch,30.156,Stealth Rock,29.352,Earthquake,18.749,Rock Slide,16.024,Protect,6.247,Sandstorm,4.799,Other,16.978,,,,,,,,,,,,
