name,snapshot,counterName1,usageErrors1,errors1,koUsage1,switchUsage1,counterName2,usageErrors2,errors2,koUsage2,switchUsage2,counterName3,usageErrors3,errors3,koUsage3,switchUsage3,counterName4,usageErrors4,errors4,koUsage4,switchUsage4,counterName5,usageErrors5,errors5,koUsage5,switchUsage5,counterName6,usageErrors6,errors6,koUsage6,switchUsage6,counterName7,usageErrors7,errors7,koUsage7,switchUsage7,counterName8,usageErrors8,errors8,koUsage8,switchUsage8,counterName9,usageErrors9,errors9,koUsage9,switchUsage9,counterName10,usageErrors10,errors10,koUsage10,switchUsage10,counterName11,usageErrors11,errors11,koUsage11,switchUsage11,counterName12,usageErrors12,errors12,koUsage12,switchUsage12
Rillaboom,2022-11,Dragonite,77.98,4.2,21.1,56.9,Buzzwole,73.21,3.71,17.6,55.6,Zapdos,63.98,2.76,12.8,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urshifu-Rapid-Strike,2022-11,Venusaur,86.88,6.08,21,65.8,Dragapult,66.08,2.4,23.8,42.3,Tapu Fini,68.92,3.39,11.7,57.3,Rillaboom,66.17,2.89,17.7,48.4,Dragonite,70.25,4.39,8.6,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clefable,2022-11,Excadrill,83.76,3.44,8.5,75.3,Heatran,78.24,2.07,13.8,64.5,Melmetal,72.8,2.05,15.2,57.6,Slowking-Galar,73.99,3.04,6.4,67.6,Nidoking,79.35,4.43,17.8,61.6,Bisharp,79.1,5.15,16.8,62.3,Marowak-Alola,82.75,7.33,40.2,42.5,Blacephalon,71.39,4.6,22.9,48.5,Volcanion,70.86,4.54,21.4,49.5,,,,,,,,,,,,,,,
Corviknight,2022-11,Heatran,86.07,1.96,13.1,73,Slowking-Galar,80.42,3.42,2.2,78.3,Magnezone,86.28,5.07,57.7,28.6,Nidoking,84.04,4.66,24.7,59.4,Victini,80.21,3.79,16.5,63.7,Volcanion,80.73,3.99,11.6,69.1,Blacephalon,79.96,3.85,14.9,65.1,Suicune,88.26,6,16.1,72.2,Aegislash,81.85,5.01,10,71.8,Zeraora,77.34,6.26,18.2,59.1,Zapdos,63.46,2.8,3.3,60.2,,,,,
Tornadus-Therian,2022-11,Weavile,89.88,2.35,19.5,70.4,Melmetal,76.98,2.84,21.6,55.3,Tyranitar,79.28,3.67,10.5,68.8,Heatran,73.72,2.69,10.7,63.1,Zeraora,79.55,5.06,16.1,63.4,Clefable,70.37,2.92,5.8,64.6,Celesteela,86.75,7.37,30.7,56.1,Tapu Koko,69.11,3.78,15.5,53.6,Zapdos,64.3,2.84,3.9,60.4,Toxapex,61.56,2.48,1.9,59.7,Dragapult,62.16,2.68,23.7,38.5,Tapu Lele,65.2,3.48,21.8,43.4
Tyranitar,2022-11,Blaziken,91.19,4.51,32.2,59,Kartana,79.87,3.22,21.5,58.4,Keldeo,88,5.78,33.7,54.3,Zeraora,87.28,6.04,26.3,60.9,Venusaur,84.26,5.86,34.3,50,Excadrill,85.83,6.6,13.9,72,Garchomp,70.93,3.04,14.4,56.5,Melmetal,69.15,3.07,19.9,49.3,Rillaboom,67.06,4.23,22.4,44.6,,,,,,,,,,,,,,,
Toxapex,2022-11,Tapu Lele,77.37,2.49,14,63.4,Keldeo,87.08,4.95,2.5,84.6,Nidoking,85.01,4.5,23.7,61.3,Garchomp,74.13,2.88,9.7,64.4,Arctozolt,87.94,6.39,24.6,63.4,Hawlucha,83.7,5.48,28.7,55,Hatterene,88.33,6.82,9.5,78.9,Latios,84.27,6.3,23,61.3,Dragonite,79.53,5.75,15.3,64.3,Ferrothorn,65.39,2.48,0.3,65.1,Venusaur,84.04,7.22,14.2,69.9,Volcarona,73.79,5.21,26.8,47
Tapu Fini,2022-11,Kartana,76.46,3.67,23.7,52.8,Melmetal,72.51,3.11,23.1,49.4,Tapu Lele,73.05,3.3,29.2,43.9,Slowking-Galar,73.31,3.86,11.8,61.5,Rillaboom,68.52,3.2,14.3,54.2,Ferrothorn,69.91,3.57,8.4,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowbro,2022-11,Blacephalon,83.7,4.93,18.6,65.1,Aegislash,87.23,5.95,25.2,62.1,Slowking-Galar,79.2,4.58,6.6,72.6,Tangrowth,86.3,6.43,17.1,69.2,Dragapult,71.15,3.3,19.2,52,Clefable,73.69,3.98,5.2,68.5,Mew,82.88,6.61,4.7,78.2,Crawdaunt,82.16,6.7,32.1,50.1,Tapu Lele,69.14,3.46,22.8,46.3,Volcarona,81.48,6.73,30.9,50.6,Ferrothorn,68.56,3.65,1.5,67.1,Kartana,73.46,4.9,23.7,49.7
Blacephalon,2022-11,Tyranitar,77.69,3.58,23.8,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapu Koko,2022-11,Slowking-Galar,79.68,4.12,10.6,69.1,Excadrill,84.12,5.56,15.4,68.7,Ferrothorn,73,3.94,4.4,68.6,Melmetal,67.9,3.5,23.5,44.4,Gastrodon,76.12,5.8,13.9,62.2,Nidoking,78.76,6.58,28.3,50.5,Heatran,65.7,3.77,13.1,52.6,,,,,,,,,,,,,,,,,,,,,,,,,
Buzzwole,2022-11,Tapu Lele,89.32,2.57,19,70.3,Blacephalon,86.49,4.02,16.2,70.3,Clefable,80.8,3.9,8.7,72.1,Hawlucha,85.17,7.54,47.8,37.4,Nidoking,79.5,6.62,24.2,55.3,Tapu Fini,72,4.89,10.7,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mew,2022-11,Weavile,80.67,3.62,64.4,16.3,Blacephalon,83.1,5.45,55.5,27.6,Dragapult,67.38,3.55,47.1,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowking-Galar,2022-11,Tyranitar,84.79,2.94,8.5,76.2,Weavile,84.31,3.43,21.7,62.6,Melmetal,80.61,3.05,19.7,60.9,Bisharp,87.3,6.13,29,58.3,Kartana,77.92,4.64,27.5,50.4,Garchomp,71.9,3.5,11.7,60.2,Excadrill,81.88,6.33,23.4,58.5,Crawdaunt,83.71,7.12,28.7,55,Victini,76.46,5.55,17.9,58.6,Arctozolt,83.69,8.26,30.5,53.2,,,,,,,,,,
Volcarona,2022-11,Volcanion,78.75,6.22,39.6,39.1,Heatran,69.95,4.12,33.2,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelipper,2022-11,Tapu Lele,86.62,3.13,30.6,56,Zeraora,92.04,4.49,21.6,70.5,Dragapult,80.44,3.13,28.5,52,Weavile,82.69,4.15,34.8,47.9,Bisharp,89.15,6.03,42.6,46.6,Kartana,77.23,4.69,35.6,41.7,Ninetales-Alola,81.11,6.01,24,57.1,Clefable,71.71,4.79,9.8,61.9,Mew,79.63,6.78,3.6,76,,,,,,,,,,,,,,,
Dragonite,2022-11,Weavile,73.28,3.84,24.8,48.5,Clefable,71.05,4.99,18,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volcanion,2022-11,Hydreigon,87.07,5.72,9,78,Suicune,85.76,7.06,0,85.8,Dragapult,71.77,3.63,31.5,40.3,Garchomp,71.68,3.7,17.8,53.9,Gastrodon,83.69,6.95,9.9,73.8,Tapu Lele,72.75,4.86,39.9,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blissey,2022-11,Zeraora,94.17,4.94,31.6,62.6,Blaziken,91.8,5.16,19.4,72.4,Weavile,85.38,3.77,23.8,61.6,Ferrothorn,82.49,3.16,2.6,79.9,Kartana,86.03,4.11,24.9,61.1,Excadrill,88.81,5.27,13,75.8,Melmetal,75.24,3.75,10,65.3,Tyranitar,79.11,5.28,17.8,61.3,Aegislash,82.35,6.77,6.8,75.6,Skarmory,83.62,7.76,7.3,76.3,Buzzwole,74.12,5.91,10.8,63.3,,,,,
Blaziken,2022-11,Dragonite,82.87,6.62,36.4,46.5,Urshifu-Rapid-Strike,71.19,4.85,28.1,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victini,2022-11,Dragapult,73.59,3.51,23.5,50.1,Dragonite,81.35,6.77,22,59.4,Garchomp,70.89,4.32,18.1,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Wash,2022-11,Tapu Lele,90.87,2.94,35.3,55.6,Kartana,85.71,3.71,27,58.7,Ferrothorn,83.07,3.37,2.3,80.8,Hydreigon,88.48,5.83,16.6,71.9,Weavile,76.64,4.7,41.5,35.2,Dragapult,70.29,3.74,25.4,44.9,Clefable,73.58,4.69,7.7,65.9,,,,,,,,,,,,,,,,,,,,,,,,,
Ninetales-Alola,2022-11,Heatran,82.39,3.2,22.8,59.6,Melmetal,81.49,3.54,30.2,51.3,Victini,80.6,7.18,26.6,54,Blacephalon,74.32,6,29.8,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excadrill,2022-11,Rillaboom,72.87,5.16,27.1,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bisharp,2022-11,Buzzwole,91.69,3.45,23.2,68.5,Urshifu-Rapid-Strike,72.92,4.69,38.4,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barraskewda,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnezone,2022-11,Heatran,89.21,3.81,44.8,44.4,Blacephalon,90.2,5.44,35.9,54.3,Garchomp,72.23,5.14,24.9,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeraora,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crawdaunt,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawlucha,2022-11,Clefable,77.61,6.66,55.2,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regieleki,2022-11,Garchomp,74.4,4.37,14.3,60.1,Rillaboom,75.24,6.14,35.6,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidoking,2022-11,Weavile,76.72,4.79,24.6,52.1,Tapu Lele,71.17,5.15,27.5,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hippowdon,2022-11,Ferrothorn,85.31,3.25,0.6,84.7,Kartana,83.35,5.01,20,63.4,Weavile,84.04,5.46,31.8,52.3,Corviknight,77.5,4.15,0.7,76.8,Rotom-Wash,74.96,6.21,18.5,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seismitoad,2022-11,Rillaboom,72.94,5.68,18.8,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aegislash,2022-11,Garchomp,79.37,5,14.8,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zapdos-Galar,2022-11,Blacephalon,80.7,7.33,27.2,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skarmory,2022-11,Blacephalon,92.69,4.05,7,85.7,Aegislash,93.13,5.24,38.4,54.8,Heatran,82.12,4.26,7.8,74.3,Dragapult,79.83,4.41,19.4,60.5,Zapdos,74.22,4.03,6.4,67.8,Volcanion,82.35,6.45,7.4,75,Tapu Lele,76.57,5.49,17.3,59.2,,,,,,,,,,,,,,,,,,,,,,,,,
Celesteela,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swampert,2022-11,Ferrothorn,89.44,3.97,2.3,87.2,Kartana,79.89,5.88,22,57.9,Urshifu-Rapid-Strike,78.79,6.64,31.2,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandibuzz,2022-11,Heatran,80.05,4.98,15.5,64.6,Tapu Lele,72.78,5.09,23.6,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloyster,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangrowth,2022-11,Heatran,87.06,4.19,12.1,74.9,Tapu Lele,86.51,4.36,29.6,56.9,Volcanion,90.15,6.49,15,75.1,Blacephalon,90.34,6.57,34.2,56.1,Clefable,78.96,5.01,4.4,74.5,Zapdos,76.47,4.5,6.2,70.3,Volcarona,83.66,7.33,16.5,67.2,,,,,,,,,,,,,,,,,,,,,,,,,
Slowking,2022-11,Melmetal,80.04,5.58,19.5,60.5,Weavile,82.7,6.37,20.1,62.6,Kartana,80.85,7.66,22.8,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydreigon,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torkoal,2022-11,Garchomp,87.03,4.61,26.3,60.7,Dragapult,82.44,4.92,35.3,47.2,Landorus-Therian,70.23,4.97,11.3,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastrodon,2022-11,Weavile,86.5,5.57,29.3,57.2,Ferrothorn,73.58,4.91,3,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mamoswine,2022-11,Buzzwole,93.35,4.36,29.9,63.5,Ferrothorn,80.15,5.96,34.8,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scizor,2022-11,Heatran,91.26,4.67,17.9,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moltres-Galar,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatterene,2022-11,Melmetal,88.36,4.35,39.7,48.7,Heatran,89.04,4.9,50.4,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venusaur,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kommo-o,2022-11,Clefable,90.71,5.24,36.6,54.2,Tapu Lele,82.78,7.04,41.2,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gengar,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latios,2022-11,Weavile,81.56,6.57,21.8,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nihilego,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chansey,2022-11,Weavile,83.86,7.27,17.4,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azumarill,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cresselia,2022-11,Ferrothorn,83.52,7.05,8.5,75.1,Melmetal,79.58,6.7,31.1,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marowak-Alola,2022-11,Urshifu-Rapid-Strike,82,6.87,42.1,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctozolt,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suicune,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dracozolt,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porygon2,2022-11,Melmetal,85.32,5.8,39,46.3,Heatran,80.38,7.13,14,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keldeo,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grimmsnarl,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jirachi,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umbreon,2022-11,Ferrothorn,85.53,7.65,0.8,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapu Bulu,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quagsire,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycanroc-Dusk,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charizard,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latias,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polteageist,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingdra,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alakazam,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porygon-Z,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrakion,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moltres,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ditto,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thundurus-Therian,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conkeldurr,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ribombee,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xatu,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blastoise,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snorlax,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weezing-Galar,2022-11,Heatran,95.21,4.68,20.9,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obstagoon,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diggersby,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Necrozma,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espeon,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reuniclus,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sceptile,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shedinja,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togekiss,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omastar,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salamence,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primarina,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darmanitan,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stakataka,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gyarados,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corsola-Galar,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxtricity,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slurpuff,2022-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
