Name,Gen,TypeOne,TypeTwo
Boldore,7,Rock,
Gigalith,7,Rock,
Woobat,7,Psychic,Flying
Swoobat,7,Psychic,Flying
Drilbur,7,Ground,
Excadrill,7,Ground,Steel
Audino,7,Normal,
Audino-Mega,7,Normal,Fairy
Timburr,7,Fighting,
Gurdurr,7,Fighting,
Conkeldurr,7,Fighting,
Tympole,7,Water,
Palpitoad,7,Water,Ground
Seismitoad,7,Water,Ground
Throh,7,Fighting,
Sawk,7,Fighting,
Sewaddle,7,Bug,Grass
Swadloon,7,Bug,Grass
Leavanny,7,Bug,Grass
Venipede,7,Bug,Poison
Whirlipede,7,Bug,Poison
Scolipede,7,Bug,Poison
Cottonee,7,Grass,Fairy
Whimsicott,7,Grass,Fairy
Petilil,7,Grass,
Lilligant,7,Grass,
Basculin,7,Water,
Sandile,7,Ground,Dark
Krokorok,7,Ground,Dark
Krookodile,7,Ground,Dark
Darumaka,7,Fire,
Darmanitan,7,Fire,
Maractus,7,Grass,
Dwebble,7,Bug,Rock
Crustle,7,Bug,Rock
Scraggy,7,Dark,Fighting
Scrafty,7,Dark,Fighting
Sigilyph,7,Psychic,Flying
Yamask,7,Ghost,
Cofagrigus,7,Ghost,
Tirtouga,7,Water,Rock
Carracosta,7,Water,Rock
Archen,7,Rock,Flying
Archeops,7,Rock,Flying
Trubbish,7,Poison,
Garbodor,7,Poison,
Zorua,7,Dark,
Zoroark,7,Dark,
Minccino,7,Normal,
Cinccino,7,Normal,
Gothita,7,Psychic,
Gothorita,7,Psychic,
Gothitelle,7,Psychic,
Solosis,7,Psychic,
Duosion,7,Psychic,
Reuniclus,7,Psychic,
Ducklett,7,Water,Flying
Swanna,7,Water,Flying
Vanillite,7,Ice,
Vanillish,7,Ice,
Vanilluxe,7,Ice,
Deerling,7,Normal,Grass
Sawsbuck,7,Normal,Grass
Emolga,7,Electric,Flying
Karrablast,7,Bug,
Escavalier,7,Bug,Steel
Foongus,7,Grass,Poison
Amoonguss,7,Grass,Poison
Frillish,7,Water,Ghost
Jellicent,7,Water,Ghost
Alomomola,7,Water,
Joltik,7,Bug,Electric
Galvantula,7,Bug,Electric
Ferroseed,7,Grass,Steel
Ferrothorn,7,Grass,Steel
Klink,7,Steel,
Klang,7,Steel,
Klinklang,7,Steel,
Tynamo,7,Electric,
Eelektrik,7,Electric,
Eelektross,7,Electric,
Elgyem,7,Psychic,
Beheeyem,7,Psychic,
Litwick,7,Ghost,Fire
Lampent,7,Ghost,Fire
Chandelure,7,Ghost,Fire
Axew,7,Dragon,
Fraxure,7,Dragon,
Haxorus,7,Dragon,
Cubchoo,7,Ice,
Beartic,7,Ice,
Cryogonal,7,Ice,
Shelmet,7,Bug,
Accelgor,7,Bug,
Stunfisk,7,Ground,Electric
Mienfoo,7,Fighting,
Mienshao,7,Fighting,
Druddigon,7,Dragon,
Golett,7,Ground,Ghost
Golurk,7,Ground,Ghost
Pawniard,7,Dark,Steel
Bisharp,7,Dark,Steel
Bouffalant,7,Normal,
Rufflet,7,Normal,Flying
Braviary,7,Normal,Flying
Vullaby,7,Dark,Flying
Mandibuzz,7,Dark,Flying
Heatmor,7,Fire,
Durant,7,Bug,Steel
Deino,7,Dark,Dragon
Zweilous,7,Dark,Dragon
Hydreigon,7,Dark,Dragon
Larvesta,7,Bug,Fire
Volcarona,7,Bug,Fire
Cobalion,7,Steel,Fighting
Terrakion,7,Rock,Fighting
Virizion,7,Grass,Fighting
Tornadus,7,Flying,
Tornadus-Therian,7,Flying,
Thundurus,7,Electric,Flying
Thundurus-Therian,7,Electric,Flying
Reshiram,7,Dragon,Fire
Zekrom,7,Dragon,Electric
Landorus,7,Ground,Flying
Landorus-Therian,7,Ground,Flying
Kyurem,7,Dragon,Ice
Kyurem-Black,7,Dragon,Ice
Kyurem-White,7,Dragon,Ice
Keldeo,7,Water,Fighting
Meloetta,7,Normal,Psychic
Genesect,7,Bug,Steel
Chespin,7,Grass,
Quilladin,7,Grass,
Chesnaught,7,Grass,Fighting
Fennekin,7,Fire,
Braixen,7,Fire,
Delphox,7,Fire,Psychic
Froakie,7,Water,
Frogadier,7,Water,
Greninja,7,Water,Dark
Bunnelby,7,Normal,
Diggersby,7,Normal,Ground
Fletchling,7,Normal,Flying
Fletchinder,7,Fire,Flying
Talonflame,7,Fire,Flying
Scatterbug,7,Bug,
Spewpa,7,Bug,
Vivillon,7,Bug,Flying
Litleo,7,Fire,Normal
Pyroar,7,Fire,Normal
Flabébé,7,Fairy,
Floette,7,Fairy,
Florges,7,Fairy,
Skiddo,7,Grass,
Gogoat,7,Grass,
Pancham,7,Fighting,
Pangoro,7,Fighting,Dark
Furfrou,7,Normal,
Espurr,7,Psychic,
Meowstic,7,Psychic,
Meowstic-F,7,Psychic,
Honedge,7,Steel,Ghost
Doublade,7,Steel,Ghost
Aegislash,7,Steel,Ghost
Spritzee,7,Fairy,
Aromatisse,7,Fairy,
Swirlix,7,Fairy,
Slurpuff,7,Fairy,
Inkay,7,Dark,Psychic
Malamar,7,Dark,Psychic
Binacle,7,Rock,Water
Barbaracle,7,Rock,Water
Skrelp,7,Poison,Water
Dragalge,7,Poison,Dragon
Clauncher,7,Water,
Clawitzer,7,Water,
Helioptile,7,Electric,Normal
Heliolisk,7,Electric,Normal
Tyrunt,7,Rock,Dragon
Tyrantrum,7,Rock,Dragon
Amaura,7,Rock,Ice
Aurorus,7,Rock,Ice
Sylveon,7,Fairy,
Hawlucha,7,Fighting,Flying
Dedenne,7,Electric,Fairy
Carbink,7,Rock,Fairy
Goomy,7,Dragon,
Sliggoo,7,Dragon,
Goodra,7,Dragon,
Klefki,7,Steel,Fairy
Phantump,7,Ghost,Grass
Trevenant,7,Ghost,Grass
Pumpkaboo,7,Ghost,Grass
Pumpkaboo-Small,7,Ghost,Grass
Pumpkaboo-Large,7,Ghost,Grass
Pumpkaboo-Super,7,Ghost,Grass
Gourgeist,7,Ghost,Grass
Gourgeist-Small,7,Ghost,Grass
Gourgeist-Large,7,Ghost,Grass
Gourgeist-Super,7,Ghost,Grass
Bergmite,7,Ice,
Avalugg,7,Ice,
Noibat,7,Flying,Dragon
Noivern,7,Flying,Dragon
Xerneas,7,Fairy,
Yveltal,7,Dark,Flying
Zygarde,7,Dragon,Ground
Zygarde-10%,7,Dragon,Ground
Zygarde-Complete,7,Dragon,Ground
Diancie,7,Rock,Fairy
Diancie-Mega,7,Rock,Fairy
Hoopa,7,Psychic,Ghost
Hoopa-Unbound,7,Psychic,Dark
Volcanion,7,Fire,Water
Rowlet,7,Grass,Flying
Dartrix,7,Grass,Flying
Decidueye,7,Grass,Ghost
Litten,7,Fire,
Torracat,7,Fire,
Incineroar,7,Fire,Dark
Popplio,7,Water,
Brionne,7,Water,
Primarina,7,Water,Fairy
Pikipek,7,Normal,Flying
Trumbeak,7,Normal,Flying
Toucannon,7,Normal,Flying
Yungoos,7,Normal,
Gumshoos,7,Normal,
Grubbin,7,Bug,
Charjabug,7,Bug,Electric
Vikavolt,7,Bug,Electric
Crabrawler,7,Fighting,
Crabominable,7,Fighting,Ice
Oricorio,7,Fire,Flying
Oricorio-Pom-Pom,7,Electric,Flying
Oricorio-Pa'u,7,Psychic,Flying
Oricorio-Sensu,7,Ghost,Flying
Cutiefly,7,Bug,Fairy
Ribombee,7,Bug,Fairy
Rockruff,7,Rock,
Lycanroc,7,Rock,
Lycanroc-Midnight,7,Rock,
Lycanroc-Dusk,7,Rock,
Wishiwashi,7,Water,
Wishiwashi-School,7,Water,
Mareanie,7,Poison,Water
Toxapex,7,Poison,Water
Mudbray,7,Ground,
Mudsdale,7,Ground,
Dewpider,7,Water,Bug
Araquanid,7,Water,Bug
Fomantis,7,Grass,
Lurantis,7,Grass,
Morelull,7,Grass,Fairy
Shiinotic,7,Grass,Fairy
Salandit,7,Poison,Fire
Salazzle,7,Poison,Fire
Stufful,7,Normal,Fighting
Bewear,7,Normal,Fighting
Bounsweet,7,Grass,
Steenee,7,Grass,
Tsareena,7,Grass,
Comfey,7,Fairy,
Oranguru,7,Normal,Psychic
Passimian,7,Fighting,
Wimpod,7,Bug,Water
Golisopod,7,Bug,Water
Sandygast,7,Ghost,Ground
Palossand,7,Ghost,Ground
Pyukumuku,7,Water,
Type: Null,7,Normal,
Silvally,7,Normal,
Silvally-Bug,7,Bug,
Silvally-Dark,7,Dark,
Silvally-Dragon,7,Dragon,
Silvally-Electric,7,Electric,
Silvally-Fairy,7,Fairy,
Silvally-Fighting,7,Fighting,
Silvally-Fire,7,Fire,
Silvally-Flying,7,Flying,
Silvally-Ghost,7,Ghost,
Silvally-Grass,7,Grass,
Silvally-Ground,7,Ground,
Silvally-Ice,7,Ice,
Silvally-Poison,7,Poison,
Silvally-Psychic,7,Psychic,
Silvally-Rock,7,Rock,
Silvally-Steel,7,Steel,
Silvally-Water,7,Water,
Minior,7,Rock,Flying
Komala,7,Normal,
Turtonator,7,Fire,Dragon
Togedemaru,7,Electric,Steel
Mimikyu,7,Ghost,Fairy
Bruxish,7,Water,Psychic
Drampa,7,Normal,Dragon
Dhelmise,7,Ghost,Grass
Jangmo-o,7,Dragon,
Hakamo-o,7,Dragon,Fighting
Kommo-o,7,Dragon,Fighting
Tapu Koko,7,Electric,Fairy
Tapu Lele,7,Psychic,Fairy
Tapu Bulu,7,Grass,Fairy
Tapu Fini,7,Water,Fairy
Cosmog,7,Psychic,
Cosmoem,7,Psychic,
Solgaleo,7,Psychic,Steel
