name,snapshot,item1,usage1,item2,usage2,item3,usage3,item4,usage4,item5,usage5,item6,usage6,item7,usage7,item8,usage8,item9,usage9,item10,usage10,item11,usage11,item12,usage12,item13,usage13,item14,usage14,item15,usage15,item16,usage16,item17,usage17,item18,usage18,item19,usage19,item20,usage20,item21,usage21
Qwilfish,2023-02,Leftovers,25.105,Rocky Helmet,22.090,Black Sludge,21.156,Heavy-Duty Boots,10.095,Focus Sash,6.452,Life Orb,6.012,Eviolite,3.427,Sitrus Berry,1.251,Other,4.411,,,,,,,,,,,,,,,,,,,,,,,,
Venomoth,2023-02,Heavy-Duty Boots,48.573,Leftovers,42.343,Black Sludge,3.547,Life Orb,1.793,Other,3.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ursaring,2023-02,Eviolite,65.913,Flame Orb,31.034,Other,3.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eelektross,2023-02,Assault Vest,59.424,Leftovers,31.627,Choice Specs,1.631,Sitrus Berry,1.421,Life Orb,1.374,Other,4.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clawitzer,2023-02,Choice Specs,72.174,Choice Scarf,11.059,Life Orb,6.139,Assault Vest,5.028,Expert Belt,4.067,Other,1.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom,2023-02,Choice Scarf,63.807,Leftovers,19.694,Choice Specs,11.062,Life Orb,2.536,Other,2.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiritomb,2023-02,Leftovers,72.435,Heavy-Duty Boots,10.040,Focus Sash,4.862,Rocky Helmet,4.014,Sitrus Berry,2.034,Choice Scarf,1.487,Mental Herb,0.969,Other,4.160,,,,,,,,,,,,,,,,,,,,,,,,,,
Klawf,2023-02,Leftovers,28.060,Focus Sash,18.763,Loaded Dice,15.445,Rocky Helmet,11.561,Assault Vest,9.408,Heavy-Duty Boots,7.223,Weakness Policy,2.185,Eject Button,1.139,Figy Berry,0.920,Salac Berry,0.901,Other,4.395,,,,,,,,,,,,,,,,,,,,
Vespiquen,2023-02,Heavy-Duty Boots,95.582,Other,4.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zangoose,2023-02,Toxic Orb,94.913,Sitrus Berry,4.383,Other,0.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appletun,2023-02,Leftovers,53.007,Heavy-Duty Boots,22.790,Choice Specs,6.370,Eject Pack,5.161,Sitrus Berry,5.051,Assault Vest,4.186,Other,3.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lurantis,2023-02,Heavy-Duty Boots,64.012,Leftovers,31.857,Other,4.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crocalor,2023-02,Eviolite,97.912,Other,2.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scyther,2023-02,Heavy-Duty Boots,81.226,Eviolite,12.496,Choice Band,2.971,Other,3.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiscash,2023-02,Leftovers,57.791,Focus Sash,14.093,Rocky Helmet,9.229,Lum Berry,6.904,Chesto Berry,3.069,Red Card,1.647,Damp Rock,1.554,Iapapa Berry,1.476,Other,4.237,,,,,,,,,,,,,,,,,,,,,,,,
Masquerain,2023-02,Focus Sash,82.726,Heavy-Duty Boots,15.087,Other,2.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basculin,2023-02,Choice Band,64.665,Choice Scarf,20.276,Mystic Water,7.982,Life Orb,4.843,Other,2.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spidops,2023-02,Focus Sash,50.335,Leftovers,19.214,Heavy-Duty Boots,12.209,Choice Band,8.221,Mental Herb,4.677,Rocky Helmet,2.188,Other,3.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farigiraf,2023-02,Leftovers,42.341,Weakness Policy,16.975,Sitrus Berry,16.038,Life Orb,11.665,Heavy-Duty Boots,2.225,Choice Specs,2.065,Salac Berry,1.641,Assault Vest,1.469,Throat Spray,1.086,Other,4.495,,,,,,,,,,,,,,,,,,,,,,
Hattrem,2023-02,Eviolite,98.976,Other,1.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabsca,2023-02,Leppa Berry,54.473,Heavy-Duty Boots,21.996,Leftovers,10.909,Focus Sash,2.925,Sitrus Berry,2.567,Life Orb,2.019,Light Clay,1.477,Other,3.634,,,,,,,,,,,,,,,,,,,,,,,,,,
Carkol,2023-02,Eviolite,78.925,Heavy-Duty Boots,20.136,Other,0.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haunter,2023-02,Leftovers,23.740,Choice Scarf,21.858,Focus Sash,20.794,Choice Specs,13.614,Eviolite,8.720,Life Orb,6.109,Black Sludge,3.539,Other,1.626,,,,,,,,,,,,,,,,,,,,,,,,,,
Glimmet,2023-02,Focus Sash,97.480,Other,2.520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houndoom,2023-02,Heavy-Duty Boots,48.990,Choice Specs,17.828,Life Orb,12.641,Choice Scarf,10.689,Focus Sash,4.436,Choice Band,1.675,Other,3.740,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camerupt,2023-02,Leftovers,70.279,Choice Specs,11.897,Life Orb,6.050,Luminous Moss,3.759,Heavy-Duty Boots,2.467,Assault Vest,2.130,Other,3.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgrem,2023-02,Light Clay,85.628,Eviolite,12.357,Other,2.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cacturne,2023-02,Life Orb,46.658,Leftovers,18.130,Focus Sash,13.318,Heavy-Duty Boots,10.270,Loaded Dice,3.700,Lum Berry,2.315,Black Glasses,1.832,Other,3.776,,,,,,,,,,,,,,,,,,,,,,,,,,
Crabominable,2023-02,Life Orb,35.244,Assault Vest,21.050,Leftovers,14.491,Choice Band,13.759,Punching Glove,12.222,Other,3.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perrserker,2023-02,Assault Vest,31.594,Choice Band,25.664,Choice Scarf,12.968,Leftovers,12.712,Chople Berry,5.799,Life Orb,3.949,Focus Sash,2.727,Other,4.586,,,,,,,,,,,,,,,,,,,,,,,,,,
Oricorio,2023-02,Heavy-Duty Boots,96.451,Other,3.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Frost,2023-02,Heavy-Duty Boots,55.393,Choice Scarf,31.829,Choice Specs,5.193,Leftovers,3.089,Other,4.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magneton,2023-02,Eviolite,53.764,Choice Specs,29.202,Choice Scarf,12.347,Other,4.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skuntank,2023-02,Leftovers,43.036,Focus Sash,27.455,Black Sludge,15.353,Heavy-Duty Boots,7.765,Assault Vest,2.912,Other,3.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyroar,2023-02,Heavy-Duty Boots,47.501,Choice Specs,34.808,Life Orb,6.167,Throat Spray,5.839,Choice Scarf,3.110,Other,2.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indeedee-F,2023-02,Choice Scarf,31.508,Terrain Extender,20.045,Psychic Seed,11.937,Light Clay,9.597,Choice Specs,9.032,Focus Sash,6.286,Sitrus Berry,5.115,Life Orb,3.488,Other,2.992,,,,,,,,,,,,,,,,,,,,,,,,
Sawsbuck,2023-02,Leftovers,41.461,Choice Scarf,20.656,Life Orb,14.682,Lum Berry,5.559,Heavy-Duty Boots,4.982,Silk Scarf,4.458,Focus Sash,2.893,Metronome,1.369,Other,3.940,,,,,,,,,,,,,,,,,,,,,,,,
Quaxwell,2023-02,Eviolite,95.891,Other,4.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinkatuff,2023-02,Eviolite,99.968,Other,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumpluff,2023-02,Heavy-Duty Boots,23.503,Nothing,21.167,Heat Rock,20.116,Light Clay,17.715,Leftovers,5.976,Damp Rock,3.215,Terrain Extender,2.565,Mirror Herb,2.096,Other,3.648,,,,,,,,,,,,,,,,,,,,,,,,
Eiscue,2023-02,Heavy-Duty Boots,44.098,Salac Berry,32.513,Sitrus Berry,16.616,Light Clay,1.795,Other,4.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squawkabilly,2023-02,Flame Orb,50.303,Choice Band,26.696,Choice Scarf,19.636,Other,3.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flapple,2023-02,Life Orb,20.905,Sitrus Berry,19.161,Wide Lens,15.361,Choice Band,12.745,Loaded Dice,9.030,Liechi Berry,7.356,Choice Scarf,4.570,Aguav Berry,4.328,Focus Sash,1.674,Other,4.870,,,,,,,,,,,,,,,,,,,,,,
Dugtrio,2023-02,Focus Sash,67.183,Life Orb,17.772,Choice Band,6.425,Heat Rock,5.698,Other,2.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gogoat,2023-02,Leftovers,72.213,Heavy-Duty Boots,14.398,Rocky Helmet,6.525,Choice Band,1.687,Assault Vest,1.614,Other,3.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leafeon,2023-02,Heavy-Duty Boots,40.053,Leftovers,34.033,Rocky Helmet,5.717,Lum Berry,5.482,Life Orb,3.909,Choice Band,3.447,Loaded Dice,3.423,Other,3.935,,,,,,,,,,,,,,,,,,,,,,,,,,
Ampharos,2023-02,Choice Specs,24.173,Leftovers,18.818,Assault Vest,13.684,Rocky Helmet,12.055,Mirror Herb,11.518,Light Clay,8.733,Life Orb,3.994,Choice Scarf,2.271,Other,4.754,,,,,,,,,,,,,,,,,,,,,,,,
Vivillon,2023-02,Heavy-Duty Boots,45.658,Focus Sash,29.046,Leftovers,24.158,Other,1.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lilligant,2023-02,Leftovers,50.417,Life Orb,21.772,Focus Sash,8.257,Heavy-Duty Boots,6.768,Lum Berry,2.798,Miracle Seed,2.751,Nothing,1.409,Wide Lens,1.344,Other,4.484,,,,,,,,,,,,,,,,,,,,,,,,
Toedscool,2023-02,Eviolite,99.588,Other,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falinks,2023-02,Life Orb,44.499,Leftovers,19.823,Aguav Berry,9.843,Choice Band,5.826,Expert Belt,4.211,Lum Berry,4.044,Focus Sash,2.379,Salac Berry,1.428,Figy Berry,1.390,Shed Shell,1.238,White Herb,0.930,Other,4.388,,,,,,,,,,,,,,,,,,
Scovillain,2023-02,Heavy-Duty Boots,49.157,Life Orb,21.137,Choice Specs,15.672,Choice Scarf,6.740,Leftovers,2.529,Other,4.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Fan,2023-02,Heavy-Duty Boots,38.064,Leftovers,27.327,Choice Specs,15.330,Choice Scarf,14.398,Other,4.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrode,2023-02,Choice Specs,39.465,Damp Rock,36.570,Heavy-Duty Boots,6.805,Focus Sash,4.918,Magnet,3.670,Leftovers,2.441,Air Balloon,1.699,Other,4.433,,,,,,,,,,,,,,,,,,,,,,,,,,
Raichu,2023-02,Light Clay,33.738,Life Orb,23.464,Choice Scarf,12.881,Choice Specs,8.218,Heavy-Duty Boots,5.294,Magnet,4.770,Focus Sash,4.460,Assault Vest,2.362,Other,4.814,,,,,,,,,,,,,,,,,,,,,,,,
Flareon,2023-02,Toxic Orb,62.842,Heavy-Duty Boots,17.073,Flame Orb,14.456,Choice Scarf,3.162,Other,2.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dedenne,2023-02,Sitrus Berry,41.935,Petaya Berry,26.938,Choice Specs,18.918,Aguav Berry,3.365,Mago Berry,2.071,Assault Vest,1.369,Salac Berry,1.353,Other,4.051,,,,,,,,,,,,,,,,,,,,,,,,,,
Banette,2023-02,Life Orb,39.092,Focus Sash,14.980,Leftovers,14.718,Assault Vest,9.650,Choice Band,8.285,Choice Scarf,4.247,Spell Tag,3.918,Heavy-Duty Boots,3.342,Other,1.767,,,,,,,,,,,,,,,,,,,,,,,,
Luxray,2023-02,Flame Orb,76.008,Leftovers,18.187,Life Orb,2.285,Other,3.520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraxure,2023-02,Eviolite,61.494,Choice Band,29.305,Lum Berry,4.484,Other,4.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murkrow,2023-02,Eviolite,52.017,Damp Rock,27.361,Heat Rock,20.552,Other,0.070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misdreavus,2023-02,Eviolite,99.581,Other,0.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glaceon,2023-02,Choice Specs,39.541,Heavy-Duty Boots,32.775,Choice Scarf,13.875,Leftovers,9.439,Other,4.370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycanroc-Midnight,2023-02,Choice Scarf,36.885,Focus Sash,25.336,Life Orb,20.159,Choice Band,5.649,Leftovers,3.906,Quick Claw,3.143,Other,4.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian,2023-02,Silk Scarf,47.045,Normal Gem,19.177,Life Orb,18.913,Heavy-Duty Boots,3.184,Choice Band,2.885,Heat Rock,2.458,Loaded Dice,2.317,Other,4.021,,,,,,,,,,,,,,,,,,,,,,,,,,
Tropius,2023-02,Sitrus Berry,81.747,Aguav Berry,7.833,Lum Berry,3.405,Starf Berry,2.594,Other,4.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudowoodo,2023-02,Mental Herb,56.673,Heat Rock,16.164,Choice Band,12.639,Focus Sash,4.598,Leftovers,2.099,Heavy-Duty Boots,1.688,Choice Scarf,1.646,Other,4.494,,,,,,,,,,,,,,,,,,,,,,,,,,
Frogadier,2023-02,Life Orb,37.791,Eviolite,29.843,Choice Scarf,13.402,Choice Specs,12.210,Focus Sash,4.829,Other,1.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wugtrio,2023-02,Choice Band,73.991,Life Orb,12.524,Focus Sash,7.689,Damp Rock,2.262,Other,3.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sneasel,2023-02,Heavy-Duty Boots,57.820,Choice Band,36.369,Eviolite,2.875,Other,2.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golduck,2023-02,Life Orb,66.517,Choice Specs,13.732,Leftovers,12.350,Heavy-Duty Boots,4.310,Other,3.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pikachu,2023-02,Light Ball,100.000,Other -,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wigglytuff,2023-02,Leftovers,51.187,Light Clay,14.475,Heavy-Duty Boots,11.399,Assault Vest,8.518,Life Orb,6.686,Choice Specs,6.110,Other,1.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delibird,2023-02,Heavy-Duty Boots,63.348,Focus Sash,30.278,Wide Lens,3.612,Other,2.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oricorio-Pa'u,2023-02,Heavy-Duty Boots,88.719,Leftovers,7.224,Other,4.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mareanie,2023-02,Eviolite,99.964,Other,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonjourner,2023-02,Leftovers,30.285,Choice Scarf,25.694,Loaded Dice,10.366,Life Orb,9.611,Rocky Helmet,5.990,Focus Sash,4.513,Heavy-Duty Boots,3.902,Choice Band,3.048,Eject Button,2.740,Other,3.852,,,,,,,,,,,,,,,,,,,,,,
Dunsparce,2023-02,Eviolite,99.844,Other,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pincurchin,2023-02,Terrain Extender,38.122,Leftovers,36.823,Eject Button,6.847,Electric Seed,4.730,Air Balloon,3.019,Sitrus Berry,2.846,Heavy-Duty Boots,2.099,Damp Rock,1.791,Other,3.723,,,,,,,,,,,,,,,,,,,,,,,,
Swalot,2023-02,Black Sludge,41.409,Petaya Berry,30.274,Leftovers,11.520,Rocky Helmet,7.986,Heat Rock,3.329,Assault Vest,2.993,Other,2.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slaking,2023-02,Choice Band,86.636,Choice Scarf,10.984,Other,2.380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beartic,2023-02,Heavy-Duty Boots,34.493,Life Orb,29.078,Choice Band,20.063,Expert Belt,9.235,Assault Vest,3.342,Other,3.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabite,2023-02,Eviolite,96.875,Other,3.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raboot,2023-02,Choice Band,60.511,Life Orb,24.444,Choice Scarf,10.289,Other,4.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonair,2023-02,Eviolite,95.859,Other,4.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zweilous,2023-02,Choice Band,79.820,Eviolite,20.147,Other,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grumpig,2023-02,Leftovers,33.819,Iron Ball,17.243,Salac Berry,15.646,Assault Vest,10.106,Choice Scarf,5.651,Choice Specs,5.402,Rocky Helmet,3.593,Light Clay,2.328,Damp Rock,1.842,Other,4.369,,,,,,,,,,,,,,,,,,,,,,
Kricketune,2023-02,Focus Sash,78.134,Choice Scarf,10.488,Leftovers,3.920,Heavy-Duty Boots,2.884,Other,4.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pachirisu,2023-02,Assault Vest,46.049,Leftovers,26.244,Heavy-Duty Boots,20.190,Sitrus Berry,3.492,Other,4.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gothitelle,2023-02,Leftovers,57.953,Choice Scarf,10.792,Choice Specs,9.563,Black Sludge,7.772,Assault Vest,4.908,Chesto Berry,4.127,Other,4.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedent,2023-02,Sitrus Berry,59.969,Aguav Berry,14.266,Ganlon Berry,12.604,Liechi Berry,4.857,Loaded Dice,3.785,Other,4.520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seviper,2023-02,Leftovers,36.748,Choice Scarf,27.791,Life Orb,25.571,Black Sludge,8.067,Other,1.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shroodle,2023-02,Heat Rock,43.916,Heavy-Duty Boots,38.162,Eviolite,16.286,Other,1.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vigoroth,2023-02,Eviolite,95.975,Other,4.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pupitar,2023-02,Eviolite,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oranguru,2023-02,Leftovers,69.169,Assault Vest,24.141,Weakness Policy,6.374,Other,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hippopotas,2023-02,Eviolite,91.122,Smooth Rock,8.878,Other -,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Girafarig,2023-02,Eviolite,96.754,Other,3.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snover,2023-02,Icy Rock,74.645,Eviolite,14.492,Focus Sash,5.483,Leftovers,3.079,Other,2.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marill,2023-02,Eviolite,75.899,Sitrus Berry,24.101,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gumshoos,2023-02,Choice Band,50.201,Red Card,21.764,Silk Scarf,16.364,Choice Scarf,3.304,Metronome,2.434,Flame Orb,2.043,Other,3.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flittle,2023-02,Eviolite,96.765,Other,3.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floragato,2023-02,Eviolite,67.844,Choice Scarf,25.124,Choice Band,7.028,Other,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charmeleon,2023-02,Choice Specs,93.881,Choice Scarf,5.903,Other,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glalie,2023-02,Heavy-Duty Boots,77.306,Icy Rock,7.110,Choice Scarf,6.034,Focus Sash,5.599,Other,3.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oinkologne-F,2023-02,Assault Vest,45.483,Leftovers,22.953,Liechi Berry,15.457,Starf Berry,6.128,Ganlon Berry,5.014,Other,4.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypno,2023-02,Leftovers,55.968,Light Clay,15.628,Assault Vest,9.277,Rocky Helmet,7.874,Life Orb,4.261,Heavy-Duty Boots,2.488,Other,4.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunflora,2023-02,Choice Specs,92.560,Life Orb,6.535,Other,0.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drakloak,2023-02,Eviolite,91.900,Light Clay,4.027,Other,4.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greavard,2023-02,Eviolite,100.000,Other,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stantler,2023-02,Eviolite,79.754,Life Orb,6.368,Choice Scarf,6.060,Toxic Orb,6.043,Other,1.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pawniard,2023-02,Eviolite,52.542,Focus Sash,46.262,Other,1.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumineon,2023-02,Choice Scarf,54.012,Choice Specs,14.624,Wide Lens,10.033,Leftovers,6.440,Heavy-Duty Boots,5.982,Life Orb,5.661,Other,3.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
