Name,Gen,TypeOne,TypeTwo
Mareep,8,Electric,
Flaaffy,8,Electric,
Ampharos,8,Electric,
Ampharos-Mega,8,Electric,Dragon
Bellossom,8,Grass,
Marill,8,Water,Fairy
Azumarill,8,Water,Fairy
Sudowoodo,8,Rock,
Politoed,8,Water,
Hoppip,8,Grass,Flying
Skiploom,8,Grass,Flying
Jumpluff,8,Grass,Flying
Aipom,8,Normal,
Sunkern,8,Grass,
Sunflora,8,Grass,
Yanma,8,Bug,Flying
Wooper,8,Water,Ground
Quagsire,8,Water,Ground
Espeon,8,Psychic,
Umbreon,8,Dark,
Murkrow,8,Dark,Flying
Slowking,8,Water,Psychic
Slowking-Galar,8,Poison,Psychic
Misdreavus,8,Ghost,
Unown,8,Psychic,
Wobbuffet,8,Psychic,
Girafarig,8,Normal,Psychic
Pineco,8,Bug,
Forretress,8,Bug,Steel
Dunsparce,8,Normal,
Gligar,8,Ground,Flying
Steelix,8,Steel,Ground
Steelix-Mega,8,Steel,Ground
Snubbull,8,Fairy,
Granbull,8,Fairy,
Qwilfish,8,Water,Poison
Scizor,8,Bug,Steel
Scizor-Mega,8,Bug,Steel
Shuckle,8,Bug,Rock
Heracross,8,Bug,Fighting
Heracross-Mega,8,Bug,Fighting
Sneasel,8,Dark,Ice
Teddiursa,8,Normal,
Ursaring,8,Normal,
Slugma,8,Fire,
Magcargo,8,Fire,Rock
Swinub,8,Ice,Ground
Piloswine,8,Ice,Ground
Corsola,8,Water,Rock
Corsola-Galar,8,Ghost,
Remoraid,8,Water,
Octillery,8,Water,
Delibird,8,Ice,Flying
Mantine,8,Water,Flying
Skarmory,8,Steel,Flying
Houndour,8,Dark,Fire
Houndoom,8,Dark,Fire
Houndoom-Mega,8,Dark,Fire
Kingdra,8,Water,Dragon
Phanpy,8,Ground,
Donphan,8,Ground,
Porygon2,8,Normal,
Stantler,8,Normal,
Smeargle,8,Normal,
Tyrogue,8,Fighting,
Hitmontop,8,Fighting,
Smoochum,8,Ice,Psychic
Elekid,8,Electric,
Magby,8,Fire,
Miltank,8,Normal,
Blissey,8,Normal,
Raikou,8,Electric,
Entei,8,Fire,
Suicune,8,Water,
Larvitar,8,Rock,Ground
Pupitar,8,Rock,Ground
Tyranitar,8,Rock,Dark
Tyranitar-Mega,8,Rock,Dark
Lugia,8,Psychic,Flying
Ho-Oh,8,Fire,Flying
Celebi,8,Psychic,Grass
Treecko,8,Grass,
Grovyle,8,Grass,
Sceptile,8,Grass,
Sceptile-Mega,8,Grass,Dragon
Torchic,8,Fire,
Combusken,8,Fire,Fighting
Blaziken,8,Fire,Fighting
Blaziken-Mega,8,Fire,Fighting
Mudkip,8,Water,
Marshtomp,8,Water,Ground
Swampert,8,Water,Ground
Swampert-Mega,8,Water,Ground
Poochyena,8,Dark,
Mightyena,8,Dark,
Zigzagoon,8,Normal,
Zigzagoon-Galar,8,Dark,Normal
Linoone,8,Normal,
Linoone-Galar,8,Dark,Normal
Wurmple,8,Bug,
Silcoon,8,Bug,
Beautifly,8,Bug,Flying
Cascoon,8,Bug,
Dustox,8,Bug,Poison
Lotad,8,Water,Grass
Lombre,8,Water,Grass
Ludicolo,8,Water,Grass
Seedot,8,Grass,
Nuzleaf,8,Grass,Dark
Shiftry,8,Grass,Dark
Taillow,8,Normal,Flying
Swellow,8,Normal,Flying
Wingull,8,Water,Flying
Pelipper,8,Water,Flying
Ralts,8,Psychic,Fairy
Kirlia,8,Psychic,Fairy
Gardevoir,8,Psychic,Fairy
Gardevoir-Mega,8,Psychic,Fairy
Surskit,8,Bug,Water
Masquerain,8,Bug,Flying
Shroomish,8,Grass,
Breloom,8,Grass,Fighting
Slakoth,8,Normal,
Vigoroth,8,Normal,
Slaking,8,Normal,
Nincada,8,Bug,Ground
Ninjask,8,Bug,Flying
Shedinja,8,Bug,Ghost
Whismur,8,Normal,
Loudred,8,Normal,
Exploud,8,Normal,
Makuhita,8,Fighting,
Hariyama,8,Fighting,
Azurill,8,Normal,Fairy
Nosepass,8,Rock,
Skitty,8,Normal,
Delcatty,8,Normal,
Sableye,8,Dark,Ghost
Sableye-Mega,8,Dark,Ghost
Mawile,8,Steel,Fairy
Mawile-Mega,8,Steel,Fairy
Aron,8,Steel,Rock
Lairon,8,Steel,Rock
Aggron,8,Steel,Rock
Aggron-Mega,8,Steel,
Meditite,8,Fighting,Psychic
Medicham,8,Fighting,Psychic
Medicham-Mega,8,Fighting,Psychic
Electrike,8,Electric,
Manectric,8,Electric,
Manectric-Mega,8,Electric,
Plusle,8,Electric,
Minun,8,Electric,
Volbeat,8,Bug,
Illumise,8,Bug,
Roselia,8,Grass,Poison
Gulpin,8,Poison,
Swalot,8,Poison,
Carvanha,8,Water,Dark
Sharpedo,8,Water,Dark
Sharpedo-Mega,8,Water,Dark
Wailmer,8,Water,
Wailord,8,Water,
Numel,8,Fire,Ground
Camerupt,8,Fire,Ground
Camerupt-Mega,8,Fire,Ground
Torkoal,8,Fire,
Spoink,8,Psychic,
Grumpig,8,Psychic,
Spinda,8,Normal,
Trapinch,8,Ground,
Vibrava,8,Ground,Dragon
Flygon,8,Ground,Dragon
Cacnea,8,Grass,
Cacturne,8,Grass,Dark
Swablu,8,Normal,Flying
Altaria,8,Dragon,Flying
Altaria-Mega,8,Dragon,Fairy
Zangoose,8,Normal,
Seviper,8,Poison,
Lunatone,8,Rock,Psychic
Solrock,8,Rock,Psychic
Barboach,8,Water,Ground
Whiscash,8,Water,Ground
Corphish,8,Water,
Crawdaunt,8,Water,Dark
Baltoy,8,Ground,Psychic
Claydol,8,Ground,Psychic
Lileep,8,Rock,Grass
Cradily,8,Rock,Grass
Anorith,8,Rock,Bug
Armaldo,8,Rock,Bug
Feebas,8,Water,
Milotic,8,Water,
Castform,8,Normal,
Kecleon,8,Normal,
Shuppet,8,Ghost,
Banette,8,Ghost,
Banette-Mega,8,Ghost,
Duskull,8,Ghost,
Dusclops,8,Ghost,
Tropius,8,Grass,Flying
Chimecho,8,Psychic,
Absol,8,Dark,
Absol-Mega,8,Dark,
Wynaut,8,Psychic,
Snorunt,8,Ice,
Glalie,8,Ice,
Glalie-Mega,8,Ice,
Spheal,8,Ice,Water
Sealeo,8,Ice,Water
Walrein,8,Ice,Water
Clamperl,8,Water,
Huntail,8,Water,
Gorebyss,8,Water,
Relicanth,8,Water,Rock
Luvdisc,8,Water,
Bagon,8,Dragon,
Shelgon,8,Dragon,
Salamence,8,Dragon,Flying
Salamence-Mega,8,Dragon,Flying
Beldum,8,Steel,Psychic
Metang,8,Steel,Psychic
Metagross,8,Steel,Psychic
Metagross-Mega,8,Steel,Psychic
Regirock,8,Rock,
Regice,8,Ice,
Registeel,8,Steel,
Latias,8,Dragon,Psychic
Latias-Mega,8,Dragon,Psychic
Latios,8,Dragon,Psychic
Latios-Mega,8,Dragon,Psychic
Kyogre,8,Water,
Kyogre-Primal,8,Water,
Groudon,8,Ground,
Groudon-Primal,8,Ground,Fire
Rayquaza,8,Dragon,Flying
Rayquaza-Mega,8,Dragon,Flying
Jirachi,8,Steel,Psychic
Deoxys,8,Psychic,
Deoxys-Attack,8,Psychic,
Deoxys-Defense,8,Psychic,
Deoxys-Speed,8,Psychic,
Turtwig,8,Grass,
Grotle,8,Grass,
Torterra,8,Grass,Ground
Chimchar,8,Fire,
Monferno,8,Fire,Fighting
Infernape,8,Fire,Fighting
Piplup,8,Water,
Prinplup,8,Water,
Empoleon,8,Water,Steel
Starly,8,Normal,Flying
Staravia,8,Normal,Flying
Staraptor,8,Normal,Flying
Bidoof,8,Normal,
Bibarel,8,Normal,Water
Kricketot,8,Bug,
Kricketune,8,Bug,
Shinx,8,Electric,
Luxio,8,Electric,
Luxray,8,Electric,
Budew,8,Grass,Poison
Roserade,8,Grass,Poison
Cranidos,8,Rock,
Rampardos,8,Rock,
Shieldon,8,Rock,Steel
Bastiodon,8,Rock,Steel
Burmy,8,Bug,
Wormadam,8,Bug,Grass
Wormadam-Sandy,8,Bug,Ground
Wormadam-Trash,8,Bug,Steel
Mothim,8,Bug,Flying
Combee,8,Bug,Flying
Vespiquen,8,Bug,Flying
Pachirisu,8,Electric,
Buizel,8,Water,
Floatzel,8,Water,
Cherubi,8,Grass,
Cherrim,8,Grass,
Shellos,8,Water,
Gastrodon,8,Water,Ground
Ambipom,8,Normal,
Drifloon,8,Ghost,Flying
Drifblim,8,Ghost,Flying
Buneary,8,Normal,
Lopunny,8,Normal,
Lopunny-Mega,8,Normal,Fighting
Mismagius,8,Ghost,
Honchkrow,8,Dark,Flying
Glameow,8,Normal,
Purugly,8,Normal,
Chingling,8,Psychic,
Stunky,8,Poison,Dark
Skuntank,8,Poison,Dark
Bronzor,8,Steel,Psychic
Bronzong,8,Steel,Psychic
Bonsly,8,Rock,
Mime Jr.,8,Psychic,Fairy
Happiny,8,Normal,
Chatot,8,Normal,Flying
Spiritomb,8,Ghost,Dark
Gible,8,Dragon,Ground
Gabite,8,Dragon,Ground
Garchomp,8,Dragon,Ground
Garchomp-Mega,8,Dragon,Ground
Munchlax,8,Normal,
Riolu,8,Fighting,
Lucario,8,Fighting,Steel
Lucario-Mega,8,Fighting,Steel
Hippopotas,8,Ground,
Hippowdon,8,Ground,
Skorupi,8,Poison,Bug
Drapion,8,Poison,Dark
Croagunk,8,Poison,Fighting
Toxicroak,8,Poison,Fighting
Carnivine,8,Grass,
Finneon,8,Water,
Lumineon,8,Water,
Mantyke,8,Water,Flying
Snover,8,Grass,Ice
Abomasnow,8,Grass,Ice
Abomasnow-Mega,8,Grass,Ice
Weavile,8,Dark,Ice
Magnezone,8,Electric,Steel
Lickilicky,8,Normal,
Rhyperior,8,Ground,Rock
Tangrowth,8,Grass,
Electivire,8,Electric,
Magmortar,8,Fire,
Togekiss,8,Fairy,Flying
Yanmega,8,Bug,Flying
Leafeon,8,Grass,
Glaceon,8,Ice,
Gliscor,8,Ground,Flying
Mamoswine,8,Ice,Ground
Porygon-Z,8,Normal,
Gallade,8,Psychic,Fighting
Gallade-Mega,8,Psychic,Fighting
Probopass,8,Rock,Steel
Dusknoir,8,Ghost,
Froslass,8,Ice,Ghost
Rotom,8,Electric,Ghost
Rotom-Heat,8,Electric,Fire
Rotom-Wash,8,Electric,Water
Rotom-Frost,8,Electric,Ice
Rotom-Fan,8,Electric,Flying
Rotom-Mow,8,Electric,Grass
Uxie,8,Psychic,
Mesprit,8,Psychic,
Azelf,8,Psychic,
Dialga,8,Steel,Dragon
Palkia,8,Water,Dragon
Heatran,8,Fire,Steel
Regigigas,8,Normal,
Giratina,8,Ghost,Dragon
Giratina-Origin,8,Ghost,Dragon
Cresselia,8,Psychic,
Phione,8,Water,
Manaphy,8,Water,
Darkrai,8,Dark,
Shaymin,8,Grass,
Shaymin-Sky,8,Grass,Flying
Arceus,8,Normal,
Arceus-Bug,8,Bug,
Arceus-Dark,8,Dark,
Arceus-Dragon,8,Dragon,
Arceus-Electric,8,Electric,
Arceus-Fairy,8,Fairy,
Arceus-Fighting,8,Fighting,
Arceus-Fire,8,Fire,
Arceus-Flying,8,Flying,
Arceus-Ghost,8,Ghost,
Arceus-Grass,8,Grass,
Arceus-Ground,8,Ground,
Arceus-Ice,8,Ice,
Arceus-Poison,8,Poison,
Arceus-Psychic,8,Psychic,
Arceus-Rock,8,Rock,
Arceus-Steel,8,Steel,
Arceus-Water,8,Water,
Victini,8,Psychic,Fire
Snivy,8,Grass,
Servine,8,Grass,
Serperior,8,Grass,
Tepig,8,Fire,
Pignite,8,Fire,Fighting
Emboar,8,Fire,Fighting
Oshawott,8,Water,
Dewott,8,Water,
Samurott,8,Water,
Patrat,8,Normal,
Watchog,8,Normal,
Lillipup,8,Normal,
Herdier,8,Normal,
Stoutland,8,Normal,
Purrloin,8,Dark,
Liepard,8,Dark,
Pansage,8,Grass,
Simisage,8,Grass,
Pansear,8,Fire,
Simisear,8,Fire,
Panpour,8,Water,
Simipour,8,Water,
Munna,8,Psychic,
Musharna,8,Psychic,
Pidove,8,Normal,Flying
Tranquill,8,Normal,Flying
Unfezant,8,Normal,Flying
Blitzle,8,Electric,
Zebstrika,8,Electric,
Roggenrola,8,Rock,
Boldore,8,Rock,
Gigalith,8,Rock,
Woobat,8,Psychic,Flying
Swoobat,8,Psychic,Flying
Drilbur,8,Ground,
Excadrill,8,Ground,Steel
Audino,8,Normal,
Audino-Mega,8,Normal,Fairy
Timburr,8,Fighting,
Gurdurr,8,Fighting,
Conkeldurr,8,Fighting,
Tympole,8,Water,
Palpitoad,8,Water,Ground
Seismitoad,8,Water,Ground
Throh,8,Fighting,
Sawk,8,Fighting,
Sewaddle,8,Bug,Grass
Swadloon,8,Bug,Grass
Leavanny,8,Bug,Grass
Venipede,8,Bug,Poison
Whirlipede,8,Bug,Poison
Scolipede,8,Bug,Poison
Cottonee,8,Grass,Fairy
Whimsicott,8,Grass,Fairy
Petilil,8,Grass,
Lilligant,8,Grass,
Basculin,8,Water,
Sandile,8,Ground,Dark
Krokorok,8,Ground,Dark
Krookodile,8,Ground,Dark
Darumaka,8,Fire,
Darumaka-Galar,8,Ice,
Darmanitan,8,Fire,
Darmanitan-Galar,8,Ice,
Maractus,8,Grass,
Dwebble,8,Bug,Rock
Crustle,8,Bug,Rock
Scraggy,8,Dark,Fighting
Scrafty,8,Dark,Fighting
Sigilyph,8,Psychic,Flying
Yamask,8,Ghost,
Yamask-Galar,8,Ground,Ghost
Cofagrigus,8,Ghost,
Tirtouga,8,Water,Rock
Carracosta,8,Water,Rock
Archen,8,Rock,Flying
Archeops,8,Rock,Flying
Trubbish,8,Poison,
Garbodor,8,Poison,
Zorua,8,Dark,
Zoroark,8,Dark,
Minccino,8,Normal,
Cinccino,8,Normal,
Gothita,8,Psychic,
Gothorita,8,Psychic,
Gothitelle,8,Psychic,
Solosis,8,Psychic,
Duosion,8,Psychic,
Reuniclus,8,Psychic,
Ducklett,8,Water,Flying
Swanna,8,Water,Flying
Vanillite,8,Ice,
Vanillish,8,Ice,
Vanilluxe,8,Ice,
Deerling,8,Normal,Grass
Sawsbuck,8,Normal,Grass
Emolga,8,Electric,Flying
Karrablast,8,Bug,
Escavalier,8,Bug,Steel
Foongus,8,Grass,Poison
Amoonguss,8,Grass,Poison
Frillish,8,Water,Ghost
Jellicent,8,Water,Ghost
Alomomola,8,Water,
Joltik,8,Bug,Electric
Galvantula,8,Bug,Electric
Ferroseed,8,Grass,Steel
Ferrothorn,8,Grass,Steel
Klink,8,Steel,
Klang,8,Steel,
Klinklang,8,Steel,
Tynamo,8,Electric,
Eelektrik,8,Electric,
Eelektross,8,Electric,
Elgyem,8,Psychic,
Beheeyem,8,Psychic,
Litwick,8,Ghost,Fire
Lampent,8,Ghost,Fire
Chandelure,8,Ghost,Fire
Axew,8,Dragon,
Fraxure,8,Dragon,
Haxorus,8,Dragon,
Cubchoo,8,Ice,
Beartic,8,Ice,
Cryogonal,8,Ice,
Shelmet,8,Bug,
Accelgor,8,Bug,
Stunfisk,8,Ground,Electric
Stunfisk-Galar,8,Ground,Steel
Mienfoo,8,Fighting,
Mienshao,8,Fighting,
Druddigon,8,Dragon,
Golett,8,Ground,Ghost
Golurk,8,Ground,Ghost
Pawniard,8,Dark,Steel
Bisharp,8,Dark,Steel
Bouffalant,8,Normal,
Rufflet,8,Normal,Flying
Braviary,8,Normal,Flying
Vullaby,8,Dark,Flying
Mandibuzz,8,Dark,Flying
Heatmor,8,Fire,
Durant,8,Bug,Steel
Deino,8,Dark,Dragon
Zweilous,8,Dark,Dragon
Hydreigon,8,Dark,Dragon
Larvesta,8,Bug,Fire
Volcarona,8,Bug,Fire
Cobalion,8,Steel,Fighting
Terrakion,8,Rock,Fighting
Virizion,8,Grass,Fighting
Tornadus,8,Flying,
Tornadus-Therian,8,Flying,
Thundurus,8,Electric,Flying
Thundurus-Therian,8,Electric,Flying
Reshiram,8,Dragon,Fire
Zekrom,8,Dragon,Electric
Landorus,8,Ground,Flying
Landorus-Therian,8,Ground,Flying
Kyurem,8,Dragon,Ice
Kyurem-Black,8,Dragon,Ice
Kyurem-White,8,Dragon,Ice
Keldeo,8,Water,Fighting
Meloetta,8,Normal,Psychic
Genesect,8,Bug,Steel
Chespin,8,Grass,
Quilladin,8,Grass,
Chesnaught,8,Grass,Fighting
Fennekin,8,Fire,
Braixen,8,Fire,
Delphox,8,Fire,Psychic
Froakie,8,Water,
Frogadier,8,Water,
Greninja,8,Water,Dark
Bunnelby,8,Normal,
Diggersby,8,Normal,Ground
Fletchling,8,Normal,Flying
Fletchinder,8,Fire,Flying
Talonflame,8,Fire,Flying
Scatterbug,8,Bug,
Spewpa,8,Bug,
Vivillon,8,Bug,Flying
Litleo,8,Fire,Normal
Pyroar,8,Fire,Normal
Flabébé,8,Fairy,
Floette,8,Fairy,
Florges,8,Fairy,
Skiddo,8,Grass,
Gogoat,8,Grass,
Pancham,8,Fighting,
Pangoro,8,Fighting,Dark
Furfrou,8,Normal,
Espurr,8,Psychic,
Meowstic,8,Psychic,
Meowstic-F,8,Psychic,
Honedge,8,Steel,Ghost
Doublade,8,Steel,Ghost
Aegislash,8,Steel,Ghost
Spritzee,8,Fairy,
Aromatisse,8,Fairy,
Swirlix,8,Fairy,
Slurpuff,8,Fairy,
Inkay,8,Dark,Psychic
Malamar,8,Dark,Psychic
Binacle,8,Rock,Water
Barbaracle,8,Rock,Water
Skrelp,8,Poison,Water
Dragalge,8,Poison,Dragon
Clauncher,8,Water,
Clawitzer,8,Water,
Helioptile,8,Electric,Normal
Heliolisk,8,Electric,Normal
Tyrunt,8,Rock,Dragon
Tyrantrum,8,Rock,Dragon
Amaura,8,Rock,Ice
Aurorus,8,Rock,Ice
Sylveon,8,Fairy,
Hawlucha,8,Fighting,Flying
Dedenne,8,Electric,Fairy
Carbink,8,Rock,Fairy
Goomy,8,Dragon,
Sliggoo,8,Dragon,
Goodra,8,Dragon,
Klefki,8,Steel,Fairy
Phantump,8,Ghost,Grass
Trevenant,8,Ghost,Grass
Pumpkaboo,8,Ghost,Grass
Pumpkaboo-Small,8,Ghost,Grass
Pumpkaboo-Large,8,Ghost,Grass
Pumpkaboo-Super,8,Ghost,Grass
Gourgeist,8,Ghost,Grass
Gourgeist-Small,8,Ghost,Grass
Gourgeist-Large,8,Ghost,Grass
Gourgeist-Super,8,Ghost,Grass
Bergmite,8,Ice,
Avalugg,8,Ice,
Noibat,8,Flying,Dragon
Noivern,8,Flying,Dragon
Xerneas,8,Fairy,
Yveltal,8,Dark,Flying
Zygarde,8,Dragon,Ground
Zygarde-10%,8,Dragon,Ground
Zygarde-Complete,8,Dragon,Ground
Diancie,8,Rock,Fairy
Diancie-Mega,8,Rock,Fairy
Hoopa,8,Psychic,Ghost
Hoopa-Unbound,8,Psychic,Dark
Volcanion,8,Fire,Water
Rowlet,8,Grass,Flying
Dartrix,8,Grass,Flying
Decidueye,8,Grass,Ghost
Litten,8,Fire,
Torracat,8,Fire,
Incineroar,8,Fire,Dark
Popplio,8,Water,
Brionne,8,Water,
Primarina,8,Water,Fairy
Pikipek,8,Normal,Flying
Trumbeak,8,Normal,Flying
Toucannon,8,Normal,Flying
Yungoos,8,Normal,
Gumshoos,8,Normal,
Grubbin,8,Bug,
Charjabug,8,Bug,Electric
Vikavolt,8,Bug,Electric
Crabrawler,8,Fighting,
Crabominable,8,Fighting,Ice
Oricorio,8,Fire,Flying
Oricorio-Pom-Pom,8,Electric,Flying
Oricorio-Pa'u,8,Psychic,Flying
Oricorio-Sensu,8,Ghost,Flying
Cutiefly,8,Bug,Fairy
Ribombee,8,Bug,Fairy
Rockruff,8,Rock,
Lycanroc,8,Rock,
Lycanroc-Midnight,8,Rock,
Lycanroc-Dusk,8,Rock,
Wishiwashi,8,Water,
Wishiwashi-School,8,Water,
Mareanie,8,Poison,Water
Toxapex,8,Poison,Water
Mudbray,8,Ground,
Mudsdale,8,Ground,
Dewpider,8,Water,Bug
Araquanid,8,Water,Bug
Fomantis,8,Grass,
Lurantis,8,Grass,
Morelull,8,Grass,Fairy
Shiinotic,8,Grass,Fairy
Salandit,8,Poison,Fire
Salazzle,8,Poison,Fire
Stufful,8,Normal,Fighting
Bewear,8,Normal,Fighting
Bounsweet,8,Grass,
Steenee,8,Grass,
Tsareena,8,Grass,
Comfey,8,Fairy,
Oranguru,8,Normal,Psychic
Passimian,8,Fighting,
Wimpod,8,Bug,Water
Golisopod,8,Bug,Water
Sandygast,8,Ghost,Ground
Palossand,8,Ghost,Ground
Pyukumuku,8,Water,
Type: Null,8,Normal,
Silvally,8,Normal,
Silvally-Bug,8,Bug,
Silvally-Dark,8,Dark,
Silvally-Dragon,8,Dragon,
Silvally-Electric,8,Electric,
Silvally-Fairy,8,Fairy,
Silvally-Fighting,8,Fighting,
Silvally-Fire,8,Fire,
Silvally-Flying,8,Flying,
Silvally-Ghost,8,Ghost,
Silvally-Grass,8,Grass,
Silvally-Ground,8,Ground,
Silvally-Ice,8,Ice,
Silvally-Poison,8,Poison,
