Name,Gen,HP,Attack,Defense,Sp_attack,Sp_defense,Speed
Girafarig,7,70,80,65,90,65,85
Pineco,7,50,65,90,35,35,15
Forretress,7,75,90,140,60,60,40
Dunsparce,7,100,70,70,65,65,45
Gligar,7,65,75,105,35,65,85
Steelix,7,75,85,200,55,65,30
Steelix-Mega,7,75,125,230,55,95,30
Snubbull,7,60,80,50,40,40,30
Granbull,7,90,120,75,60,60,45
Qwilfish,7,65,95,85,55,55,85
Scizor,7,70,130,100,55,80,65
Scizor-Mega,7,70,150,140,65,100,75
Shuckle,7,20,10,230,10,230,5
Heracross,7,80,125,75,40,95,85
Heracross-Mega,7,80,185,115,40,105,75
Sneasel,7,55,95,55,35,75,115
Teddiursa,7,60,80,50,50,50,40
Ursaring,7,90,130,75,75,75,55
Slugma,7,40,40,40,70,40,20
Magcargo,7,60,50,120,90,80,30
Swinub,7,50,50,40,30,30,50
Piloswine,7,100,100,80,60,60,50
Corsola,7,65,55,95,65,95,35
Remoraid,7,35,65,35,65,35,65
Octillery,7,75,105,75,105,75,45
Delibird,7,45,55,45,65,45,75
Mantine,7,85,40,70,80,140,70
Skarmory,7,65,80,140,40,70,70
Houndour,7,45,60,30,80,50,65
Houndoom,7,75,90,50,110,80,95
Houndoom-Mega,7,75,90,90,140,90,115
Kingdra,7,75,95,95,95,95,85
Phanpy,7,90,60,60,40,40,40
Donphan,7,90,120,120,60,60,50
Porygon2,7,85,80,90,105,95,60
Stantler,7,73,95,62,85,65,85
Smeargle,7,55,20,35,20,45,75
Tyrogue,7,35,35,35,35,35,35
Hitmontop,7,50,95,95,35,110,70
Smoochum,7,45,30,15,85,65,65
Elekid,7,45,63,37,65,55,95
Magby,7,45,75,37,70,55,83
Miltank,7,95,80,105,40,70,100
Blissey,7,255,10,10,75,135,55
Raikou,7,90,85,75,115,100,115
Entei,7,115,115,85,90,75,100
Suicune,7,100,75,115,90,115,85
Larvitar,7,50,64,50,45,50,41
Pupitar,7,70,84,70,65,70,51
Tyranitar,7,100,134,110,95,100,61
Tyranitar-Mega,7,100,164,150,95,120,71
Lugia,7,106,90,130,90,154,110
Ho-Oh,7,106,130,90,110,154,90
Celebi,7,100,100,100,100,100,100
Treecko,7,40,45,35,65,55,70
Grovyle,7,50,65,45,85,65,95
Sceptile,7,70,85,65,105,85,120
Sceptile-Mega,7,70,110,75,145,85,145
Torchic,7,45,60,40,70,50,45
Combusken,7,60,85,60,85,60,55
Blaziken,7,80,120,70,110,70,80
Blaziken-Mega,7,80,160,80,130,80,100
Mudkip,7,50,70,50,50,50,40
Marshtomp,7,70,85,70,60,70,50
Swampert,7,100,110,90,85,90,60
Swampert-Mega,7,100,150,110,95,110,70
Poochyena,7,35,55,35,30,30,35
Mightyena,7,70,90,70,60,60,70
Zigzagoon,7,38,30,41,30,41,60
Linoone,7,78,70,61,50,61,100
Wurmple,7,45,45,35,20,30,20
Silcoon,7,50,35,55,25,25,15
Beautifly,7,60,70,50,100,50,65
Cascoon,7,50,35,55,25,25,15
Dustox,7,60,50,70,50,90,65
Lotad,7,40,30,30,40,50,30
Lombre,7,60,50,50,60,70,50
Ludicolo,7,80,70,70,90,100,70
Seedot,7,40,40,50,30,30,30
Nuzleaf,7,70,70,40,60,40,60
Shiftry,7,90,100,60,90,60,80
Taillow,7,40,55,30,30,30,85
Swellow,7,60,85,60,75,50,125
Wingull,7,40,30,30,55,30,85
Pelipper,7,60,50,100,95,70,65
Ralts,7,28,25,25,45,35,40
Kirlia,7,38,35,35,65,55,50
Gardevoir,7,68,65,65,125,115,80
Gardevoir-Mega,7,68,85,65,165,135,100
Surskit,7,40,30,32,50,52,65
Masquerain,7,70,60,62,100,82,80
Shroomish,7,60,40,60,40,60,35
Breloom,7,60,130,80,60,60,70
Slakoth,7,60,60,60,35,35,30
Vigoroth,7,80,80,80,55,55,90
Slaking,7,150,160,100,95,65,100
Nincada,7,31,45,90,30,30,40
Ninjask,7,61,90,45,50,50,160
Shedinja,7,1,90,45,30,30,40
Whismur,7,64,51,23,51,23,28
Loudred,7,84,71,43,71,43,48
Exploud,7,104,91,63,91,73,68
Makuhita,7,72,60,30,20,30,25
Hariyama,7,144,120,60,40,60,50
Azurill,7,50,20,40,20,40,20
Nosepass,7,30,45,135,45,90,30
Skitty,7,50,45,45,35,35,50
Delcatty,7,70,65,65,55,55,90
Sableye,7,50,75,75,65,65,50
Sableye-Mega,7,50,85,125,85,115,20
Mawile,7,50,85,85,55,55,50
Mawile-Mega,7,50,105,125,55,95,50
Aron,7,50,70,100,40,40,30
Lairon,7,60,90,140,50,50,40
Aggron,7,70,110,180,60,60,50
Aggron-Mega,7,70,140,230,60,80,50
Meditite,7,30,40,55,40,55,60
Medicham,7,60,60,75,60,75,80
Medicham-Mega,7,60,100,85,80,85,100
Electrike,7,40,45,40,65,40,65
Manectric,7,70,75,60,105,60,105
Manectric-Mega,7,70,75,80,135,80,135
Plusle,7,60,50,40,85,75,95
Minun,7,60,40,50,75,85,95
Volbeat,7,65,73,75,47,85,85
Illumise,7,65,47,75,73,85,85
Roselia,7,50,60,45,100,80,65
Gulpin,7,70,43,53,43,53,40
Swalot,7,100,73,83,73,83,55
Carvanha,7,45,90,20,65,20,65
Sharpedo,7,70,120,40,95,40,95
Sharpedo-Mega,7,70,140,70,110,65,105
Wailmer,7,130,70,35,70,35,60
Wailord,7,170,90,45,90,45,60
Numel,7,60,60,40,65,45,35
Camerupt,7,70,100,70,105,75,40
Camerupt-Mega,7,70,120,100,145,105,20
Torkoal,7,70,85,140,85,70,20
Spoink,7,60,25,35,70,80,60
Grumpig,7,80,45,65,90,110,80
Spinda,7,60,60,60,60,60,60
Trapinch,7,45,100,45,45,45,10
Vibrava,7,50,70,50,50,50,70
Flygon,7,80,100,80,80,80,100
Cacnea,7,50,85,40,85,40,35
Cacturne,7,70,115,60,115,60,55
Swablu,7,45,40,60,40,75,50
Altaria,7,75,70,90,70,105,80
Altaria-Mega,7,75,110,110,110,105,80
Zangoose,7,73,115,60,60,60,90
Seviper,7,73,100,60,100,60,65
Lunatone,7,90,55,65,95,85,70
Solrock,7,90,95,85,55,65,70
Barboach,7,50,48,43,46,41,60
Whiscash,7,110,78,73,76,71,60
Corphish,7,43,80,65,50,35,35
Crawdaunt,7,63,120,85,90,55,55
Baltoy,7,40,40,55,40,70,55
Claydol,7,60,70,105,70,120,75
Lileep,7,66,41,77,61,87,23
Cradily,7,86,81,97,81,107,43
Anorith,7,45,95,50,40,50,75
Armaldo,7,75,125,100,70,80,45
Feebas,7,20,15,20,10,55,80
Milotic,7,95,60,79,100,125,81
Castform,7,70,70,70,70,70,70
Kecleon,7,60,90,70,60,120,40
Shuppet,7,44,75,35,63,33,45
Banette,7,64,115,65,83,63,65
Banette-Mega,7,64,165,75,93,83,75
Duskull,7,20,40,90,30,90,25
Dusclops,7,40,70,130,60,130,25
Tropius,7,99,68,83,72,87,51
Chimecho,7,75,50,80,95,90,65
Absol,7,65,130,60,75,60,75
Absol-Mega,7,65,150,60,115,60,115
Wynaut,7,95,23,48,23,48,23
Snorunt,7,50,50,50,50,50,50
Glalie,7,80,80,80,80,80,80
Glalie-Mega,7,80,120,80,120,80,100
Spheal,7,70,40,50,55,50,25
Sealeo,7,90,60,70,75,70,45
Walrein,7,110,80,90,95,90,65
Clamperl,7,35,64,85,74,55,32
Huntail,7,55,104,105,94,75,52
Gorebyss,7,55,84,105,114,75,52
Relicanth,7,100,90,130,45,65,55
Luvdisc,7,43,30,55,40,65,97
Bagon,7,45,75,60,40,30,50
Shelgon,7,65,95,100,60,50,50
Salamence,7,95,135,80,110,80,100
Salamence-Mega,7,95,145,130,120,90,120
Beldum,7,40,55,80,35,60,30
Metang,7,60,75,100,55,80,50
Metagross,7,80,135,130,95,90,70
Metagross-Mega,7,80,145,150,105,110,110
Regirock,7,80,100,200,50,100,50
Regice,7,80,50,100,100,200,50
Registeel,7,80,75,150,75,150,50
Latias,7,80,80,90,110,130,110
Latias-Mega,7,80,100,120,140,150,110
Latios,7,80,90,80,130,110,110
Latios-Mega,7,80,130,100,160,120,110
Kyogre,7,100,100,90,150,140,90
Kyogre-Primal,7,100,150,90,180,160,90
Groudon,7,100,150,140,100,90,90
Groudon-Primal,7,100,180,160,150,90,90
Rayquaza,7,105,150,90,150,90,95
Rayquaza-Mega,7,105,180,100,180,100,115
Jirachi,7,100,100,100,100,100,100
Deoxys,7,50,150,50,150,50,150
Deoxys-Attack,7,50,180,20,180,20,150
Deoxys-Defense,7,50,70,160,70,160,90
Deoxys-Speed,7,50,95,90,95,90,180
Turtwig,7,55,68,64,45,55,31
Grotle,7,75,89,85,55,65,36
Torterra,7,95,109,105,75,85,56
Chimchar,7,44,58,44,58,44,61
Monferno,7,64,78,52,78,52,81
Infernape,7,76,104,71,104,71,108
Piplup,7,53,51,53,61,56,40
Prinplup,7,64,66,68,81,76,50
Empoleon,7,84,86,88,111,101,60
Starly,7,40,55,30,30,30,60
Staravia,7,55,75,50,40,40,80
Staraptor,7,85,120,70,50,60,100
Bidoof,7,59,45,40,35,40,31
Bibarel,7,79,85,60,55,60,71
Kricketot,7,37,25,41,25,41,25
Kricketune,7,77,85,51,55,51,65
Shinx,7,45,65,34,40,34,45
Luxio,7,60,85,49,60,49,60
Luxray,7,80,120,79,95,79,70
Budew,7,40,30,35,50,70,55
Roserade,7,60,70,65,125,105,90
Cranidos,7,67,125,40,30,30,58
Rampardos,7,97,165,60,65,50,58
Shieldon,7,30,42,118,42,88,30
Bastiodon,7,60,52,168,47,138,30
Burmy,7,40,29,45,29,45,36
Wormadam,7,60,59,85,79,105,36
Wormadam-Sandy,7,60,79,105,59,85,36
Wormadam-Trash,7,60,69,95,69,95,36
Mothim,7,70,94,50,94,50,66
Combee,7,30,30,42,30,42,70
Vespiquen,7,70,80,102,80,102,40
Pachirisu,7,60,45,70,45,90,95
Buizel,7,55,65,35,60,30,85
Floatzel,7,85,105,55,85,50,115
Cherubi,7,45,35,45,62,53,35
Cherrim,7,70,60,70,87,78,85
Shellos,7,76,48,48,57,62,34
Gastrodon,7,111,83,68,92,82,39
Ambipom,7,75,100,66,60,66,115
Drifloon,7,90,50,34,60,44,70
Drifblim,7,150,80,44,90,54,80
Buneary,7,55,66,44,44,56,85
Lopunny,7,65,76,84,54,96,105
Lopunny-Mega,7,65,136,94,54,96,135
Mismagius,7,60,60,60,105,105,105
Honchkrow,7,100,125,52,105,52,71
Glameow,7,49,55,42,42,37,85
Purugly,7,71,82,64,64,59,112
Chingling,7,45,30,50,65,50,45
Stunky,7,63,63,47,41,41,74
Skuntank,7,103,93,67,71,61,84
Bronzor,7,57,24,86,24,86,23
Bronzong,7,67,89,116,79,116,33
Bonsly,7,50,80,95,10,45,10
Mime Jr.,7,20,25,45,70,90,60
Happiny,7,100,5,5,15,65,30
Chatot,7,76,65,45,92,42,91
Spiritomb,7,50,92,108,92,108,35
Gible,7,58,70,45,40,45,42
Gabite,7,68,90,65,50,55,82
Garchomp,7,108,130,95,80,85,102
Garchomp-Mega,7,108,170,115,120,95,92
Munchlax,7,135,85,40,40,85,5
Riolu,7,40,70,40,35,40,60
Lucario,7,70,110,70,115,70,90
Lucario-Mega,7,70,145,88,140,70,112
Hippopotas,7,68,72,78,38,42,32
Hippowdon,7,108,112,118,68,72,47
Skorupi,7,40,50,90,30,55,65
Drapion,7,70,90,110,60,75,95
Croagunk,7,48,61,40,61,40,50
Toxicroak,7,83,106,65,86,65,85
Carnivine,7,74,100,72,90,72,46
Finneon,7,49,49,56,49,61,66
Lumineon,7,69,69,76,69,86,91
Mantyke,7,45,20,50,60,120,50
Snover,7,60,62,50,62,60,40
Abomasnow,7,90,92,75,92,85,60
Abomasnow-Mega,7,90,132,105,132,105,30
Weavile,7,70,120,65,45,85,125
Magnezone,7,70,70,115,130,90,60
Lickilicky,7,110,85,95,80,95,50
Rhyperior,7,115,140,130,55,55,40
Tangrowth,7,100,100,125,110,50,50
Electivire,7,75,123,67,95,85,95
Magmortar,7,75,95,67,125,95,83
Togekiss,7,85,50,95,120,115,80
Yanmega,7,86,76,86,116,56,95
Leafeon,7,65,110,130,60,65,95
Glaceon,7,65,60,110,130,95,65
Gliscor,7,75,95,125,45,75,95
Mamoswine,7,110,130,80,70,60,80
Porygon-Z,7,85,80,70,135,75,90
Gallade,7,68,125,65,65,115,80
Gallade-Mega,7,68,165,95,65,115,110
Probopass,7,60,55,145,75,150,40
Dusknoir,7,45,100,135,65,135,45
Froslass,7,70,80,70,80,70,110
Rotom,7,50,50,77,95,77,91
Rotom-Heat,7,50,65,107,105,107,86
Rotom-Wash,7,50,65,107,105,107,86
Rotom-Frost,7,50,65,107,105,107,86
Rotom-Fan,7,50,65,107,105,107,86
Rotom-Mow,7,50,65,107,105,107,86
Uxie,7,75,75,130,75,130,95
Mesprit,7,80,105,105,105,105,80
Azelf,7,75,125,70,125,70,115
Dialga,7,100,120,120,150,100,90
Palkia,7,90,120,100,150,120,100
Heatran,7,91,90,106,130,106,77
Regigigas,7,110,160,110,80,110,100
Giratina,7,150,100,120,100,120,90
Giratina-Origin,7,150,120,100,120,100,90
Cresselia,7,120,70,120,75,130,85
Phione,7,80,80,80,80,80,80
Manaphy,7,100,100,100,100,100,100
Darkrai,7,70,90,90,135,90,125
Shaymin,7,100,100,100,100,100,100
Shaymin-Sky,7,100,103,75,120,75,127
Arceus,7,120,120,120,120,120,120
Arceus-Bug,7,120,120,120,120,120,120
Arceus-Dark,7,120,120,120,120,120,120
Arceus-Dragon,7,120,120,120,120,120,120
Arceus-Electric,7,120,120,120,120,120,120
Arceus-Fairy,7,120,120,120,120,120,120
Arceus-Fighting,7,120,120,120,120,120,120
Arceus-Fire,7,120,120,120,120,120,120
Arceus-Flying,7,120,120,120,120,120,120
Arceus-Ghost,7,120,120,120,120,120,120
Arceus-Grass,7,120,120,120,120,120,120
Arceus-Ground,7,120,120,120,120,120,120
Arceus-Ice,7,120,120,120,120,120,120
Arceus-Poison,7,120,120,120,120,120,120
Arceus-Psychic,7,120,120,120,120,120,120
Arceus-Rock,7,120,120,120,120,120,120
Arceus-Steel,7,120,120,120,120,120,120
Arceus-Water,7,120,120,120,120,120,120
Victini,7,100,100,100,100,100,100
Snivy,7,45,45,55,45,55,63
Servine,7,60,60,75,60,75,83
Serperior,7,75,75,95,75,95,113
Tepig,7,65,63,45,45,45,45
Pignite,7,90,93,55,70,55,55
Emboar,7,110,123,65,100,65,65
Oshawott,7,55,55,45,63,45,45
Dewott,7,75,75,60,83,60,60
Samurott,7,95,100,85,108,70,70
Patrat,7,45,55,39,35,39,42
Watchog,7,60,85,69,60,69,77
Lillipup,7,45,60,45,25,45,55
Herdier,7,65,80,65,35,65,60
Stoutland,7,85,110,90,45,90,80
Purrloin,7,41,50,37,50,37,66
Liepard,7,64,88,50,88,50,106
Pansage,7,50,53,48,53,48,64
Simisage,7,75,98,63,98,63,101
Pansear,7,50,53,48,53,48,64
Simisear,7,75,98,63,98,63,101
Panpour,7,50,53,48,53,48,64
Simipour,7,75,98,63,98,63,101
Munna,7,76,25,45,67,55,24
Musharna,7,116,55,85,107,95,29
Pidove,7,50,55,50,36,30,43
Tranquill,7,62,77,62,50,42,65
Unfezant,7,80,115,80,65,55,93
Blitzle,7,45,60,32,50,32,76
Zebstrika,7,75,100,63,80,63,116
Roggenrola,7,55,75,85,25,25,15
Boldore,7,70,105,105,50,40,20
Gigalith,7,85,135,130,60,80,25
Woobat,7,65,45,43,55,43,72
Swoobat,7,67,57,55,77,55,114
Drilbur,7,60,85,40,30,45,68
Excadrill,7,110,135,60,50,65,88
Audino,7,103,60,86,60,86,50
Audino-Mega,7,103,60,126,80,126,50
Timburr,7,75,80,55,25,35,35
Gurdurr,7,85,105,85,40,50,40
Conkeldurr,7,105,140,95,55,65,45
Tympole,7,50,50,40,50,40,64
Palpitoad,7,75,65,55,65,55,69
Seismitoad,7,105,95,75,85,75,74
Throh,7,120,100,85,30,85,45
Sawk,7,75,125,75,30,75,85
Sewaddle,7,45,53,70,40,60,42
Swadloon,7,55,63,90,50,80,42
Leavanny,7,75,103,80,70,80,92
Venipede,7,30,45,59,30,39,57
Whirlipede,7,40,55,99,40,79,47
Scolipede,7,60,100,89,55,69,112
Cottonee,7,40,27,60,37,50,66
Whimsicott,7,60,67,85,77,75,116
Petilil,7,45,35,50,70,50,30
Lilligant,7,70,60,75,110,75,90
Basculin,7,70,92,65,80,55,98
Sandile,7,50,72,35,35,35,65
Krokorok,7,60,82,45,45,45,74
Krookodile,7,95,117,80,65,70,92
Darumaka,7,70,90,45,15,45,50
Darmanitan,7,105,140,55,30,55,95
Maractus,7,75,86,67,106,67,60
Dwebble,7,50,65,85,35,35,55
Crustle,7,70,105,125,65,75,45
Scraggy,7,50,75,70,35,70,48
Scrafty,7,65,90,115,45,115,58
Sigilyph,7,72,58,80,103,80,97
Yamask,7,38,30,85,55,65,30
Cofagrigus,7,58,50,145,95,105,30
Tirtouga,7,54,78,103,53,45,22
Carracosta,7,74,108,133,83,65,32
Archen,7,55,112,45,74,45,70
Archeops,7,75,140,65,112,65,110
Trubbish,7,50,50,62,40,62,65
Garbodor,7,80,95,82,60,82,75
Zorua,7,40,65,40,80,40,65
Zoroark,7,60,105,60,120,60,105
Minccino,7,55,50,40,40,40,75
Cinccino,7,75,95,60,65,60,115
Gothita,7,45,30,50,55,65,45
Gothorita,7,60,45,70,75,85,55
Gothitelle,7,70,55,95,95,110,65
Solosis,7,45,30,40,105,50,20
Duosion,7,65,40,50,125,60,30
Reuniclus,7,110,65,75,125,85,30
Ducklett,7,62,44,50,44,50,55
Swanna,7,75,87,63,87,63,98
Vanillite,7,36,50,50,65,60,44
Vanillish,7,51,65,65,80,75,59
Vanilluxe,7,71,95,85,110,95,79
Deerling,7,60,60,50,40,50,75
Sawsbuck,7,80,100,70,60,70,95
Emolga,7,55,75,60,75,60,103
Karrablast,7,50,75,45,40,45,60
Escavalier,7,70,135,105,60,105,20
Foongus,7,69,55,45,55,55,15
Amoonguss,7,114,85,70,85,80,30
