Name,Gen,HP,Attack,Defense,Sp_attack,Sp_defense,Speed
Staryu,3,30,45,55,70,55,85
Starmie,3,60,75,85,100,85,115
Mr. Mime,3,40,45,65,100,120,90
Scyther,3,70,110,80,55,80,105
Jynx,3,65,50,35,115,95,95
Electabuzz,3,65,83,57,95,85,105
Magmar,3,65,95,57,100,85,93
Pinsir,3,65,125,100,55,70,85
Tauros,3,75,100,95,40,70,110
Magikarp,3,20,10,55,15,20,80
Gyarados,3,95,125,79,60,100,81
Lapras,3,130,85,80,85,95,60
Ditto,3,48,48,48,48,48,48
Eevee,3,55,55,50,45,65,55
Vaporeon,3,130,65,60,110,95,65
Jolteon,3,65,65,60,110,95,130
Flareon,3,65,130,60,95,110,65
Porygon,3,65,60,70,85,75,40
Omanyte,3,35,40,100,90,55,35
Omastar,3,70,60,125,115,70,55
Kabuto,3,30,80,90,55,45,55
Kabutops,3,60,115,105,65,70,80
Aerodactyl,3,80,105,65,60,75,130
Snorlax,3,160,110,65,65,110,30
Articuno,3,90,85,100,95,125,85
Zapdos,3,90,90,85,125,90,100
Moltres,3,90,100,90,125,85,90
Dratini,3,41,64,45,50,50,50
Dragonair,3,61,84,65,70,70,70
Dragonite,3,91,134,95,100,100,80
Mewtwo,3,106,110,90,154,90,130
Mew,3,100,100,100,100,100,100
Chikorita,3,45,49,65,49,65,45
Bayleef,3,60,62,80,63,80,60
Meganium,3,80,82,100,83,100,80
Cyndaquil,3,39,52,43,60,50,65
Quilava,3,58,64,58,80,65,80
Typhlosion,3,78,84,78,109,85,100
Totodile,3,50,65,64,44,48,43
Croconaw,3,65,80,80,59,63,58
Feraligatr,3,85,105,100,79,83,78
Sentret,3,35,46,34,35,45,20
Furret,3,85,76,64,45,55,90
Hoothoot,3,60,30,30,36,56,50
Noctowl,3,100,50,50,76,96,70
Ledyba,3,40,20,30,40,80,55
Ledian,3,55,35,50,55,110,85
Spinarak,3,40,60,40,40,40,30
Ariados,3,70,90,70,60,60,40
Crobat,3,85,90,80,70,80,130
Chinchou,3,75,38,38,56,56,67
Lanturn,3,125,58,58,76,76,67
Pichu,3,20,40,15,35,35,60
Cleffa,3,50,25,28,45,55,15
Igglybuff,3,90,30,15,40,20,15
Togepi,3,35,20,65,40,65,20
Togetic,3,55,40,85,80,105,40
Natu,3,40,50,45,70,45,70
Xatu,3,65,75,70,95,70,95
Mareep,3,55,40,40,65,45,35
Flaaffy,3,70,55,55,80,60,45
Ampharos,3,90,75,75,115,90,55
Bellossom,3,75,80,85,90,100,50
Marill,3,70,20,50,20,50,40
Azumarill,3,100,50,80,50,80,50
Sudowoodo,3,70,100,115,30,65,30
Politoed,3,90,75,75,90,100,70
Hoppip,3,35,35,40,35,55,50
Skiploom,3,55,45,50,45,65,80
Jumpluff,3,75,55,70,55,85,110
Aipom,3,55,70,55,40,55,85
Sunkern,3,30,30,30,30,30,30
Sunflora,3,75,75,55,105,85,30
Yanma,3,65,65,45,75,45,95
Wooper,3,55,45,45,25,25,15
Quagsire,3,95,85,85,65,65,35
Espeon,3,65,65,60,130,95,110
Umbreon,3,95,65,110,60,130,65
Murkrow,3,60,85,42,85,42,91
Slowking,3,95,75,80,100,110,30
Misdreavus,3,60,60,60,85,85,85
Unown,3,48,72,48,72,48,48
Wobbuffet,3,190,33,58,33,58,33
Girafarig,3,70,80,65,90,65,85
Pineco,3,50,65,90,35,35,15
Forretress,3,75,90,140,60,60,40
Dunsparce,3,100,70,70,65,65,45
Gligar,3,65,75,105,35,65,85
Steelix,3,75,85,200,55,65,30
Snubbull,3,60,80,50,40,40,30
Granbull,3,90,120,75,60,60,45
Qwilfish,3,65,95,75,55,55,85
Scizor,3,70,130,100,55,80,65
Shuckle,3,20,10,230,10,230,5
Heracross,3,80,125,75,40,95,85
Sneasel,3,55,95,55,35,75,115
Teddiursa,3,60,80,50,50,50,40
Ursaring,3,90,130,75,75,75,55
Slugma,3,40,40,40,70,40,20
Magcargo,3,50,50,120,80,80,30
Swinub,3,50,50,40,30,30,50
Piloswine,3,100,100,80,60,60,50
Corsola,3,55,55,85,65,85,35
Remoraid,3,35,65,35,65,35,65
Octillery,3,75,105,75,105,75,45
Delibird,3,45,55,45,65,45,75
Mantine,3,65,40,70,80,140,70
Skarmory,3,65,80,140,40,70,70
Houndour,3,45,60,30,80,50,65
Houndoom,3,75,90,50,110,80,95
Kingdra,3,75,95,95,95,95,85
Phanpy,3,90,60,60,40,40,40
Donphan,3,90,120,120,60,60,50
Porygon2,3,85,80,90,105,95,60
Stantler,3,73,95,62,85,65,85
Smeargle,3,55,20,35,20,45,75
Tyrogue,3,35,35,35,35,35,35
Hitmontop,3,50,95,95,35,110,70
Smoochum,3,45,30,15,85,65,65
Elekid,3,45,63,37,65,55,95
Magby,3,45,75,37,70,55,83
Miltank,3,95,80,105,40,70,100
Blissey,3,255,10,10,75,135,55
Raikou,3,90,85,75,115,100,115
Entei,3,115,115,85,90,75,100
Suicune,3,100,75,115,90,115,85
Larvitar,3,50,64,50,45,50,41
Pupitar,3,70,84,70,65,70,51
Tyranitar,3,100,134,110,95,100,61
Lugia,3,106,90,130,90,154,110
Ho-Oh,3,106,130,90,110,154,90
Celebi,3,100,100,100,100,100,100
Treecko,3,40,45,35,65,55,70
Grovyle,3,50,65,45,85,65,95
Sceptile,3,70,85,65,105,85,120
Torchic,3,45,60,40,70,50,45
Combusken,3,60,85,60,85,60,55
Blaziken,3,80,120,70,110,70,80
Mudkip,3,50,70,50,50,50,40
Marshtomp,3,70,85,70,60,70,50
Swampert,3,100,110,90,85,90,60
Poochyena,3,35,55,35,30,30,35
Mightyena,3,70,90,70,60,60,70
Zigzagoon,3,38,30,41,30,41,60
Linoone,3,78,70,61,50,61,100
Wurmple,3,45,45,35,20,30,20
Silcoon,3,50,35,55,25,25,15
Beautifly,3,60,70,50,90,50,65
Cascoon,3,50,35,55,25,25,15
Dustox,3,60,50,70,50,90,65
Lotad,3,40,30,30,40,50,30
Lombre,3,60,50,50,60,70,50
Ludicolo,3,80,70,70,90,100,70
Seedot,3,40,40,50,30,30,30
Nuzleaf,3,70,70,40,60,40,60
Shiftry,3,90,100,60,90,60,80
Taillow,3,40,55,30,30,30,85
Swellow,3,60,85,60,50,50,125
Wingull,3,40,30,30,55,30,85
Pelipper,3,60,50,100,85,70,65
Ralts,3,28,25,25,45,35,40
Kirlia,3,38,35,35,65,55,50
Gardevoir,3,68,65,65,125,115,80
Surskit,3,40,30,32,50,52,65
Masquerain,3,70,60,62,80,82,60
Shroomish,3,60,40,60,40,60,35
Breloom,3,60,130,80,60,60,70
Slakoth,3,60,60,60,35,35,30
Vigoroth,3,80,80,80,55,55,90
Slaking,3,150,160,100,95,65,100
Nincada,3,31,45,90,30,30,40
Ninjask,3,61,90,45,50,50,160
Shedinja,3,1,90,45,30,30,40
Whismur,3,64,51,23,51,23,28
Loudred,3,84,71,43,71,43,48
Exploud,3,104,91,63,91,63,68
Makuhita,3,72,60,30,20,30,25
Hariyama,3,144,120,60,40,60,50
Azurill,3,50,20,40,20,40,20
Nosepass,3,30,45,135,45,90,30
Skitty,3,50,45,45,35,35,50
Delcatty,3,70,65,65,55,55,70
Sableye,3,50,75,75,65,65,50
Mawile,3,50,85,85,55,55,50
Aron,3,50,70,100,40,40,30
Lairon,3,60,90,140,50,50,40
Aggron,3,70,110,180,60,60,50
Meditite,3,30,40,55,40,55,60
Medicham,3,60,60,75,60,75,80
Electrike,3,40,45,40,65,40,65
Manectric,3,70,75,60,105,60,105
Plusle,3,60,50,40,85,75,95
Minun,3,60,40,50,75,85,95
Volbeat,3,65,73,55,47,75,85
Illumise,3,65,47,55,73,75,85
Roselia,3,50,60,45,100,80,65
Gulpin,3,70,43,53,43,53,40
Swalot,3,100,73,83,73,83,55
Carvanha,3,45,90,20,65,20,65
Sharpedo,3,70,120,40,95,40,95
Wailmer,3,130,70,35,70,35,60
Wailord,3,170,90,45,90,45,60
Numel,3,60,60,40,65,45,35
Camerupt,3,70,100,70,105,75,40
Torkoal,3,70,85,140,85,70,20
Spoink,3,60,25,35,70,80,60
Grumpig,3,80,45,65,90,110,80
Spinda,3,60,60,60,60,60,60
Trapinch,3,45,100,45,45,45,10
Vibrava,3,50,70,50,50,50,70
Flygon,3,80,100,80,80,80,100
Cacnea,3,50,85,40,85,40,35
Cacturne,3,70,115,60,115,60,55
Swablu,3,45,40,60,40,75,50
Altaria,3,75,70,90,70,105,80
Zangoose,3,73,115,60,60,60,90
Seviper,3,73,100,60,100,60,65
Lunatone,3,70,55,65,95,85,70
Solrock,3,70,95,85,55,65,70
Barboach,3,50,48,43,46,41,60
Whiscash,3,110,78,73,76,71,60
Corphish,3,43,80,65,50,35,35
Crawdaunt,3,63,120,85,90,55,55
Baltoy,3,40,40,55,40,70,55
Claydol,3,60,70,105,70,120,75
Lileep,3,66,41,77,61,87,23
Cradily,3,86,81,97,81,107,43
Anorith,3,45,95,50,40,50,75
Armaldo,3,75,125,100,70,80,45
Feebas,3,20,15,20,10,55,80
Milotic,3,95,60,79,100,125,81
Castform,3,70,70,70,70,70,70
Kecleon,3,60,90,70,60,120,40
Shuppet,3,44,75,35,63,33,45
Banette,3,64,115,65,83,63,65
Duskull,3,20,40,90,30,90,25
Dusclops,3,40,70,130,60,130,25
Tropius,3,99,68,83,72,87,51
Chimecho,3,65,50,70,95,80,65
Absol,3,65,130,60,75,60,75
Wynaut,3,95,23,48,23,48,23
Snorunt,3,50,50,50,50,50,50
Glalie,3,80,80,80,80,80,80
Spheal,3,70,40,50,55,50,25
Sealeo,3,90,60,70,75,70,45
Walrein,3,110,80,90,95,90,65
Clamperl,3,35,64,85,74,55,32
Huntail,3,55,104,105,94,75,52
Gorebyss,3,55,84,105,114,75,52
Relicanth,3,100,90,130,45,65,55
Luvdisc,3,43,30,55,40,65,97
Bagon,3,45,75,60,40,30,50
Shelgon,3,65,95,100,60,50,50
Salamence,3,95,135,80,110,80,100
Beldum,3,40,55,80,35,60,30
Metang,3,60,75,100,55,80,50
Metagross,3,80,135,130,95,90,70
Regirock,3,80,100,200,50,100,50
Regice,3,80,50,100,100,200,50
Registeel,3,80,75,150,75,150,50
Latias,3,80,80,90,110,130,110
Latios,3,80,90,80,130,110,110
Kyogre,3,100,100,90,150,140,90
Groudon,3,100,150,140,100,90,90
Rayquaza,3,105,150,90,150,90,95
Jirachi,3,100,100,100,100,100,100
Deoxys,3,50,150,50,150,50,150
Deoxys-Attack,3,50,180,20,180,20,150
Deoxys-Defense,3,50,70,160,70,160,90
Deoxys-Speed,3,50,95,90,95,90,180
