Name,Gen,TypeOne,TypeTwo
Bellsprout,9,Grass,Poison
Weepinbell,9,Grass,Poison
Victreebel,9,Grass,Poison
Tentacool,9,Water,Poison
Tentacruel,9,Water,Poison
Geodude,9,Rock,Ground
Geodude-Alola,9,Rock,Electric
Graveler,9,Rock,Ground
Graveler-Alola,9,Rock,Electric
Golem,9,Rock,Ground
Golem-Alola,9,Rock,Electric
Ponyta,9,Fire,
Ponyta-Galar,9,Psychic,
Rapidash,9,Fire,
Rapidash-Galar,9,Psychic,Fairy
Slowpoke,9,Water,Psychic
Slowpoke-Galar,9,Psychic,
Slowbro,9,Water,Psychic
Slowbro-Mega,9,Water,Psychic
Slowbro-Galar,9,Poison,Psychic
Magnemite,9,Electric,Steel
Magneton,9,Electric,Steel
Farfetch’d,9,Normal,Flying
Farfetch’d-Galar,9,Fighting,
Doduo,9,Normal,Flying
Dodrio,9,Normal,Flying
Seel,9,Water,
Dewgong,9,Water,Ice
Grimer,9,Poison,
Grimer-Alola,9,Poison,Dark
Muk,9,Poison,
Muk-Alola,9,Poison,Dark
Shellder,9,Water,
Cloyster,9,Water,Ice
Gastly,9,Ghost,Poison
Haunter,9,Ghost,Poison
Gengar,9,Ghost,Poison
Gengar-Mega,9,Ghost,Poison
Onix,9,Rock,Ground
Drowzee,9,Psychic,
Hypno,9,Psychic,
Krabby,9,Water,
Kingler,9,Water,
Voltorb,9,Electric,
Voltorb-Hisui,9,Electric,Grass
Electrode,9,Electric,
Electrode-Hisui,9,Electric,Grass
Exeggcute,9,Grass,Psychic
Exeggutor,9,Grass,Psychic
Exeggutor-Alola,9,Grass,Dragon
Cubone,9,Ground,
Marowak,9,Ground,
Marowak-Alola,9,Fire,Ghost
Hitmonlee,9,Fighting,
Hitmonchan,9,Fighting,
Lickitung,9,Normal,
Koffing,9,Poison,
Weezing,9,Poison,
Weezing-Galar,9,Poison,Fairy
Rhyhorn,9,Ground,Rock
Rhydon,9,Ground,Rock
Chansey,9,Normal,
Tangela,9,Grass,
Kangaskhan,9,Normal,
Kangaskhan-Mega,9,Normal,
Horsea,9,Water,
Seadra,9,Water,
Goldeen,9,Water,
Seaking,9,Water,
Staryu,9,Water,
Starmie,9,Water,Psychic
Mr. Mime,9,Psychic,Fairy
Mr. Mime-Galar,9,Ice,Psychic
Scyther,9,Bug,Flying
Jynx,9,Ice,Psychic
Electabuzz,9,Electric,
Magmar,9,Fire,
Pinsir,9,Bug,
Pinsir-Mega,9,Bug,Flying
Tauros,9,Normal,
Tauros-Paldea-Combat,9,Fighting,
Tauros-Paldea-Blaze,9,Fighting,Fire
Tauros-Paldea-Aqua,9,Fighting,Water
Magikarp,9,Water,
Gyarados,9,Water,Flying
Gyarados-Mega,9,Water,Dark
Lapras,9,Water,Ice
Ditto,9,Normal,
Eevee,9,Normal,
Vaporeon,9,Water,
Jolteon,9,Electric,
Flareon,9,Fire,
Porygon,9,Normal,
Omanyte,9,Rock,Water
Omastar,9,Rock,Water
Kabuto,9,Rock,Water
Kabutops,9,Rock,Water
Aerodactyl,9,Rock,Flying
Aerodactyl-Mega,9,Rock,Flying
Snorlax,9,Normal,
Articuno,9,Ice,Flying
Articuno-Galar,9,Psychic,Flying
Zapdos,9,Electric,Flying
Zapdos-Galar,9,Fighting,Flying
Moltres,9,Fire,Flying
Moltres-Galar,9,Dark,Flying
Dratini,9,Dragon,
Dragonair,9,Dragon,
Dragonite,9,Dragon,Flying
Mewtwo,9,Psychic,
Mewtwo-Mega-X,9,Psychic,Fighting
Mewtwo-Mega-Y,9,Psychic,
Mew,9,Psychic,
Chikorita,9,Grass,
Bayleef,9,Grass,
Meganium,9,Grass,
Cyndaquil,9,Fire,
Quilava,9,Fire,
Typhlosion,9,Fire,
Typhlosion-Hisui,9,Fire,Ghost
Totodile,9,Water,
Croconaw,9,Water,
Feraligatr,9,Water,
Sentret,9,Normal,
Furret,9,Normal,
Hoothoot,9,Normal,Flying
Noctowl,9,Normal,Flying
Ledyba,9,Bug,Flying
Ledian,9,Bug,Flying
Spinarak,9,Bug,Poison
Ariados,9,Bug,Poison
Crobat,9,Poison,Flying
Chinchou,9,Water,Electric
Lanturn,9,Water,Electric
Pichu,9,Electric,
Cleffa,9,Fairy,
Igglybuff,9,Normal,Fairy
Togepi,9,Fairy,
Togetic,9,Fairy,Flying
Natu,9,Psychic,Flying
Xatu,9,Psychic,Flying
Mareep,9,Electric,
Flaaffy,9,Electric,
Ampharos,9,Electric,
Ampharos-Mega,9,Electric,Dragon
Bellossom,9,Grass,
Marill,9,Water,Fairy
Azumarill,9,Water,Fairy
Sudowoodo,9,Rock,
Politoed,9,Water,
Hoppip,9,Grass,Flying
Skiploom,9,Grass,Flying
Jumpluff,9,Grass,Flying
Aipom,9,Normal,
Sunkern,9,Grass,
Sunflora,9,Grass,
Yanma,9,Bug,Flying
Wooper,9,Water,Ground
Wooper-Paldea,9,Poison,Ground
Quagsire,9,Water,Ground
Espeon,9,Psychic,
Umbreon,9,Dark,
Murkrow,9,Dark,Flying
Slowking,9,Water,Psychic
Slowking-Galar,9,Poison,Psychic
Misdreavus,9,Ghost,
Unown,9,Psychic,
Wobbuffet,9,Psychic,
Girafarig,9,Normal,Psychic
Pineco,9,Bug,
Forretress,9,Bug,Steel
Dunsparce,9,Normal,
Gligar,9,Ground,Flying
Steelix,9,Steel,Ground
Steelix-Mega,9,Steel,Ground
Snubbull,9,Fairy,
Granbull,9,Fairy,
Qwilfish,9,Water,Poison
Qwilfish-Hisui,9,Dark,Poison
Scizor,9,Bug,Steel
Scizor-Mega,9,Bug,Steel
Shuckle,9,Bug,Rock
Heracross,9,Bug,Fighting
Heracross-Mega,9,Bug,Fighting
Sneasel,9,Dark,Ice
Sneasel-Hisui,9,Fighting,Poison
Teddiursa,9,Normal,
Ursaring,9,Normal,
Slugma,9,Fire,
Magcargo,9,Fire,Rock
Swinub,9,Ice,Ground
Piloswine,9,Ice,Ground
Corsola,9,Water,Rock
Corsola-Galar,9,Ghost,
Remoraid,9,Water,
Octillery,9,Water,
Delibird,9,Ice,Flying
Mantine,9,Water,Flying
Skarmory,9,Steel,Flying
Houndour,9,Dark,Fire
Houndoom,9,Dark,Fire
Houndoom-Mega,9,Dark,Fire
Kingdra,9,Water,Dragon
Phanpy,9,Ground,
Donphan,9,Ground,
Porygon2,9,Normal,
Stantler,9,Normal,
Smeargle,9,Normal,
Tyrogue,9,Fighting,
Hitmontop,9,Fighting,
Smoochum,9,Ice,Psychic
Elekid,9,Electric,
Magby,9,Fire,
Miltank,9,Normal,
Blissey,9,Normal,
Raikou,9,Electric,
Entei,9,Fire,
Suicune,9,Water,
Larvitar,9,Rock,Ground
Pupitar,9,Rock,Ground
Tyranitar,9,Rock,Dark
Tyranitar-Mega,9,Rock,Dark
Lugia,9,Psychic,Flying
Ho-Oh,9,Fire,Flying
Celebi,9,Psychic,Grass
Treecko,9,Grass,
Grovyle,9,Grass,
Sceptile,9,Grass,
Sceptile-Mega,9,Grass,Dragon
Torchic,9,Fire,
Combusken,9,Fire,Fighting
Blaziken,9,Fire,Fighting
Blaziken-Mega,9,Fire,Fighting
Mudkip,9,Water,
Marshtomp,9,Water,Ground
Swampert,9,Water,Ground
Swampert-Mega,9,Water,Ground
Poochyena,9,Dark,
Mightyena,9,Dark,
Zigzagoon,9,Normal,
Zigzagoon-Galar,9,Dark,Normal
Linoone,9,Normal,
Linoone-Galar,9,Dark,Normal
Wurmple,9,Bug,
Silcoon,9,Bug,
Beautifly,9,Bug,Flying
Cascoon,9,Bug,
Dustox,9,Bug,Poison
Lotad,9,Water,Grass
Lombre,9,Water,Grass
Ludicolo,9,Water,Grass
Seedot,9,Grass,
Nuzleaf,9,Grass,Dark
Shiftry,9,Grass,Dark
Taillow,9,Normal,Flying
Swellow,9,Normal,Flying
Wingull,9,Water,Flying
Pelipper,9,Water,Flying
Ralts,9,Psychic,Fairy
Kirlia,9,Psychic,Fairy
Gardevoir,9,Psychic,Fairy
Gardevoir-Mega,9,Psychic,Fairy
Surskit,9,Bug,Water
Masquerain,9,Bug,Flying
Shroomish,9,Grass,
Breloom,9,Grass,Fighting
Slakoth,9,Normal,
Vigoroth,9,Normal,
Slaking,9,Normal,
Nincada,9,Bug,Ground
Ninjask,9,Bug,Flying
Shedinja,9,Bug,Ghost
Whismur,9,Normal,
Loudred,9,Normal,
Exploud,9,Normal,
Makuhita,9,Fighting,
Hariyama,9,Fighting,
Azurill,9,Normal,Fairy
Nosepass,9,Rock,
Skitty,9,Normal,
Delcatty,9,Normal,
Sableye,9,Dark,Ghost
Sableye-Mega,9,Dark,Ghost
Mawile,9,Steel,Fairy
Mawile-Mega,9,Steel,Fairy
Aron,9,Steel,Rock
Lairon,9,Steel,Rock
Aggron,9,Steel,Rock
Aggron-Mega,9,Steel,
Meditite,9,Fighting,Psychic
Medicham,9,Fighting,Psychic
Medicham-Mega,9,Fighting,Psychic
Electrike,9,Electric,
Manectric,9,Electric,
Manectric-Mega,9,Electric,
Plusle,9,Electric,
Minun,9,Electric,
Volbeat,9,Bug,
Illumise,9,Bug,
Roselia,9,Grass,Poison
Gulpin,9,Poison,
Swalot,9,Poison,
Carvanha,9,Water,Dark
Sharpedo,9,Water,Dark
Sharpedo-Mega,9,Water,Dark
Wailmer,9,Water,
Wailord,9,Water,
Numel,9,Fire,Ground
Camerupt,9,Fire,Ground
Camerupt-Mega,9,Fire,Ground
Torkoal,9,Fire,
Spoink,9,Psychic,
Grumpig,9,Psychic,
Spinda,9,Normal,
Trapinch,9,Ground,
Vibrava,9,Ground,Dragon
Flygon,9,Ground,Dragon
Cacnea,9,Grass,
Cacturne,9,Grass,Dark
Swablu,9,Normal,Flying
Altaria,9,Dragon,Flying
Altaria-Mega,9,Dragon,Fairy
Zangoose,9,Normal,
Seviper,9,Poison,
Lunatone,9,Rock,Psychic
Solrock,9,Rock,Psychic
Barboach,9,Water,Ground
Whiscash,9,Water,Ground
Corphish,9,Water,
Crawdaunt,9,Water,Dark
Baltoy,9,Ground,Psychic
Claydol,9,Ground,Psychic
Lileep,9,Rock,Grass
Cradily,9,Rock,Grass
Anorith,9,Rock,Bug
Armaldo,9,Rock,Bug
Feebas,9,Water,
Milotic,9,Water,
Castform,9,Normal,
Kecleon,9,Normal,
Shuppet,9,Ghost,
Banette,9,Ghost,
Banette-Mega,9,Ghost,
Duskull,9,Ghost,
Dusclops,9,Ghost,
Tropius,9,Grass,Flying
Chimecho,9,Psychic,
Absol,9,Dark,
Absol-Mega,9,Dark,
Wynaut,9,Psychic,
Snorunt,9,Ice,
Glalie,9,Ice,
Glalie-Mega,9,Ice,
Spheal,9,Ice,Water
Sealeo,9,Ice,Water
Walrein,9,Ice,Water
Clamperl,9,Water,
Huntail,9,Water,
Gorebyss,9,Water,
Relicanth,9,Water,Rock
Luvdisc,9,Water,
Bagon,9,Dragon,
Shelgon,9,Dragon,
Salamence,9,Dragon,Flying
Salamence-Mega,9,Dragon,Flying
Beldum,9,Steel,Psychic
Metang,9,Steel,Psychic
Metagross,9,Steel,Psychic
Metagross-Mega,9,Steel,Psychic
Regirock,9,Rock,
Regice,9,Ice,
Registeel,9,Steel,
Latias,9,Dragon,Psychic
Latias-Mega,9,Dragon,Psychic
Latios,9,Dragon,Psychic
Latios-Mega,9,Dragon,Psychic
Kyogre,9,Water,
Kyogre-Primal,9,Water,
Groudon,9,Ground,
Groudon-Primal,9,Ground,Fire
Rayquaza,9,Dragon,Flying
Rayquaza-Mega,9,Dragon,Flying
Jirachi,9,Steel,Psychic
Deoxys,9,Psychic,
Deoxys-Attack,9,Psychic,
Deoxys-Defense,9,Psychic,
Deoxys-Speed,9,Psychic,
Turtwig,9,Grass,
Grotle,9,Grass,
Torterra,9,Grass,Ground
Chimchar,9,Fire,
Monferno,9,Fire,Fighting
Infernape,9,Fire,Fighting
Piplup,9,Water,
Prinplup,9,Water,
Empoleon,9,Water,Steel
Starly,9,Normal,Flying
Staravia,9,Normal,Flying
Staraptor,9,Normal,Flying
Bidoof,9,Normal,
Bibarel,9,Normal,Water
Kricketot,9,Bug,
Kricketune,9,Bug,
Shinx,9,Electric,
Luxio,9,Electric,
Luxray,9,Electric,
Budew,9,Grass,Poison
Roserade,9,Grass,Poison
Cranidos,9,Rock,
Rampardos,9,Rock,
Shieldon,9,Rock,Steel
Bastiodon,9,Rock,Steel
Burmy,9,Bug,
Wormadam,9,Bug,Grass
Wormadam-Sandy,9,Bug,Ground
Wormadam-Trash,9,Bug,Steel
Mothim,9,Bug,Flying
Combee,9,Bug,Flying
Vespiquen,9,Bug,Flying
Pachirisu,9,Electric,
Buizel,9,Water,
Floatzel,9,Water,
Cherubi,9,Grass,
Cherrim,9,Grass,
Shellos,9,Water,
Gastrodon,9,Water,Ground
Ambipom,9,Normal,
Drifloon,9,Ghost,Flying
Drifblim,9,Ghost,Flying
Buneary,9,Normal,
Lopunny,9,Normal,
Lopunny-Mega,9,Normal,Fighting
Mismagius,9,Ghost,
Honchkrow,9,Dark,Flying
Glameow,9,Normal,
Purugly,9,Normal,
Chingling,9,Psychic,
Stunky,9,Poison,Dark
Skuntank,9,Poison,Dark
Bronzor,9,Steel,Psychic
Bronzong,9,Steel,Psychic
Bonsly,9,Rock,
Mime Jr.,9,Psychic,Fairy
Happiny,9,Normal,
Chatot,9,Normal,Flying
Spiritomb,9,Ghost,Dark
Gible,9,Dragon,Ground
Gabite,9,Dragon,Ground
Garchomp,9,Dragon,Ground
Garchomp-Mega,9,Dragon,Ground
Munchlax,9,Normal,
Riolu,9,Fighting,
Lucario,9,Fighting,Steel
Lucario-Mega,9,Fighting,Steel
Hippopotas,9,Ground,
Hippowdon,9,Ground,
Skorupi,9,Poison,Bug
Drapion,9,Poison,Dark
Croagunk,9,Poison,Fighting
Toxicroak,9,Poison,Fighting
Carnivine,9,Grass,
Finneon,9,Water,
Lumineon,9,Water,
Mantyke,9,Water,Flying
Snover,9,Grass,Ice
Abomasnow,9,Grass,Ice
Abomasnow-Mega,9,Grass,Ice
Weavile,9,Dark,Ice
Magnezone,9,Electric,Steel
Lickilicky,9,Normal,
Rhyperior,9,Ground,Rock
Tangrowth,9,Grass,
Electivire,9,Electric,
Magmortar,9,Fire,
Togekiss,9,Fairy,Flying
Yanmega,9,Bug,Flying
Leafeon,9,Grass,
Glaceon,9,Ice,
Gliscor,9,Ground,Flying
Mamoswine,9,Ice,Ground
Porygon-Z,9,Normal,
Gallade,9,Psychic,Fighting
Gallade-Mega,9,Psychic,Fighting
Probopass,9,Rock,Steel
Dusknoir,9,Ghost,
Froslass,9,Ice,Ghost
Rotom,9,Electric,Ghost
Rotom-Heat,9,Electric,Fire
Rotom-Wash,9,Electric,Water
Rotom-Frost,9,Electric,Ice
Rotom-Fan,9,Electric,Flying
Rotom-Mow,9,Electric,Grass
Uxie,9,Psychic,
Mesprit,9,Psychic,
Azelf,9,Psychic,
Dialga,9,Steel,Dragon
Dialga-Origin,9,Steel,Dragon
Palkia,9,Water,Dragon
Palkia-Origin,9,Water,Dragon
Heatran,9,Fire,Steel
Regigigas,9,Normal,
Giratina,9,Ghost,Dragon
Giratina-Origin,9,Ghost,Dragon
Cresselia,9,Psychic,
Phione,9,Water,
Manaphy,9,Water,
Darkrai,9,Dark,
Shaymin,9,Grass,
Shaymin-Sky,9,Grass,Flying
Arceus,9,Normal,
Arceus-Bug,9,Bug,
Arceus-Dark,9,Dark,
Arceus-Dragon,9,Dragon,
Arceus-Electric,9,Electric,
Arceus-Fairy,9,Fairy,
Arceus-Fighting,9,Fighting,
Arceus-Fire,9,Fire,
Arceus-Flying,9,Flying,
Arceus-Ghost,9,Ghost,
Arceus-Grass,9,Grass,
Arceus-Ground,9,Ground,
Arceus-Ice,9,Ice,
Arceus-Poison,9,Poison,
Arceus-Psychic,9,Psychic,
Arceus-Rock,9,Rock,
Arceus-Steel,9,Steel,
Arceus-Water,9,Water,
Victini,9,Psychic,Fire
Snivy,9,Grass,
Servine,9,Grass,
Serperior,9,Grass,
Tepig,9,Fire,
Pignite,9,Fire,Fighting
Emboar,9,Fire,Fighting
Oshawott,9,Water,
Dewott,9,Water,
Samurott,9,Water,
Samurott-Hisui,9,Water,Dark
Patrat,9,Normal,
Watchog,9,Normal,
Lillipup,9,Normal,
Herdier,9,Normal,
Stoutland,9,Normal,
Purrloin,9,Dark,
Liepard,9,Dark,
Pansage,9,Grass,
Simisage,9,Grass,
Pansear,9,Fire,
Simisear,9,Fire,
Panpour,9,Water,
Simipour,9,Water,
Munna,9,Psychic,
Musharna,9,Psychic,
Pidove,9,Normal,Flying
Tranquill,9,Normal,Flying
Unfezant,9,Normal,Flying
Blitzle,9,Electric,
Zebstrika,9,Electric,
Roggenrola,9,Rock,
Boldore,9,Rock,
Gigalith,9,Rock,
Woobat,9,Psychic,Flying
Swoobat,9,Psychic,Flying
Drilbur,9,Ground,
Excadrill,9,Ground,Steel
Audino,9,Normal,
Audino-Mega,9,Normal,Fairy
Timburr,9,Fighting,
Gurdurr,9,Fighting,
Conkeldurr,9,Fighting,
Tympole,9,Water,
Palpitoad,9,Water,Ground
Seismitoad,9,Water,Ground
Throh,9,Fighting,
Sawk,9,Fighting,
Sewaddle,9,Bug,Grass
Swadloon,9,Bug,Grass
Leavanny,9,Bug,Grass
Venipede,9,Bug,Poison
Whirlipede,9,Bug,Poison
Scolipede,9,Bug,Poison
Cottonee,9,Grass,Fairy
Whimsicott,9,Grass,Fairy
Petilil,9,Grass,
Lilligant,9,Grass,
Lilligant-Hisui,9,Grass,Fighting
Basculin,9,Water,
Sandile,9,Ground,Dark
Krokorok,9,Ground,Dark
Krookodile,9,Ground,Dark
Darumaka,9,Fire,
Darumaka-Galar,9,Ice,
Darmanitan,9,Fire,
Darmanitan-Galar,9,Ice,
Maractus,9,Grass,
Dwebble,9,Bug,Rock
Crustle,9,Bug,Rock
Scraggy,9,Dark,Fighting
Scrafty,9,Dark,Fighting
Sigilyph,9,Psychic,Flying
Yamask,9,Ghost,
Yamask-Galar,9,Ground,Ghost
Cofagrigus,9,Ghost,
Tirtouga,9,Water,Rock
Carracosta,9,Water,Rock
Archen,9,Rock,Flying
Archeops,9,Rock,Flying
Trubbish,9,Poison,
Garbodor,9,Poison,
Zorua,9,Dark,
Zorua-Hisui,9,Normal,Ghost
Zoroark,9,Dark,
Zoroark-Hisui,9,Normal,Ghost
Minccino,9,Normal,
Cinccino,9,Normal,
Gothita,9,Psychic,
Gothorita,9,Psychic,
Gothitelle,9,Psychic,
Solosis,9,Psychic,
Duosion,9,Psychic,
Reuniclus,9,Psychic,
Ducklett,9,Water,Flying
Swanna,9,Water,Flying
Vanillite,9,Ice,
Vanillish,9,Ice,
Vanilluxe,9,Ice,
Deerling,9,Normal,Grass
Sawsbuck,9,Normal,Grass
Emolga,9,Electric,Flying
Karrablast,9,Bug,
Escavalier,9,Bug,Steel
Foongus,9,Grass,Poison
Amoonguss,9,Grass,Poison
Frillish,9,Water,Ghost
Jellicent,9,Water,Ghost
Alomomola,9,Water,
Joltik,9,Bug,Electric
Galvantula,9,Bug,Electric
Ferroseed,9,Grass,Steel
Ferrothorn,9,Grass,Steel
Klink,9,Steel,
Klang,9,Steel,
Klinklang,9,Steel,
Tynamo,9,Electric,
Eelektrik,9,Electric,
Eelektross,9,Electric,
Elgyem,9,Psychic,
Beheeyem,9,Psychic,
Litwick,9,Ghost,Fire
Lampent,9,Ghost,Fire
Chandelure,9,Ghost,Fire
Axew,9,Dragon,
Fraxure,9,Dragon,
Haxorus,9,Dragon,
Cubchoo,9,Ice,
Beartic,9,Ice,
Cryogonal,9,Ice,
Shelmet,9,Bug,
Accelgor,9,Bug,
Stunfisk,9,Ground,Electric
Stunfisk-Galar,9,Ground,Steel
Mienfoo,9,Fighting,
Mienshao,9,Fighting,
Druddigon,9,Dragon,
Golett,9,Ground,Ghost
Golurk,9,Ground,Ghost
Pawniard,9,Dark,Steel
Bisharp,9,Dark,Steel
Bouffalant,9,Normal,
Rufflet,9,Normal,Flying
Braviary,9,Normal,Flying
Braviary-Hisui,9,Psychic,Flying
Vullaby,9,Dark,Flying
Mandibuzz,9,Dark,Flying
Heatmor,9,Fire,
Durant,9,Bug,Steel
Deino,9,Dark,Dragon
Zweilous,9,Dark,Dragon
Hydreigon,9,Dark,Dragon
Larvesta,9,Bug,Fire
Volcarona,9,Bug,Fire
Cobalion,9,Steel,Fighting
Terrakion,9,Rock,Fighting
Virizion,9,Grass,Fighting
Tornadus,9,Flying,
Tornadus-Therian,9,Flying,
Thundurus,9,Electric,Flying
Thundurus-Therian,9,Electric,Flying
Reshiram,9,Dragon,Fire
Zekrom,9,Dragon,Electric
Landorus,9,Ground,Flying
Landorus-Therian,9,Ground,Flying
Kyurem,9,Dragon,Ice
Kyurem-Black,9,Dragon,Ice
Kyurem-White,9,Dragon,Ice
Keldeo,9,Water,Fighting
Meloetta,9,Normal,Psychic
Genesect,9,Bug,Steel
Chespin,9,Grass,
Quilladin,9,Grass,
Chesnaught,9,Grass,Fighting
Fennekin,9,Fire,
Braixen,9,Fire,
Delphox,9,Fire,Psychic
Froakie,9,Water,
Frogadier,9,Water,
Greninja,9,Water,Dark
Bunnelby,9,Normal,
Diggersby,9,Normal,Ground
Fletchling,9,Normal,Flying
Fletchinder,9,Fire,Flying
Talonflame,9,Fire,Flying
Scatterbug,9,Bug,
Spewpa,9,Bug,
Vivillon,9,Bug,Flying
Litleo,9,Fire,Normal
Pyroar,9,Fire,Normal
Flabébé,9,Fairy,
Floette,9,Fairy,
Florges,9,Fairy,
Skiddo,9,Grass,
Gogoat,9,Grass,
Pancham,9,Fighting,
Pangoro,9,Fighting,Dark
Furfrou,9,Normal,
Espurr,9,Psychic,
Meowstic,9,Psychic,
Meowstic-F,9,Psychic,
Honedge,9,Steel,Ghost
Doublade,9,Steel,Ghost
Aegislash,9,Steel,Ghost
Spritzee,9,Fairy,
Aromatisse,9,Fairy,
Swirlix,9,Fairy,
Slurpuff,9,Fairy,
Inkay,9,Dark,Psychic
Malamar,9,Dark,Psychic
Binacle,9,Rock,Water
Barbaracle,9,Rock,Water
Skrelp,9,Poison,Water
Dragalge,9,Poison,Dragon
Clauncher,9,Water,
Clawitzer,9,Water,
Helioptile,9,Electric,Normal
Heliolisk,9,Electric,Normal
Tyrunt,9,Rock,Dragon
Tyrantrum,9,Rock,Dragon
Amaura,9,Rock,Ice
Aurorus,9,Rock,Ice
Sylveon,9,Fairy,
Hawlucha,9,Fighting,Flying
Dedenne,9,Electric,Fairy
Carbink,9,Rock,Fairy
Goomy,9,Dragon,
Sliggoo,9,Dragon,
Sliggoo-Hisui,9,Steel,Dragon
Goodra,9,Dragon,
Goodra-Hisui,9,Steel,Dragon
Klefki,9,Steel,Fairy
Phantump,9,Ghost,Grass
Trevenant,9,Ghost,Grass
Pumpkaboo,9,Ghost,Grass
Pumpkaboo-Small,9,Ghost,Grass
Pumpkaboo-Large,9,Ghost,Grass
Pumpkaboo-Super,9,Ghost,Grass
Gourgeist,9,Ghost,Grass
Gourgeist-Small,9,Ghost,Grass
Gourgeist-Large,9,Ghost,Grass
Gourgeist-Super,9,Ghost,Grass
Bergmite,9,Ice,
Avalugg,9,Ice,
Avalugg-Hisui,9,Ice,Rock
Noibat,9,Flying,Dragon
Noivern,9,Flying,Dragon
Xerneas,9,Fairy,
Yveltal,9,Dark,Flying
Zygarde,9,Dragon,Ground
Zygarde-10%,9,Dragon,Ground
Zygarde-Complete,9,Dragon,Ground
Diancie,9,Rock,Fairy
Diancie-Mega,9,Rock,Fairy
Hoopa,9,Psychic,Ghost
Hoopa-Unbound,9,Psychic,Dark
Volcanion,9,Fire,Water
Rowlet,9,Grass,Flying
Dartrix,9,Grass,Flying
Decidueye,9,Grass,Ghost
Decidueye-Hisui,9,Grass,Fighting
Litten,9,Fire,
Torracat,9,Fire,
Incineroar,9,Fire,Dark
Popplio,9,Water,
Brionne,9,Water,
Primarina,9,Water,Fairy
Pikipek,9,Normal,Flying
Trumbeak,9,Normal,Flying
Toucannon,9,Normal,Flying
Yungoos,9,Normal,
Gumshoos,9,Normal,
Grubbin,9,Bug,
Charjabug,9,Bug,Electric
Vikavolt,9,Bug,Electric
Crabrawler,9,Fighting,
Crabominable,9,Fighting,Ice
Oricorio,9,Fire,Flying
Oricorio-Pom-Pom,9,Electric,Flying
Oricorio-Pa'u,9,Psychic,Flying
Oricorio-Sensu,9,Ghost,Flying
Cutiefly,9,Bug,Fairy
Ribombee,9,Bug,Fairy
Rockruff,9,Rock,
Lycanroc,9,Rock,
Lycanroc-Midnight,9,Rock,
Lycanroc-Dusk,9,Rock,
Wishiwashi,9,Water,
Wishiwashi-School,9,Water,
Mareanie,9,Poison,Water
Toxapex,9,Poison,Water
Mudbray,9,Ground,
Mudsdale,9,Ground,
Dewpider,9,Water,Bug
Araquanid,9,Water,Bug
Fomantis,9,Grass,
Lurantis,9,Grass,
Morelull,9,Grass,Fairy
