Name,Gen,TypeOne,TypeTwo
Scyther,2,Bug,Flying
Jynx,2,Ice,Psychic
Electabuzz,2,Electric,
Magmar,2,Fire,
Pinsir,2,Bug,
Tauros,2,Normal,
Magikarp,2,Water,
Gyarados,2,Water,Flying
Lapras,2,Water,Ice
Ditto,2,Normal,
Eevee,2,Normal,
Vaporeon,2,Water,
Jolteon,2,Electric,
Flareon,2,Fire,
Porygon,2,Normal,
Omanyte,2,Rock,Water
Omastar,2,Rock,Water
Kabuto,2,Rock,Water
Kabutops,2,Rock,Water
Aerodactyl,2,Rock,Flying
Snorlax,2,Normal,
Articuno,2,Ice,Flying
Zapdos,2,Electric,Flying
Moltres,2,Fire,Flying
Dratini,2,Dragon,
Dragonair,2,Dragon,
Dragonite,2,Dragon,Flying
Mewtwo,2,Psychic,
Mew,2,Psychic,
Chikorita,2,Grass,
Bayleef,2,Grass,
Meganium,2,Grass,
Cyndaquil,2,Fire,
Quilava,2,Fire,
Typhlosion,2,Fire,
Totodile,2,Water,
Croconaw,2,Water,
Feraligatr,2,Water,
Sentret,2,Normal,
Furret,2,Normal,
Hoothoot,2,Normal,Flying
Noctowl,2,Normal,Flying
Ledyba,2,Bug,Flying
Ledian,2,Bug,Flying
Spinarak,2,Bug,Poison
Ariados,2,Bug,Poison
Crobat,2,Poison,Flying
Chinchou,2,Water,Electric
Lanturn,2,Water,Electric
Pichu,2,Electric,
Cleffa,2,Normal,
Igglybuff,2,Normal,Fairy
Togepi,2,Normal,
Togetic,2,Normal,Flying
Natu,2,Psychic,Flying
Xatu,2,Psychic,Flying
Mareep,2,Electric,
Flaaffy,2,Electric,
Ampharos,2,Electric,
Bellossom,2,Grass,
Marill,2,Water,
Azumarill,2,Water,
Sudowoodo,2,Rock,
Politoed,2,Water,
Hoppip,2,Grass,Flying
Skiploom,2,Grass,Flying
Jumpluff,2,Grass,Flying
Aipom,2,Normal,
Sunkern,2,Grass,
Sunflora,2,Grass,
Yanma,2,Bug,Flying
Wooper,2,Water,Ground
Quagsire,2,Water,Ground
Espeon,2,Psychic,
Umbreon,2,Dark,
Murkrow,2,Dark,Flying
Slowking,2,Water,Psychic
Misdreavus,2,Ghost,
Unown,2,Psychic,
Wobbuffet,2,Psychic,
Girafarig,2,Normal,Psychic
Pineco,2,Bug,
Forretress,2,Bug,Steel
Dunsparce,2,Normal,
Gligar,2,Ground,Flying
Steelix,2,Steel,Ground
Snubbull,2,Normal,
Granbull,2,Normal,
Qwilfish,2,Water,Poison
Scizor,2,Bug,Steel
Shuckle,2,Bug,Rock
Heracross,2,Bug,Fighting
Sneasel,2,Dark,Ice
Teddiursa,2,Normal,
Ursaring,2,Normal,
Slugma,2,Fire,
Magcargo,2,Fire,Rock
Swinub,2,Ice,Ground
Piloswine,2,Ice,Ground
Corsola,2,Water,Rock
Remoraid,2,Water,
Octillery,2,Water,
Delibird,2,Ice,Flying
Mantine,2,Water,Flying
Skarmory,2,Steel,Flying
Houndour,2,Dark,Fire
Houndoom,2,Dark,Fire
Kingdra,2,Water,Dragon
Phanpy,2,Ground,
Donphan,2,Ground,
Porygon2,2,Normal,
Stantler,2,Normal,
Smeargle,2,Normal,
Tyrogue,2,Fighting,
Hitmontop,2,Fighting,
Smoochum,2,Ice,Psychic
Elekid,2,Electric,
Magby,2,Fire,
Miltank,2,Normal,
Blissey,2,Normal,
Raikou,2,Electric,
Entei,2,Fire,
Suicune,2,Water,
Larvitar,2,Rock,Ground
Pupitar,2,Rock,Ground
Tyranitar,2,Rock,Dark
Lugia,2,Psychic,Flying
Ho-Oh,2,Fire,Flying
Celebi,2,Psychic,Grass
