name,snapshot,nature1,usage1,hp1,attack1,defense1,sp attack1,sp defense1,speed1,nature2,usage2,hp2,attack2,defense2,sp attack2,sp defense2,speed2,nature3,usage3,hp3,attack3,defense3,sp attack3,sp defense3,speed3,nature4,usage4,hp4,attack4,defense4,sp attack4,sp defense4,speed4,nature5,usage5,hp5,attack5,defense5,sp attack5,sp defense5,speed5,nature6,usage6,hp6,attack6,defense6,sp attack6,sp defense6,speed6
Annihilape,2022-11,Jolly,45.074,0,252,0,0,4,252,Jolly,17.411,252,0,0,0,4,252,Adamant,15.42,252,252,0,0,4,0,Hardy,8.546,136,252,0,0,72,44,Jolly,5.488,0,252,0,0,0,252,Adamant,4.813,248,252,0,0,8,0
Iron Hands,2022-11,Sassy,78.321,252,0,12,4,240,0,Adamant,19.736,0,252,0,0,252,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapu Koko,2022-11,Modest,74.456,8,0,0,252,0,248,Timid,19.148,0,0,0,252,4,252,Timid,4.841,0,0,4,252,0,252,,,,,,,,,,,,,,,,,,,,,,,,
Skeledirge,2022-11,Calm,44.22,144,0,132,80,152,0,Impish,30.528,252,120,0,66,70,0,Hardy,9.399,128,0,128,252,0,0,Modest,7.787,0,0,0,252,4,252,Modest,4.607,112,0,0,252,0,144,,,,,,,,
Diancie-Mega,2022-11,Hasty,76.26,0,4,0,252,0,252,Hasty,16.598,0,252,0,4,0,252,Hasty,5.587,0,0,0,252,4,252,,,,,,,,,,,,,,,,,,,,,,,,
Toxapex,2022-11,Bold,71.67,252,0,252,0,4,0,Calm,18.305,248,0,8,0,252,0,Bold,6.029,248,0,252,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Wash,2022-11,Modest,86.852,252,0,0,252,0,4,Relaxed,7.534,248,0,252,0,8,0,Bold,4.784,252,0,252,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Raichu-Alola,2022-11,Rash,87.751,0,0,68,252,0,188,Timid,8.451,0,0,0,252,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houndstone,2022-11,Adamant,46.677,4,252,0,0,0,252,Jolly,32.43,0,252,0,0,4,252,Timid,12.623,4,252,0,0,0,252,Brave,3.141,252,252,0,4,0,0,Adamant,2.872,252,252,0,0,4,0,,,,,,,,
Swampert-Mega,2022-11,Adamant,51.417,0,252,0,0,4,252,Adamant,25.867,107,252,0,0,0,148,Adamant,15.995,252,252,0,0,4,0,Adamant,4.016,4,252,0,0,0,252,,,,,,,,,,,,,,,,
Regieleki,2022-11,Rash,90.98,0,28,0,252,0,228,Timid,7.892,0,0,96,224,0,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thundurus,2022-11,Impish,100,216,0,252,0,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breloom,2022-11,Jolly,68.651,0,252,0,0,4,252,Adamant,12.325,0,252,4,0,0,252,Jolly,10.67,0,252,0,0,0,252,Jolly,8.354,0,252,4,0,0,252,,,,,,,,,,,,,,,,
Ribombee,2022-11,Timid,96.047,4,0,0,252,0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapu Bulu,2022-11,Adamant,99.099,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalugg,2022-11,Impish,57.289,252,40,204,0,12,0,Bold,16.007,252,0,252,0,4,0,Calm,15.698,252,0,4,0,252,0,Impish,7.779,252,36,220,0,0,0,,,,,,,,,,,,,,,,
Sableye-Mega,2022-11,Sassy,50.437,252,0,4,0,252,0,Impish,32.763,248,8,252,0,0,0,Careful,13.932,252,0,100,0,156,0,,,,,,,,,,,,,,,,,,,,,,,,
Pheromosa,2022-11,Adamant,44.522,0,252,0,0,4,252,Mild,21.145,0,4,0,252,0,252,Timid,14.315,0,0,0,252,4,252,Jolly,12.699,0,252,0,0,4,252,Hasty,5.476,0,4,0,252,0,252,,,,,,,,
Kyurem,2022-11,Timid,98.516,0,0,4,252,0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latias,2022-11,Timid,100,0,0,0,252,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volcarona,2022-11,Timid,39.781,0,0,0,252,4,252,Modest,38.678,0,0,0,252,4,252,Bold,9.538,0,0,252,72,184,0,Modest,6.465,0,0,4,252,0,252,Modest,4.859,116,0,80,160,0,152,,,,,,,,
Kingdra,2022-11,Modest,100,0,0,0,252,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zamazenta-Crowned,2022-11,Jolly,75.017,0,252,0,0,4,252,Impish,24.983,0,0,252,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slither Wing,2022-11,Jolly,96.731,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aegislash,2022-11,Adamant,79.822,252,252,0,4,0,0,Adamant,16.224,252,252,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gholdengo,2022-11,Timid,37.795,4,0,0,252,0,252,Timid,25.056,0,0,0,252,4,252,Lax,21.339,252,0,252,0,0,4,Modest,8.601,252,0,0,252,4,0,Hardy,6.891,252,0,0,252,4,0,,,,,,,,
Ceruledge,2022-11,Jolly,99.435,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blaziken-Mega,2022-11,Adamant,96.238,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quaquaval,2022-11,Jolly,80.091,0,252,0,0,4,252,Adamant,10.052,0,252,0,0,4,252,Adamant,9.849,0,252,0,0,0,252,,,,,,,,,,,,,,,,,,,,,,,,
Venusaur-Mega,2022-11,Bold,38.466,248,0,244,0,0,16,Modest,21.595,0,0,0,252,4,252,Modest,16.281,232,0,0,252,4,20,Bold,12.386,252,0,252,4,0,0,Timid,9.737,0,0,0,252,4,252,,,,,,,,
Great Tusk,2022-11,Adamant,40.004,0,252,0,0,4,252,Jolly,30.405,0,252,0,0,4,252,Careful,20.043,252,52,0,0,160,44,Impish,7.872,88,56,252,0,92,0,,,,,,,,,,,,,,,,
Kommo-o,2022-11,Naive,77.635,0,4,0,252,0,252,Modest,8.745,0,0,0,252,4,252,Jolly,7.676,4,252,0,0,0,252,Impish,2.063,252,0,148,0,40,68,,,,,,,,,,,,,,,,
Spectrier,2022-11,Timid,92.084,4,0,0,252,0,252,Timid,7.89,252,0,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuckle,2022-11,Calm,42.58,248,0,0,8,252,0,Calm,38.911,248,0,8,0,252,0,Careful,10.262,248,8,0,0,252,0,Bold,7.398,248,0,252,0,8,0,,,,,,,,,,,,,,,,
Greninja,2022-11,Timid,97.316,0,0,0,252,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kartana,2022-11,Jolly,48.887,0,252,0,0,4,252,Jolly,24.8,0,252,0,0,0,252,Jolly,20.733,0,252,4,0,0,252,Jolly,5.58,0,4,252,0,0,252,,,,,,,,,,,,,,,,
Bisharp,2022-11,Adamant,45.503,252,252,0,0,4,0,Adamant,40.518,0,252,0,0,4,252,Adamant,12.491,0,252,252,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,
Lucario-Mega,2022-11,Jolly,46.202,0,252,0,0,4,252,Timid,46.07,0,0,0,252,4,252,Jolly,7.729,0,250,0,0,0,252,,,,,,,,,,,,,,,,,,,,,,,,
Meowscarada,2022-11,Jolly,99.168,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charizard-Mega-Y,2022-11,Timid,72.374,1,0,0,252,0,252,Timid,25.05,0,0,0,252,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferrothorn,2022-11,Relaxed,50.015,248,8,252,0,0,0,Relaxed,47.993,252,0,168,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darmanitan-Galar,2022-11,Jolly,85.064,0,252,0,0,4,252,Jolly,11.188,0,252,4,0,0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinsir-Mega,2022-11,Jolly,100,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maushold,2022-11,Jolly,87.053,0,252,0,0,4,252,Jolly,12.947,4,252,0,0,0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klefki,2022-11,Bold,39.568,252,0,252,0,4,0,Relaxed,26.952,4,0,252,0,252,0,Calm,17.255,252,0,4,0,252,0,Calm,13.459,252,0,0,0,252,0,,,,,,,,,,,,,,,,
Incineroar,2022-11,Careful,70.07,252,0,4,0,252,0,Sassy,23.867,252,0,4,0,252,0,Hardy,3.155,108,0,200,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,
Zamazenta,2022-11,Jolly,100,252,4,0,0,0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blacephalon,2022-11,Timid,41.305,0,0,0,252,4,252,Timid,24.397,232,0,4,20,0,252,Hasty,20.213,0,4,0,252,0,252,Timid,9.063,0,0,4,252,0,252,Timid,5.022,4,0,0,252,0,252,,,,,,,,
Glimmora,2022-11,Timid,51.618,252,0,0,0,4,252,Bold,22.348,252,0,252,4,0,0,Timid,18.068,0,0,0,252,4,252,Hardy,4.961,0,4,0,252,0,252,,,,,,,,,,,,,,,,
Cinderace,2022-11,Adamant,84.362,4,252,0,0,0,252,Jolly,12.635,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mamoswine,2022-11,Jolly,86.578,0,252,0,0,0,252,Jolly,5.723,0,252,0,0,4,252,Adamant,4.694,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,
Iron Treads,2022-11,Jolly,44.804,0,252,0,0,4,252,Jolly,41.943,0,252,4,0,0,252,Jolly,13.242,0,252,0,0,0,252,,,,,,,,,,,,,,,,,,,,,,,,
Scizor,2022-11,Adamant,65.709,252,252,0,0,4,0,Adamant,19.06,248,252,0,0,8,0,Jolly,8.184,0,252,0,0,4,252,Adamant,7.047,0,252,252,0,4,0,,,,,,,,,,,,,,,,
Marowak-Alola,2022-11,Adamant,65.218,248,252,0,0,0,8,Brave,25.95,248,252,0,0,8,0,Adamant,8.832,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,
Azumarill,2022-11,Adamant,28.529,0,252,252,0,4,0,Adamant,22.72,248,252,0,0,8,0,Adamant,19.377,236,252,0,0,0,22,Adamant,18.751,252,252,0,0,4,0,Calm,6.146,252,0,0,4,252,0,,,,,,,,
Nidoking,2022-11,Timid,72.359,0,0,0,252,4,252,Timid,24.103,0,0,4,252,0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lokix,2022-11,Adamant,65.052,0,252,0,0,4,252,Jolly,34.948,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Froslass,2022-11,Jolly,64.476,4,252,0,0,0,252,Timid,35.16,0,0,0,252,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiritomb,2022-11,Adamant,80.353,248,252,0,0,0,0,Calm,13.817,248,0,0,0,252,0,Quiet,5.83,248,0,0,252,8,0,,,,,,,,,,,,,,,,,,,,,,,,
Iron Moth,2022-11,Timid,64.64,0,0,0,252,4,252,Timid,35.36,0,0,0,132,124,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chi-Yu,2022-11,Timid,93.108,0,0,0,252,4,252,Timid,4.046,0,0,236,180,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cradily,2022-11,Careful,59.133,252,0,4,0,252,0,Sassy,20.065,252,0,4,0,252,0,Modest,14.968,248,0,0,252,8,0,Careful,3.448,252,0,164,0,94,0,,,,,,,,,,,,,,,,
Gengar,2022-11,Timid,99.924,0,0,0,252,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baxcalibur,2022-11,Jolly,45.275,0,252,0,0,4,252,Adamant,36.812,0,252,0,0,4,252,Adamant,9.504,140,252,0,0,116,0,Hardy,5.536,0,252,0,4,0,252,,,,,,,,,,,,,,,,
Scizor-Mega,2022-11,Jolly,45.652,0,252,0,0,4,252,Impish,24.77,248,8,252,0,0,0,Adamant,8.801,116,216,80,0,96,0,Adamant,8.518,0,252,0,0,4,252,Jolly,8.097,248,68,0,0,0,192,,,,,,,,
Weezing-Galar,2022-11,Bold,41.326,252,0,252,4,0,0,Bold,27.271,228,0,224,0,0,56,Modest,15.346,252,0,4,252,0,0,Bold,14.465,252,0,252,0,4,0,,,,,,,,,,,,,,,,
Banette-Mega,2022-11,Hardy,99.8,252,252,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cofagrigus,2022-11,Bold,100,252,0,252,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delphox,2022-11,Modest,98.547,4,0,0,252,0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whimsicott,2022-11,Timid,63.288,0,0,4,252,0,252,Timid,34.186,4,0,0,252,0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kangaskhan-Mega,2022-11,Jolly,52.258,0,252,0,0,4,252,Careful,47.742,252,0,4,0,252,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blaziken,2022-11,Adamant,100,0,252,0,0,0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatran,2022-11,Calm,58.206,252,0,0,4,252,0,Calm,33.09,252,0,0,0,184,72,Modest,4.411,180,0,104,132,92,0,,,,,,,,,,,,,,,,,,,,,,,,
Heracross,2022-11,Jolly,83.179,0,252,0,0,4,252,Jolly,16.821,0,252,4,0,0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muk-Alola,2022-11,Careful,54.777,252,20,12,0,224,0,Careful,37.797,252,4,0,0,252,0,Adamant,5.039,252,252,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Excadrill,2022-11,Jolly,74.537,0,252,0,0,4,252,Adamant,23.497,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starmie,2022-11,Modest,99.38,0,0,0,252,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primarina,2022-11,Modest,99.446,252,0,0,252,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandy Shocks,2022-11,Timid,67.36,0,0,0,252,4,252,Timid,32.64,0,0,0,252,0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rillaboom,2022-11,Adamant,45.83,0,252,0,0,4,252,Adamant,33.587,0,252,4,0,0,252,Impish,20.102,0,164,148,0,196,0,,,,,,,,,,,,,,,,,,,,,,,,
Blissey,2022-11,Bold,89.915,252,0,252,0,4,0,Modest,10.085,252,0,228,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingambit,2022-11,Adamant,84.215,252,252,0,0,4,0,Adamant,13.248,246,252,0,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landorus-Therian,2022-11,Timid,48.471,0,0,0,252,4,252,Jolly,31.917,0,240,12,0,4,252,Jolly,17.694,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,
Iron Thorns,2022-11,Adamant,53.453,0,252,0,0,4,252,Adamant,28.087,4,252,0,0,0,252,Jolly,17.243,0,0,96,0,184,228,,,,,,,,,,,,,,,,,,,,,,,,
Arboliva,2022-11,Modest,78.076,248,0,0,252,8,0,Modest,21.449,252,0,0,252,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapu Fini,2022-11,Modest,46.507,0,0,4,252,252,0,Calm,29.948,100,0,168,112,128,0,Calm,23.544,252,0,4,0,252,0,,,,,,,,,,,,,,,,,,,,,,,,
Urshifu,2022-11,Jolly,100,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mawile-Mega,2022-11,Adamant,49.327,0,252,252,0,4,0,Adamant,31.579,252,252,4,0,0,0,Impish,10.659,252,0,252,0,4,0,Adamant,6.973,4,252,0,0,0,252,,,,,,,,,,,,,,,,
Abomasnow-Mega,2022-11,Quiet,59.606,248,8,0,252,0,0,Brave,36.05,248,252,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cetitan,2022-11,Jolly,59.963,0,252,0,0,4,252,Adamant,36.735,4,252,0,0,0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clodsire,2022-11,Careful,88.888,252,4,0,0,252,0,Careful,6.942,252,0,0,0,252,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staraptor,2022-11,Impish,74.481,252,0,252,0,4,0,Jolly,12.517,0,252,0,0,4,252,Impish,11.4,252,0,232,0,4,20,,,,,,,,,,,,,,,,,,,,,,,,
Metagross-Mega,2022-11,Jolly,52.388,0,252,0,0,4,252,Jolly,34.711,4,252,0,0,0,252,Rash,12.764,0,252,128,128,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Scolipede,2022-11,Adamant,61.969,0,252,0,0,4,252,Adamant,20.196,104,140,56,0,48,160,Adamant,17.835,252,252,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,
Scovillain,2022-11,Modest,37.161,0,0,0,252,4,252,Mild,28.346,0,4,0,252,0,252,Adamant,25.664,252,252,0,0,4,0,Timid,7.008,0,0,188,132,188,0,,,,,,,,,,,,,,,,
Greninja-Ash,2022-11,Timid,100,0,0,0,252,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omastar,2022-11,Modest,63.332,0,0,0,252,4,252,Modest,36.668,0,0,4,252,0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chesnaught,2022-11,Impish,99.604,248,8,252,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicham-Mega,2022-11,Jolly,100,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zapdos-Galar,2022-11,Jolly,100,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastrodon,2022-11,Bold,92.733,252,0,252,4,0,0,Sassy,7.232,252,4,0,0,252,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revavroom,2022-11,Adamant,100,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garchomp-Mega,2022-11,Jolly,71.583,0,252,0,0,4,252,Adamant,28.417,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brute Bonnet,2022-11,Adamant,69.511,252,252,4,0,0,0,Adamant,30.489,252,252,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swellow,2022-11,Timid,100,0,0,0,252,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smeargle,2022-11,Jolly,100,252,4,0,0,0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porygon-Z,2022-11,Timid,68.296,0,0,0,252,4,252,Timid,31.704,0,0,4,252,0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obstagoon,2022-11,Jolly,100,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buzzwole,2022-11,Careful,48.297,0,252,24,0,232,0,Jolly,47.246,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowking,2022-11,Bold,100,252,0,252,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manaphy,2022-11,Modest,100,252,0,0,252,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corviknight,2022-11,Impish,70.125,248,8,252,0,0,0,Jolly,19.615,0,252,0,0,4,252,Impish,6.637,248,0,212,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,
Landorus,2022-11,Timid,100,0,0,0,252,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beedrill-Mega,2022-11,Jolly,99.741,0,252,0,0,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torkoal,2022-11,Calm,50.033,0,0,252,4,252,0,Bold,40.036,248,0,252,0,8,0,Quiet,7.251,248,8,0,252,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Volcanion,2022-11,Bold,40.07,248,0,252,8,0,0,Timid,38.783,0,0,4,252,0,252,Modest,12.016,248,0,0,252,8,0,Modest,9.132,212,0,24,252,20,0,,,,,,,,,,,,,,,,
Grimmsnarl,2022-11,Calm,48.638,252,0,4,0,252,0,Adamant,32.794,80,252,0,0,0,178,Careful,10.443,252,4,0,0,252,0,Careful,8.125,252,0,4,0,252,0,,,,,,,,,,,,,,,,
Tyranitar,2022-11,Adamant,86.121,252,252,0,0,4,0,Hardy,13.806,0,252,0,4,0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melmetal,2022-11,Adamant,74.752,252,252,4,0,0,0,Adamant,9.447,4,252,252,0,0,0,Careful,7.91,4,252,0,0,252,0,Adamant,7.89,252,252,0,0,4,0,,,,,,,,,,,,,,,,
