Name,Gen,HP,Attack,Defense,Sp_attack,Sp_defense,Speed
Kingler,4,55,130,115,50,50,75
Voltorb,4,40,30,50,55,55,100
Electrode,4,60,50,70,80,80,140
Exeggcute,4,60,40,80,60,45,40
Exeggutor,4,95,95,85,125,65,55
Cubone,4,50,50,95,40,50,35
Marowak,4,60,80,110,50,80,45
Hitmonlee,4,50,120,53,35,110,87
Hitmonchan,4,50,105,79,35,110,76
Lickitung,4,90,55,75,60,75,30
Koffing,4,40,65,95,60,45,35
Weezing,4,65,90,120,85,70,60
Rhyhorn,4,80,85,95,30,30,25
Rhydon,4,105,130,120,45,45,40
Chansey,4,250,5,5,35,105,50
Tangela,4,65,55,115,100,40,60
Kangaskhan,4,105,95,80,40,80,90
Horsea,4,30,40,70,70,25,60
Seadra,4,55,65,95,95,45,85
Goldeen,4,45,67,60,35,50,63
Seaking,4,80,92,65,65,80,68
Staryu,4,30,45,55,70,55,85
Starmie,4,60,75,85,100,85,115
Mr. Mime,4,40,45,65,100,120,90
Scyther,4,70,110,80,55,80,105
Jynx,4,65,50,35,115,95,95
Electabuzz,4,65,83,57,95,85,105
Magmar,4,65,95,57,100,85,93
Pinsir,4,65,125,100,55,70,85
Tauros,4,75,100,95,40,70,110
Magikarp,4,20,10,55,15,20,80
Gyarados,4,95,125,79,60,100,81
Lapras,4,130,85,80,85,95,60
Ditto,4,48,48,48,48,48,48
Eevee,4,55,55,50,45,65,55
Vaporeon,4,130,65,60,110,95,65
Jolteon,4,65,65,60,110,95,130
Flareon,4,65,130,60,95,110,65
Porygon,4,65,60,70,85,75,40
Omanyte,4,35,40,100,90,55,35
Omastar,4,70,60,125,115,70,55
Kabuto,4,30,80,90,55,45,55
Kabutops,4,60,115,105,65,70,80
Aerodactyl,4,80,105,65,60,75,130
Snorlax,4,160,110,65,65,110,30
Articuno,4,90,85,100,95,125,85
Zapdos,4,90,90,85,125,90,100
Moltres,4,90,100,90,125,85,90
Dratini,4,41,64,45,50,50,50
Dragonair,4,61,84,65,70,70,70
Dragonite,4,91,134,95,100,100,80
Mewtwo,4,106,110,90,154,90,130
Mew,4,100,100,100,100,100,100
Chikorita,4,45,49,65,49,65,45
Bayleef,4,60,62,80,63,80,60
Meganium,4,80,82,100,83,100,80
Cyndaquil,4,39,52,43,60,50,65
Quilava,4,58,64,58,80,65,80
Typhlosion,4,78,84,78,109,85,100
Totodile,4,50,65,64,44,48,43
Croconaw,4,65,80,80,59,63,58
Feraligatr,4,85,105,100,79,83,78
Sentret,4,35,46,34,35,45,20
Furret,4,85,76,64,45,55,90
Hoothoot,4,60,30,30,36,56,50
Noctowl,4,100,50,50,76,96,70
Ledyba,4,40,20,30,40,80,55
Ledian,4,55,35,50,55,110,85
Spinarak,4,40,60,40,40,40,30
Ariados,4,70,90,70,60,60,40
Crobat,4,85,90,80,70,80,130
Chinchou,4,75,38,38,56,56,67
Lanturn,4,125,58,58,76,76,67
Pichu,4,20,40,15,35,35,60
Cleffa,4,50,25,28,45,55,15
Igglybuff,4,90,30,15,40,20,15
Togepi,4,35,20,65,40,65,20
Togetic,4,55,40,85,80,105,40
Natu,4,40,50,45,70,45,70
Xatu,4,65,75,70,95,70,95
Mareep,4,55,40,40,65,45,35
Flaaffy,4,70,55,55,80,60,45
Ampharos,4,90,75,75,115,90,55
Bellossom,4,75,80,85,90,100,50
Marill,4,70,20,50,20,50,40
Azumarill,4,100,50,80,50,80,50
Sudowoodo,4,70,100,115,30,65,30
Politoed,4,90,75,75,90,100,70
Hoppip,4,35,35,40,35,55,50
Skiploom,4,55,45,50,45,65,80
Jumpluff,4,75,55,70,55,85,110
Aipom,4,55,70,55,40,55,85
Sunkern,4,30,30,30,30,30,30
Sunflora,4,75,75,55,105,85,30
Yanma,4,65,65,45,75,45,95
Wooper,4,55,45,45,25,25,15
Quagsire,4,95,85,85,65,65,35
Espeon,4,65,65,60,130,95,110
Umbreon,4,95,65,110,60,130,65
Murkrow,4,60,85,42,85,42,91
Slowking,4,95,75,80,100,110,30
Misdreavus,4,60,60,60,85,85,85
Unown,4,48,72,48,72,48,48
Wobbuffet,4,190,33,58,33,58,33
Girafarig,4,70,80,65,90,65,85
Pineco,4,50,65,90,35,35,15
Forretress,4,75,90,140,60,60,40
Dunsparce,4,100,70,70,65,65,45
Gligar,4,65,75,105,35,65,85
Steelix,4,75,85,200,55,65,30
Snubbull,4,60,80,50,40,40,30
Granbull,4,90,120,75,60,60,45
Qwilfish,4,65,95,75,55,55,85
Scizor,4,70,130,100,55,80,65
Shuckle,4,20,10,230,10,230,5
Heracross,4,80,125,75,40,95,85
Sneasel,4,55,95,55,35,75,115
Teddiursa,4,60,80,50,50,50,40
Ursaring,4,90,130,75,75,75,55
Slugma,4,40,40,40,70,40,20
Magcargo,4,50,50,120,80,80,30
Swinub,4,50,50,40,30,30,50
Piloswine,4,100,100,80,60,60,50
Corsola,4,55,55,85,65,85,35
Remoraid,4,35,65,35,65,35,65
Octillery,4,75,105,75,105,75,45
Delibird,4,45,55,45,65,45,75
Mantine,4,65,40,70,80,140,70
Skarmory,4,65,80,140,40,70,70
Houndour,4,45,60,30,80,50,65
Houndoom,4,75,90,50,110,80,95
Kingdra,4,75,95,95,95,95,85
Phanpy,4,90,60,60,40,40,40
Donphan,4,90,120,120,60,60,50
Porygon2,4,85,80,90,105,95,60
Stantler,4,73,95,62,85,65,85
Smeargle,4,55,20,35,20,45,75
Tyrogue,4,35,35,35,35,35,35
Hitmontop,4,50,95,95,35,110,70
Smoochum,4,45,30,15,85,65,65
Elekid,4,45,63,37,65,55,95
Magby,4,45,75,37,70,55,83
Miltank,4,95,80,105,40,70,100
Blissey,4,255,10,10,75,135,55
Raikou,4,90,85,75,115,100,115
Entei,4,115,115,85,90,75,100
Suicune,4,100,75,115,90,115,85
Larvitar,4,50,64,50,45,50,41
Pupitar,4,70,84,70,65,70,51
Tyranitar,4,100,134,110,95,100,61
Lugia,4,106,90,130,90,154,110
Ho-Oh,4,106,130,90,110,154,90
Celebi,4,100,100,100,100,100,100
Treecko,4,40,45,35,65,55,70
Grovyle,4,50,65,45,85,65,95
Sceptile,4,70,85,65,105,85,120
Torchic,4,45,60,40,70,50,45
Combusken,4,60,85,60,85,60,55
Blaziken,4,80,120,70,110,70,80
Mudkip,4,50,70,50,50,50,40
Marshtomp,4,70,85,70,60,70,50
Swampert,4,100,110,90,85,90,60
Poochyena,4,35,55,35,30,30,35
Mightyena,4,70,90,70,60,60,70
Zigzagoon,4,38,30,41,30,41,60
Linoone,4,78,70,61,50,61,100
Wurmple,4,45,45,35,20,30,20
Silcoon,4,50,35,55,25,25,15
Beautifly,4,60,70,50,90,50,65
Cascoon,4,50,35,55,25,25,15
Dustox,4,60,50,70,50,90,65
Lotad,4,40,30,30,40,50,30
Lombre,4,60,50,50,60,70,50
Ludicolo,4,80,70,70,90,100,70
Seedot,4,40,40,50,30,30,30
Nuzleaf,4,70,70,40,60,40,60
Shiftry,4,90,100,60,90,60,80
Taillow,4,40,55,30,30,30,85
Swellow,4,60,85,60,50,50,125
Wingull,4,40,30,30,55,30,85
Pelipper,4,60,50,100,85,70,65
Ralts,4,28,25,25,45,35,40
Kirlia,4,38,35,35,65,55,50
Gardevoir,4,68,65,65,125,115,80
Surskit,4,40,30,32,50,52,65
Masquerain,4,70,60,62,80,82,60
Shroomish,4,60,40,60,40,60,35
Breloom,4,60,130,80,60,60,70
Slakoth,4,60,60,60,35,35,30
Vigoroth,4,80,80,80,55,55,90
Slaking,4,150,160,100,95,65,100
Nincada,4,31,45,90,30,30,40
Ninjask,4,61,90,45,50,50,160
Shedinja,4,1,90,45,30,30,40
Whismur,4,64,51,23,51,23,28
Loudred,4,84,71,43,71,43,48
Exploud,4,104,91,63,91,63,68
Makuhita,4,72,60,30,20,30,25
Hariyama,4,144,120,60,40,60,50
Azurill,4,50,20,40,20,40,20
Nosepass,4,30,45,135,45,90,30
Skitty,4,50,45,45,35,35,50
Delcatty,4,70,65,65,55,55,70
Sableye,4,50,75,75,65,65,50
Mawile,4,50,85,85,55,55,50
Aron,4,50,70,100,40,40,30
Lairon,4,60,90,140,50,50,40
Aggron,4,70,110,180,60,60,50
Meditite,4,30,40,55,40,55,60
Medicham,4,60,60,75,60,75,80
Electrike,4,40,45,40,65,40,65
Manectric,4,70,75,60,105,60,105
Plusle,4,60,50,40,85,75,95
Minun,4,60,40,50,75,85,95
Volbeat,4,65,73,55,47,75,85
Illumise,4,65,47,55,73,75,85
Roselia,4,50,60,45,100,80,65
Gulpin,4,70,43,53,43,53,40
Swalot,4,100,73,83,73,83,55
Carvanha,4,45,90,20,65,20,65
Sharpedo,4,70,120,40,95,40,95
Wailmer,4,130,70,35,70,35,60
Wailord,4,170,90,45,90,45,60
Numel,4,60,60,40,65,45,35
Camerupt,4,70,100,70,105,75,40
Torkoal,4,70,85,140,85,70,20
Spoink,4,60,25,35,70,80,60
Grumpig,4,80,45,65,90,110,80
Spinda,4,60,60,60,60,60,60
Trapinch,4,45,100,45,45,45,10
Vibrava,4,50,70,50,50,50,70
Flygon,4,80,100,80,80,80,100
Cacnea,4,50,85,40,85,40,35
Cacturne,4,70,115,60,115,60,55
Swablu,4,45,40,60,40,75,50
Altaria,4,75,70,90,70,105,80
Zangoose,4,73,115,60,60,60,90
Seviper,4,73,100,60,100,60,65
Lunatone,4,70,55,65,95,85,70
Solrock,4,70,95,85,55,65,70
Barboach,4,50,48,43,46,41,60
Whiscash,4,110,78,73,76,71,60
Corphish,4,43,80,65,50,35,35
Crawdaunt,4,63,120,85,90,55,55
Baltoy,4,40,40,55,40,70,55
Claydol,4,60,70,105,70,120,75
Lileep,4,66,41,77,61,87,23
Cradily,4,86,81,97,81,107,43
Anorith,4,45,95,50,40,50,75
Armaldo,4,75,125,100,70,80,45
Feebas,4,20,15,20,10,55,80
Milotic,4,95,60,79,100,125,81
Castform,4,70,70,70,70,70,70
Kecleon,4,60,90,70,60,120,40
Shuppet,4,44,75,35,63,33,45
Banette,4,64,115,65,83,63,65
Duskull,4,20,40,90,30,90,25
Dusclops,4,40,70,130,60,130,25
Tropius,4,99,68,83,72,87,51
Chimecho,4,65,50,70,95,80,65
Absol,4,65,130,60,75,60,75
Wynaut,4,95,23,48,23,48,23
Snorunt,4,50,50,50,50,50,50
Glalie,4,80,80,80,80,80,80
Spheal,4,70,40,50,55,50,25
Sealeo,4,90,60,70,75,70,45
Walrein,4,110,80,90,95,90,65
Clamperl,4,35,64,85,74,55,32
Huntail,4,55,104,105,94,75,52
Gorebyss,4,55,84,105,114,75,52
Relicanth,4,100,90,130,45,65,55
Luvdisc,4,43,30,55,40,65,97
Bagon,4,45,75,60,40,30,50
Shelgon,4,65,95,100,60,50,50
Salamence,4,95,135,80,110,80,100
Beldum,4,40,55,80,35,60,30
Metang,4,60,75,100,55,80,50
Metagross,4,80,135,130,95,90,70
Regirock,4,80,100,200,50,100,50
Regice,4,80,50,100,100,200,50
Registeel,4,80,75,150,75,150,50
Latias,4,80,80,90,110,130,110
Latios,4,80,90,80,130,110,110
Kyogre,4,100,100,90,150,140,90
Groudon,4,100,150,140,100,90,90
Rayquaza,4,105,150,90,150,90,95
Jirachi,4,100,100,100,100,100,100
Deoxys,4,50,150,50,150,50,150
Deoxys-Attack,4,50,180,20,180,20,150
Deoxys-Defense,4,50,70,160,70,160,90
Deoxys-Speed,4,50,95,90,95,90,180
Turtwig,4,55,68,64,45,55,31
Grotle,4,75,89,85,55,65,36
Torterra,4,95,109,105,75,85,56
Chimchar,4,44,58,44,58,44,61
Monferno,4,64,78,52,78,52,81
Infernape,4,76,104,71,104,71,108
Piplup,4,53,51,53,61,56,40
Prinplup,4,64,66,68,81,76,50
Empoleon,4,84,86,88,111,101,60
Starly,4,40,55,30,30,30,60
Staravia,4,55,75,50,40,40,80
Staraptor,4,85,120,70,50,50,100
Bidoof,4,59,45,40,35,40,31
Bibarel,4,79,85,60,55,60,71
Kricketot,4,37,25,41,25,41,25
Kricketune,4,77,85,51,55,51,65
Shinx,4,45,65,34,40,34,45
Luxio,4,60,85,49,60,49,60
Luxray,4,80,120,79,95,79,70
Budew,4,40,30,35,50,70,55
Roserade,4,60,70,55,125,105,90
Cranidos,4,67,125,40,30,30,58
Rampardos,4,97,165,60,65,50,58
Shieldon,4,30,42,118,42,88,30
Bastiodon,4,60,52,168,47,138,30
Burmy,4,40,29,45,29,45,36
Wormadam,4,60,59,85,79,105,36
Wormadam-Sandy,4,60,79,105,59,85,36
Wormadam-Trash,4,60,69,95,69,95,36
Mothim,4,70,94,50,94,50,66
Combee,4,30,30,42,30,42,70
Vespiquen,4,70,80,102,80,102,40
Pachirisu,4,60,45,70,45,90,95
Buizel,4,55,65,35,60,30,85
Floatzel,4,85,105,55,85,50,115
Cherubi,4,45,35,45,62,53,35
Cherrim,4,70,60,70,87,78,85
Shellos,4,76,48,48,57,62,34
Gastrodon,4,111,83,68,92,82,39
Ambipom,4,75,100,66,60,66,115
Drifloon,4,90,50,34,60,44,70
Drifblim,4,150,80,44,90,54,80
Buneary,4,55,66,44,44,56,85
Lopunny,4,65,76,84,54,96,105
Mismagius,4,60,60,60,105,105,105
Honchkrow,4,100,125,52,105,52,71
Glameow,4,49,55,42,42,37,85
Purugly,4,71,82,64,64,59,112
Chingling,4,45,30,50,65,50,45
Stunky,4,63,63,47,41,41,74
Skuntank,4,103,93,67,71,61,84
Bronzor,4,57,24,86,24,86,23
Bronzong,4,67,89,116,79,116,33
Bonsly,4,50,80,95,10,45,10
Mime Jr.,4,20,25,45,70,90,60
Happiny,4,100,5,5,15,65,30
Chatot,4,76,65,45,92,42,91
Spiritomb,4,50,92,108,92,108,35
Gible,4,58,70,45,40,45,42
Gabite,4,68,90,65,50,55,82
Garchomp,4,108,130,95,80,85,102
Munchlax,4,135,85,40,40,85,5
Riolu,4,40,70,40,35,40,60
Lucario,4,70,110,70,115,70,90
Hippopotas,4,68,72,78,38,42,32
Hippowdon,4,108,112,118,68,72,47
Skorupi,4,40,50,90,30,55,65
Drapion,4,70,90,110,60,75,95
Croagunk,4,48,61,40,61,40,50
Toxicroak,4,83,106,65,86,65,85
Carnivine,4,74,100,72,90,72,46
Finneon,4,49,49,56,49,61,66
Lumineon,4,69,69,76,69,86,91
Mantyke,4,45,20,50,60,120,50
Snover,4,60,62,50,62,60,40
Abomasnow,4,90,92,75,92,85,60
Weavile,4,70,120,65,45,85,125
Magnezone,4,70,70,115,130,90,60
Lickilicky,4,110,85,95,80,95,50
Rhyperior,4,115,140,130,55,55,40
Tangrowth,4,100,100,125,110,50,50
Electivire,4,75,123,67,95,85,95
Magmortar,4,75,95,67,125,95,83
Togekiss,4,85,50,95,120,115,80
Yanmega,4,86,76,86,116,56,95
Leafeon,4,65,110,130,60,65,95
Glaceon,4,65,60,110,130,95,65
Gliscor,4,75,95,125,45,75,95
Mamoswine,4,110,130,80,70,60,80
Porygon-Z,4,85,80,70,135,75,90
Gallade,4,68,125,65,65,115,80
Probopass,4,60,55,145,75,150,40
Dusknoir,4,45,100,135,65,135,45
Froslass,4,70,80,70,80,70,110
Rotom,4,50,50,77,95,77,91
Rotom-Heat,4,50,65,107,105,107,86
Rotom-Wash,4,50,65,107,105,107,86
Rotom-Frost,4,50,65,107,105,107,86
Rotom-Fan,4,50,65,107,105,107,86
Rotom-Mow,4,50,65,107,105,107,86
Uxie,4,75,75,130,75,130,95
Mesprit,4,80,105,105,105,105,80
Azelf,4,75,125,70,125,70,115
Dialga,4,100,120,120,150,100,90
Palkia,4,90,120,100,150,120,100
Heatran,4,91,90,106,130,106,77
Regigigas,4,110,160,110,80,110,100
Giratina,4,150,100,120,100,120,90
Giratina-Origin,4,150,120,100,120,100,90
Cresselia,4,120,70,120,75,130,85
Phione,4,80,80,80,80,80,80
Manaphy,4,100,100,100,100,100,100
Darkrai,4,70,90,90,135,90,125
Shaymin,4,100,100,100,100,100,100
Shaymin-Sky,4,100,103,75,120,75,127
Arceus,4,120,120,120,120,120,120
Arceus-Bug,4,120,120,120,120,120,120
Arceus-Dark,4,120,120,120,120,120,120
Arceus-Dragon,4,120,120,120,120,120,120
Arceus-Electric,4,120,120,120,120,120,120
Arceus-Fairy,4,120,120,120,120,120,120
Arceus-Fighting,4,120,120,120,120,120,120
Arceus-Fire,4,120,120,120,120,120,120
Arceus-Flying,4,120,120,120,120,120,120
Arceus-Ghost,4,120,120,120,120,120,120
Arceus-Grass,4,120,120,120,120,120,120
Arceus-Ground,4,120,120,120,120,120,120
Arceus-Ice,4,120,120,120,120,120,120
Arceus-Poison,4,120,120,120,120,120,120
Arceus-Psychic,4,120,120,120,120,120,120
Arceus-Rock,4,120,120,120,120,120,120
Arceus-Steel,4,120,120,120,120,120,120
Arceus-Water,4,120,120,120,120,120,120
