name,snapshot,teammate1,usage1,teammate2,usage2,teammate3,usage3,teammate4,usage4,teammate5,usage5,teammate6,usage6,teammate7,usage7,teammate8,usage8,teammate9,usage9,teammate10,usage10,teammate11,usage11,teammate12,usage12
Hatterene,2019-11,Mandibuzz +,7.570,Runerigus +,4.111,Copperajah +,2.901,Umbreon +,1.274,Rotom-Wash +,1.166,Rotom-Heat +,1.164,Vikavolt +,1.114,Crawdaunt +,0.939,Bronzong +,0.882,Jellicent +,0.823,Snorlax +,0.776,Vanilluxe +,0.677
Clefable,2019-11,Corviknight +,21.749,Ditto +,13.361,Seismitoad +,10.821,Toxapex +,7.436,Hydreigon +,7.173,Rotom-Heat +,4.757,Mandibuzz +,1.431,Diggersby +,0.996,Dugtrio +,0.935,Shedinja +,0.616,Cinderace +,0.604,Gastrodon +,0.534
Grimmsnarl,2019-11,Cinderace +,6.824,Corsola-Galar +,6.448,Kommo-o +,5.315,Polteageist +,5.229,Toxtricity +,4.742,Charizard +,3.065,Conkeldurr +,3.021,Togekiss +,2.702,Jellicent +,1.243,Reuniclus +,0.822,Xatu +,0.729,Eiscue +,0.723
Cinderace,2019-11,Grimmsnarl +,6.912,Polteageist +,4.192,Corsola-Galar +,2.401,Toxtricity +,2.066,Jellicent +,1.667,Appletun +,1.194,Duraludon +,1.065,Hydreigon +,1.009,Malamar +,0.900,Seismitoad +,0.848,Milotic +,0.722,Togekiss +,0.665
Seismitoad,2019-11,Corviknight +,15.482,Clefable +,12.538,Pelipper +,12.245,Rotom-Heat +,8.748,Drednaw +,8.479,Dracovish +,7.753,Crawdaunt +,5.828,Ditto +,4.134,Conkeldurr +,2.819,Barraskewda +,2.558,Charizard +,2.198,Arcanine +,1.865
Corsola-Galar,2019-11,Grimmsnarl +,6.910,Toxapex +,6.467,Darmanitan-Galar +,3.558,Cinderace +,2.498,Toxtricity +,2.217,Corviknight +,1.585,Eldegoss +,1.520,Alcremie +,1.388,Obstagoon +,0.965,Xatu +,0.823,Polteageist +,0.820,Quagsire +,0.746
Dracovish,2019-11,Pelipper +,30.456,Drednaw +,13.817,Ferrothorn +,13.539,Barraskewda +,11.696,Seismitoad +,8.158,Crawdaunt +,6.622,Ribombee +,3.538,Whimsicott +,1.824,Mantine +,1.724,Araquanid +,1.054,Galvantula +,1.051,Ludicolo +,0.988
Toxtricity,2019-11,Bisharp +,6.653,Mimikyu +,5.568,Grimmsnarl +,5.421,Gyarados +,4.324,Conkeldurr +,3.845,Hydreigon +,3.699,Charizard +,3.584,Corsola-Galar +,2.386,Cinderace +,2.311,Darmanitan-Galar +,1.459,Gardevoir +,1.178,Golisopod +,0.882
Tyranitar,2019-11,Excadrill +,37.304,Rotom-Wash +,15.753,Ferrothorn +,5.765,Dragapult +,4.425,Gyarados +,1.763,Sigilyph +,1.697,Jellicent +,1.485,Aegislash +,1.329,Appletun +,1.065,Rotom-Mow +,1.048,Reuniclus +,1.008,Cloyster +,1.008
Mandibuzz,2019-11,Ferrothorn +,13.448,Hatterene +,12.600,Rotom-Heat +,7.931,Darmanitan-Galar +,6.643,Ditto +,5.708,Rotom-Wash +,5.702,Dugtrio +,4.446,Toxapex +,4.343,Clefable +,2.419,Jellicent +,2.116,Durant +,1.461,Sirfetch'd +,1.236
Pelipper,2019-11,Barraskewda +,50.989,Dracovish +,48.504,Ferrothorn +,42.906,Drednaw +,34.185,Seismitoad +,20.551,Crawdaunt +,14.270,Mantine +,7.724,Ludicolo +,5.292,Jolteon +,1.659,Heliolisk +,1.272,Toxicroak +,1.260,Araquanid +,0.620
Barraskewda,2019-11,Pelipper +,55.916,Ferrothorn +,25.289,Dracovish +,20.365,Drednaw +,11.858,Mantine +,5.911,Seismitoad +,4.590,Ludicolo +,3.588,Jolteon +,1.309,Crawdaunt +,1.187,Toxicroak +,1.164,Heliolisk +,0.963,Galvantula +,0.853
Conkeldurr,2019-11,Charizard +,10.259,Toxtricity +,7.101,Grimmsnarl +,6.402,Seismitoad +,5.650,Rotom-Wash +,3.951,Mamoswine +,2.266,Gengar +,2.148,Mantine +,1.902,Hydreigon +,1.841,Xatu +,1.809,Reuniclus +,1.532,Crawdaunt +,1.244
Hawlucha,2019-11,Pincurchin +,19.353,Excadrill +,12.168,Indeedee +,11.930,Ditto +,8.044,Mew +,2.554,Gyarados +,2.364,Weezing-Galar +,1.960,Indeedee-F +,1.637,Polteageist +,1.293,Aegislash +,1.035,Dracozolt +,1.003,Mimikyu +,0.676
Rotom-Heat,2019-11,Seismitoad +,20.117,Mandibuzz +,12.901,Clefable +,12.688,Ferrothorn +,8.398,Corviknight +,6.616,Ditto +,4.868,Dugtrio +,3.355,Hatterene +,3.171,Hydreigon +,2.798,Sirfetch'd +,1.502,Sandaconda +,1.132,Alcremie +,1.038
Dracozolt,2019-11,Ribombee +,20.400,Excadrill +,4.395,Braviary +,3.772,Pincurchin +,3.725,Aegislash +,3.687,Araquanid +,2.475,Dracovish +,1.346,Bisharp +,1.319,Dragapult +,1.147,Shuckle +,1.102,Hawlucha +,1.079,Orbeetle +,0.987
Mimikyu,2019-11,Gyarados +,21.301,Bisharp +,14.112,Hydreigon +,12.548,Toxtricity +,12.210,Excadrill +,7.948,Mew +,7.678,Copperajah +,3.106,Araquanid +,2.894,Runerigus +,2.507,Crawdaunt +,2.115,Polteageist +,1.171,Kommo-o +,1.118
Dugtrio,2019-11,Toxapex +,8.109,Mandibuzz +,7.634,Corviknight +,5.854,Aegislash +,4.032,Ditto +,3.754,Rotom-Heat +,3.546,Sirfetch'd +,2.971,Gardevoir +,2.780,Clefable +,2.655,Shedinja +,2.157,Charizard +,1.727,Ribombee +,1.702
Bisharp,2019-11,Gyarados +,20.376,Toxtricity +,15.189,Mimikyu +,14.702,Mew +,7.635,Excadrill +,7.045,Ribombee +,6.660,Hydreigon +,6.417,Milotic +,2.485,Araquanid +,2.373,Shuckle +,2.314,Golisopod +,2.194,Malamar +,1.844
Togekiss,2019-11,Kommo-o +,16.123,Aegislash +,9.719,Grimmsnarl +,7.216,Excadrill +,4.945,Mamoswine +,4.110,Torkoal +,2.773,Mew +,2.621,Ribombee +,2.312,Cinderace +,1.834,Dracovish +,1.664,Avalugg +,1.656,Duraludon +,1.396
Kommo-o,2019-11,Togekiss +,19.317,Grimmsnarl +,16.861,Aegislash +,7.693,Excadrill +,5.204,Polteageist +,3.964,Torkoal +,3.864,Mew +,3.432,Corviknight +,3.354,Avalugg +,2.110,Cinderace +,1.710,Vanilluxe +,1.659,Mimikyu +,1.424
Polteageist,2019-11,Grimmsnarl +,16.914,Cinderace +,13.385,Kommo-o +,4.031,Gyarados +,3.701,Reuniclus +,3.488,Mew +,3.329,Eiscue +,2.705,Corsola-Galar +,2.488,Hawlucha +,1.860,Mimikyu +,1.473,Orbeetle +,1.151,Falinks +,0.925
Gengar,2019-11,Ferrothorn +,4.487,Conkeldurr +,3.353,Rotom-Wash +,1.899,Goodra +,1.592,Shuckle +,1.581,Tyranitar +,1.157,Golisopod +,1.153,Coalossal +,1.025,Milotic +,0.944,Haxorus +,0.864,Mamoswine +,0.768,Diggersby +,0.732
Hippowdon,2019-11,Corviknight +,26.692,Toxapex +,25.984,Hydreigon +,13.037,Excadrill +,8.141,Reuniclus +,6.094,Jellicent +,3.211,Rotom-Wash +,3.190,Pyukumuku +,2.475,Hatterene +,2.444,Ditto +,2.315,Cloyster +,1.856,Rotom-Mow +,1.387
Ribombee,2019-11,Dracozolt +,32.379,Excadrill +,22.189,Aegislash +,13.370,Dragapult +,13.334,Dracovish +,12.326,Bisharp +,9.840,Braviary +,7.756,Togekiss +,3.360,Dugtrio +,2.558,Malamar +,2.473,Falinks +,1.553,Mimikyu +,1.011
Mew,2019-11,Mimikyu +,12.146,Bisharp +,11.591,Aegislash +,8.971,Gyarados +,8.116,Hawlucha +,4.606,Kommo-o +,4.311,Polteageist +,4.112,Togekiss +,3.950,Cloyster +,3.778,Crawdaunt +,3.588,Durant +,3.523,Rotom-Mow +,2.849
Jellicent,2019-11,Hydreigon +,8.802,Cinderace +,6.965,Mandibuzz +,5.949,Grimmsnarl +,5.292,Tyranitar +,4.499,Hatterene +,3.922,Ditto +,3.794,Hippowdon +,3.692,Dugtrio +,2.468,Indeedee +,2.112,Bronzong +,1.905,Clefable +,1.857
Drednaw,2019-11,Pelipper +,81.247,Dracovish +,52.297,Ferrothorn +,50.179,Seismitoad +,33.880,Crawdaunt +,28.847,Barraskewda +,25.707,Ludicolo +,1.923,Mantine +,1.178,Durant +,1.023,Frosmoth +,0.888,,,,
Crawdaunt,2019-11,Pelipper +,34.640,Drednaw +,29.462,Dracovish +,25.581,Seismitoad +,23.767,Ferrothorn +,19.414,Runerigus +,5.002,Hatterene +,4.411,Reuniclus +,3.997,Mew +,3.853,Mimikyu +,3.580,Copperajah +,3.577,Barraskewda +,2.656
Charizard,2019-11,Conkeldurr +,21.179,Toxtricity +,13.515,Grimmsnarl +,13.256,Torkoal +,13.124,Seismitoad +,8.987,Darmanitan-Galar +,6.896,Shiftry +,6.142,Dugtrio +,2.887,Ninetales +,2.727,Espeon +,1.866,Heliolisk +,1.149,Leafeon +,0.963
Reuniclus,2019-11,Toxapex +,10.460,Hippowdon +,9.098,Polteageist +,5.840,Crawdaunt +,5.050,Runerigus +,4.883,Ferrothorn +,4.651,Grimmsnarl +,4.480,Rotom-Wash +,4.063,Conkeldurr +,3.934,Tyranitar +,3.913,Copperajah +,3.464,Cinderace +,3.420
Arcanine,2019-11,Seismitoad +,10.311,Sylveon +,7.353,Eldegoss +,5.684,Hydreigon +,4.296,Clefable +,2.520,Lapras +,2.429,Dhelmise +,2.132,Lucario +,1.322,Gardevoir +,1.321,Snorlax +,1.300,Bewear +,1.177,Weezing-Galar +,1.052
Obstagoon,2019-11,Corsola-Galar +,5.530,Toxtricity +,3.705,Galvantula +,3.162,Hatterene +,3.115,Weezing-Galar +,2.897,Sandaconda +,2.487,Rillaboom +,2.320,Orbeetle +,2.211,Inteleon +,2.067,Sylveon +,1.902,Dragapult +,1.901,Snorlax +,1.707
Centiskorch,2019-11,Morpeko +,7.481,Appletun +,4.647,Mandibuzz +,4.056,Inteleon +,3.220,Rillaboom +,2.614,Duraludon +,2.450,Toxtricity +,2.348,Copperajah +,2.255,Runerigus +,2.096,Eldegoss +,1.551,Weezing-Galar +,1.526,Quagsire +,1.381
Weezing-Galar,2019-11,Hawlucha +,5.675,Duraludon +,4.169,Heliolisk +,3.544,Sirfetch'd +,3.092,Obstagoon +,3.014,Tyranitar +,2.549,Appletun +,2.431,Jellicent +,2.220,Hitmonlee +,1.984,Golisopod +,1.863,Inteleon +,1.658,Centiskorch +,1.595
Mamoswine,2019-11,Aegislash +,13.274,Togekiss +,10.384,Conkeldurr +,7.160,Dragapult +,6.486,Mandibuzz +,5.001,Bisharp +,3.836,Hydreigon +,2.955,Frosmoth +,2.545,Vanilluxe +,2.373,Salazzle +,2.006,Tsareena +,1.953,Jellicent +,1.576
Sirfetch'd,2019-11,Dugtrio +,8.297,Mandibuzz +,5.853,Toxtricity +,4.916,Runerigus +,4.681,Rotom-Heat +,4.401,Weezing-Galar +,3.426,Reuniclus +,3.423,Vikavolt +,2.122,Inteleon +,2.086,Duraludon +,1.758,Snorlax +,1.757,Copperajah +,1.635
Duraludon,2019-11,Cinderace +,7.701,Appletun +,6.707,Weezing-Galar +,4.761,Togekiss +,3.856,Grimmsnarl +,3.637,Mew +,3.446,Eldegoss +,3.028,Centiskorch +,2.925,Chandelure +,2.810,Rillaboom +,2.195,Gastrodon +,2.083,Coalossal +,1.978
Chandelure,2019-11,Boltund +,8.362,Type: Null +,8.339,Ferrothorn +,3.548,Appletun +,3.146,Duraludon +,2.890,Flapple +,2.820,Goodra +,2.663,Seismitoad +,2.504,Claydol +,2.288,Tyranitar +,2.223,Cloyster +,1.970,Haxorus +,1.902
Runerigus,2019-11,Hatterene +,35.001,Copperajah +,19.327,Crawdaunt +,8.891,Vikavolt +,7.718,Mimikyu +,7.588,Reuniclus +,6.879,Sirfetch'd +,4.986,Gastrodon +,3.678,Conkeldurr +,3.377,Scrafty +,3.321,Centiskorch +,2.586,Musharna +,2.508
Araquanid,2019-11,Mimikyu +,9.057,Dracozolt +,7.985,Dracovish +,7.420,Bisharp +,7.113,Toxtricity +,4.161,Excadrill +,2.818,Pelipper +,2.752,Togekiss +,2.666,Runerigus +,2.531,Eiscue +,2.365,Obstagoon +,1.538,Chandelure +,1.318
Copperajah,2019-11,Hatterene +,25.662,Runerigus +,20.078,Mimikyu +,9.801,Crawdaunt +,6.610,Reuniclus +,5.071,Appletun +,4.697,Musharna +,4.484,Vikavolt +,4.442,Grimmsnarl +,4.235,Golisopod +,3.314,Cursola +,3.119,Conkeldurr +,2.989
Eldegoss,2019-11,Toxapex +,12.825,Corsola-Galar +,11.236,Arcanine +,7.748,Sylveon +,4.840,Sandaconda +,4.397,Duraludon +,3.279,Quagsire +,2.935,Alcremie +,2.903,Pyukumuku +,2.145,Centiskorch +,2.008,Inteleon +,1.676,Weezing-Galar +,1.663
Milotic,2019-11,Bisharp +,7.820,Heliolisk +,7.471,Rotom-Fan +,7.362,Bronzong +,7.080,Golisopod +,6.533,Cinderace +,5.911,Hatterene +,5.027,Malamar +,3.133,Toxtricity +,2.560,Lucario +,2.375,Gengar +,2.363,Ferrothorn +,2.278
Eiscue,2019-11,Vanilluxe +,11.462,Polteageist +,6.676,Grimmsnarl +,5.445,Shuckle +,3.576,Abomasnow +,2.630,Cloyster +,2.618,Araquanid +,2.398,Frosmoth +,2.221,Orbeetle +,2.213,Sandaconda +,2.152,Coalossal +,1.709,Falinks +,1.635
Pincurchin,2019-11,Hawlucha +,75.508,Excadrill +,26.364,Gyarados +,14.157,Dragapult +,13.427,Dracozolt +,13.185,Ditto +,9.503,Cloyster +,2.744,Hitmonlee +,2.346,Drifblim +,2.263,Weezing-Galar +,1.558,Ribombee +,1.184,Eldegoss +,0.967
Appletun,2019-11,Cinderace +,10.078,Duraludon +,7.833,Tyranitar +,6.506,Centiskorch +,6.466,Toxapex +,6.320,Copperajah +,5.104,Coalossal +,4.113,Chandelure +,3.571,Weezing-Galar +,3.241,Whimsicott +,1.973,Mamoswine +,1.664,Sandaconda +,1.594
Indeedee,2019-11,Hawlucha +,48.039,Jellicent +,4.511,Frosmoth +,2.516,Morpeko +,1.793,Lapras +,1.556,Weezing-Galar +,1.208,Duraludon +,0.950,Espeon +,0.816,Stunfisk-Galar +,0.697,Cinderace +,0.687,Dugtrio +,0.685,Kommo-o +,0.578
Gastrodon,2019-11,Corviknight +,15.043,Corsola-Galar +,6.398,Pyukumuku +,6.393,Clefable +,5.437,Mandibuzz +,4.685,Runerigus +,4.459,Salazzle +,4.096,Alcremie +,4.073,Cursola +,3.487,Crawdaunt +,3.239,Duraludon +,2.616,Scrafty +,2.602
Coalossal,2019-11,Appletun +,4.412,Toxtricity +,3.870,Grimmsnarl +,2.976,Gengar +,2.844,Rillaboom +,2.672,Inteleon +,2.615,Duraludon +,2.476,Flapple +,2.171,Golisopod +,2.051,Obstagoon +,2.022,Eiscue +,1.986,Quagsire +,1.882
Cloyster,2019-11,Mew +,9.002,Tyranitar +,6.751,Rotom-Mow +,6.295,Hippowdon +,4.806,Sigilyph +,3.259,Eiscue +,3.085,Pincurchin +,3.005,Vanilluxe +,2.554,Hatterene +,2.543,Chandelure +,2.450,Grimmsnarl +,2.442,Galvantula +,2.188
Frosmoth,2019-11,Corsola-Galar +,6.047,Dugtrio +,5.764,Cinderace +,4.823,Mamoswine +,3.813,Salazzle +,3.094,Indeedee +,2.819,Eiscue +,2.775,Drednaw +,2.104,Runerigus +,2.067,Galvantula +,2.014,Obstagoon +,1.857,Coalossal +,1.691
Sylveon,2019-11,Arcanine +,12.785,Hydreigon +,7.821,Seismitoad +,7.230,Eldegoss +,6.177,Avalugg +,5.471,Obstagoon +,3.132,Conkeldurr +,3.062,Pyukumuku +,2.669,Dusclops +,2.284,Toxapex +,2.211,Umbreon +,1.225,Sigilyph +,1.053
Diggersby,2019-11,Toxapex +,15.884,Rotom-Wash +,13.742,Clefable +,11.587,Sigilyph +,5.915,Hydreigon +,5.043,Aegislash +,4.783,Garbodor +,2.776,Gengar +,2.347,Corviknight +,2.172,Mew +,2.099,Coalossal +,1.932,Thievul +,1.722
Inteleon,2019-11,Rillaboom +,6.230,Centiskorch +,5.802,Toxtricity +,5.150,Jolteon +,3.833,Obstagoon +,3.705,Sirfetch'd +,3.243,Coalossal +,3.153,Cinderace +,3.080,Weezing-Galar +,2.852,Duraludon +,2.623,Boltund +,2.428,Eldegoss +,2.329
Galvantula,2019-11,Dracovish +,10.910,Obstagoon +,5.905,Togekiss +,5.202,Barraskewda +,5.103,Bisharp +,4.880,Chandelure +,2.848,Cloyster +,2.684,Falinks +,2.410,Frosmoth +,2.334,Dracozolt +,2.188,Malamar +,2.036,Milotic +,1.875
Morpeko,2019-11,Centiskorch +,14.270,Mandibuzz +,8.415,Ditto +,3.616,Cinderace +,3.480,Lapras +,2.446,Golisopod +,2.403,Indeedee +,2.373,Sandaconda +,2.286,Eiscue +,2.141,Garbodor +,1.998,Rapidash-Galar +,1.870,Ribombee +,1.838
Heliolisk,2019-11,Golisopod +,13.912,Milotic +,11.289,Bronzong +,11.078,Torkoal +,9.420,Pelipper +,8.995,Bisharp +,7.547,Shiftry +,6.910,Weezing-Galar +,6.820,Barraskewda +,6.241,Charizard +,3.310,Durant +,3.292,Reuniclus +,3.069
Durant,2019-11,Rotom-Wash +,13.283,Mandibuzz +,12.269,Mew +,11.107,Bisharp +,3.754,Heliolisk +,3.307,Drednaw +,3.055,Sableye +,2.317,Cloyster +,2.279,Wishiwashi +,2.179,Drifblim +,1.908,Froslass +,1.720,Kommo-o +,1.453
Alcremie,2019-11,Corsola-Galar +,16.215,Mandibuzz +,9.853,Shedinja +,8.185,Pyukumuku +,7.855,Toxapex +,7.734,Xatu +,7.595,Gastrodon +,5.543,Sandaconda +,5.495,Rotom-Heat +,5.394,Jellicent +,5.084,Eldegoss +,4.568,Dracozolt +,3.294
Torkoal,2019-11,Charizard +,41.382,Shiftry +,33.655,Kommo-o +,16.816,Togekiss +,14.450,Heliolisk +,10.408,Dugtrio +,8.450,Leafeon +,7.354,Hatterene +,6.543,Aegislash +,5.550,Ninetales +,4.651,Maractus +,3.601,Arcanine +,2.109
Quagsire,2019-11,Corsola-Galar +,9.541,Corviknight +,6.300,Eldegoss +,5.078,Toxapex +,4.777,Ferrothorn +,4.344,Centiskorch +,3.090,Coalossal +,2.818,Rotom-Heat +,2.281,Goodra +,2.084,Umbreon +,2.041,Vikavolt +,1.870,Reuniclus +,1.643
Gardevoir,2019-11,Gyarados +,17.486,Dugtrio +,15.265,Toxtricity +,14.417,Aegislash +,14.117,Hydreigon +,10.475,Shuckle +,4.175,Bisharp +,3.861,Arcanine +,3.173,Tsareena +,3.052,Bewear +,2.977,Centiskorch +,2.868,Galvantula +,2.191
Golisopod,2019-11,Heliolisk +,16.224,Bronzong +,12.342,Bisharp +,12.147,Milotic +,11.506,Toxtricity +,11.090,Copperajah +,6.052,Gengar +,5.019,Weezing-Galar +,4.175,Duraludon +,3.330,Coalossal +,3.215,Morpeko +,2.943,Charizard +,2.933
Pyukumuku,2019-11,Xatu +,12.389,Corviknight +,11.271,Shedinja +,11.252,Gastrodon +,10.615,Hippowdon +,10.465,Alcremie +,9.585,Hatterene +,6.896,Corsola-Galar +,5.048,Mandibuzz +,4.940,Scrafty +,4.827,Avalugg +,4.790,Runerigus +,4.670
Avalugg,2019-11,Kommo-o +,10.600,Togekiss +,9.967,Sylveon +,8.489,Flareon +,7.024,Seismitoad +,6.898,Aegislash +,5.757,Tyranitar +,5.273,Pyukumuku +,4.951,Dugtrio +,4.357,Toxapex +,3.504,Gastrodon +,3.297,Gengar +,3.104
Snorlax,2019-11,Hatterene +,13.897,Toxapex +,12.151,Rhyperior +,7.914,Lucario +,6.586,Obstagoon +,4.414,Runerigus +,4.088,Sirfetch'd +,3.940,Reuniclus +,3.927,Arcanine +,3.563,Mandibuzz +,3.158,Conkeldurr +,3.099,Vaporeon +,2.755
Cursola,2019-11,Salazzle +,8.225,Crawdaunt +,8.081,Toxtricity +,6.588,Copperajah +,6.426,Gastrodon +,6.169,Runerigus +,5.361,Bronzong +,3.797,Conkeldurr +,3.435,Weezing-Galar +,3.165,Reuniclus +,2.541,Eiscue +,2.434,Mandibuzz +,2.328
Mantine,2019-11,Pelipper +,75.076,Barraskewda +,52.391,Ferrothorn +,34.857,Dracovish +,26.655,Conkeldurr +,15.499,Aegislash +,12.017,Seismitoad +,5.177,Drednaw +,4.821,Crawdaunt +,2.820,Jolteon +,1.317,Avalugg +,0.865,Mudsdale +,0.576
Whimsicott,2019-11,Dracovish +,28.769,Aegislash +,5.139,Crawdaunt +,4.235,Appletun +,4.012,Chandelure +,3.953,Noivern +,3.904,Mew +,3.756,Cloyster +,3.527,Tyranitar +,3.470,Dugtrio +,3.404,Togekiss +,3.357,Vanilluxe +,2.697
Salazzle,2019-11,Cursola +,8.826,Gastrodon +,7.787,Crawdaunt +,7.440,Frosmoth +,5.418,Mamoswine +,5.276,Togedemaru +,2.606,Mandibuzz +,2.568,Heliolisk +,2.471,Golisopod +,2.383,Araquanid +,2.001,Avalugg +,1.982,Espeon +,1.955
Lucario,2019-11,Cinderace +,9.121,Snorlax +,7.344,Milotic +,5.149,Arcanine +,4.022,Appletun +,3.173,Rotom-Fan +,2.326,Mamoswine +,2.232,Charizard +,2.081,Hatterene +,2.016,Rillaboom +,1.963,Duraludon +,1.807,Inteleon +,1.672
Umbreon,2019-11,Hatterene +,26.339,Corviknight +,22.493,Toxapex +,12.787,Corsola-Galar +,10.329,Rotom-Heat +,5.739,Pyukumuku +,4.294,Xatu +,4.070,Quagsire +,2.730,Milotic +,2.478,Sylveon +,2.224,Vaporeon +,1.448,Clefable +,1.395
Shuckle,2019-11,Bisharp +,16.276,Dracovish +,16.104,Gyarados +,10.878,Gengar +,8.736,Dracozolt +,8.314,Eiscue +,8.118,Gardevoir +,5.475,Barraskewda +,4.169,Crawdaunt +,4.003,Sigilyph +,3.639,Milotic +,3.338,Dragapult +,2.242
Orbeetle,2019-11,Dracozolt +,7.641,Obstagoon +,6.750,Polteageist +,6.714,Dracovish +,6.071,Bisharp +,5.672,Eiscue +,5.200,Falinks +,3.640,Milotic +,3.545,Gothitelle +,3.433,Malamar +,3.290,Toxtricity +,3.182,Coalossal +,2.922
Sandaconda,2019-11,Eldegoss +,10.535,Rotom-Heat +,8.916,Alcremie +,8.391,Obstagoon +,7.664,Jellicent +,7.532,Bisharp +,5.527,Eiscue +,5.105,Heliolisk +,4.510,Inteleon +,3.959,Morpeko +,3.700,Appletun +,3.536,Centiskorch +,3.361
Goodra,2019-11,Gengar +,9.206,Chandelure +,6.767,Corsola-Galar +,5.765,Quagsire +,2.901,Silvally-Flying +,2.848,Vaporeon +,2.755,Grimmsnarl +,2.605,Espeon +,2.483,Mamoswine +,2.401,Centiskorch +,2.364,Gardevoir +,2.321,Galvantula +,2.319
Haxorus,2019-11,Aegislash +,7.850,Gengar +,5.054,Chandelure +,4.886,Togekiss +,4.179,Arcanine +,3.306,Mamoswine +,3.125,Mew +,2.743,Gardevoir +,2.654,Bisharp +,2.191,Galvantula +,2.131,Duraludon +,2.129,Golisopod +,1.974
Rillaboom,2019-11,Inteleon +,10.937,Centiskorch +,8.278,Obstagoon +,7.325,Cinderace +,5.991,Duraludon +,5.829,Coalossal +,5.671,Toxtricity +,5.371,Grimmsnarl +,3.813,Weezing-Galar +,3.685,Gastrodon +,2.884,Boltund +,2.790,Dragapult +,2.723
Bronzong,2019-11,Hatterene +,20.776,Heliolisk +,18.715,Milotic +,18.077,Golisopod +,17.877,Bisharp +,14.034,Crawdaunt +,11.385,Jellicent +,9.632,Reuniclus +,9.256,Conkeldurr +,6.477,Copperajah +,6.281,Cofagrigus +,6.229,Cursola +,4.879
Falinks,2019-11,Ribombee +,8.345,Polteageist +,5.911,Malamar +,5.527,Grimmsnarl +,4.899,Rotom-Mow +,4.441,Galvantula +,4.327,Eiscue +,4.224,Orbeetle +,3.999,Obstagoon +,3.937,Toxtricity +,3.786,Milotic +,3.772,Coalossal +,3.698
