Name,Gen,TypeOne,TypeTwo
Scizor,4,Bug,Steel
Shuckle,4,Bug,Rock
Heracross,4,Bug,Fighting
Sneasel,4,Dark,Ice
Teddiursa,4,Normal,
Ursaring,4,Normal,
Slugma,4,Fire,
Magcargo,4,Fire,Rock
Swinub,4,Ice,Ground
Piloswine,4,Ice,Ground
Corsola,4,Water,Rock
Remoraid,4,Water,
Octillery,4,Water,
Delibird,4,Ice,Flying
Mantine,4,Water,Flying
Skarmory,4,Steel,Flying
Houndour,4,Dark,Fire
Houndoom,4,Dark,Fire
Kingdra,4,Water,Dragon
Phanpy,4,Ground,
Donphan,4,Ground,
Porygon2,4,Normal,
Stantler,4,Normal,
Smeargle,4,Normal,
Tyrogue,4,Fighting,
Hitmontop,4,Fighting,
Smoochum,4,Ice,Psychic
Elekid,4,Electric,
Magby,4,Fire,
Miltank,4,Normal,
Blissey,4,Normal,
Raikou,4,Electric,
Entei,4,Fire,
Suicune,4,Water,
Larvitar,4,Rock,Ground
Pupitar,4,Rock,Ground
Tyranitar,4,Rock,Dark
Lugia,4,Psychic,Flying
Ho-Oh,4,Fire,Flying
Celebi,4,Psychic,Grass
Treecko,4,Grass,
Grovyle,4,Grass,
Sceptile,4,Grass,
Torchic,4,Fire,
Combusken,4,Fire,Fighting
Blaziken,4,Fire,Fighting
Mudkip,4,Water,
Marshtomp,4,Water,Ground
Swampert,4,Water,Ground
Poochyena,4,Dark,
Mightyena,4,Dark,
Zigzagoon,4,Normal,
Linoone,4,Normal,
Wurmple,4,Bug,
Silcoon,4,Bug,
Beautifly,4,Bug,Flying
Cascoon,4,Bug,
Dustox,4,Bug,Poison
Lotad,4,Water,Grass
Lombre,4,Water,Grass
Ludicolo,4,Water,Grass
Seedot,4,Grass,
Nuzleaf,4,Grass,Dark
Shiftry,4,Grass,Dark
Taillow,4,Normal,Flying
Swellow,4,Normal,Flying
Wingull,4,Water,Flying
Pelipper,4,Water,Flying
Ralts,4,Psychic,
Kirlia,4,Psychic,
Gardevoir,4,Psychic,
Surskit,4,Bug,Water
Masquerain,4,Bug,Flying
Shroomish,4,Grass,
Breloom,4,Grass,Fighting
Slakoth,4,Normal,
Vigoroth,4,Normal,
Slaking,4,Normal,
Nincada,4,Bug,Ground
Ninjask,4,Bug,Flying
Shedinja,4,Bug,Ghost
Whismur,4,Normal,
Loudred,4,Normal,
Exploud,4,Normal,
Makuhita,4,Fighting,
Hariyama,4,Fighting,
Azurill,4,Normal,
Nosepass,4,Rock,
Skitty,4,Normal,
Delcatty,4,Normal,
Sableye,4,Dark,Ghost
Mawile,4,Steel,
Aron,4,Steel,Rock
Lairon,4,Steel,Rock
Aggron,4,Steel,Rock
Meditite,4,Fighting,Psychic
Medicham,4,Fighting,Psychic
Electrike,4,Electric,
Manectric,4,Electric,
Plusle,4,Electric,
Minun,4,Electric,
Volbeat,4,Bug,
Illumise,4,Bug,
Roselia,4,Grass,Poison
Gulpin,4,Poison,
Swalot,4,Poison,
Carvanha,4,Water,Dark
Sharpedo,4,Water,Dark
Wailmer,4,Water,
Wailord,4,Water,
Numel,4,Fire,Ground
Camerupt,4,Fire,Ground
Torkoal,4,Fire,
Spoink,4,Psychic,
Grumpig,4,Psychic,
Spinda,4,Normal,
Trapinch,4,Ground,
Vibrava,4,Ground,Dragon
Flygon,4,Ground,Dragon
Cacnea,4,Grass,
Cacturne,4,Grass,Dark
Swablu,4,Normal,Flying
Altaria,4,Dragon,Flying
Zangoose,4,Normal,
Seviper,4,Poison,
Lunatone,4,Rock,Psychic
Solrock,4,Rock,Psychic
Barboach,4,Water,Ground
Whiscash,4,Water,Ground
Corphish,4,Water,
Crawdaunt,4,Water,Dark
Baltoy,4,Ground,Psychic
Claydol,4,Ground,Psychic
Lileep,4,Rock,Grass
Cradily,4,Rock,Grass
Anorith,4,Rock,Bug
Armaldo,4,Rock,Bug
Feebas,4,Water,
Milotic,4,Water,
Castform,4,Normal,
Kecleon,4,Normal,
Shuppet,4,Ghost,
Banette,4,Ghost,
Duskull,4,Ghost,
Dusclops,4,Ghost,
Tropius,4,Grass,Flying
Chimecho,4,Psychic,
Absol,4,Dark,
Wynaut,4,Psychic,
Snorunt,4,Ice,
Glalie,4,Ice,
Spheal,4,Ice,Water
Sealeo,4,Ice,Water
Walrein,4,Ice,Water
Clamperl,4,Water,
Huntail,4,Water,
Gorebyss,4,Water,
Relicanth,4,Water,Rock
Luvdisc,4,Water,
Bagon,4,Dragon,
Shelgon,4,Dragon,
Salamence,4,Dragon,Flying
Beldum,4,Steel,Psychic
Metang,4,Steel,Psychic
Metagross,4,Steel,Psychic
Regirock,4,Rock,
Regice,4,Ice,
Registeel,4,Steel,
Latias,4,Dragon,Psychic
Latios,4,Dragon,Psychic
Kyogre,4,Water,
Groudon,4,Ground,
Rayquaza,4,Dragon,Flying
Jirachi,4,Steel,Psychic
Deoxys,4,Psychic,
Deoxys-Attack,4,Psychic,
Deoxys-Defense,4,Psychic,
Deoxys-Speed,4,Psychic,
Turtwig,4,Grass,
Grotle,4,Grass,
Torterra,4,Grass,Ground
Chimchar,4,Fire,
Monferno,4,Fire,Fighting
Infernape,4,Fire,Fighting
Piplup,4,Water,
Prinplup,4,Water,
Empoleon,4,Water,Steel
Starly,4,Normal,Flying
Staravia,4,Normal,Flying
Staraptor,4,Normal,Flying
Bidoof,4,Normal,
Bibarel,4,Normal,Water
Kricketot,4,Bug,
Kricketune,4,Bug,
Shinx,4,Electric,
Luxio,4,Electric,
Luxray,4,Electric,
Budew,4,Grass,Poison
Roserade,4,Grass,Poison
Cranidos,4,Rock,
Rampardos,4,Rock,
Shieldon,4,Rock,Steel
Bastiodon,4,Rock,Steel
Burmy,4,Bug,
Wormadam,4,Bug,Grass
Wormadam-Sandy,4,Bug,Ground
Wormadam-Trash,4,Bug,Steel
Mothim,4,Bug,Flying
Combee,4,Bug,Flying
Vespiquen,4,Bug,Flying
Pachirisu,4,Electric,
Buizel,4,Water,
Floatzel,4,Water,
Cherubi,4,Grass,
Cherrim,4,Grass,
Shellos,4,Water,
Gastrodon,4,Water,Ground
Ambipom,4,Normal,
Drifloon,4,Ghost,Flying
Drifblim,4,Ghost,Flying
Buneary,4,Normal,
Lopunny,4,Normal,
Mismagius,4,Ghost,
Honchkrow,4,Dark,Flying
Glameow,4,Normal,
Purugly,4,Normal,
Chingling,4,Psychic,
Stunky,4,Poison,Dark
Skuntank,4,Poison,Dark
Bronzor,4,Steel,Psychic
Bronzong,4,Steel,Psychic
Bonsly,4,Rock,
Mime Jr.,4,Psychic,
Happiny,4,Normal,
Chatot,4,Normal,Flying
Spiritomb,4,Ghost,Dark
Gible,4,Dragon,Ground
Gabite,4,Dragon,Ground
Garchomp,4,Dragon,Ground
Munchlax,4,Normal,
Riolu,4,Fighting,
Lucario,4,Fighting,Steel
Hippopotas,4,Ground,
Hippowdon,4,Ground,
Skorupi,4,Poison,Bug
Drapion,4,Poison,Dark
Croagunk,4,Poison,Fighting
Toxicroak,4,Poison,Fighting
Carnivine,4,Grass,
Finneon,4,Water,
Lumineon,4,Water,
Mantyke,4,Water,Flying
Snover,4,Grass,Ice
Abomasnow,4,Grass,Ice
Weavile,4,Dark,Ice
Magnezone,4,Electric,Steel
Lickilicky,4,Normal,
Rhyperior,4,Ground,Rock
Tangrowth,4,Grass,
Electivire,4,Electric,
Magmortar,4,Fire,
Togekiss,4,Normal,Flying
Yanmega,4,Bug,Flying
Leafeon,4,Grass,
Glaceon,4,Ice,
Gliscor,4,Ground,Flying
Mamoswine,4,Ice,Ground
Porygon-Z,4,Normal,
Gallade,4,Psychic,Fighting
Probopass,4,Rock,Steel
Dusknoir,4,Ghost,
Froslass,4,Ice,Ghost
Rotom,4,Electric,Ghost
Rotom-Heat,4,Electric,Ghost
Rotom-Wash,4,Electric,Ghost
Rotom-Frost,4,Electric,Ghost
Rotom-Fan,4,Electric,Ghost
Rotom-Mow,4,Electric,Ghost
Uxie,4,Psychic,
Mesprit,4,Psychic,
Azelf,4,Psychic,
Dialga,4,Steel,Dragon
Palkia,4,Water,Dragon
Heatran,4,Fire,Steel
Regigigas,4,Normal,
Giratina,4,Ghost,Dragon
Giratina-Origin,4,Ghost,Dragon
Cresselia,4,Psychic,
Phione,4,Water,
Manaphy,4,Water,
Darkrai,4,Dark,
Shaymin,4,Grass,
Shaymin-Sky,4,Grass,Flying
Arceus,4,Normal,
Arceus-Bug,4,Bug,
Arceus-Dark,4,Dark,
Arceus-Dragon,4,Dragon,
Arceus-Electric,4,Electric,
Arceus-Fairy,4,Fairy,
Arceus-Fighting,4,Fighting,
Arceus-Fire,4,Fire,
Arceus-Flying,4,Flying,
Arceus-Ghost,4,Ghost,
Arceus-Grass,4,Grass,
Arceus-Ground,4,Ground,
Arceus-Ice,4,Ice,
Arceus-Poison,4,Poison,
Arceus-Psychic,4,Psychic,
Arceus-Rock,4,Rock,
Arceus-Steel,4,Steel,
Arceus-Water,4,Water,
