Pokemon,Usage,Snapshot
Quaquaval,2.95577,2022-11
Venusaur-Mega,2.88855,2022-11
Great Tusk,2.88195,2022-11
Kommo-o,2.78149,2022-11
Spectrier,2.68252,2022-11
Shuckle,2.64056,2022-11
Greninja,2.5429,2022-11
Kartana,2.51524,2022-11
Bisharp,2.49772,2022-11
Lucario-Mega,2.40878,2022-11
Meowscarada,2.37992,2022-11
Charizard-Mega-Y,2.32128,2022-11
Ferrothorn,2.31516,2022-11
Darmanitan-Galar,2.29496,2022-11
Pinsir-Mega,2.23831,2022-11
Maushold,2.22731,2022-11
Klefki,2.18377,2022-11
Incineroar,2.17709,2022-11
Zamazenta,2.15626,2022-11
Blacephalon,2.13503,2022-11
Glimmora,2.10437,2022-11
Cinderace,2.10029,2022-11
Mamoswine,2.08983,2022-11
Iron Treads,2.02423,2022-11
Scizor,1.99177,2022-11
Marowak-Alola,1.98402,2022-11
Azumarill,1.9768,2022-11
Nidoking,1.95117,2022-11
Lokix,1.94813,2022-11
Froslass,1.93444,2022-11
Spiritomb,1.92078,2022-11
Iron Moth,1.90511,2022-11
Chi-Yu,1.88755,2022-11
Cradily,1.87902,2022-11
Gengar,1.85711,2022-11
Baxcalibur,1.85425,2022-11
Scizor-Mega,1.8535,2022-11
Weezing-Galar,1.83463,2022-11
Banette-Mega,1.81241,2022-11
Cofagrigus,1.80879,2022-11
Delphox,1.76101,2022-11
Whimsicott,1.75565,2022-11
Kangaskhan-Mega,1.74926,2022-11
Blaziken,1.73168,2022-11
Heatran,1.72657,2022-11
Heracross,1.69123,2022-11
Muk-Alola,1.59124,2022-11
Excadrill,1.48524,2022-11
Starmie,1.42816,2022-11
Primarina,1.4272,2022-11
Sandy Shocks,1.40037,2022-11
Rillaboom,1.39909,2022-11
Blissey,1.39168,2022-11
Kingambit,1.38941,2022-11
Landorus-Therian,1.37566,2022-11
Iron Thorns,1.34233,2022-11
Arboliva,1.31124,2022-11
Tapu Fini,1.27698,2022-11
Urshifu,1.20947,2022-11
Mawile-Mega,1.2026,2022-11
Abomasnow-Mega,1.15876,2022-11
Cetitan,1.13734,2022-11
Clodsire,1.13513,2022-11
Staraptor,1.12127,2022-11
Metagross-Mega,1.09966,2022-11
Scolipede,1.08199,2022-11
Scovillain,1.07592,2022-11
Greninja-Ash,1.06913,2022-11
Omastar,1.02821,2022-11
Chesnaught,1.02485,2022-11
Medicham-Mega,1.02409,2022-11
Zapdos-Galar,1.02105,2022-11
Gastrodon,1.01279,2022-11
Revavroom,1.01204,2022-11
Garchomp-Mega,0.94329,2022-11
Brute Bonnet,0.92245,2022-11
Swellow,0.91413,2022-11
Smeargle,0.91413,2022-11
Porygon-Z,0.90957,2022-11
Obstagoon,0.89227,2022-11
Buzzwole,0.88811,2022-11
Slowking,0.87763,2022-11
Manaphy,0.87763,2022-11
Corviknight,0.81617,2022-11
Landorus,0.80394,2022-11
Beedrill-Mega,0.77757,2022-11
Torkoal,0.77589,2022-11
Volcanion,0.77488,2022-11
Grimmsnarl,0.76118,2022-11
Tyranitar,0.75613,2022-11
Melmetal,0.73651,2022-11
Celesteela,0.73104,2022-11
Toedscruel,0.72651,2022-11
Togekiss,0.72456,2022-11
Galvantula,0.71061,2022-11
Hippowdon,0.69584,2022-11
Jirachi,0.69474,2022-11
Infernape,0.68602,2022-11
Iron Jugulis,0.68259,2022-11
Crustle,0.67798,2022-11
Mew,0.65586,2022-11
Latios,0.65586,2022-11
Appletun,0.63514,2022-11
Flygon,0.62792,2022-11
Quagsire,0.61721,2022-11
Golurk,0.60798,2022-11
Dugtrio,0.60578,2022-11
Dachsbun,0.60269,2022-11
Forretress,0.57461,2022-11
Brambleghast,0.53761,2022-11
Yanmega,0.53516,2022-11
Sceptile-Mega,0.52663,2022-11
Leavanny,0.52663,2022-11
Polteageist,0.51666,2022-11
Skarmory,0.50755,2022-11
Steelix-Mega,0.4983,2022-11
Dubwool,0.49075,2022-11
Kilowattrel,0.48301,2022-11
Clefable,0.47744,2022-11
Talonflame,0.47613,2022-11
Diggersby,0.47512,2022-11
Scream Tail,0.46417,2022-11
Gardevoir-Mega,0.44384,2022-11
Terrakion,0.44071,2022-11
Haxorus,0.41855,2022-11
Aerodactyl-Mega,0.41792,2022-11
Grafaiai,0.41301,2022-11
Corsola-Galar,0.41003,2022-11
Crobat,0.3996,2022-11
Zygarde-10%,0.39021,2022-11
Coalossal,0.3882,2022-11
Palossand,0.38764,2022-11
Diancie,0.38243,2022-11
Slowbro,0.3817,2022-11
Alakazam,0.3817,2022-11
Lycanroc,0.38021,2022-11
Aerodactyl,0.37702,2022-11
Tyrantrum,0.37702,2022-11
Nihilego,0.3583,2022-11
Decidueye,0.34921,2022-11
Victini,0.34494,2022-11
Dragonite,0.32895,2022-11
Duraludon,0.32786,2022-11
Armarouge,0.32476,2022-11
Tauros-Paldea-Fire,0.31239,2022-11
Houndoom-Mega,0.31064,2022-11
Chandelure,0.30486,2022-11
Tauros-Paldea-Water,0.29459,2022-11
Goodra,0.29406,2022-11
Vikavolt,0.28809,2022-11
Glastrier,0.28461,2022-11
Runerigus,0.28342,2022-11
Silvally-Ghost,0.28342,2022-11
Malamar,0.27415,2022-11
Gallade-Mega,0.27415,2022-11
Krookodile,0.24309,2022-11
Magnezone,0.23319,2022-11
Emolga,0.23146,2022-11
Jolteon,0.23146,2022-11
Pincurchin,0.23146,2022-11
Tinkaton,0.22295,2022-11
Veluza,0.22037,2022-11
Tatsugiri,0.22037,2022-11
Escavalier,0.21852,2022-11
Gardevoir,0.21457,2022-11
Zapdos,0.21229,2022-11
Frosmoth,0.20457,2022-11
Armaldo,0.20441,2022-11
Empoleon,0.19583,2022-11
Salazzle,0.19339,2022-11
Skuntank,0.19297,2022-11
Weezing,0.19297,2022-11
Nidoqueen,0.19297,2022-11
Porygon2,0.19252,2022-11
Toucannon,0.18863,2022-11
Altaria-Mega,0.17472,2022-11
Sableye,0.16857,2022-11
Dodrio,0.16114,2022-11
Tornadus-Therian,0.16114,2022-11
Barbaracle,0.15987,2022-11
Cinccino,0.15266,2022-11
Accelgor,0.14149,2022-11
Dugtrio-Alola,0.14036,2022-11
Eevee,0.14035,2022-11
Audino-Mega,0.14035,2022-11
Tyranitar-Mega,0.1373,2022-11
Magcargo,0.13061,2022-11
Sylveon,0.12833,2022-11
Wo-Chien,0.12352,2022-11
Garganacl,0.12073,2022-11
Garchomp,0.11943,2022-11
Manectric-Mega,0.11747,2022-11
Weavile,0.11256,2022-11
Spidops,0.10623,2022-11
Gallade,0.09211,2022-11
Golisopod,0.08705,2022-11
Rabsca,0.07704,2022-11
Heliolisk,0.0751,2022-11
Audino,0.07119,2022-11
Silvally-Fire,0.07079,2022-11
Latios-Mega,0.06959,2022-11
Zoroark,0.0679,2022-11
Xurkitree,0.06633,2022-11
Dracozolt,0.06633,2022-11
Regirock,0.06479,2022-11
Carracosta,0.06479,2022-11
Rampardos,0.06479,2022-11
Arctozolt,0.06287,2022-11
Registeel,0.0608,2022-11
Stunfisk-Galar,0.0608,2022-11
Mandibuzz,0.06055,2022-11
Jumpluff,0.05975,2022-11
Charizard-Mega-X,0.05801,2022-11
Dragalge,0.05744,2022-11
Crawdaunt,0.05547,2022-11
Florges,0.05254,2022-11
Granbull,0.05254,2022-11
Beartic,0.04767,2022-11
Pawmot,0.04758,2022-11
Hitmontop,0.04732,2022-11
Keldeo,0.04732,2022-11
Ting-Lu,0.04616,2022-11
Sawsbuck,0.04434,2022-11
Drednaw,0.04293,2022-11
Arbok,0.04185,2022-11
Gliscor,0.04176,2022-11
Bronzong,0.04122,2022-11
Rotom-Fan,0.03838,2022-11
Entei,0.03654,2022-11
Lucario,0.03365,2022-11
Carbink,0.02775,2022-11
Shiinotic,0.02775,2022-11
Scrafty,0.02508,2022-11
Metagross,0.02501,2022-11
Rotom-Mow,0.02362,2022-11
Indeedee,0.02222,2022-11
Gyarados,0.02137,2022-11
Snorlax,0.01979,2022-11
Bibarel,0.01975,2022-11
Charizard,0.01904,2022-11
Zangoose,0.01796,2022-11
Tauros,0.01796,2022-11
Stakataka,0.01633,2022-11
Klawf,0.01633,2022-11
Aggron,0.01615,2022-11
Steelix,0.01615,2022-11
Slowking-Galar,0.01564,2022-11
Seismitoad,0.015,2022-11
Camerupt,0.01448,2022-11
Pyukumuku,0.0129,2022-11
Braviary,0.01232,2022-11
Turtonator,0.01215,2022-11
Rotom-Frost,0.01121,2022-11
Centiskorch,0.00906,2022-11
Swoobat,0.00886,2022-11
Espeon,0.00886,2022-11
Relicanth,0.00796,2022-11
Alcremie,0.0079,2022-11
Furfrou,0.00755,2022-11
Komala,0.00748,2022-11
Dunsparce,0.00748,2022-11
Slaking,0.00748,2022-11
Dhelmise,0.00655,2022-11
Amoonguss,0.00623,2022-11
Gourgeist-Super,0.00623,2022-11
Donphan,0.00514,2022-11
Durant,0.00451,2022-11
Tentacruel,0.00442,2022-11
Togedemaru,0.00379,2022-11
Orthworm,0.00379,2022-11
Shedinja,0.00204,2022-11
Ambipom,0.00179,2022-11
Rotom-Heat,0.00176,2022-11
Absol-Mega,0.00163,2022-11
Houndoom,0.00163,2022-11
Cursola,0.00142,2022-11
Jellicent,0.00142,2022-11
Dudunsparce,0.00104,2022-11
Delcatty,0.00104,2022-11
Serperior,0.00049,2022-11
Tsareena,0.00046,2022-11
Toxicroak,0.00042,2022-11
Blastoise,0,2022-11
Vaporeon,0,2022-11
Ludicolo,0,2022-11
Drapion,0,2022-11
Lycanroc-Dusk,0,2022-11
Flamigo,0,2022-11
Pangoro,0,2022-11
Mr. Mime-Galar,0,2022-11
Fletchinder,0,2022-11
Poliwrath,0,2022-11
Butterfree,0,2022-11
Wobbuffet,0,2022-11
Cresselia,0,2022-11
Tangela,0,2022-11
Frogadier,0,2022-11
Absol,0,2022-11
Aggron-Mega,0,2022-11
Sceptile,0,2022-11
Linoone,0,2022-11
Lapras,0,2022-11
Seviper,0,2022-11
Eiscue,0,2022-11
Raticate,0,2022-11
Silvally-Water,0,2022-11
Mantyke,0,2022-11
Lurantis,0,2022-11
Celebi,0,2022-11
Ampharos,0,2022-11
Ledian,0,2022-11
Walrein,0,2022-11
Carkol,0,2022-11
Girafarig,0,2022-11
Grapploct,0,2022-11
Pinsir,0,2022-11
Huntail,0,2022-11
Piloswine,0,2022-11
Farigiraf,0,2022-11
Applin,0,2022-11
Swanna,0,2022-11
Noivern,0,2022-11
Persian,0,2022-11
Guzzlord,0,2022-11
Exploud,0,2022-11
Tornadus,0,2022-11
Totodile,0,2022-11
Charmander,0,2022-11
Wooper,0,2022-11
Cherrim,0,2022-11
Darmanitan,0,2022-11
Reuniclus,0,2022-11
Druddigon,0,2022-11
Moltres,0,2022-11
Greedent,0,2022-11
Drampa,0,2022-11
Alomomola,0,2022-11
Sandslash-Alola,0,2022-11
Victreebel,0,2022-11
Shuppet,0,2022-11
Simipour,0,2022-11
Regigigas,0,2022-11
Slurpuff,0,2022-11
Diglett-Alola,0,2022-11
Necrozma,0,2022-11
Vespiquen,0,2022-11
Unfezant,0,2022-11
Gourgeist-Small,0,2022-11
Floatzel,0,2022-11
Electrode,0,2022-11
Lycanroc-Midnight,0,2022-11
Gourgeist,0,2022-11
Copperajah,0,2022-11
Solrock,0,2022-11
Golem-Alola,0,2022-11
Maschiff,0,2022-11
Stonjourner,0,2022-11
Magnemite,0,2022-11
Trevenant,0,2022-11
Sealeo,0,2022-11
Heracross-Mega,0,2022-11
Clamperl,0,2022-11
Octillery,0,2022-11
Treecko,0,2022-11
Pikachu,0,2022-11
Jynx,0,2022-11
Sandygast,0,2022-11
Hitmonchan,0,2022-11
Oinkologne-F,0,2022-11
Sigilyph,0,2022-11
Oricorio-Pom-Pom,0,2022-11
Qwilfish,0,2022-11
Claydol,0,2022-11
Sudowoodo,0,2022-11
Hatterene,0,2022-11
Phanpy,0,2022-11
Ninetales,0,2022-11
Quilava,0,2022-11
Glalie,0,2022-11
Geodude-Alola,0,2022-11
Hydreigon,0,2022-11
Wormadam-Sandy,0,2022-11
Thievul,0,2022-11
Ivysaur,0,2022-11
Liepard,0,2022-11
Wailord,0,2022-11
Sandslash,0,2022-11
Mawile,0,2022-11
Magmortar,0,2022-11
Aron,0,2022-11
Luvdisc,0,2022-11
Machamp,0,2022-11
Alakazam-Mega,0,2022-11
Slowpoke,0,2022-11
Gligar,0,2022-11
Exeggutor,0,2022-11
Boltund,0,2022-11
Parasect,0,2022-11
Grovyle,0,2022-11
Minun,0,2022-11
Persian-Alola,0,2022-11
Dondozo,0,2022-11
Eelektross,0,2022-11
Sharpedo,0,2022-11
Mesprit,0,2022-11
Toxtricity,0,2022-11
Bellibolt,0,2022-11
Sirfetch'd,0,2022-11
Altaria,0,2022-11
Oranguru,0,2022-11
Venusaur,0,2022-11
Meowth-Galar,0,2022-11
Pachirisu,0,2022-11
Drakloak,0,2022-11
Silvally-Steel,0,2022-11
Bulbasaur,0,2022-11
Jigglypuff,0,2022-11
Kecleon,0,2022-11
Glalie-Mega,0,2022-11
Throh,0,2022-11
Wartortle,0,2022-11
Wigglytuff,0,2022-11
Inteleon,0,2022-11
Dusknoir,0,2022-11
Pidgeotto,0,2022-11
Rattata,0,2022-11
Basculin,0,2022-11
Kabutops,0,2022-11
Venipede,0,2022-11
Tangrowth,0,2022-11
Dedenne,0,2022-11
Type: Null,0,2022-11
Deoxys-Defense,0,2022-11
Scyther,0,2022-11
Honchkrow,0,2022-11
Silvally-Fairy,0,2022-11
Eelektrik,0,2022-11
Togetic,0,2022-11
Silvally-Flying,0,2022-11
Vigoroth,0,2022-11
Duskull,0,2022-11
Masquerain,0,2022-11
Metapod,0,2022-11
Bayleef,0,2022-11
Oricorio-Pa'u,0,2022-11
Watchog,0,2022-11
Meowstic,0,2022-11
Hariyama,0,2022-11
Tauros-Paldea,0,2022-11
Whiscash,0,2022-11
Dustox,0,2022-11
Lopunny,0,2022-11
Charjabug,0,2022-11
Hawlucha,0,2022-11
Slowbro-Mega,0,2022-11
Bastiodon,0,2022-11
Venomoth,0,2022-11
Comfey,0,2022-11
Medicham,0,2022-11
Golbat,0,2022-11
Silvally-Psychic,0,2022-11
Chimecho,0,2022-11
Pyroar,0,2022-11
Lumineon,0,2022-11
Furret,0,2022-11
Gigalith,0,2022-11
Gimmighoul,0,2022-11
Bruxish,0,2022-11
Illumise,0,2022-11
Xatu,0,2022-11
Deoxys-Speed,0,2022-11
Silvally,0,2022-11
Azelf,0,2022-11
Kakuna,0,2022-11
Orbeetle,0,2022-11
Rotom,0,2022-11
Silvally-Electric,0,2022-11
Buizel,0,2022-11
Crabominable,0,2022-11
Clawitzer,0,2022-11
Sprigatito,0,2022-11
Cascoon,0,2022-11
Wormadam,0,2022-11
Murkrow,0,2022-11
Braixen,0,2022-11
Spewpa,0,2022-11
Dusclops,0,2022-11
Ariados,0,2022-11
Silvally-Bug,0,2022-11
Simisage,0,2022-11
Sunflora,0,2022-11
Nidorino,0,2022-11
Wugtrio,0,2022-11
Oricorio,0,2022-11
Roserade,0,2022-11
Corsola,0,2022-11
Stoutland,0,2022-11
Purugly,0,2022-11
Uxie,0,2022-11
Beedrill,0,2022-11
Hitmonlee,0,2022-11
Gorebyss,0,2022-11
Lampent,0,2022-11
Cacturne,0,2022-11
Raichu,0,2022-11
Musharna,0,2022-11
Emboar,0,2022-11
Rhydon,0,2022-11
Farfetch'd,0,2022-11
Farfetch'd-Galar,0,2022-11
Eldegoss,0,2022-11
Milotic,0,2022-11
Cetoddle,0,2022-11
Skorupi,0,2022-11
Mr. Rime,0,2022-11
Dratini,0,2022-11
Aurorus,0,2022-11
Mantine,0,2022-11
Regidrago,0,2022-11
Doublade,0,2022-11
Pumpkaboo-Super,0,2022-11
Leafeon,0,2022-11
Oricorio-Sensu,0,2022-11
Corphish,0,2022-11
Arcanine,0,2022-11
Hippopotas,0,2022-11
Politoed,0,2022-11
Articuno,0,2022-11
Roselia,0,2022-11
Rhyperior,0,2022-11
Golem,0,2022-11
Spinda,0,2022-11
Banette,0,2022-11
Gothitelle,0,2022-11
Sharpedo-Mega,0,2022-11
Mudsdale,0,2022-11
Espathra,0,2022-11
Kangaskhan,0,2022-11
Shelgon,0,2022-11
Raikou,0,2022-11
Trubbish,0,2022-11
Articuno-Galar,0,2022-11
Plusle,0,2022-11
Morpeko,0,2022-11
Vileplume,0,2022-11
Slowbro-Galar,0,2022-11
Mismagius,0,2022-11
Croagunk,0,2022-11
Primeape,0,2022-11
Raboot,0,2022-11
Cramorant,0,2022-11
Squawkabilly,0,2022-11
Meowth-Alola,0,2022-11
Flapple,0,2022-11
Kricketot,0,2022-11
Golduck,0,2022-11
Raticate-Alola,0,2022-11
Zeraora,0,2022-11
Umbreon,0,2022-11
Feraligatr,0,2022-11
Voltorb,0,2022-11
Rapidash-Galar,0,2022-11
Stufful,0,2022-11
Virizion,0,2022-11
Snom,0,2022-11
Combee,0,2022-11
Klinklang,0,2022-11
Squirtle,0,2022-11
Conkeldurr,0,2022-11
Gastly,0,2022-11
Thundurus-Therian,0,2022-11
Mothim,0,2022-11
Hypno,0,2022-11
Tranquill,0,2022-11
Drifloon,0,2022-11
Maractus,0,2022-11
Gurdurr,0,2022-11
Arctovish,0,2022-11
Sawk,0,2022-11
Samurott,0,2022-11
Silvally-Dark,0,2022-11
Silvally-Rock,0,2022-11
Typhlosion,0,2022-11
Dwebble,0,2022-11
Manectric,0,2022-11
Ninjask,0,2022-11
Vivillon,0,2022-11
Grumpig,0,2022-11
Flareon,0,2022-11
Pawmo,0,2022-11
Bombirdier,0,2022-11
Chatot,0,2022-11
Stantler,0,2022-11
Morelull,0,2022-11
Delibird,0,2022-11
Tropius,0,2022-11
Abomasnow,0,2022-11
Luxray,0,2022-11
Mienshao,0,2022-11
Gogoat,0,2022-11
Dreepy,0,2022-11
Sliggoo,0,2022-11
Cobalion,0,2022-11
Sandaconda,0,2022-11
Onix,0,2022-11
Clefairy,0,2022-11
Magneton,0,2022-11
Dewpider,0,2022-11
Goomy,0,2022-11
Volbeat,0,2022-11
Archeops,0,2022-11
Mightyena,0,2022-11
Wynaut,0,2022-11
Cottonee,0,2022-11
Diglett,0,2022-11
Latias-Mega,0,2022-11
Exeggutor-Alola,0,2022-11
Seaking,0,2022-11
Lilligant,0,2022-11
Pidgeot-Mega,0,2022-11
Bouffalant,0,2022-11
Magmar,0,2022-11
Vanilluxe,0,2022-11
Charmeleon,0,2022-11
Torterra,0,2022-11
Swadloon,0,2022-11
Moltres-Galar,0,2022-11
Floragato,0,2022-11
Minior,0,2022-11
Gourgeist-Large,0,2022-11
Gyarados-Mega,0,2022-11
Silvally-Dragon,0,2022-11
Salamence,0,2022-11
Falinks,0,2022-11
Dragonair,0,2022-11
Yamask,0,2022-11
Garbodor,0,2022-11
Marowak,0,2022-11
Glaceon,0,2022-11
Croconaw,0,2022-11
Palpitoad,0,2022-11
Graveler,0,2022-11
Graveler-Alola,0,2022-11
Zebstrika,0,2022-11
Silvally-Ice,0,2022-11
Bellossom,0,2022-11
Perrserker,0,2022-11
Mabosstiff,0,2022-11
Ampharos-Mega,0,2022-11
Rhyhorn,0,2022-11
Greavard,0,2022-11
Calyrex,0,2022-11
Lanturn,0,2022-11
Misdreavus,0,2022-11
Beautifly,0,2022-11
Meowth,0,2022-11
Herdier,0,2022-11
Swalot,0,2022-11
Meganium,0,2022-11
Mr. Mime,0,2022-11
Skwovet,0,2022-11
Drifblim,0,2022-11
Beheeyem,0,2022-11
Camerupt-Mega,0,2022-11
Linoone-Galar,0,2022-11
Haunter,0,2022-11
Tinkatuff,0,2022-11
Simisear,0,2022-11
Krokorok,0,2022-11
Stunfisk,0,2022-11
Grotle,0,2022-11
Porygon,0,2022-11
Rowlet,0,2022-11
Combusken,0,2022-11
Aromatisse,0,2022-11
Silvally-Fighting,0,2022-11
Castform,0,2022-11
Pidgeot,0,2022-11
Kingler,0,2022-11
Fearow,0,2022-11
Lunatone,0,2022-11
Swampert,0,2022-11
Rapidash,0,2022-11
Quaxwell,0,2022-11
Naclstack,0,2022-11
Lairon,0,2022-11
Ursaring,0,2022-11
Electivire,0,2022-11
Suicune,0,2022-11
Wormadam-Trash,0,2022-11
Oinkologne,0,2022-11
Probopass,0,2022-11
Silvally-Poison,0,2022-11
Gloom,0,2022-11
Carnivine,0,2022-11
Shaymin,0,2022-11
Silvally-Ground,0,2022-11
Passimian,0,2022-11
Bidoof,0,2022-11
Pupitar,0,2022-11
Noctowl,0,2022-11
Indeedee-F,0,2022-11
Seadra,0,2022-11
Kricketune,0,2022-11
Miltank,0,2022-11
Snivy,0,2022-11
Hoopa,0,2022-11
Tarountula,0,2022-11
Dewgong,0,2022-11
Muk,0,2022-11
Shiftry,0,2022-11
Scorbunny,0,2022-11
Cryogonal,0,2022-11
Deino,0,2022-11
Regice,0,2022-11
Zarude,0,2022-11
Silcoon,0,2022-11
Lickilicky,0,2022-11
Wishiwashi,0,2022-11
Gumshoos,0,2022-11
Silvally-Grass,0,2022-11
Caterpie,0,2022-11
Weedle,0,2022-11
Pidgey,0,2022-11
Rattata-Alola,0,2022-11
Spearow,0,2022-11
Ekans,0,2022-11
Sandshrew,0,2022-11
Sandshrew-Alola,0,2022-11
Nidoran-F,0,2022-11
Nidorina,0,2022-11
Nidoran-M,0,2022-11
Vulpix,0,2022-11
Vulpix-Alola,0,2022-11
Zubat,0,2022-11
Oddish,0,2022-11
Paras,0,2022-11
Venonat,0,2022-11
Psyduck,0,2022-11
Mankey,0,2022-11
Growlithe,0,2022-11
Growlithe-Hisui,0,2022-11
Arcanine-Hisui,0,2022-11
Poliwag,0,2022-11
Poliwhirl,0,2022-11
Abra,0,2022-11
Kadabra,0,2022-11
Machop,0,2022-11
Machoke,0,2022-11
Bellsprout,0,2022-11
Weepinbell,0,2022-11
Tentacool,0,2022-11
Geodude,0,2022-11
Ponyta,0,2022-11
Ponyta-Galar,0,2022-11
Slowpoke-Galar,0,2022-11
Farfetch’d,0,2022-11
Farfetch’d-Galar,0,2022-11
Doduo,0,2022-11
Seel,0,2022-11
Grimer,0,2022-11
Grimer-Alola,0,2022-11
Shellder,0,2022-11
Drowzee,0,2022-11
Krabby,0,2022-11
Voltorb-Hisui,0,2022-11
Electrode-Hisui,0,2022-11
Exeggcute,0,2022-11
Cubone,0,2022-11
Lickitung,0,2022-11
Koffing,0,2022-11
Horsea,0,2022-11
Goldeen,0,2022-11
Staryu,0,2022-11
Electabuzz,0,2022-11
Tauros-Paldea-Combat,0,2022-11
Tauros-Paldea-Blaze,0,2022-11
Tauros-Paldea-Aqua,0,2022-11
Magikarp,0,2022-11
Omanyte,0,2022-11
Kabuto,0,2022-11
Mewtwo,0,2022-11
Mewtwo-Mega-X,0,2022-11
Mewtwo-Mega-Y,0,2022-11
Chikorita,0,2022-11
Cyndaquil,0,2022-11
Typhlosion-Hisui,0,2022-11
Sentret,0,2022-11
Hoothoot,0,2022-11
Ledyba,0,2022-11
Spinarak,0,2022-11
Chinchou,0,2022-11
Pichu,0,2022-11
Cleffa,0,2022-11
Igglybuff,0,2022-11
Togepi,0,2022-11
Natu,0,2022-11
Mareep,0,2022-11
Flaaffy,0,2022-11
Marill,0,2022-11
Hoppip,0,2022-11
Skiploom,0,2022-11
Aipom,0,2022-11
Sunkern,0,2022-11
Yanma,0,2022-11
Wooper-Paldea,0,2022-11
Unown,0,2022-11
Pineco,0,2022-11
Snubbull,0,2022-11
Qwilfish-Hisui,0,2022-11
Sneasel,0,2022-11
Sneasel-Hisui,0,2022-11
Teddiursa,0,2022-11
Slugma,0,2022-11
Swinub,0,2022-11
Remoraid,0,2022-11
Houndour,0,2022-11
Tyrogue,0,2022-11
Smoochum,0,2022-11
Elekid,0,2022-11
Magby,0,2022-11
Larvitar,0,2022-11
Lugia,0,2022-11
Ho-Oh,0,2022-11
Torchic,0,2022-11
Mudkip,0,2022-11
Marshtomp,0,2022-11
Poochyena,0,2022-11
Zigzagoon,0,2022-11
Zigzagoon-Galar,0,2022-11
Wurmple,0,2022-11
Lotad,0,2022-11
Lombre,0,2022-11
Seedot,0,2022-11
Nuzleaf,0,2022-11
Taillow,0,2022-11
Wingull,0,2022-11
Ralts,0,2022-11
Kirlia,0,2022-11
Surskit,0,2022-11
Shroomish,0,2022-11
Slakoth,0,2022-11
Nincada,0,2022-11
Whismur,0,2022-11
Loudred,0,2022-11
Makuhita,0,2022-11
Azurill,0,2022-11
Nosepass,0,2022-11
Skitty,0,2022-11
Meditite,0,2022-11
Electrike,0,2022-11
Gulpin,0,2022-11
Carvanha,0,2022-11
Wailmer,0,2022-11
Numel,0,2022-11
Spoink,0,2022-11
Trapinch,0,2022-11
Vibrava,0,2022-11
Cacnea,0,2022-11
Swablu,0,2022-11
Barboach,0,2022-11
Baltoy,0,2022-11
Lileep,0,2022-11
Anorith,0,2022-11
Feebas,0,2022-11
Snorunt,0,2022-11
Spheal,0,2022-11
Bagon,0,2022-11
Beldum,0,2022-11
Metang,0,2022-11
Kyogre,0,2022-11
Kyogre-Primal,0,2022-11
Groudon,0,2022-11
Groudon-Primal,0,2022-11
Rayquaza,0,2022-11
Rayquaza-Mega,0,2022-11
Deoxys,0,2022-11
Deoxys-Attack,0,2022-11
Turtwig,0,2022-11
Chimchar,0,2022-11
Monferno,0,2022-11
Piplup,0,2022-11
Prinplup,0,2022-11
Starly,0,2022-11
Staravia,0,2022-11
Shinx,0,2022-11
Luxio,0,2022-11
Budew,0,2022-11
Cranidos,0,2022-11
Shieldon,0,2022-11
Burmy,0,2022-11
Cherubi,0,2022-11
Shellos,0,2022-11
Buneary,0,2022-11
Glameow,0,2022-11
Chingling,0,2022-11
Stunky,0,2022-11
Bronzor,0,2022-11
Bonsly,0,2022-11
Mime Jr.,0,2022-11
Happiny,0,2022-11
