Name,Gen,TypeOne,TypeTwo
Koffing,3,Poison,
Weezing,3,Poison,
Rhyhorn,3,Ground,Rock
Rhydon,3,Ground,Rock
Chansey,3,Normal,
Tangela,3,Grass,
Kangaskhan,3,Normal,
Horsea,3,Water,
Seadra,3,Water,
Goldeen,3,Water,
Seaking,3,Water,
Staryu,3,Water,
Starmie,3,Water,Psychic
Mr. Mime,3,Psychic,
Scyther,3,Bug,Flying
Jynx,3,Ice,Psychic
Electabuzz,3,Electric,
Magmar,3,Fire,
Pinsir,3,Bug,
Tauros,3,Normal,
Magikarp,3,Water,
Gyarados,3,Water,Flying
Lapras,3,Water,Ice
Ditto,3,Normal,
Eevee,3,Normal,
Vaporeon,3,Water,
Jolteon,3,Electric,
Flareon,3,Fire,
Porygon,3,Normal,
Omanyte,3,Rock,Water
Omastar,3,Rock,Water
Kabuto,3,Rock,Water
Kabutops,3,Rock,Water
Aerodactyl,3,Rock,Flying
Snorlax,3,Normal,
Articuno,3,Ice,Flying
Zapdos,3,Electric,Flying
Moltres,3,Fire,Flying
Dratini,3,Dragon,
Dragonair,3,Dragon,
Dragonite,3,Dragon,Flying
Mewtwo,3,Psychic,
Mew,3,Psychic,
Chikorita,3,Grass,
Bayleef,3,Grass,
Meganium,3,Grass,
Cyndaquil,3,Fire,
Quilava,3,Fire,
Typhlosion,3,Fire,
Totodile,3,Water,
Croconaw,3,Water,
Feraligatr,3,Water,
Sentret,3,Normal,
Furret,3,Normal,
Hoothoot,3,Normal,Flying
Noctowl,3,Normal,Flying
Ledyba,3,Bug,Flying
Ledian,3,Bug,Flying
Spinarak,3,Bug,Poison
Ariados,3,Bug,Poison
Crobat,3,Poison,Flying
Chinchou,3,Water,Electric
Lanturn,3,Water,Electric
Pichu,3,Electric,
Cleffa,3,Normal,
Igglybuff,3,Normal,Fairy
Togepi,3,Normal,
Togetic,3,Normal,Flying
Natu,3,Psychic,Flying
Xatu,3,Psychic,Flying
Mareep,3,Electric,
Flaaffy,3,Electric,
Ampharos,3,Electric,
Bellossom,3,Grass,
Marill,3,Water,
Azumarill,3,Water,
Sudowoodo,3,Rock,
Politoed,3,Water,
Hoppip,3,Grass,Flying
Skiploom,3,Grass,Flying
Jumpluff,3,Grass,Flying
Aipom,3,Normal,
Sunkern,3,Grass,
Sunflora,3,Grass,
Yanma,3,Bug,Flying
Wooper,3,Water,Ground
Quagsire,3,Water,Ground
Espeon,3,Psychic,
Umbreon,3,Dark,
Murkrow,3,Dark,Flying
Slowking,3,Water,Psychic
Misdreavus,3,Ghost,
Unown,3,Psychic,
Wobbuffet,3,Psychic,
Girafarig,3,Normal,Psychic
Pineco,3,Bug,
Forretress,3,Bug,Steel
Dunsparce,3,Normal,
Gligar,3,Ground,Flying
Steelix,3,Steel,Ground
Snubbull,3,Normal,
Granbull,3,Normal,
Qwilfish,3,Water,Poison
Scizor,3,Bug,Steel
Shuckle,3,Bug,Rock
Heracross,3,Bug,Fighting
Sneasel,3,Dark,Ice
Teddiursa,3,Normal,
Ursaring,3,Normal,
Slugma,3,Fire,
Magcargo,3,Fire,Rock
Swinub,3,Ice,Ground
Piloswine,3,Ice,Ground
Corsola,3,Water,Rock
Remoraid,3,Water,
Octillery,3,Water,
Delibird,3,Ice,Flying
Mantine,3,Water,Flying
Skarmory,3,Steel,Flying
Houndour,3,Dark,Fire
Houndoom,3,Dark,Fire
Kingdra,3,Water,Dragon
Phanpy,3,Ground,
Donphan,3,Ground,
Porygon2,3,Normal,
Stantler,3,Normal,
Smeargle,3,Normal,
Tyrogue,3,Fighting,
Hitmontop,3,Fighting,
Smoochum,3,Ice,Psychic
Elekid,3,Electric,
Magby,3,Fire,
Miltank,3,Normal,
Blissey,3,Normal,
Raikou,3,Electric,
Entei,3,Fire,
Suicune,3,Water,
Larvitar,3,Rock,Ground
Pupitar,3,Rock,Ground
Tyranitar,3,Rock,Dark
Lugia,3,Psychic,Flying
Ho-Oh,3,Fire,Flying
Celebi,3,Psychic,Grass
Treecko,3,Grass,
Grovyle,3,Grass,
Sceptile,3,Grass,
Torchic,3,Fire,
Combusken,3,Fire,Fighting
Blaziken,3,Fire,Fighting
Mudkip,3,Water,
Marshtomp,3,Water,Ground
Swampert,3,Water,Ground
Poochyena,3,Dark,
Mightyena,3,Dark,
Zigzagoon,3,Normal,
Linoone,3,Normal,
Wurmple,3,Bug,
Silcoon,3,Bug,
Beautifly,3,Bug,Flying
Cascoon,3,Bug,
Dustox,3,Bug,Poison
Lotad,3,Water,Grass
Lombre,3,Water,Grass
Ludicolo,3,Water,Grass
Seedot,3,Grass,
Nuzleaf,3,Grass,Dark
Shiftry,3,Grass,Dark
Taillow,3,Normal,Flying
Swellow,3,Normal,Flying
Wingull,3,Water,Flying
Pelipper,3,Water,Flying
Ralts,3,Psychic,
Kirlia,3,Psychic,
Gardevoir,3,Psychic,
Surskit,3,Bug,Water
Masquerain,3,Bug,Flying
Shroomish,3,Grass,
Breloom,3,Grass,Fighting
Slakoth,3,Normal,
Vigoroth,3,Normal,
Slaking,3,Normal,
Nincada,3,Bug,Ground
Ninjask,3,Bug,Flying
Shedinja,3,Bug,Ghost
Whismur,3,Normal,
Loudred,3,Normal,
Exploud,3,Normal,
Makuhita,3,Fighting,
Hariyama,3,Fighting,
Azurill,3,Normal,
Nosepass,3,Rock,
Skitty,3,Normal,
Delcatty,3,Normal,
Sableye,3,Dark,Ghost
Mawile,3,Steel,
Aron,3,Steel,Rock
Lairon,3,Steel,Rock
Aggron,3,Steel,Rock
Meditite,3,Fighting,Psychic
Medicham,3,Fighting,Psychic
Electrike,3,Electric,
Manectric,3,Electric,
Plusle,3,Electric,
Minun,3,Electric,
Volbeat,3,Bug,
Illumise,3,Bug,
Roselia,3,Grass,Poison
Gulpin,3,Poison,
Swalot,3,Poison,
Carvanha,3,Water,Dark
Sharpedo,3,Water,Dark
Wailmer,3,Water,
Wailord,3,Water,
Numel,3,Fire,Ground
Camerupt,3,Fire,Ground
Torkoal,3,Fire,
Spoink,3,Psychic,
Grumpig,3,Psychic,
Spinda,3,Normal,
Trapinch,3,Ground,
Vibrava,3,Ground,Dragon
Flygon,3,Ground,Dragon
Cacnea,3,Grass,
Cacturne,3,Grass,Dark
Swablu,3,Normal,Flying
Altaria,3,Dragon,Flying
Zangoose,3,Normal,
Seviper,3,Poison,
Lunatone,3,Rock,Psychic
Solrock,3,Rock,Psychic
Barboach,3,Water,Ground
Whiscash,3,Water,Ground
Corphish,3,Water,
Crawdaunt,3,Water,Dark
Baltoy,3,Ground,Psychic
Claydol,3,Ground,Psychic
Lileep,3,Rock,Grass
Cradily,3,Rock,Grass
Anorith,3,Rock,Bug
Armaldo,3,Rock,Bug
Feebas,3,Water,
Milotic,3,Water,
Castform,3,Normal,
Kecleon,3,Normal,
Shuppet,3,Ghost,
Banette,3,Ghost,
Duskull,3,Ghost,
Dusclops,3,Ghost,
Tropius,3,Grass,Flying
Chimecho,3,Psychic,
Absol,3,Dark,
Wynaut,3,Psychic,
Snorunt,3,Ice,
Glalie,3,Ice,
Spheal,3,Ice,Water
Sealeo,3,Ice,Water
Walrein,3,Ice,Water
Clamperl,3,Water,
Huntail,3,Water,
Gorebyss,3,Water,
Relicanth,3,Water,Rock
Luvdisc,3,Water,
Bagon,3,Dragon,
Shelgon,3,Dragon,
Salamence,3,Dragon,Flying
Beldum,3,Steel,Psychic
Metang,3,Steel,Psychic
Metagross,3,Steel,Psychic
Regirock,3,Rock,
Regice,3,Ice,
Registeel,3,Steel,
Latias,3,Dragon,Psychic
Latios,3,Dragon,Psychic
Kyogre,3,Water,
Groudon,3,Ground,
Rayquaza,3,Dragon,Flying
Jirachi,3,Steel,Psychic
Deoxys,3,Psychic,
Deoxys-Attack,3,Psychic,
Deoxys-Defense,3,Psychic,
Deoxys-Speed,3,Psychic,
