Pokemon,Usage,Snapshot
Oricorio-Pa'u,0.00003,2022-12
Lechonk,0.00001,2022-12
Tandemaus,0,2022-12
Riolu,0,2022-12
Fletchinder,0,2022-12
Floette,0,2022-12
Floragato,0,2022-12
Tarountula,0,2022-12
Oranguru,0,2022-12
Luvdisc,0,2022-12
Rotom-Fan,0,2022-12
Pineco,0,2022-12
Greavard,0,2022-12
Eevee,0,2022-12
Deino,0,2022-12
Cufant,0,2022-12
Azurill,0,2022-12
Silicobra,0,2022-12
Magnemite,0,2022-12
Bergmite,0,2022-12
Fidough,0,2022-12
Gothorita,0,2022-12
Psyduck,0,2022-12
Surskit,0,2022-12
Zorua,0,2022-12
Carkol,0,2022-12
Eelektrik,0,2022-12
Wattrel,0,2022-12
Rufflet,0,2022-12
Skiploom,0,2022-12
Wooper,0,2022-12
Makuhita,0,2022-12
Rolycoly,0,2022-12
Snorunt,0,2022-12
Kirlia,0,2022-12
Skiddo,0,2022-12
Shuppet,0,2022-12
Wooper-Paldea,0,2022-12
Salandit,0,2022-12
Larvesta,0,2022-12
Maschiff,0,2022-12
Varoom,0,2022-12
Venonat,0,2022-12
Sandygast,0,2022-12
Numel,0,2022-12
Rockruff,0,2022-12
Phanpy,0,2022-12
Gulpin,0,2022-12
Mudbray,0,2022-12
Mareanie,0,2022-12
Wingull,0,2022-12
Mareep,0,2022-12
Mankey,0,2022-12
Kricketot,0,2022-12
Slowpoke,0,2022-12
Steenee,0,2022-12
Barboach,0,2022-12
Fuecoco,0,2022-12
Shroodle,0,2022-12
Luxio,0,2022-12
Cubchoo,0,2022-12
Tinkatink,0,2022-12
Drakloak,0,2022-12
Jigglypuff,0,2022-12
Ralts,0,2022-12
Magikarp,0,2022-12
Pawniard,0,2022-12
Smoliv,0,2022-12
Vigoroth,0,2022-12
Axew,0,2022-12
Shroomish,0,2022-12
Larvitar,0,2022-12
Dolliv,0,2022-12
Spoink,0,2022-12
Pichu,0,2022-12
Quaxwell,0,2022-12
Gimmighoul,0,2022-12
Buizel,0,2022-12
Bounsweet,0,2022-12
Staravia,0,2022-12
Foongus,0,2022-12
Sunkern,0,2022-12
Frigibax,0,2022-12
Cetoddle,0,2022-12
Shellder,0,2022-12
Chewtle,0,2022-12
Dratini,0,2022-12
Starly,0,2022-12
Shellos,0,2022-12
Bonsly,0,2022-12
Hippopotas,0,2022-12
Shelgon,0,2022-12
Toxel,0,2022-12
Noibat,0,2022-12
Croagunk,0,2022-12
Raboot,0,2022-12
Gible,0,2022-12
Finizen,0,2022-12
Flaaffy,0,2022-12
Dreepy,0,2022-12
Voltorb,0,2022-12
Snom,0,2022-12
Gastly,0,2022-12
Drifloon,0,2022-12
Charcadet,0,2022-12
Stunky,0,2022-12
Bronzor,0,2022-12
Impidimp,0,2022-12
Charmander,0,2022-12
Pawmo,0,2022-12
Pawmi,0,2022-12
Fraxure,0,2022-12
Arrokuda,0,2022-12
Petilil,0,2022-12
Rellor,0,2022-12
Snover,0,2022-12
Sliggoo,0,2022-12
Corvisquire,0,2022-12
Shinx,0,2022-12
Grimer,0,2022-12
Bagon,0,2022-12
Goomy,0,2022-12
Growlithe,0,2022-12
Diglett,0,2022-12
Flittle,0,2022-12
Charmeleon,0,2022-12
Tadbulb,0,2022-12
Yungoos,0,2022-12
Happiny,0,2022-12
Nacli,0,2022-12
Zweilous,0,2022-12
Meowth,0,2022-12
Deerling,0,2022-12
Tynamo,0,2022-12
Combee,0,2022-12
Krokorok,0,2022-12
Scatterbug,0,2022-12
Fomantis,0,2022-12
Houndour,0,2022-12
Rookidee,0,2022-12
Sinistea,0,2022-12
Marill,0,2022-12
Wiglett,0,2022-12
Capsakid,0,2022-12
Hoppip,0,2022-12
Nymble,0,2022-12
Bramblin,0,2022-12
Pupitar,0,2022-12
Meditite,0,2022-12
Fletchling,0,2022-12
Cacnea,0,2022-12
Scorbunny,0,2022-12
Bulbasaur,0,2022-12
Ivysaur,0,2022-12
Venusaur,0,2022-12
Venusaur-Mega,0,2022-12
Charizard,0,2022-12
Charizard-Mega-X,0,2022-12
Charizard-Mega-Y,0,2022-12
Squirtle,0,2022-12
Wartortle,0,2022-12
Blastoise,0,2022-12
Blastoise-Mega,0,2022-12
Caterpie,0,2022-12
Metapod,0,2022-12
Butterfree,0,2022-12
Weedle,0,2022-12
Kakuna,0,2022-12
Beedrill,0,2022-12
Beedrill-Mega,0,2022-12
Pidgey,0,2022-12
Pidgeotto,0,2022-12
Pidgeot,0,2022-12
Pidgeot-Mega,0,2022-12
Rattata,0,2022-12
Rattata-Alola,0,2022-12
Raticate,0,2022-12
Raticate-Alola,0,2022-12
Spearow,0,2022-12
Fearow,0,2022-12
Ekans,0,2022-12
Arbok,0,2022-12
Raichu-Alola,0,2022-12
Sandshrew,0,2022-12
Sandshrew-Alola,0,2022-12
Sandslash,0,2022-12
Sandslash-Alola,0,2022-12
Nidoran-F,0,2022-12
Nidorina,0,2022-12
Nidoqueen,0,2022-12
Nidoran-M,0,2022-12
Nidorino,0,2022-12
Nidoking,0,2022-12
Clefairy,0,2022-12
Clefable,0,2022-12
Vulpix,0,2022-12
Vulpix-Alola,0,2022-12
Ninetales,0,2022-12
Ninetales-Alola,0,2022-12
Zubat,0,2022-12
Golbat,0,2022-12
Oddish,0,2022-12
Gloom,0,2022-12
Vileplume,0,2022-12
Paras,0,2022-12
Parasect,0,2022-12
Diglett-Alola,0,2022-12
Dugtrio-Alola,0,2022-12
Meowth-Alola,0,2022-12
Meowth-Galar,0,2022-12
Persian-Alola,0,2022-12
Growlithe-Hisui,0,2022-12
Arcanine-Hisui,0,2022-12
Poliwag,0,2022-12
Poliwhirl,0,2022-12
Poliwrath,0,2022-12
Abra,0,2022-12
Kadabra,0,2022-12
Alakazam,0,2022-12
Alakazam-Mega,0,2022-12
Machop,0,2022-12
Machoke,0,2022-12
Machamp,0,2022-12
Bellsprout,0,2022-12
Weepinbell,0,2022-12
Victreebel,0,2022-12
Tentacool,0,2022-12
Tentacruel,0,2022-12
Geodude,0,2022-12
Geodude-Alola,0,2022-12
Graveler,0,2022-12
Graveler-Alola,0,2022-12
Golem,0,2022-12
Golem-Alola,0,2022-12
Ponyta,0,2022-12
Ponyta-Galar,0,2022-12
Rapidash,0,2022-12
Rapidash-Galar,0,2022-12
Slowpoke-Galar,0,2022-12
Slowbro-Mega,0,2022-12
Slowbro-Galar,0,2022-12
Farfetch’d,0,2022-12
Farfetch’d-Galar,0,2022-12
Doduo,0,2022-12
Dodrio,0,2022-12
Seel,0,2022-12
Dewgong,0,2022-12
Grimer-Alola,0,2022-12
Muk-Alola,0,2022-12
Gengar-Mega,0,2022-12
Onix,0,2022-12
Krabby,0,2022-12
Kingler,0,2022-12
Voltorb-Hisui,0,2022-12
Electrode-Hisui,0,2022-12
Exeggcute,0,2022-12
Exeggutor,0,2022-12
Exeggutor-Alola,0,2022-12
Cubone,0,2022-12
Marowak,0,2022-12
Marowak-Alola,0,2022-12
Hitmonlee,0,2022-12
Hitmonchan,0,2022-12
Lickitung,0,2022-12
Koffing,0,2022-12
Weezing,0,2022-12
Weezing-Galar,0,2022-12
Rhyhorn,0,2022-12
Rhydon,0,2022-12
Tangela,0,2022-12
Kangaskhan,0,2022-12
Kangaskhan-Mega,0,2022-12
Horsea,0,2022-12
Seadra,0,2022-12
Goldeen,0,2022-12
Seaking,0,2022-12
Staryu,0,2022-12
Starmie,0,2022-12
Mr. Mime,0,2022-12
Mr. Mime-Galar,0,2022-12
Jynx,0,2022-12
Electabuzz,0,2022-12
Magmar,0,2022-12
Pinsir,0,2022-12
Pinsir-Mega,0,2022-12
Tauros,0,2022-12
Tauros-Paldea-Combat,0,2022-12
Tauros-Paldea-Blaze,0,2022-12
Tauros-Paldea-Aqua,0,2022-12
Gyarados-Mega,0,2022-12
Lapras,0,2022-12
Ditto,0,2022-12
Porygon,0,2022-12
Omanyte,0,2022-12
Omastar,0,2022-12
Kabuto,0,2022-12
Kabutops,0,2022-12
Aerodactyl,0,2022-12
Aerodactyl-Mega,0,2022-12
Snorlax,0,2022-12
Articuno,0,2022-12
Articuno-Galar,0,2022-12
Zapdos,0,2022-12
Zapdos-Galar,0,2022-12
Moltres,0,2022-12
Moltres-Galar,0,2022-12
Dragonite,0,2022-12
Mewtwo,0,2022-12
Mewtwo-Mega-X,0,2022-12
Mewtwo-Mega-Y,0,2022-12
Mew,0,2022-12
Chikorita,0,2022-12
Bayleef,0,2022-12
Meganium,0,2022-12
Cyndaquil,0,2022-12
Quilava,0,2022-12
Typhlosion,0,2022-12
Typhlosion-Hisui,0,2022-12
Totodile,0,2022-12
Croconaw,0,2022-12
Feraligatr,0,2022-12
Sentret,0,2022-12
Furret,0,2022-12
Hoothoot,0,2022-12
Noctowl,0,2022-12
Ledyba,0,2022-12
Ledian,0,2022-12
Spinarak,0,2022-12
Ariados,0,2022-12
Crobat,0,2022-12
Chinchou,0,2022-12
Lanturn,0,2022-12
Cleffa,0,2022-12
Igglybuff,0,2022-12
Togepi,0,2022-12
Togetic,0,2022-12
Natu,0,2022-12
Xatu,0,2022-12
Ampharos-Mega,0,2022-12
Bellossom,0,2022-12
Politoed,0,2022-12
Aipom,0,2022-12
Yanma,0,2022-12
Slowking-Galar,0,2022-12
Unown,0,2022-12
Wobbuffet,0,2022-12
Gligar,0,2022-12
Steelix,0,2022-12
Steelix-Mega,0,2022-12
Snubbull,0,2022-12
Granbull,0,2022-12
Qwilfish-Hisui,0,2022-12
Scizor,0,2022-12
Scizor-Mega,0,2022-12
Shuckle,0,2022-12
Heracross-Mega,0,2022-12
Sneasel-Hisui,0,2022-12
Teddiursa,0,2022-12
Slugma,0,2022-12
Magcargo,0,2022-12
Swinub,0,2022-12
Piloswine,0,2022-12
Corsola,0,2022-12
Corsola-Galar,0,2022-12
Remoraid,0,2022-12
Octillery,0,2022-12
Mantine,0,2022-12
Skarmory,0,2022-12
Houndoom-Mega,0,2022-12
Kingdra,0,2022-12
Porygon2,0,2022-12
Smeargle,0,2022-12
Tyrogue,0,2022-12
Hitmontop,0,2022-12
Smoochum,0,2022-12
Elekid,0,2022-12
Magby,0,2022-12
Miltank,0,2022-12
Raikou,0,2022-12
Entei,0,2022-12
Suicune,0,2022-12
Tyranitar,0,2022-12
Tyranitar-Mega,0,2022-12
Lugia,0,2022-12
Ho-Oh,0,2022-12
Celebi,0,2022-12
Treecko,0,2022-12
Grovyle,0,2022-12
Sceptile,0,2022-12
Sceptile-Mega,0,2022-12
Torchic,0,2022-12
Combusken,0,2022-12
Blaziken,0,2022-12
Blaziken-Mega,0,2022-12
Mudkip,0,2022-12
Marshtomp,0,2022-12
Swampert,0,2022-12
Swampert-Mega,0,2022-12
Poochyena,0,2022-12
Mightyena,0,2022-12
Zigzagoon,0,2022-12
Zigzagoon-Galar,0,2022-12
Linoone,0,2022-12
Linoone-Galar,0,2022-12
Wurmple,0,2022-12
Silcoon,0,2022-12
Beautifly,0,2022-12
Cascoon,0,2022-12
Dustox,0,2022-12
Lotad,0,2022-12
Lombre,0,2022-12
Ludicolo,0,2022-12
Seedot,0,2022-12
Nuzleaf,0,2022-12
Shiftry,0,2022-12
Taillow,0,2022-12
Swellow,0,2022-12
Gardevoir-Mega,0,2022-12
Breloom,0,2022-12
Slakoth,0,2022-12
Nincada,0,2022-12
Ninjask,0,2022-12
Shedinja,0,2022-12
Whismur,0,2022-12
Loudred,0,2022-12
Exploud,0,2022-12
Nosepass,0,2022-12
Skitty,0,2022-12
Delcatty,0,2022-12
Sableye-Mega,0,2022-12
Mawile,0,2022-12
Mawile-Mega,0,2022-12
Aron,0,2022-12
Lairon,0,2022-12
Aggron,0,2022-12
Aggron-Mega,0,2022-12
Medicham-Mega,0,2022-12
Electrike,0,2022-12
Manectric,0,2022-12
Manectric-Mega,0,2022-12
Plusle,0,2022-12
Minun,0,2022-12
Volbeat,0,2022-12
Illumise,0,2022-12
Roselia,0,2022-12
Carvanha,0,2022-12
Sharpedo,0,2022-12
Sharpedo-Mega,0,2022-12
Wailmer,0,2022-12
Wailord,0,2022-12
Camerupt-Mega,0,2022-12
Torkoal,0,2022-12
Spinda,0,2022-12
Trapinch,0,2022-12
Vibrava,0,2022-12
Flygon,0,2022-12
Altaria-Mega,0,2022-12
Lunatone,0,2022-12
Solrock,0,2022-12
Corphish,0,2022-12
Crawdaunt,0,2022-12
Baltoy,0,2022-12
Claydol,0,2022-12
Lileep,0,2022-12
Cradily,0,2022-12
Anorith,0,2022-12
Armaldo,0,2022-12
Feebas,0,2022-12
Milotic,0,2022-12
Castform,0,2022-12
Kecleon,0,2022-12
Banette-Mega,0,2022-12
Duskull,0,2022-12
Dusclops,0,2022-12
Chimecho,0,2022-12
Absol,0,2022-12
Absol-Mega,0,2022-12
Wynaut,0,2022-12
Glalie-Mega,0,2022-12
Spheal,0,2022-12
Sealeo,0,2022-12
Walrein,0,2022-12
Clamperl,0,2022-12
Huntail,0,2022-12
Gorebyss,0,2022-12
Relicanth,0,2022-12
Salamence-Mega,0,2022-12
Beldum,0,2022-12
Metang,0,2022-12
Metagross,0,2022-12
Metagross-Mega,0,2022-12
Regirock,0,2022-12
Regice,0,2022-12
Registeel,0,2022-12
Latias,0,2022-12
Latias-Mega,0,2022-12
Latios,0,2022-12
Latios-Mega,0,2022-12
Kyogre,0,2022-12
Kyogre-Primal,0,2022-12
Groudon,0,2022-12
Groudon-Primal,0,2022-12
Rayquaza,0,2022-12
Rayquaza-Mega,0,2022-12
Jirachi,0,2022-12
Deoxys,0,2022-12
Deoxys-Attack,0,2022-12
Deoxys-Defense,0,2022-12
Deoxys-Speed,0,2022-12
Turtwig,0,2022-12
Grotle,0,2022-12
Torterra,0,2022-12
Chimchar,0,2022-12
Monferno,0,2022-12
Infernape,0,2022-12
Piplup,0,2022-12
Prinplup,0,2022-12
Empoleon,0,2022-12
Bidoof,0,2022-12
Bibarel,0,2022-12
Budew,0,2022-12
Roserade,0,2022-12
Cranidos,0,2022-12
Rampardos,0,2022-12
Shieldon,0,2022-12
Bastiodon,0,2022-12
Burmy,0,2022-12
Wormadam,0,2022-12
Wormadam-Sandy,0,2022-12
Wormadam-Trash,0,2022-12
Mothim,0,2022-12
Cherubi,0,2022-12
Cherrim,0,2022-12
Ambipom,0,2022-12
Buneary,0,2022-12
Lopunny,0,2022-12
Lopunny-Mega,0,2022-12
Glameow,0,2022-12
Purugly,0,2022-12
Chingling,0,2022-12
Mime Jr.,0,2022-12
Chatot,0,2022-12
Garchomp,0,2022-12
Garchomp-Mega,0,2022-12
Munchlax,0,2022-12
Lucario-Mega,0,2022-12
Skorupi,0,2022-12
Drapion,0,2022-12
Carnivine,0,2022-12
Finneon,0,2022-12
Mantyke,0,2022-12
Abomasnow-Mega,0,2022-12
Lickilicky,0,2022-12
Rhyperior,0,2022-12
Tangrowth,0,2022-12
Electivire,0,2022-12
Magmortar,0,2022-12
Togekiss,0,2022-12
Yanmega,0,2022-12
Gliscor,0,2022-12
Mamoswine,0,2022-12
Porygon-Z,0,2022-12
Gallade-Mega,0,2022-12
Probopass,0,2022-12
Dusknoir,0,2022-12
Uxie,0,2022-12
Mesprit,0,2022-12
Azelf,0,2022-12
Dialga,0,2022-12
Dialga-Origin,0,2022-12
Palkia,0,2022-12
Palkia-Origin,0,2022-12
Heatran,0,2022-12
Regigigas,0,2022-12
Giratina,0,2022-12
Giratina-Origin,0,2022-12
Cresselia,0,2022-12
Phione,0,2022-12
Manaphy,0,2022-12
Darkrai,0,2022-12
Shaymin,0,2022-12
Shaymin-Sky,0,2022-12
Arceus,0,2022-12
Arceus-Bug,0,2022-12
Arceus-Dark,0,2022-12
Arceus-Dragon,0,2022-12
Arceus-Electric,0,2022-12
Arceus-Fairy,0,2022-12
Arceus-Fighting,0,2022-12
Arceus-Fire,0,2022-12
Arceus-Flying,0,2022-12
Arceus-Ghost,0,2022-12
Arceus-Grass,0,2022-12
Arceus-Ground,0,2022-12
Arceus-Ice,0,2022-12
Arceus-Poison,0,2022-12
Arceus-Psychic,0,2022-12
Arceus-Rock,0,2022-12
Arceus-Steel,0,2022-12
Arceus-Water,0,2022-12
Victini,0,2022-12
Snivy,0,2022-12
Servine,0,2022-12
Serperior,0,2022-12
Tepig,0,2022-12
Pignite,0,2022-12
Emboar,0,2022-12
Oshawott,0,2022-12
Dewott,0,2022-12
Samurott,0,2022-12
Samurott-Hisui,0,2022-12
Patrat,0,2022-12
Watchog,0,2022-12
Lillipup,0,2022-12
Herdier,0,2022-12
Stoutland,0,2022-12
Purrloin,0,2022-12
Liepard,0,2022-12
Pansage,0,2022-12
Simisage,0,2022-12
Pansear,0,2022-12
Simisear,0,2022-12
Panpour,0,2022-12
Simipour,0,2022-12
Munna,0,2022-12
Musharna,0,2022-12
Pidove,0,2022-12
Tranquill,0,2022-12
Unfezant,0,2022-12
Blitzle,0,2022-12
Zebstrika,0,2022-12
Roggenrola,0,2022-12
Boldore,0,2022-12
Gigalith,0,2022-12
Woobat,0,2022-12
Swoobat,0,2022-12
Drilbur,0,2022-12
Excadrill,0,2022-12
Audino,0,2022-12
Audino-Mega,0,2022-12
Timburr,0,2022-12
Gurdurr,0,2022-12
Conkeldurr,0,2022-12
Tympole,0,2022-12
Palpitoad,0,2022-12
Seismitoad,0,2022-12
Throh,0,2022-12
Sawk,0,2022-12
Sewaddle,0,2022-12
Swadloon,0,2022-12
Leavanny,0,2022-12
Venipede,0,2022-12
Whirlipede,0,2022-12
Scolipede,0,2022-12
Cottonee,0,2022-12
Whimsicott,0,2022-12
Lilligant-Hisui,0,2022-12
Sandile,0,2022-12
Darumaka,0,2022-12
Darumaka-Galar,0,2022-12
Darmanitan,0,2022-12
Darmanitan-Galar,0,2022-12
Maractus,0,2022-12
Dwebble,0,2022-12
Crustle,0,2022-12
Scraggy,0,2022-12
Scrafty,0,2022-12
Sigilyph,0,2022-12
Yamask,0,2022-12
Yamask-Galar,0,2022-12
Cofagrigus,0,2022-12
Tirtouga,0,2022-12
Carracosta,0,2022-12
Archen,0,2022-12
Archeops,0,2022-12
Trubbish,0,2022-12
Garbodor,0,2022-12
Zorua-Hisui,0,2022-12
Zoroark-Hisui,0,2022-12
Minccino,0,2022-12
Cinccino,0,2022-12
Gothita,0,2022-12
Solosis,0,2022-12
Duosion,0,2022-12
Reuniclus,0,2022-12
Ducklett,0,2022-12
Swanna,0,2022-12
Vanillite,0,2022-12
Vanillish,0,2022-12
Vanilluxe,0,2022-12
Emolga,0,2022-12
Karrablast,0,2022-12
Escavalier,0,2022-12
Amoonguss,0,2022-12
Frillish,0,2022-12
Jellicent,0,2022-12
Joltik,0,2022-12
Galvantula,0,2022-12
Ferroseed,0,2022-12
Ferrothorn,0,2022-12
Klink,0,2022-12
Klang,0,2022-12
Klinklang,0,2022-12
Elgyem,0,2022-12
Beheeyem,0,2022-12
Litwick,0,2022-12
Lampent,0,2022-12
Chandelure,0,2022-12
Shelmet,0,2022-12
Accelgor,0,2022-12
Stunfisk,0,2022-12
Stunfisk-Galar,0,2022-12
Mienfoo,0,2022-12
Mienshao,0,2022-12
Druddigon,0,2022-12
Golett,0,2022-12
Golurk,0,2022-12
Bouffalant,0,2022-12
Braviary-Hisui,0,2022-12
Vullaby,0,2022-12
Mandibuzz,0,2022-12
Heatmor,0,2022-12
Durant,0,2022-12
Volcarona,0,2022-12
Cobalion,0,2022-12
Terrakion,0,2022-12
Virizion,0,2022-12
Tornadus,0,2022-12
Tornadus-Therian,0,2022-12
Thundurus,0,2022-12
Thundurus-Therian,0,2022-12
Reshiram,0,2022-12
Zekrom,0,2022-12
Landorus,0,2022-12
Landorus-Therian,0,2022-12
Kyurem,0,2022-12
Kyurem-Black,0,2022-12
Kyurem-White,0,2022-12
Keldeo,0,2022-12
Meloetta,0,2022-12
Genesect,0,2022-12
Chespin,0,2022-12
Quilladin,0,2022-12
Chesnaught,0,2022-12
Fennekin,0,2022-12
Braixen,0,2022-12
Delphox,0,2022-12
Froakie,0,2022-12
Frogadier,0,2022-12
Greninja,0,2022-12
Bunnelby,0,2022-12
Diggersby,0,2022-12
Spewpa,0,2022-12
Litleo,0,2022-12
Flabébé,0,2022-12
Pancham,0,2022-12
Pangoro,0,2022-12
Furfrou,0,2022-12
Espurr,0,2022-12
Meowstic,0,2022-12
Meowstic-F,0,2022-12
Honedge,0,2022-12
Doublade,0,2022-12
Aegislash,0,2022-12
Spritzee,0,2022-12
Aromatisse,0,2022-12
Swirlix,0,2022-12
Slurpuff,0,2022-12
Inkay,0,2022-12
Malamar,0,2022-12
Binacle,0,2022-12
Barbaracle,0,2022-12
Skrelp,0,2022-12
Helioptile,0,2022-12
Heliolisk,0,2022-12
Tyrunt,0,2022-12
Tyrantrum,0,2022-12
Amaura,0,2022-12
Aurorus,0,2022-12
Carbink,0,2022-12
Sliggoo-Hisui,0,2022-12
